Date,AC PACIFIC ex JAPAN IMI VALUE
1998-12-31,374.6985234500885
1999-01-01,374.6993824978317
1999-01-04,375.36569747065323
1999-01-05,377.78066663166567
1999-01-06,389.36545989811594
1999-01-07,403.33826983292226
1999-01-08,404.0269778335238
1999-01-11,407.110382557031
1999-01-12,405.2750745130173
1999-01-13,389.87813012502755
1999-01-14,382.73111373242335
1999-01-15,390.4466157825039
1999-01-18,394.7454361252278
1999-01-19,395.73090388142293
1999-01-20,398.4165218472663
1999-01-21,389.91262106585515
1999-01-22,379.6133873685793
1999-01-25,370.1039618581693
1999-01-26,371.2221110164232
1999-01-27,379.9532369724664
1999-01-28,379.3240549784665
1999-01-29,381.8380228230027
1999-02-01,385.69718419886203
1999-02-02,382.20515463869566
1999-02-03,381.32964524818095
1999-02-04,382.2224271130064
1999-02-05,379.93267231839013
1999-02-08,381.6179400445551
1999-02-09,375.2400213134875
1999-02-10,370.92145647372024
1999-02-11,375.3653931895776
1999-02-12,381.99557130728243
1999-02-15,382.74532187121235
1999-02-16,381.6405445984552
1999-02-17,379.3543441853382
1999-02-18,377.40619317091745
1999-02-19,381.15232661853923
1999-02-22,387.1522342114006
1999-02-23,390.08580095245975
1999-02-24,391.312872816951
1999-02-25,385.2625799835707
1999-02-26,389.0258002513101
1999-03-01,392.304246177986
1999-03-02,392.314071056597
1999-03-03,394.73633152662075
1999-03-04,396.4376383071639
1999-03-05,400.34007067218477
1999-03-08,405.9934971136119
1999-03-09,407.95563226908473
1999-03-10,407.6504303130941
1999-03-11,412.5214478414025
1999-03-12,412.17172071753214
1999-03-15,415.28980753715916
1999-03-16,416.52050270671094
1999-03-17,412.75964983070077
1999-03-18,411.8876928835913
1999-03-19,421.55453369724574
1999-03-22,425.29339634080526
1999-03-23,427.34495564773897
1999-03-24,422.72188171896994
1999-03-25,426.6496969615482
1999-03-26,433.2881056496136
1999-03-29,429.7175260927177
1999-03-30,431.40511934502973
1999-03-31,429.36909487077463
1999-04-01,434.64910527897064
1999-04-02,438.3572511183317
1999-04-05,441.32549711572614
1999-04-06,442.2086803929055
1999-04-07,444.89819744371374
1999-04-08,446.33708380737164
1999-04-09,453.683924910229
1999-04-12,450.6445667164526
1999-04-13,458.94683175676874
1999-04-14,462.85518812053897
1999-04-15,474.15242078005423
1999-04-16,490.20527549814835
1999-04-19,508.85022145861603
1999-04-20,500.06445292278033
1999-04-21,499.3180248998438
1999-04-22,509.616644198004
1999-04-23,510.3011958697421
