Date,AC ASIA PACIFIC IMI VALUE
1998-12-31,427.0513345466718
1999-01-01,427.0516047530657
1999-01-04,420.467745852446
1999-01-05,420.6566188841558
1999-01-06,426.6602687916989
1999-01-07,438.71149846987777
1999-01-08,438.46495173860126
1999-01-11,446.6222439843676
1999-01-12,437.9736428248361
1999-01-13,424.5586670206901
1999-01-14,426.07912476952106
1999-01-15,429.7144039026835
1999-01-18,430.36837577354373
1999-01-19,431.52967865206244
1999-01-20,437.3545926324599
1999-01-21,438.80499150233936
1999-01-22,431.252800567373
1999-01-25,430.16880600690814
1999-01-26,432.42619728285916
1999-01-27,434.80404633102546
1999-01-28,433.56216538204774
1999-01-29,439.28727101008957
1999-02-01,443.39129747778117
1999-02-02,446.234869935539
1999-02-03,442.4826097216631
1999-02-04,442.71497746299826
1999-02-05,438.15717142207944
1999-02-08,439.277913890544
1999-02-09,431.7969255458301
1999-02-10,429.3927412805081
1999-02-11,432.1655255327214
1999-02-12,436.6685764485675
1999-02-15,436.8150907465786
1999-02-16,433.1091090642735
1999-02-17,427.0924411038387
1999-02-18,424.68393877024226
1999-02-19,427.0426219925331
1999-02-22,434.27658231194266
1999-02-23,436.6415421113077
1999-02-24,436.3854732787844
1999-02-25,437.3043513402753
1999-02-26,443.00635755310185
1999-03-01,441.29467935544886
1999-03-02,434.9688613313309
1999-03-03,435.9443512524849
1999-03-04,434.537090220213
1999-03-05,448.2396158179215
1999-03-08,449.8431288906409
1999-03-09,455.3698896281243
1999-03-10,463.970308944165
1999-03-11,471.2935304366096
1999-03-12,470.4242411867371
1999-03-15,479.1782018439176
1999-03-16,489.208845448483
1999-03-17,488.28337494615744
1999-03-18,483.62677284637965
1999-03-19,500.41946384008435
1999-03-22,500.0975653741881
1999-03-23,499.54839413568266
1999-03-24,490.1263964111982
1999-03-25,498.43795382698846
1999-03-26,501.8894702114043
1999-03-29,502.6474388216714
1999-03-30,498.7921952288675
1999-03-31,504.26289508984524
1999-04-01,510.30669052354597
1999-04-02,509.64575457079803
1999-04-05,509.7650728706522
1999-04-06,516.0654596281772
1999-04-07,516.4079022447592
1999-04-08,522.2900866599845
1999-04-09,525.2723877466747
1999-04-12,518.0172040598901
1999-04-13,525.5034327332426
1999-04-14,533.5285168862994
1999-04-15,538.9323522706152
1999-04-16,550.5869399712146
1999-04-19,557.8413008573864
1999-04-20,551.690509086269
1999-04-21,543.4131097065034
1999-04-22,546.8089166450092
1999-04-23,551.3442959584202
1999-04-26,558.4133174182475
1999-04-27,555.9114383320738
1999-04-28,557.8045008850028
1999-04-29,559.524106408151
1999-04-30,559.0564903019915
1999-05-03,557.8924979712147
1999-05-04,557.1281312558033
1999-05-05,553.2949516770478
1999-05-06,563.5506825556225
1999-05-07,557.5642060583247
1999-05-10,558.9435860585553
1999-05-11,555.7029321883357
1999-05-12,559.0551280017006
1999-05-13,555.8698928418272
1999-05-14,549.7882522988799
1999-05-17,538.26505216286
1999-05-18,539.3243986187612
1999-05-19,529.0321305252595
1999-05-20,529.6169895563781
1999-05-21,535.080859855224
1999-05-24,535.3542120035354
1999-05-25,532.6673133123498
1999-05-26,540.0047123610808
1999-05-27,540.6501395368259
1999-05-28,539.8216474304215
1999-05-31,540.5034704507189
1999-06-01,549.2274530405513
1999-06-02,559.3380403916958
1999-06-03,555.0055411239931
1999-06-04,557.5075370773629
1999-06-07,567.7223286641788
1999-06-08,569.1634486645576
1999-06-09,573.2469814601222
1999-06-10,578.7606104228474
1999-06-11,584.4633940106935
1999-06-14,579.8089630079626
1999-06-15,579.0836385375859
1999-06-16,586.6694546679106
1999-06-17,594.1474247117496
1999-06-18,585.6366784169404
1999-06-21,592.9235506323196
1999-06-22,598.3960157744905
1999-06-23,593.3524001302159
1999-06-24,589.933415907585
1999-06-25,582.07558739746
1999-06-28,592.0459449616754
1999-06-29,596.5476831478501
1999-06-30,593.3792221907919
1999-07-01,605.8940054167459
1999-07-02,611.3176619577965
1999-07-05,615.50303728883
1999-07-06,613.1517028555215
1999-07-07,613.72692463402
1999-07-08,613.1056832774796
1999-07-09,613.5508849928133
1999-07-12,620.4491590521662
1999-07-13,619.4991963679331
1999-07-14,621.4903336393018
1999-07-15,623.1764468430481
1999-07-16,620.5626959639154
1999-07-19,632.5367008990378
1999-07-20,618.0447695130301
1999-07-21,611.8824912861511
1999-07-22,603.7390226530605
1999-07-23,598.9560203657276
1999-07-26,584.7546833704816
1999-07-27,586.5692675411543
1999-07-28,592.2671780437951
1999-07-29,595.2473924103643
1999-07-30,600.1072116416168
1999-08-02,598.8263802397839
1999-08-03,601.7924680064314
1999-08-04,594.6757402099631
1999-08-05,585.4924401064147
1999-08-06,578.7598265985582
1999-08-09,580.2432912506794
1999-08-10,579.5835860123826
1999-08-11,576.9643621680909
1999-08-12,582.5960802369129
1999-08-13,585.0136825080117
1999-08-16,598.5330291788604
1999-08-17,601.7090614890491
1999-08-18,610.2810040006146
1999-08-19,609.4479344279009
1999-08-20,619.7803714767588
1999-08-23,636.2167538727252
1999-08-24,635.0499076919901
1999-08-25,637.512521440761
1999-08-26,632.933700201853
1999-08-27,627.9465581491474
1999-08-30,635.0149664155865
1999-08-31,618.6477318769793
1999-09-01,630.1625943179786
1999-09-02,625.0183185591768
1999-09-03,625.0109190548529
1999-09-06,632.7391430498261
1999-09-07,624.5352722899501
1999-09-08,620.2819638641822
1999-09-09,637.8372585669582
1999-09-10,642.842936406954
1999-09-13,664.2842212800934
1999-09-14,661.4640735068913
1999-09-15,664.8973225936985
1999-09-16,653.7170558764568
1999-09-17,646.9592241761762
1999-09-20,648.858019496668
1999-09-21,658.2415906676355
1999-09-22,643.3289225240667
1999-09-23,646.922717096997
1999-09-24,631.6054916010395
1999-09-27,620.909623787237
1999-09-28,628.0560610741005
1999-09-29,616.005990927985
1999-09-30,627.810922909388
1999-10-01,631.953433489364
1999-10-04,625.6211181145434
1999-10-05,622.6001868540053
1999-10-06,620.168599721228
1999-10-07,622.8543937398703
1999-10-08,630.5125290622009
1999-10-11,632.8825242409816
1999-10-12,630.9988190368231
1999-10-13,618.173768751378
1999-10-14,622.9819535868679
1999-10-15,615.0299002881675
1999-10-18,605.2613351610255
1999-10-19,608.2295201509347
1999-10-20,618.3512060163242
1999-10-21,614.4762538284436
1999-10-22,623.0859204703959
1999-10-25,629.8245909939154
1999-10-26,636.0684559700146
1999-10-27,636.0748666015564
1999-10-28,633.1055050613246
1999-10-29,646.6482746903108
1999-11-01,644.6509969620346
1999-11-02,650.3180016761006
1999-11-03,646.9649724370291
1999-11-04,657.591171604446
1999-11-05,649.1223615005656
1999-11-08,646.2766223494391
1999-11-09,647.5405581770492
1999-11-10,652.7504591874814
1999-11-11,646.6553975039163
1999-11-12,649.7722994456816
1999-11-15,641.0416333105071
1999-11-16,637.5163349432611
1999-11-17,644.7389506773096
1999-11-18,656.8758392002485
1999-11-19,662.9023954388157
1999-11-22,666.7745580940104
1999-11-23,671.5017851533095
1999-11-24,670.5357886191352
1999-11-25,662.9877645102133
1999-11-26,679.0901195648034
1999-11-29,684.1243366252148
1999-11-30,674.9907670356354
1999-12-01,678.5957950988101
1999-12-02,684.2980659756829
1999-12-03,684.4138903567756
1999-12-06,666.6123439036128
1999-12-07,670.2600670251269
1999-12-08,661.6053369614773
1999-12-09,665.8697980747355
1999-12-10,672.2722405822989
1999-12-13,669.1050686221282
1999-12-14,668.2016233579185
1999-12-15,667.57703636078
1999-12-16,658.8605640479035
1999-12-17,667.4434522980408
1999-12-20,669.828813544992
1999-12-21,668.6393927574939
1999-12-22,677.8153113822515
1999-12-23,671.2599428571773
1999-12-24,669.1785273944844
1999-12-27,667.754142187841
1999-12-28,675.6119977547786
1999-12-29,675.3914403551339
1999-12-30,679.3122878999725
1999-12-31,679.3408724468055
2000-01-03,677.6134082799932
2000-01-04,662.180037079976
2000-01-05,645.4019977486614
2000-01-06,630.4106837619652
2000-01-07,640.3013970663715
2000-01-10,644.8841864087339
2000-01-11,650.3303745854982
2000-01-12,646.2659122795069
2000-01-13,649.8569788603025
2000-01-14,663.9055909628952
2000-01-17,681.3803481735022
2000-01-18,673.2232272455377
2000-01-19,663.3639386665913
2000-01-20,668.1711583139953
2000-01-21,669.9615906915208
2000-01-24,671.6719758241765
2000-01-25,658.5793644666292
2000-01-26,666.6712801898738
2000-01-27,682.7416405757881
2000-01-28,689.248576224913
2000-01-31,685.5838678895085
2000-02-01,680.383236649491
2000-02-02,685.1266190809176
2000-02-03,679.607760387962
2000-02-04,688.5699421769825
2000-02-07,687.9630339192025
2000-02-08,672.9145121338156
2000-02-09,675.1423599824475
2000-02-10,674.280758849253
2000-02-11,672.4847973683728
2000-02-14,667.6772576924421
2000-02-15,652.3129418391409
2000-02-16,650.6484866913123
2000-02-17,652.9823090327454
2000-02-18,648.0712906052286
2000-02-21,630.274945170541
2000-02-22,613.1650874769338
2000-02-23,621.875225049303
2000-02-24,629.5596147050508
2000-02-25,645.8789963753933
2000-02-28,657.3688253640961
2000-02-29,656.7810620085817
2000-03-01,666.2666837859043
2000-03-02,664.7687996118912
2000-03-03,664.0066902889458
2000-03-06,662.2059215590587
2000-03-07,672.9607989358323
2000-03-08,671.5998685651523
2000-03-09,667.4933892633411
2000-03-10,676.6134825012749
2000-03-13,663.9028248459662
2000-03-14,666.277038254177
2000-03-15,654.478755508982
2000-03-16,661.8981298432792
2000-03-17,673.1601720579438
2000-03-20,668.9454559304268
2000-03-21,666.9524385108435
2000-03-22,672.3359144366506
2000-03-23,664.9947466026632
2000-03-24,670.5169898094969
2000-03-27,684.066228118162
2000-03-28,697.4371933068678
2000-03-29,720.2806620157677
2000-03-30,708.2787198492515
2000-03-31,724.0872666854318
2000-04-03,723.240342872217
2000-04-04,721.0291670270419
2000-04-05,714.3329073987834
2000-04-06,710.494736926244
2000-04-07,712.6012800414868
2000-04-10,712.6869353104559
2000-04-11,705.4986766541876
2000-04-12,721.773686582064
2000-04-13,718.7141251371913
2000-04-14,720.5421655673482
2000-04-17,688.9389371035537
2000-04-18,708.706531077168
2000-04-19,718.0362721008531
2000-04-20,716.5603193000675
2000-04-21,710.8834790901769
2000-04-24,720.3311174302507
2000-04-25,730.9196646562655
2000-04-26,724.8559591791071
2000-04-27,728.891604826427
2000-04-28,719.7834145299158
2000-05-01,730.4829023877685
2000-05-02,733.1369675000786
2000-05-03,744.6256569100229
2000-05-04,749.0093191406481
2000-05-05,747.6659546756508
2000-05-08,743.1675779268455
2000-05-09,730.1319446195479
2000-05-10,721.6583833256353
2000-05-11,718.1291281844132
2000-05-12,725.4803363393181
2000-05-15,712.5608697209402
2000-05-16,723.0703716374497
2000-05-17,732.123012633675
2000-05-18,727.8440820484503
2000-05-19,737.4292781979008
2000-05-22,712.0872621161818
2000-05-23,712.1701631972409
2000-05-24,709.4974939732106
2000-05-25,710.6485361137237
2000-05-26,691.2692193061084
2000-05-29,692.6224027096744
2000-05-30,693.3678626594464
2000-05-31,691.8927878938471
2000-06-01,691.1381095036038
2000-06-02,688.5821538713848
2000-06-05,702.9311308329726
2000-06-06,699.3114183533697
2000-06-07,702.4363758092528
2000-06-08,702.9829576239138
2000-06-09,704.8632272429616
2000-06-12,704.7753395432629
2000-06-13,694.9418513487731
2000-06-14,691.8022779766734
2000-06-15,686.5302408293903
2000-06-16,683.2029780333961
2000-06-19,691.7634805242807
2000-06-20,702.5206138020881
2000-06-21,715.2510542871698
2000-06-22,723.0042897519421
2000-06-23,721.6785639593087
2000-06-26,713.4891969115538
2000-06-27,718.1903937877274
2000-06-28,720.1301905394257
2000-06-29,720.5061518693869
2000-06-30,715.9058356837406
2000-07-03,724.4129308108761
2000-07-04,724.3246077611378
2000-07-05,714.3823188447451
2000-07-06,711.6811500729494
2000-07-07,715.9159412097641
2000-07-10,724.1449555190162
2000-07-11,726.4827108324143
2000-07-12,724.3626089357828
2000-07-13,722.4798406101911
2000-07-14,720.8919691413602
2000-07-17,719.512953951541
2000-07-18,708.6016387373152
2000-07-19,712.810319602499
2000-07-20,711.3075063311737
2000-07-21,698.6278350426247
2000-07-24,691.7998025239193
2000-07-25,684.7459826540461
2000-07-26,683.5890907882888
2000-07-27,678.5251888182174
2000-07-28,680.5334349987471
2000-07-31,680.6240235348246
2000-08-01,688.6305476405788
2000-08-02,700.918711151437
2000-08-03,708.835110263462
2000-08-04,705.1464015074953
2000-08-07,709.1105267206511
2000-08-08,711.3887584870946
2000-08-09,721.7811798216508
2000-08-10,710.4168811222198
2000-08-11,719.2134880002868
2000-08-14,716.4194918656102
2000-08-15,712.8920674184229
2000-08-16,717.1938863208229
2000-08-17,710.4993085805993
2000-08-18,717.9435191525574
2000-08-21,718.4904160607405
2000-08-22,731.7865626658231
2000-08-23,740.0458358926084
2000-08-24,735.876768877416
2000-08-25,736.4822859363582
2000-08-28,740.5673330656141
2000-08-29,741.838591796708
2000-08-30,734.36525582042
2000-08-31,733.2080014292831
2000-09-01,726.577937078527
2000-09-04,727.5360850925435
2000-09-05,733.5435661388339
2000-09-06,734.3330851915782
2000-09-07,741.9176245863302
2000-09-08,745.5382822857506
2000-09-11,739.097174155863
2000-09-12,731.9408137129944
2000-09-13,730.898526256169
2000-09-14,729.7435879056509
2000-09-15,725.3270921351487
2000-09-18,727.0571665710054
2000-09-19,729.3693404040424
2000-09-20,746.5312850881986
2000-09-21,738.7648931066268
2000-09-22,694.9150458844672
2000-09-25,710.9647528792573
2000-09-26,706.0698035283863
2000-09-27,698.6573489405791
2000-09-28,698.4830944629463
2000-09-29,707.0727652614878
2000-10-02,708.0537072925165
2000-10-03,717.9966325988023
2000-10-04,720.16839571866
2000-10-05,721.4134677785776
2000-10-06,723.5586518146097
2000-10-09,719.1637933306321
2000-10-10,719.0104518367508
2000-10-11,708.0229724862079
2000-10-12,713.9278295660166
2000-10-13,710.029876057328
2000-10-16,719.3572370077937
2000-10-17,711.1750806074022
2000-10-18,705.6714774846661
2000-10-19,709.5842015125002
2000-10-20,721.1628883854511
2000-10-23,721.2472953983322
2000-10-24,723.0448088223883
2000-10-25,728.1018938282646
2000-10-26,726.8142005378825
2000-10-27,713.1664563411026
2000-10-30,705.7018926629293
2000-10-31,704.1083926053484
2000-11-01,710.00027706204
2000-11-02,712.1152753784612
2000-11-03,716.2992475838305
2000-11-06,725.1512624566727
2000-11-07,725.1374404796007
2000-11-08,729.1907031472974
2000-11-09,719.8295354651485
2000-11-10,713.0133815594704
2000-11-13,706.8965930147351
2000-11-14,706.4524531049738
2000-11-15,703.9800726694295
2000-11-16,697.8957830996553
2000-11-17,699.299635440986
2000-11-20,694.2105217133616
2000-11-21,689.9123938869135
2000-11-22,690.523515231345
2000-11-23,690.7016933484518
2000-11-24,690.3544318079664
2000-11-27,690.9136217096785
2000-11-28,684.2013493242563
2000-11-29,672.5099224938256
2000-11-30,668.7512555369512
2000-12-01,676.0028472546131
2000-12-04,664.1350134901738
2000-12-05,663.1430661050733
2000-12-06,667.6040374138275
