Date,GHANA
2008-11-25,1000.0
2008-11-26,1003.8594633581168
2008-11-27,1001.2438081052209
2008-11-28,1013.6589410890944
2008-12-01,1019.7139903766802
2008-12-02,1002.7953726735649
2008-12-03,1004.4398172905923
2008-12-04,1000.2860646486893
2008-12-05,1005.0993051585549
2008-12-08,985.4707368030477
2008-12-09,989.1160044908377
2008-12-10,982.0712899256476
2008-12-11,951.3721012478204
2008-12-12,940.4633600898717
2008-12-15,932.9371962044654
2008-12-16,926.9031559833835
2008-12-17,871.8037285993043
2008-12-18,861.9318730014916
2008-12-19,915.4603178115449
2008-12-22,890.3705527991704
2008-12-23,888.0042242839125
2008-12-24,883.9526628151631
2008-12-25,883.9526628151631
2008-12-26,879.7071238412037
2008-12-29,865.3778331397443
2008-12-30,870.632538141201
2008-12-31,882.782747895005
2009-01-01,882.782747895005
2009-01-02,879.6236885573878
2009-01-05,897.4271070354725
2009-01-06,912.8288984623405
2009-01-07,893.5315617562854
2009-01-08,889.113047957295
2009-01-09,897.0889041246273
2009-01-12,908.5525825431779
2009-01-13,919.9396887934198
2009-01-14,921.31455625052
2009-01-15,928.7274730484112
2009-01-16,910.1415526590984
2009-01-19,913.8171007190672
2009-01-20,925.0715675259456
2009-01-21,926.1361889822292
2009-01-22,919.9221326924887
2009-01-23,930.1603352820503
2009-01-26,902.670670523142
2009-01-27,899.6564926676136
2009-01-28,889.1697919552411
2009-01-29,902.9018483808952
2009-01-30,909.3329717676752
2009-02-02,914.9569810163679
2009-02-03,891.089997218708
2009-02-04,903.7605773162898
2009-02-05,903.7910153807551
2009-02-06,899.1325134355819
2009-02-09,881.2694240378842
2009-02-10,882.876390814325
2009-02-11,893.4039392713423
2009-02-12,901.2175918466543
2009-02-13,882.7523924408575
2009-02-16,883.9020540967083
2009-02-17,906.6007471382965
2009-02-18,906.9706191224865
2009-02-19,888.905659902707
2009-02-20,894.3517577554496
2009-02-23,882.0812268182381
2009-02-24,877.7489297214034
2009-02-25,881.5515519997441
2009-02-26,878.69342283086
2009-02-27,883.102963828238
2009-03-02,889.4519933458545
2009-03-03,891.2856682070972
2009-03-04,891.4877655725323
2009-03-05,892.2337507126753
2009-03-06,884.3054463838436
2009-03-09,883.1710913803722
2009-03-10,874.702783250421
2009-03-11,871.7954192569607
2009-03-12,869.5404903030005
2009-03-13,862.9261873773547
2009-03-16,855.0078536181433
2009-03-17,853.9217045114999
2009-03-18,844.9004874195973
2009-03-19,809.9363676692201
2009-03-20,820.1660536049606
2009-03-23,800.8051032209838
2009-03-24,801.3052906791293
2009-03-25,766.463009654797
2009-03-26,764.5197490846998
2009-03-27,780.189733087232
2009-03-30,788.8253601733053
2009-03-31,781.0632218585104
2009-04-01,783.3720585653002
2009-04-02,770.2196743228458
2009-04-03,770.9798340446073
2009-04-06,771.9073666198199
2009-04-07,779.8092885388457
2009-04-08,781.3478428178961
2009-04-09,782.126774985006
2009-04-10,782.126774985006
2009-04-13,775.5500867610997
2009-04-14,778.6864619506499
2009-04-15,779.9183704601578
2009-04-16,777.0272773990899
2009-04-17,783.6378776529756
2009-04-20,793.3435138081506
2009-04-21,791.2002524146666
2009-04-22,783.7727427229545
2009-04-23,779.2717597614289
2009-04-24,767.2164670963654
2009-04-27,753.8940716417238
2009-04-28,755.368745904527
2009-04-29,743.6530436066937
2009-04-30,742.9144531360679
2009-05-01,742.8023404894013
2009-05-04,737.7920571465214
2009-05-05,737.7418012223455
2009-05-06,740.3047093819764
2009-05-07,729.6794531144874
2009-05-08,726.864510325209
2009-05-11,719.6250791296011
2009-05-12,717.5470141003946
2009-05-13,720.1605177759841
2009-05-14,720.4233567281262
2009-05-15,618.6132891159765
2009-05-18,724.8280864896067
2009-05-19,616.8035997382965
2009-05-20,608.1078274936017
2009-05-21,604.5851656039591
2009-05-22,594.6296837005061
2009-05-25,593.8655691685334
2009-05-26,591.4129712698614
2009-05-27,593.5305921254106
2009-05-28,544.2890664235292
2009-05-29,535.3907734048857
2009-06-01,533.4377467618501
2009-06-02,526.9960162848992
2009-06-03,527.9524194014842
2009-06-04,528.8053220040516
2009-06-05,534.8988373351891
2009-06-08,542.7679137205062
2009-06-09,536.3852053700375
2009-06-10,535.676600953449
2009-06-11,532.4850167637658
2009-06-12,535.6985829909177
2009-06-15,541.334029719484
2009-06-16,539.2422377890415
2009-06-17,540.2534749907088
2009-06-18,534.9714781181497
2009-06-19,543.3727729876639
2009-06-22,544.3705619169418
2009-06-23,539.196262929517
2009-06-24,538.0419203652712
2009-06-25,542.2813650288982
2009-06-26,536.8150977268796
2009-06-29,536.9656099507781
2009-06-30,538.0107044169646
2009-07-01,534.0320674760846
2009-07-02,538.716361566732
2009-07-03,538.662702037582
2009-07-06,540.5324206742886
2009-07-07,537.2648767422124
2009-07-08,542.6027586500172
2009-07-09,538.9571848251823
