Date,RUSSIA VALUE
2000-12-29,100.00000000000001
2001-01-01,100.00000000000001
2001-01-02,99.02299549601527
2001-01-03,88.76065732186004
2001-01-04,97.92540845928245
2001-01-05,99.64568605234555
2001-01-08,100.01886428858825
2001-01-09,101.66420882876359
2001-01-10,108.16221832355942
2001-01-11,110.46941338620928
2001-01-12,111.74138289224439
2001-01-15,115.75190464360702
2001-01-16,113.828438223935
2001-01-17,120.86655505297142
2001-01-18,116.27101169789576
2001-01-19,121.59606470897926
2001-01-22,116.99543349568053
2001-01-23,119.31107908924702
2001-01-24,127.43486723862407
2001-01-25,129.4082855316765
2001-01-26,130.0757854065153
2001-01-29,128.1256061658197
2001-01-30,127.51723842079653
2001-01-31,126.25504123566272
2001-02-01,121.4706363931119
2001-02-02,123.74766304884382
2001-02-05,116.5970930917383
2001-02-06,121.34177289733275
2001-02-07,118.02502164282623
2001-02-08,123.38608808495302
2001-02-09,120.43377227147396
2001-02-12,120.16110864471521
2001-02-13,128.37057740891464
2001-02-14,128.6348731963676
2001-02-15,138.8244835293977
2001-02-16,130.32687094154215
2001-02-19,126.36312151344866
2001-02-20,126.6754049719668
2001-02-21,113.32586206819981
2001-02-22,118.64612855045411
2001-02-23,113.42196470335978
2001-02-26,117.85398709783188
2001-02-27,113.4798709263551
2001-02-28,115.24533122963375
2001-03-01,110.95968466076056
2001-03-02,111.1963280940714
2001-03-05,117.94239004828235
2001-03-06,124.44685127771349
2001-03-07,127.43036968149237
2001-03-08,126.94991374586402
2001-03-09,126.91958353408805
2001-03-12,120.36133126535559
2001-03-13,121.7382734792334
2001-03-14,117.0322808046756
2001-03-15,120.7789476724172
2001-03-16,123.02838148377487
2001-03-19,127.0774009417808
2001-03-20,125.71000082975624
2001-03-21,122.117511311596
2001-03-22,122.91630691062831
2001-03-23,122.55708248090394
2001-03-26,124.08756008826722
2001-03-27,122.61336043221253
2001-03-28,122.10718718719845
2001-03-29,120.7448087921135
2001-03-30,122.21230052656455
2001-04-02,119.45680223745198
2001-04-03,113.36419029221098
2001-04-04,110.55195545958048
2001-04-05,117.67224786793031
2001-04-06,114.03436302094873
2001-04-09,115.56202526981667
2001-04-10,119.80349467483238
2001-04-11,123.97108022447526
2001-04-12,121.19568885711298
2001-04-13,123.07225570812217
2001-04-16,122.59092405846854
2001-04-17,120.77802244809594
2001-04-18,127.62579174113677
2001-04-19,127.22486044513518
2001-04-20,120.86144100655234
2001-04-23,116.81096106001615
