Date,ACWI ex EMU IMI GROWTH
2007-05-31,1000.0
2007-06-01,1009.4188750298325
2007-06-04,1008.286344436772
2007-06-05,1002.6438883278987
2007-06-06,995.5154577531697
2007-06-07,984.1731149546296
2007-06-08,992.4799990043532
2007-06-11,996.16273459599
2007-06-12,991.2722929430265
2007-06-13,999.4797803894196
2007-06-14,1008.4364878624282
2007-06-15,1014.312024854386
2007-06-18,1014.427815190865
2007-06-19,1013.3403558019471
2007-06-20,1006.975850621355
2007-06-21,1011.1935674329872
2007-06-22,1002.1770655540801
2007-06-25,995.3277089311848
2007-06-26,990.9681937002046
2007-06-27,995.1995332008676
2007-06-28,997.3173024391612
2007-06-29,997.0053569585598
2007-07-02,998.4778398751066
2007-07-03,1005.3836646967351
2007-07-04,1006.8908166323424
2007-07-05,1010.4256568445168
2007-07-06,1012.9469247474924
2007-07-09,1017.4989859263204
2007-07-10,1003.800868997837
2007-07-11,1001.9989141846264
2007-07-12,1015.0153998195906
2007-07-13,1020.391664390011
2007-07-16,1018.2208126940961
2007-07-17,1017.1240617506749
2007-07-18,1011.9155136765876
2007-07-19,1019.177331351851
2007-07-20,1014.3014458258681
2007-07-23,1017.3738443175787
2007-07-24,1004.9027305425554
2007-07-25,1009.0354373391251
2007-07-26,987.3582358631242
2007-07-27,974.3602159177068
2007-07-30,980.5019234575818
2007-07-31,979.8789184301719
2007-08-01,972.8244050838836
2007-08-02,979.3690648215721
2007-08-03,960.475449629453
2007-08-06,961.4948374027732
2007-08-07,966.9915336886945
2007-08-08,979.8193521562769
2007-08-09,971.1695389132971
2007-08-10,958.4834454327865
2007-08-13,967.0807961266709
2007-08-14,955.50149848208
2007-08-15,945.1182078845958
2007-08-16,930.8464494108374
2007-08-17,932.4826779403052
2007-08-20,946.0488087221802
2007-08-21,949.1077536867613
2007-08-22,961.1187369860409
2007-08-23,963.6105936036334
2007-08-24,968.0987159139281
2007-08-27,967.6145607812704
2007-08-28,951.8298392753914
2007-08-29,961.4889856576184
2007-08-30,965.755459829966
2007-08-31,981.7081404299031
2007-09-03,984.4720358906317
2007-09-04,992.4602338068482
2007-09-05,979.609349784812
2007-09-06,982.5384671408996
2007-09-07,966.0969685284307
2007-09-10,957.1642443454272
2007-09-11,967.5670639578929
2007-09-12,965.6880508165892
2007-09-13,970.0923407582944
2007-09-14,971.7300604916309
2007-09-17,964.1261836061869
2007-09-18,978.2375758829364
2007-09-19,989.3713654341035
2007-09-20,981.5950313283741
2007-09-21,984.7268290144694
2007-09-24,986.7839353495738
2007-09-25,985.5847126725231
2007-09-26,990.3762890666876
2007-09-27,998.8653316961818
2007-09-28,996.5223604904357
2007-10-01,1004.1260103141743
2007-10-02,1013.7963409458675
2007-10-03,1010.850750176484
2007-10-04,1010.8463656083574
2007-10-05,1022.2403327180107
2007-10-08,1026.1821351155097
2007-10-09,1032.4891397412064
2007-10-10,1031.8478258773507
2007-10-11,1027.8555901832585
2007-10-12,1033.2792544021754
2007-10-15,1024.9950297896085
2007-10-16,1019.6750104882829
2007-10-17,1020.4281946833892
2007-10-18,1018.9399516712956
2007-10-19,1001.3081098732886
2007-10-22,1000.3433064014642
2007-10-23,1008.9991990047199
2007-10-24,1006.944628199831
2007-10-25,1004.6703140796951
2007-10-26,1013.7846101419311
2007-10-29,1022.4556807650694
2007-10-30,1016.2629088996674
2007-10-31,1025.5791183706522
2007-11-01,1014.5314665248264
2007-11-02,1009.0127009147619
2007-11-05,1000.9557649623649
2007-11-06,1007.387635983142
2007-11-07,987.8025598746852
2007-11-08,977.3694656321425
2007-11-09,963.0527399778663
2007-11-12,951.8623981831583
2007-11-13,962.7991719454262
2007-11-14,963.0421505803004
2007-11-15,955.4156294484462
2007-11-16,953.2090137359631
2007-11-19,936.1178750637513
2007-11-20,934.4029619442176
2007-11-21,913.546444497023
2007-11-22,913.6767104074663
2007-11-23,927.3052474052377
2007-11-26,920.7955287744844
2007-11-27,922.799700256684
2007-11-28,948.1248981384041
2007-11-29,955.1962865445705
2007-11-30,965.306452055047
2007-12-03,963.30407711395
2007-12-04,952.2795870405573
2007-12-05,969.008405402717
2007-12-06,980.9152948707322
2007-12-07,981.7486679432453
2007-12-10,981.5825548421365
2007-12-11,970.2839434197133
2007-12-12,973.2607295786618
2007-12-13,967.2961314283232
2007-12-14,966.0412283626475
2007-12-17,948.4122610786737
2007-12-18,949.327096287098
2007-12-19,950.0698846916233
2007-12-20,957.8305728659204
2007-12-21,971.7765646299015
2007-12-24,977.0819970451298
2007-12-25,979.188618329517
2007-12-26,976.2933967543587
2007-12-27,966.4340482546986
2007-12-28,959.0373357832302
2007-12-31,961.2258542862845
2008-01-01,961.2599657283902
2008-01-02,947.7594496521439
2008-01-03,946.5748293811267
2008-01-04,921.0270246867834
2008-01-07,916.7210462733674
2008-01-08,911.4548522885328
2008-01-09,918.9136227673588
2008-01-10,915.1048790678664
2008-01-11,899.2734180340108
2008-01-14,902.7110769179286
2008-01-15,883.6269863167314
2008-01-16,873.8138076608523
2008-01-17,862.0785614140576
2008-01-18,864.4825800165619
2008-01-21,850.9225342421117
2008-01-22,831.8428234630417
2008-01-23,842.0445040425999
2008-01-24,854.3541984205162
2008-01-25,859.3169528803261
2008-01-28,851.9895940328961
2008-01-29,861.240944180712
2008-01-30,854.4007508117857
2008-01-31,864.1441747222095
2008-02-01,878.0181744159603
2008-02-04,879.1305417370701
2008-02-05,866.42216435552
2008-02-06,853.8017787300361
2008-02-07,860.1968190100996
2008-02-08,862.1700957257722
2008-02-11,865.4818528326483
2008-02-12,868.9082306505803
2008-02-13,878.2259083095688
2008-02-14,877.8230827783116
2008-02-15,871.0192958921236
2008-02-18,876.1773996370713
2008-02-19,875.6583344288528
2008-02-20,878.0560032786091
2008-02-21,872.0428511137987
2008-02-22,871.6868147857635
2008-02-25,883.673860150899
2008-02-26,889.1732380664482
2008-02-27,883.6078769737935
2008-02-28,875.6200620162531
2008-02-29,858.0758844680103
2008-03-03,848.520610937533
2008-03-04,843.3899111433085
2008-03-05,847.5428613599476
2008-03-06,837.3293322649592
2008-03-07,824.7222971858971
2008-03-10,807.3060720348548
2008-03-11,825.1232389973153
2008-03-12,820.8376519068929
2008-03-13,815.4536558708922
2008-03-14,803.2895250536775
2008-03-17,775.2536197470529
2008-03-18,796.0124150946281
2008-03-19,789.7297365811547
2008-03-20,801.0502586875074
2008-03-21,802.9057490794153
2008-03-24,814.9381537541574
2008-03-25,820.7022411606828
2008-03-26,813.1274588451802
2008-03-27,806.9859949203305
2008-03-28,806.9107250713679
2008-03-31,802.6200565130382
2008-04-01,829.9019731470796
2008-04-02,836.8752163804218
2008-04-03,840.2937194086106
2008-04-04,839.6632922298977
2008-04-07,844.9966356106837
2008-04-08,839.3275562567387
2008-04-09,830.328099783437
2008-04-10,834.5130086965318
2008-04-11,823.7436294867179
2008-04-14,816.9856281593115
2008-04-15,822.4753886141632
2008-04-16,833.7716659348689
2008-04-17,835.0171096024341
2008-04-18,853.6333660991323
2008-04-21,851.3544431270743
2008-04-22,842.7146014033307
2008-04-23,851.1127951129404
2008-04-24,858.620713168972
2008-04-25,867.140432691204
2008-04-28,869.0065861378649
2008-04-29,864.4505544226382
2008-04-30,866.4967666852382
2008-05-01,879.5179233974432
2008-05-02,889.5049468069496
2008-05-05,886.252567172453
2008-05-06,889.041162713202
2008-05-07,889.8891522429019
2008-05-08,893.3992699334282
2008-05-09,886.4574345669754
2008-05-12,889.6749932368766
2008-05-13,893.0757238435381
2008-05-14,896.3827968238649
2008-05-15,906.6922391920166
2008-05-16,909.2729320087409
2008-05-19,914.3982402888669
2008-05-20,900.7821294670073
2008-05-21,883.7366488491612
2008-05-22,887.1528262317728
2008-05-23,876.0505313062016
2008-05-26,871.2722309360322
2008-05-27,877.8220723089672
2008-05-28,885.9660803435647
2008-05-29,895.4598321158726
2008-05-30,899.1126464037901
2008-06-02,897.6967564942764
2008-06-03,896.750920396795
2008-06-04,896.0671712381775
2008-06-05,899.4229416088127
2008-06-06,877.8772439511404
2008-06-09,874.3737228427727
2008-06-10,875.4115785871646
2008-06-11,864.0927889233938
2008-06-12,866.3533633421913
2008-06-13,879.0590567013712
2008-06-16,879.137400181265
2008-06-17,878.8264532936042
2008-06-18,874.4014715763387
2008-06-19,874.4192395510607
2008-06-20,853.8541390846782
2008-06-23,860.1922703036423
2008-06-24,849.1420567444795
2008-06-25,853.425230498453
2008-06-26,830.5317735606789
2008-06-27,827.6721361457684
2008-06-30,828.7448751169894
2008-07-01,823.8380889307236
2008-07-02,802.7093770255582
2008-07-03,804.1879191857191
2008-07-04,804.0557687790789
2008-07-07,804.5249023479623
2008-07-08,803.1579397896255
2008-07-09,797.0984317764941
2008-07-10,796.061140291704
2008-07-11,787.7370212403326
2008-07-14,788.6316840290177
2008-07-15,776.9099036849054
2008-07-16,788.9660714915697
2008-07-17,793.0375023116482
2008-07-18,789.6706963828851
2008-07-21,795.478582075278
2008-07-22,799.8809656695709
2008-07-23,808.1693614205955
2008-07-24,798.1381672290019
2008-07-25,797.528169919857
2008-07-28,789.17431818675
2008-07-29,800.0378899486369
2008-07-30,815.8173461337989
2008-07-31,809.0102953399562
2008-08-01,801.5999731324409
2008-08-04,787.3305224617736
2008-08-05,799.3269496006029
2008-08-06,811.0965911350407
2008-08-07,805.5854708390802
2008-08-08,826.4694683318984
2008-08-11,832.2576217369434
2008-08-12,831.8145779605874
2008-08-13,831.4160469515102
2008-08-14,834.3483347469352
2008-08-15,841.8063467037448
2008-08-18,835.6665821370267
2008-08-19,826.4639402561237
2008-08-20,832.5007592415582
2008-08-21,827.6900531189204
2008-08-22,834.4334176876802
2008-08-25,828.6417590052332
2008-08-26,833.5856085149178
2008-08-27,837.1628693456463
2008-08-28,842.5778775657762
2008-08-29,839.2227917485899
2008-09-01,839.6770264579278
2008-09-02,832.7500142701442
2008-09-03,825.9619704007313
2008-09-04,808.8222384463261
2008-09-05,808.4005296889816
2008-09-08,824.4421916788214
2008-09-09,804.1076860667425
2008-09-10,810.5748371713887
2008-09-11,819.0943341212151
2008-09-12,817.6865616101614
2008-09-15,791.3451571018314
2008-09-16,787.0056140497958
2008-09-17,761.2567498067513
2008-09-18,765.1234762613017
2008-09-19,799.976954059913
2008-09-22,777.0741198563894
2008-09-23,761.1032401276973
2008-09-24,761.7299925500739
2008-09-25,767.6013056273446
2008-09-26,762.2197069524212
2008-09-29,719.9135641140451
2008-09-30,753.0002983437809
2008-10-01,751.0134863003206
2008-10-02,727.9540066995636
2008-10-03,720.4483701075657
2008-10-06,694.6180733680127
2008-10-07,666.530443987054
2008-10-08,644.0441976204986
2008-10-09,622.822995458075
2008-10-10,602.5380991961381
2008-10-13,654.2741873549996
2008-10-14,662.001937231327
2008-10-15,615.0877115571852
2008-10-16,616.1943016689085
2008-10-17,620.4408555506852
2008-10-20,652.4700937404506
2008-10-21,644.8544874792315
2008-10-22,617.3548573343047
2008-10-23,610.8652175780552
2008-10-24,592.1509735112961
2008-10-27,579.4188947713895
2008-10-28,619.2533268818502
2008-10-29,621.3693888747948
2008-10-30,648.8249659612152
2008-10-31,663.7729225599365
2008-11-03,662.9220171293777
2008-11-04,678.4626642257464
2008-11-05,657.7865323056886
2008-11-06,634.6267358782893
2008-11-07,643.1648146990517
2008-11-10,644.8305056313925
2008-11-11,635.8844920341312
2008-11-12,610.7789515475373
2008-11-13,623.605511481518
2008-11-14,604.7898623967928
2008-11-17,593.7279765429473
2008-11-18,591.2572170852724
2008-11-19,565.4148649931648
2008-11-20,536.4183500123642
2008-11-21,556.9323472685104
2008-11-24,572.8553030655755
2008-11-25,572.5079538166813
2008-11-26,589.2173536508753
2008-11-27,595.2737197373958
2008-11-28,609.8443054353751
2008-12-01,575.9599615674049
2008-12-02,575.0984087111316
2008-12-03,585.1883565632377
2008-12-04,571.9767249090005
2008-12-05,580.7834324429904
