Date,AC PACIFIC IMI GROWTH
1998-12-31,703.5242429664013
1999-01-01,703.5266387757437
1999-01-04,694.1273404465582
1999-01-05,690.4674267168897
1999-01-06,699.2531771936558
1999-01-07,720.9490736018927
1999-01-08,720.2765984544835
1999-01-11,730.5111022644562
1999-01-12,717.4430754210102
1999-01-13,693.2792525634275
1999-01-14,698.0383213839754
1999-01-15,704.7112614089291
1999-01-18,709.1142607467473
1999-01-19,711.7546458783881
1999-01-20,722.8517855951462
1999-01-21,727.8711456949087
1999-01-22,715.8218144546753
1999-01-25,713.7572199598117
1999-01-26,718.2567673108841
1999-01-27,724.0422041707618
1999-01-28,721.0817199728485
1999-01-29,734.6357050345555
1999-02-01,744.3833042501233
1999-02-02,748.3406066178459
1999-02-03,741.2230634391124
1999-02-04,742.5107263535068
1999-02-05,735.4839431724394
1999-02-08,736.164164557351
1999-02-09,725.2986278433376
1999-02-10,719.6315989856121
1999-02-11,724.4800889209188
1999-02-12,732.3473922246944
1999-02-15,730.466533224908
1999-02-16,723.390248237413
1999-02-17,716.920003391517
1999-02-18,711.0369912792252
1999-02-19,717.3366854038825
1999-02-22,730.8859750309115
1999-02-23,733.6848187641415
1999-02-24,736.1585626301878
1999-02-25,738.0423077113215
1999-02-26,748.9872315079525
1999-03-01,744.286854670269
1999-03-02,733.3948471806651
1999-03-03,733.9035585956401
1999-03-04,733.6995042053404
1999-03-05,759.5979403032812
1999-03-08,764.2479022531539
1999-03-09,775.3163271897905
1999-03-10,789.2969171558353
1999-03-11,798.8847543624825
1999-03-12,796.3707826466843
1999-03-15,812.1940796487617
1999-03-16,830.7690853299297
1999-03-17,829.2932957902597
1999-03-18,820.2341201364834
1999-03-19,850.884537714946
1999-03-22,849.1969509845123
1999-03-23,848.9201850630957
1999-03-24,831.8856821679367
1999-03-25,843.5832017846112
1999-03-26,855.2737079680536
1999-03-29,857.3233787737298
1999-03-30,854.3963340329917
1999-03-31,858.27223604871
1999-04-01,872.1743614197566
1999-04-02,873.1077815412398
1999-04-05,873.535946251629
1999-04-06,883.2694616018387
1999-04-07,883.4951354640381
1999-04-08,892.5499828132495
1999-04-09,902.4572648771122
1999-04-12,888.7520406057004
1999-04-13,905.0492588749227
1999-04-14,917.7169301330132
1999-04-15,917.7165434569981
1999-04-16,929.5567752950966
1999-04-19,937.5665052467788
1999-04-20,925.2727786308017
1999-04-21,910.4767943742279
1999-04-22,921.2834788252826
1999-04-23,932.3664450543022
1999-04-26,945.3663328143191
1999-04-27,940.6664088352411
1999-04-28,947.3102985550872
1999-04-29,946.9733015373038
1999-04-30,944.2806317911928
1999-05-03,940.9332630297993
1999-05-04,936.2251128239418
1999-05-05,928.9442388628854
1999-05-06,944.1403931503024
1999-05-07,929.7266722507825
1999-05-10,933.8434820978342
1999-05-11,928.1775877309317
1999-05-12,936.1741002446719
1999-05-13,930.3444453425005
1999-05-14,921.2532729048231
1999-05-17,900.5742239454382
1999-05-18,906.5054211133335
1999-05-19,883.2354284715346
1999-05-20,888.5817969985533
1999-05-21,899.1566157898552
1999-05-24,902.9346381160474
1999-05-25,897.0776072560556
1999-05-26,911.4053347942155
1999-05-27,912.3955534186864
1999-05-28,912.8387202074551
1999-05-31,912.0857460973199
1999-06-01,928.105254067277
1999-06-02,941.3029130464531
1999-06-03,938.9189438683129
1999-06-04,945.6011003042588
1999-06-07,963.0281391798181
1999-06-08,968.7739152915377
1999-06-09,975.4649795529942
1999-06-10,985.6323715342662
1999-06-11,996.3906314036478
1999-06-14,986.4573791644156
1999-06-15,985.8909324584697
1999-06-16,1002.4298332347539
1999-06-17,1022.8686175756189
1999-06-18,1011.10567446336
1999-06-21,1030.0492156720268
1999-06-22,1043.8006561004997
1999-06-23,1036.597833136187
1999-06-24,1031.9561350706003
1999-06-25,1028.2122535926128
1999-06-28,1045.615905904232
1999-06-29,1059.2672685820187
1999-06-30,1058.7181845606272
1999-07-01,1097.3318584573858
1999-07-02,1114.2356548472364
1999-07-05,1127.0656859381832
1999-07-06,1120.4555942278676
1999-07-07,1116.3851753781073
1999-07-08,1109.028636395522
1999-07-09,1106.8228116056691
1999-07-12,1127.1130580373792
1999-07-13,1127.5472997263282
1999-07-14,1128.4313246168006
1999-07-15,1144.3382959564708
1999-07-16,1136.227210513499
1999-07-19,1154.9483921766357
1999-07-20,1130.8521605604135
1999-07-21,1108.273999107439
1999-07-22,1090.685544148093
1999-07-23,1078.9604773478068
1999-07-26,1056.453253930358
1999-07-27,1055.915345478339
1999-07-28,1079.4960297674984
1999-07-29,1095.1312557037138
1999-07-30,1101.8346889484158
1999-08-02,1098.6600528814297
1999-08-03,1106.9655910748975
1999-08-04,1084.6669515800236
1999-08-05,1059.1921433130851
1999-08-06,1051.4058966770008
1999-08-09,1054.6052689017322
1999-08-10,1056.5579685754587
1999-08-11,1049.8919175549133
1999-08-12,1063.3636665554586
1999-08-13,1073.1642735196417
1999-08-16,1104.405374039066
1999-08-17,1118.114212998308
1999-08-18,1140.089526588616
1999-08-19,1131.147979927698
1999-08-20,1138.858544667371
1999-08-23,1147.2217608882565
1999-08-24,1153.117242237622
1999-08-25,1162.9435780045862
1999-08-26,1153.0469700463461
1999-08-27,1150.9539090899325
1999-08-30,1166.405314725442
1999-08-31,1148.4119589593242
1999-09-01,1168.8428306789642
1999-09-02,1159.1892565084395
1999-09-03,1164.6406179524117
1999-09-06,1189.430633660973
1999-09-07,1173.965479942544
1999-09-08,1175.5793502748786
1999-09-09,1207.3684717103322
1999-09-10,1230.8424093690624
1999-09-13,1282.5364608674274
1999-09-14,1275.568815403619
1999-09-15,1284.02776106394
1999-09-16,1246.0888109649372
1999-09-17,1228.6104025181628
1999-09-20,1244.6485318922066
1999-09-21,1262.3613199622298
1999-09-22,1227.6074019901162
1999-09-23,1233.8532202063857
1999-09-24,1189.8945687463372
1999-09-27,1173.5749451148527
1999-09-28,1196.6351624657784
1999-09-29,1174.0349713370888
1999-09-30,1197.896925540116
1999-10-01,1221.4700574644628
1999-10-04,1211.1187463761873
1999-10-05,1205.4453792957736
1999-10-06,1204.612105825149
1999-10-07,1211.869729216221
1999-10-08,1227.4972745155842
1999-10-11,1232.7446733127606
1999-10-12,1241.8600560374123
1999-10-13,1215.4414213238695
1999-10-14,1221.4627134939722
1999-10-15,1198.1840763823877
1999-10-18,1157.5930846155272
1999-10-19,1163.1168864237773
1999-10-20,1199.0031586452903
1999-10-21,1196.0005773756234
1999-10-22,1225.014168005467
1999-10-25,1251.677235048122
1999-10-26,1270.773717217858
1999-10-27,1273.0272456358764
1999-10-28,1282.3223188595389
1999-10-29,1317.0209126815969
1999-11-01,1330.704199798835
1999-11-02,1339.1790663756672
1999-11-03,1332.2260805627204
1999-11-04,1366.5894899462628
1999-11-05,1361.0758012046356
1999-11-08,1357.9164351291415
1999-11-09,1365.4645126336402
1999-11-10,1388.6134825426736
1999-11-11,1402.9068464524523
1999-11-12,1438.1171294068597
1999-11-15,1461.7344286302778
1999-11-16,1438.9250619785776
1999-11-17,1414.1900585161986
1999-11-18,1443.3339231154273
1999-11-19,1466.1553462306833
1999-11-22,1498.3372409598635
1999-11-23,1510.9162884713116
1999-11-24,1534.354134331776
1999-11-25,1529.927884378222
1999-11-26,1589.6752226729116
1999-11-29,1620.3173067308462
1999-11-30,1579.9922159180496
1999-12-01,1520.474958309211
1999-12-02,1490.0713317357727
1999-12-03,1522.156008496587
1999-12-06,1530.4466570708933
1999-12-07,1538.9737393576513
1999-12-08,1522.656347871948
1999-12-09,1531.9567385553314
1999-12-10,1553.71976029973
1999-12-13,1547.4245967989852
1999-12-14,1538.9410310896933
1999-12-15,1549.2150748051158
1999-12-16,1538.275515283915
1999-12-17,1560.9508281872243
1999-12-20,1558.9552100237759
1999-12-21,1568.4788079821114
1999-12-22,1618.962537828123
1999-12-23,1610.3111751583365
1999-12-24,1654.5822886422113
1999-12-27,1651.985815070073
1999-12-28,1712.0852959941515
1999-12-29,1742.449080313964
1999-12-30,1755.8020551844356
1999-12-31,1755.794148390968
2000-01-03,1752.928296428259
2000-01-04,1714.0396950035447
2000-01-05,1590.3139918534566
2000-01-06,1515.424989504304
2000-01-07,1492.3659583042138
2000-01-10,1510.0721781250388
2000-01-11,1587.7504185150824
2000-01-12,1572.470996372379
2000-01-13,1557.6199681274197
2000-01-14,1557.0406550222465
2000-01-17,1611.0219524012975
2000-01-18,1585.0969259508224
2000-01-19,1534.1566461729649
2000-01-20,1535.39187804539
2000-01-21,1537.4507736071678
2000-01-24,1560.0066369640992
2000-01-25,1545.741163897486
2000-01-26,1589.853364020325
2000-01-27,1657.7210328873246
2000-01-28,1685.7498298396088
2000-01-31,1669.6931722243744
2000-02-01,1664.5553826283492
2000-02-02,1670.3879586524063
2000-02-03,1674.4648943112259
2000-02-04,1704.8782982139126
2000-02-07,1719.6090302080809
2000-02-08,1678.5010865082343
2000-02-09,1696.4172126070962
2000-02-10,1711.2624021550068
2000-02-11,1716.450120404101
2000-02-14,1724.4364655827324
2000-02-15,1706.035743400564
2000-02-16,1693.0185328385176
2000-02-17,1705.4489518739745
