Date,AC ASIA IMI GROWTH
1998-12-31,766.518830193181
1999-01-01,766.521664446402
1999-01-04,754.0630719294206
1999-01-05,750.4498659200759
1999-01-06,758.8990570030436
1999-01-07,782.8559854425949
1999-01-08,782.8284561322157
1999-01-11,794.1898877401987
1999-01-12,779.1767256348145
1999-01-13,753.9081235597064
1999-01-14,759.5414567453843
1999-01-15,765.9470236605416
1999-01-18,770.2049907248282
1999-01-19,771.5192002506656
1999-01-20,783.5663518561586
1999-01-21,790.2136218821692
1999-01-22,776.7302879126984
1999-01-25,774.7532124278728
1999-01-26,780.2861683496819
1999-01-27,786.2649786586037
1999-01-28,781.343151816175
1999-01-29,795.7570275346328
1999-02-01,802.9189977871297
1999-02-02,808.0808713398022
1999-02-03,799.8099381284338
1999-02-04,799.1845363664714
1999-02-05,790.8689407128835
1999-02-08,792.1311608760246
1999-02-09,781.2379507682947
1999-02-10,777.096742947602
1999-02-11,781.6957572833581
1999-02-12,790.4560389964348
1999-02-15,789.0359155379181
1999-02-16,782.3928997452921
1999-02-17,774.0231568909924
1999-02-18,767.0345640011514
1999-02-19,771.2907107805597
1999-02-22,786.2768360961246
1999-02-23,789.7916698706817
1999-02-24,793.307497814957
1999-02-25,798.3420119069236
1999-02-26,812.4166948277382
1999-03-01,807.3761983184996
1999-03-02,794.5244955053056
1999-03-03,795.5587143769607
1999-03-04,794.6605784540835
1999-03-05,823.9402926893922
1999-03-08,828.8122654695311
1999-03-09,841.5651004122782
1999-03-10,858.4557787875499
1999-03-11,868.582033282374
1999-03-12,866.1053226629729
1999-03-15,885.311445306171
1999-03-16,907.8692643489057
1999-03-17,907.1257228391373
1999-03-18,896.2464258189597
1999-03-19,931.9691137848253
1999-03-22,930.0850192938872
1999-03-23,929.2531497318663
1999-03-24,909.2932065542304
1999-03-25,922.7211570082292
1999-03-26,935.4219048307767
1999-03-29,938.3124151508412
1999-03-30,935.8837922603412
1999-03-31,941.3071521006954
1999-04-01,956.1914779824899
1999-04-02,957.6284054170667
1999-04-05,956.7935201028731
1999-04-06,966.8542335300114
1999-04-07,967.2856789906203
1999-04-08,977.5692313906167
1999-04-09,987.3544624810609
1999-04-12,972.0425898058172
1999-04-13,988.9433207030513
1999-04-14,1004.0557276614626
1999-04-15,1003.3151142035513
1999-04-16,1018.3110051718025
1999-04-19,1025.608117710639
1999-04-20,1011.5812181643198
1999-04-21,995.2382540597647
1999-04-22,1005.7607709284888
1999-04-23,1018.054350364499
1999-04-26,1032.39811854905
1999-04-27,1025.8439896404186
1999-04-28,1033.151911673612
1999-04-29,1033.862415264829
1999-04-30,1030.4579990035577
1999-05-03,1027.6707136958198
1999-05-04,1023.9430343747667
1999-05-05,1018.0638700774134
1999-05-06,1036.1153365615842
1999-05-07,1021.4851978315146
1999-05-10,1025.4187893574517
1999-05-11,1018.3412208465685
1999-05-12,1026.0894655769193
1999-05-13,1019.0910662714673
1999-05-14,1008.3511949374076
1999-05-17,985.9050549405913
1999-05-18,992.228266529975
1999-05-19,967.0509619495647
1999-05-20,973.9628413186031
1999-05-21,986.1762426191913
1999-05-24,991.0799957450897
1999-05-25,986.1106431914835
1999-05-26,1002.1209666897165
1999-05-27,1001.8370228872288
1999-05-28,1002.3250449064826
1999-05-31,1002.7565896858941
1999-06-01,1021.5996123984336
1999-06-02,1036.4569077181209
1999-06-03,1032.1786071613558
1999-06-04,1039.155997598073
1999-06-07,1058.4429089797113
1999-06-08,1064.5973935091697
1999-06-09,1071.2422226935141
1999-06-10,1083.5467073775428
1999-06-11,1096.670456190653
1999-06-14,1084.2739381574331
1999-06-15,1084.119670335579
1999-06-16,1103.7344819942339
1999-06-17,1127.0290578299278
1999-06-18,1113.8406549943363
1999-06-21,1136.7068233561902
1999-06-22,1151.7870742413668
1999-06-23,1142.1249104079386
1999-06-24,1137.2485978652358
1999-06-25,1132.6725378941894
1999-06-28,1153.0570357939157
1999-06-29,1168.7718012388698
1999-06-30,1167.3408114382794
1999-07-01,1211.0947822075009
1999-07-02,1229.2887327068931
1999-07-05,1244.1394344657363
1999-07-06,1235.7830091835401
1999-07-07,1231.4530697664022
1999-07-08,1221.3297934944608
1999-07-09,1220.7998844523647
1999-07-12,1246.0919003985023
1999-07-13,1246.7354689886433
1999-07-14,1248.8744349431563
1999-07-15,1267.2377773359847
1999-07-16,1258.1386578962397
1999-07-19,1281.1678854201166
1999-07-20,1252.500468387407
1999-07-21,1228.4017235071822
1999-07-22,1208.4547285937863
1999-07-23,1194.2247248178583
1999-07-26,1170.6297114541576
1999-07-27,1170.8112010639468
1999-07-28,1198.611133768543
1999-07-29,1216.7495251448738
1999-07-30,1225.0584772548
1999-08-02,1223.0603221682975
1999-08-03,1231.4617647174116
1999-08-04,1206.70714126915
1999-08-05,1176.9353553670599
1999-08-06,1168.1169822103782
1999-08-09,1173.0549576016788
1999-08-10,1176.5422599613855
1999-08-11,1169.456874945446
1999-08-12,1185.0348905454603
1999-08-13,1195.3088958845872
1999-08-16,1231.104477663381
1999-08-17,1248.6039814237495
1999-08-18,1273.8020159860155
1999-08-19,1264.58830216304
1999-08-20,1274.0079515691175
1999-08-23,1282.5489463718186
