Date,AC FAR EAST ex JAPAN IMI GROWTH
1998-12-31,529.0325242865239
1999-01-01,529.043042654063
1999-01-04,530.0109058261733
1999-01-05,529.1223897535358
1999-01-06,547.9629759556514
1999-01-07,571.0199536128835
1999-01-08,570.7766021639987
1999-01-11,572.4765971559684
1999-01-12,570.3852654731992
1999-01-13,547.6616161741897
1999-01-14,534.5915187143369
1999-01-15,548.0880373119053
1999-01-18,554.5965555989983
1999-01-19,550.3893065511678
1999-01-20,551.3467558168028
1999-01-21,539.4847539698368
1999-01-22,522.179958917942
1999-01-25,507.2402252697586
1999-01-26,510.0136310989111
1999-01-27,525.1041766759781
1999-01-28,519.0851352018495
1999-01-29,522.997645717614
1999-02-01,525.5516028906954
1999-02-02,515.0482598603519
1999-02-03,509.3676178801855
1999-02-04,508.5274238251824
1999-02-05,504.1965039351935
1999-02-08,504.33659846876634
1999-02-09,496.51753549684133
1999-02-10,489.9659827124161
1999-02-11,496.64878591664433
1999-02-12,509.6221589128186
1999-02-15,511.23123640285377
1999-02-16,513.7503391836665
1999-02-17,510.0778316260372
1999-02-18,505.46331964620646
1999-02-19,504.20405270111974
1999-02-22,509.4264424798543
1999-02-23,508.82503983064817
1999-02-24,515.3089955827143
1999-02-25,511.15840277985694
1999-02-26,524.244886649233
1999-03-01,532.0440415209374
1999-03-02,528.2920811802853
1999-03-03,530.5500529750606
1999-03-04,532.6481579678702
1999-03-05,537.5800823939078
1999-03-08,544.2454913562465
1999-03-09,548.4249419533221
1999-03-10,548.9829086308242
1999-03-11,556.0971618724853
1999-03-12,557.1371194205192
1999-03-15,565.7252107091854
1999-03-16,573.0843542584186
1999-03-17,568.8975565705516
1999-03-18,565.4401442129196
1999-03-19,582.0713811334117
1999-03-22,586.7019085374169
1999-03-23,586.2338476401889
1999-03-24,576.5281124170606
1999-03-25,581.4569939523017
1999-03-26,586.4192947198288
1999-03-29,580.8252291790635
1999-03-30,587.600094980544
1999-03-31,585.247776300621
1999-04-01,595.3128537530665
1999-04-02,599.7258508948447
1999-04-05,603.8288963834328
1999-04-06,606.5590954404283
1999-04-07,616.4021183129396
1999-04-08,619.697640424027
1999-04-09,633.9524300533931
1999-04-12,630.4824712187541
1999-04-13,639.7162948602924
1999-04-14,640.375974993649
1999-04-15,652.7705727205931
1999-04-16,671.2304033638457
1999-04-19,708.6761853365656
1999-04-20,693.3478659191112
1999-04-21,691.2929942157222
1999-04-22,698.0195493941892
1999-04-23,698.201009972893
1999-04-26,714.2854915273293
1999-04-27,718.5040014697728
1999-04-28,714.4061552046162
1999-04-29,703.087764322852
1999-04-30,715.4956787887114
1999-05-03,719.1209753694336
1999-05-04,733.326226696656
1999-05-05,732.4399678802425
1999-05-06,734.8860728182892
1999-05-07,718.1048231923293
1999-05-10,721.7012165004107
1999-05-11,716.5918275855682
1999-05-12,720.3664600531632
1999-05-13,715.9895376821759
1999-05-14,710.0598420477226
1999-05-17,700.500404532624
1999-05-18,707.2298143394319
1999-05-19,704.2143060140431
1999-05-20,699.4603556245304
1999-05-21,705.0627920986651
1999-05-24,704.9250761002327
1999-05-25,696.8260907108423
1999-05-26,710.4213088057047
1999-05-27,713.9812261412826
1999-05-28,709.486258744268
1999-05-31,713.57878989825
1999-06-01,719.3558937188634
1999-06-02,736.7504812454581
1999-06-03,739.2780192239501
1999-06-04,746.77039299372
1999-06-07,772.0610702366175
1999-06-08,780.7843195547239
1999-06-09,773.8528783830824
1999-06-10,782.0523132598508
1999-06-11,779.4459136947203
1999-06-14,778.1422657436311
1999-06-15,776.8501909336817
1999-06-16,797.9490237906309
1999-06-17,811.9863842828877
1999-06-18,811.6647076640314
1999-06-21,842.7809477895513
1999-06-22,857.1892475780705
1999-06-23,853.2468790994623
1999-06-24,849.1445109578823
1999-06-25,834.6816860371622
1999-06-28,848.979130645987
1999-06-29,853.4871615232772
1999-06-30,847.3598976025739
1999-07-01,865.820989766837
1999-07-02,888.0373442017841
1999-07-05,898.9036064913506
1999-07-06,896.6506021315403
1999-07-07,894.623816668387
1999-07-08,897.8966518356091
1999-07-09,902.12039484105
1999-07-12,898.2489484730409
1999-07-13,881.7710978443159
1999-07-14,853.8593731454497
1999-07-15,864.0939452228239
1999-07-16,856.9626020003625
1999-07-19,861.2447176890531
1999-07-20,848.1990821990561
1999-07-21,827.3122090923699
1999-07-22,822.4153747717608
1999-07-23,797.7661189997151
1999-07-26,765.555478050295
1999-07-27,781.264499011742
1999-07-28,802.3978531326046
1999-07-29,813.1153841737179
1999-07-30,809.4974677270336
1999-08-02,807.9838659194514
1999-08-03,813.4005299243913
1999-08-04,802.4802651696956
1999-08-05,778.2719068109396
1999-08-06,774.6091625047252
1999-08-09,784.2432385158219
1999-08-10,783.3589537873969
1999-08-11,770.8806348306927
1999-08-12,781.6494658494247
1999-08-13,778.9238151798099
1999-08-16,795.0350737661981
1999-08-17,785.4647589907953
1999-08-18,790.9013007528446
1999-08-19,793.3345094064194
1999-08-20,801.2517163655542
1999-08-23,819.8223220713637
1999-08-24,825.4610082272188
1999-08-25,844.1073018416547
1999-08-26,847.4999012381505
1999-08-27,842.0874053173341
1999-08-30,840.0368203489187
1999-08-31,827.034680973888
1999-09-01,820.1938247614992
1999-09-02,806.9163991744281
1999-09-03,812.505340517885
1999-09-06,823.970458458648
1999-09-07,816.9256664769464
1999-09-08,811.0376213543677
1999-09-09,828.7662139689221
1999-09-10,844.2652690094087
1999-09-13,862.3365342051109
1999-09-14,848.8711485138099
1999-09-15,836.5339583154707
1999-09-16,821.4082185940715
1999-09-17,823.3213893284507
1999-09-20,822.8040368643277
1999-09-21,820.6478090204646
1999-09-22,806.378950179718
1999-09-23,808.2503976112691
1999-09-24,799.0285784400244
1999-09-27,782.9806221755612
1999-09-28,777.1882194310526
1999-09-29,764.8145204593817
1999-09-30,758.0221512438408
1999-10-01,764.4745945662718
1999-10-04,758.0920796515014
1999-10-05,761.973797729441
1999-10-06,775.1527365302026
1999-10-07,780.9463486501318
1999-10-08,783.5833583672344
1999-10-11,783.3174252422789
1999-10-12,782.7085104281541
1999-10-13,770.5013686736445
1999-10-14,771.5418420095758
1999-10-15,759.7169690879599
1999-10-18,747.1981269754418
1999-10-19,744.924830965042
1999-10-20,760.3178071689019
1999-10-21,762.0046378657911
1999-10-22,773.1460755948738
1999-10-25,775.2968278662016
1999-10-26,780.9717796497357
1999-10-27,779.8323640233501
1999-10-28,793.9337236723039
1999-10-29,814.0457939812561
1999-11-01,831.5447224659322
1999-11-02,830.6457645436204
1999-11-03,830.6570242073705
1999-11-04,846.9112055297635
1999-11-05,848.9561658880364
1999-11-08,846.9295324673142
1999-11-09,855.0132518312637
1999-11-10,861.6095810118522
1999-11-11,874.1966530924032
1999-11-12,899.2828911093161
1999-11-15,911.7044017634328
1999-11-16,929.4243129584065
1999-11-17,911.361120013889
1999-11-18,921.2445172455775
1999-11-19,940.8908809462657
1999-11-22,931.9079888084817
1999-11-23,936.4581492799772
1999-11-24,934.1204158173358
1999-11-25,931.7780482179597
1999-11-26,931.6933109303192
1999-11-29,948.1208136827199
1999-11-30,959.5264093556082
1999-12-01,965.9125275983533
1999-12-02,960.7079109224738
1999-12-03,969.7243129411388
1999-12-06,971.3790932125694
1999-12-07,984.9506782192699
1999-12-08,984.1486810190926
1999-12-09,996.906369518309
1999-12-10,1006.9695278551644
1999-12-13,1023.8241594572569
1999-12-14,1018.0386062632258
1999-12-15,996.036707204675
1999-12-16,976.3686399708507
1999-12-17,997.0111942029182
1999-12-20,1015.2385479989908
1999-12-21,1025.7837567339752
1999-12-22,1041.9299989355436
1999-12-23,1061.3948485398748
1999-12-24,1077.0260789948843
1999-12-27,1103.174896315136
1999-12-28,1115.5735637033506
1999-12-29,1108.7357939245253
1999-12-30,1123.381748718861
1999-12-31,1123.4003142193258
2000-01-03,1133.5928111685716
2000-01-04,1124.8714855028918
2000-01-05,1049.9379906565953
2000-01-06,1018.97362079096
2000-01-07,1021.8019523826492
2000-01-10,1064.1648622811097
2000-01-11,1048.018797136433
2000-01-12,1042.9839101636865
2000-01-13,1040.6708876270236
2000-01-14,1052.2827333849161
2000-01-17,1077.462682744844
2000-01-18,1080.9071339857967
2000-01-19,1046.9941543493617
2000-01-20,1056.0495731611236
2000-01-21,1051.8296186070531
2000-01-24,1061.3721881469273
2000-01-25,1037.2247335358654
2000-01-26,1051.803357764
2000-01-27,1078.885232521768
2000-01-28,1106.0112544700767
2000-01-31,1100.5620345145846
2000-02-01,1108.7796508914091
2000-02-02,1118.1829056064396
2000-02-03,1114.3609497392642
2000-02-04,1124.8751523801177
2000-02-07,1148.4810506817203
2000-02-08,1136.199134334725
2000-02-09,1170.0877469759944
2000-02-10,1185.366832228849
2000-02-11,1215.47204660639
2000-02-14,1185.8986382894982
2000-02-15,1146.3647376158679
2000-02-16,1154.9429048046004
2000-02-17,1155.887792860319
2000-02-18,1136.7878797252918
2000-02-21,1098.7303515872027
2000-02-22,1064.5522884497984
2000-02-23,1068.7945941948512
2000-02-24,1087.8584296933948
2000-02-25,1109.5030625913876
2000-02-28,1089.8804668122805
2000-02-29,1099.523105922587
2000-03-01,1094.6331210776557
2000-03-02,1131.8970650617687
2000-03-03,1144.4183363683912
2000-03-06,1158.8638940130797
2000-03-07,1169.2591895561204
2000-03-08,1181.2935681127758
2000-03-09,1160.6451592107378
2000-03-10,1180.2164539744986
2000-03-13,1136.6116774872446
2000-03-14,1127.2723994243843
2000-03-15,1097.8702365103222
2000-03-16,1088.3609267843585
2000-03-17,1099.4207596515569
2000-03-20,1076.937224745197
2000-03-21,1090.3656960996302
2000-03-22,1122.7779422778667
2000-03-23,1132.6065273761524
2000-03-24,1143.6320550216196
2000-03-27,1163.8538355088842
2000-03-28,1173.0439568509319
2000-03-29,1194.4054378506364
2000-03-30,1172.0178113188574
2000-03-31,1148.481098174721
2000-04-03,1127.403736649321
2000-04-04,1114.2943412471043
2000-04-05,1087.3073527146967
2000-04-06,1088.9246844630384
2000-04-07,1117.9174763399205
2000-04-10,1142.9771360830566
2000-04-11,1121.6632402361267
2000-04-12,1115.6387656799775
2000-04-13,1105.5987690783809
2000-04-14,1067.721359718728
2000-04-17,973.3037071442249
2000-04-18,1011.5760806188841
2000-04-19,1019.5372089689772
2000-04-20,1026.656370927576
2000-04-21,1030.187957268779
2000-04-24,1011.2080542956612
2000-04-25,1020.364265435487
2000-04-26,1008.4648522544778
2000-04-27,1019.9678374417815
2000-04-28,1049.622608959405
2000-05-01,1050.7216741746333
2000-05-02,1065.3111679271065
2000-05-03,1068.0688191497688
2000-05-04,1053.3259616160417
2000-05-05,1059.1503010018732
2000-05-08,1049.6004758052914
2000-05-09,1027.1819263461962
2000-05-10,1004.8356598465107
2000-05-11,997.5146688126612
2000-05-12,1006.6918307777985
2000-05-15,980.7126985553032
2000-05-16,1020.5871931816814
2000-05-17,1038.181887689097
2000-05-18,1023.6087959030243
2000-05-19,1036.7511968481008
2000-05-22,981.4482120617749
2000-05-23,959.3707923490529
2000-05-24,938.9722542871092
2000-05-25,940.9675758952284
2000-05-26,904.7722289892847
2000-05-29,907.9921631874537
2000-05-30,920.8234268054966
2000-05-31,974.2305268343483
2000-06-01,975.1932234109397
2000-06-02,980.2173589827908
2000-06-05,1000.3120400704329
2000-06-06,984.6865524380593
2000-06-07,999.7216020477954
2000-06-08,995.5359584653921
2000-06-09,1014.4926003955259
2000-06-12,1008.611320252005
2000-06-13,981.652764664749
2000-06-14,991.5614325903014
2000-06-15,984.2672372030923
2000-06-16,976.8213081494547
2000-06-19,968.0924266697402
2000-06-20,973.0745643098959
2000-06-21,990.7385116608035
2000-06-22,996.1523075340463
2000-06-23,988.7113420379528
2000-06-26,989.7869354016127
2000-06-27,987.758668470487
2000-06-28,999.9899278297314
2000-06-29,983.239279045833
2000-06-30,977.1582245312151
2000-07-03,978.2532798075574
2000-07-04,970.7170979760265
2000-07-05,979.1085496065779
2000-07-06,970.7451955889175
2000-07-07,982.2701040179463
2000-07-10,987.4703472267006
2000-07-11,985.9423019357223
2000-07-12,1003.0734491758282
2000-07-13,1018.7450079243199
2000-07-14,1024.830032675047
2000-07-17,1028.1447177176242
2000-07-18,1015.6195995335896
2000-07-19,1025.710100819149
2000-07-20,1013.9381460015038
2000-07-21,1004.7784712261929
2000-07-24,978.0161624326083
2000-07-25,955.7038414314544
2000-07-26,959.1106645152129
2000-07-27,951.5517929694701
2000-07-28,947.0202569517495
2000-07-31,941.4798783168642
2000-08-01,949.8374133212814
2000-08-02,964.6609234397723
2000-08-03,975.5849765829574
2000-08-04,972.7940174028595
2000-08-07,959.4634345724899
2000-08-08,963.1056951792489
2000-08-09,983.8139591081431
2000-08-10,977.83492884105
2000-08-11,974.7877825599913
2000-08-14,968.2919167704433
2000-08-15,969.5695648924368
2000-08-16,992.0528834395685
2000-08-17,991.4304636479402
2000-08-18,987.8680209090255
2000-08-21,994.8402777207978
2000-08-22,1001.0158840615874
2000-08-23,992.1694371857121
2000-08-24,979.3189460777506
2000-08-25,978.5789399922846
2000-08-28,978.9660770425311
2000-08-29,984.5291688875145
2000-08-30,978.9955201746103
2000-08-31,974.9937729116689
2000-09-01,958.2788041727853
2000-09-04,971.2018234820038
2000-09-05,984.4989719132411
2000-09-06,984.8331112117975
2000-09-07,972.0005070576495
2000-09-08,967.4808415634709
2000-09-11,959.551217844038
2000-09-12,951.7221574553681
2000-09-13,950.732360189139
2000-09-14,937.6401800768955
2000-09-15,929.6131395353999
2000-09-18,896.8726708118717
2000-09-19,895.651361877586
2000-09-20,910.3766005957369
2000-09-21,884.6784302369925
2000-09-22,814.1999677579876
2000-09-25,847.484093646626
2000-09-26,842.9844691299168
2000-09-27,847.4912176870166
2000-09-28,841.963105221598
2000-09-29,846.5280520969518
2000-10-02,825.3006431996555
2000-10-03,827.783063771041
2000-10-04,827.386932003057
2000-10-05,841.8780735829635
2000-10-06,854.8811944587552
2000-10-09,831.1154405107858
2000-10-10,830.1980048192211
2000-10-11,797.9534515801204
2000-10-12,796.4278941316792
2000-10-13,797.1217515297566
2000-10-16,803.3450108348427
2000-10-17,784.1652403875927
2000-10-18,765.5064831006242
2000-10-19,771.0902326724084
2000-10-20,808.7279547597526
2000-10-23,815.8352358850755
2000-10-24,822.1809356226563
2000-10-25,838.4551273170613
2000-10-26,829.858137473503
2000-10-27,809.2909054434184
2000-10-30,790.8470536985775
2000-10-31,787.314648864248
2000-11-01,800.1075299348028
2000-11-02,803.7892363607176
2000-11-03,817.9781580202682
2000-11-06,820.7384927133082
2000-11-07,831.868169245581
2000-11-08,838.6916641795268
2000-11-09,832.0385561053523
2000-11-10,824.8793571716647
2000-11-13,793.0716603292611
2000-11-14,806.8437204256073
2000-11-15,804.3813798678561
2000-11-16,805.0853969303212
2000-11-17,800.2108875143695
2000-11-20,785.5830620484643
2000-11-21,792.0524190682988
2000-11-22,778.2321212766237
2000-11-23,771.2341819122424
2000-11-24,782.50100442783
2000-11-27,783.232666149659
2000-11-28,767.4436315756078
2000-11-29,743.683108761162
2000-11-30,724.615784305878
2000-12-01,734.5426797098854
2000-12-04,710.1797295692717
2000-12-05,717.1446031294994
2000-12-06,729.490791471458
2000-12-07,724.2040555679972
2000-12-08,732.2312229993146
2000-12-11,753.9258542412549
2000-12-12,747.9092089902865
2000-12-13,759.2026175730251
2000-12-14,737.8648749640076
2000-12-15,710.8187973888413
2000-12-18,711.1193879233572
2000-12-19,710.4974443715656
2000-12-20,682.3765630098242
2000-12-21,663.8098356875585
2000-12-22,653.0490869860964
2000-12-25,652.9623558107673
2000-12-26,643.6781307841901
2000-12-27,639.2663131590135
2000-12-28,648.8858179015767
2000-12-29,643.2610430349039
2001-01-01,641.9231300964111
2001-01-02,639.6630290921548
2001-01-03,632.1846050711155
2001-01-04,662.152402575624
2001-01-05,670.4607176282681
2001-01-08,670.196042279208
2001-01-09,688.2680960859512
2001-01-10,683.8508414232884
2001-01-11,665.4586738730728
2001-01-12,679.1741602863677
2001-01-15,688.6611145844008
2001-01-16,698.6644328679935
2001-01-17,704.8165004700088
2001-01-18,699.8397996487504
2001-01-19,723.518080756141
2001-01-22,732.0742437293629
2001-01-23,727.8662078091708
2001-01-24,740.8948845780678
2001-01-25,743.8950725187934
2001-01-26,734.2431367600656
2001-01-29,732.1077259656895
2001-01-30,725.2363417513637
2001-01-31,738.0838607992612
2001-02-01,729.7482469323703
2001-02-02,739.4616424773709
2001-02-05,719.2823610849813
2001-02-06,724.5215544306316
2001-02-07,716.2150171048862
2001-02-08,730.8411683049297
2001-02-09,726.8745575126771
2001-02-12,723.968788443717
2001-02-13,738.1341039794464
2001-02-14,732.3714417294857
2001-02-15,748.8121486338935
2001-02-16,738.5224986636438
2001-02-19,725.4935434259024
2001-02-20,738.1064129051334
2001-02-21,725.8986688527522
2001-02-22,712.578306643234
2001-02-23,712.634133410613
2001-02-26,707.7278060205647
2001-02-27,695.9673965459863
2001-02-28,695.9738963919718
2001-03-01,671.4290570992924
2001-03-02,655.360084399599
2001-03-05,667.2629358830441
2001-03-06,673.5821989583606
2001-03-07,678.6493921049947
2001-03-08,673.195354478719
2001-03-09,667.71051747508
2001-03-12,652.5238175148942
2001-03-13,653.2589949307915
2001-03-14,658.8041196658066
2001-03-15,667.1955665773077
2001-03-16,670.084006312724
2001-03-19,660.5747703532028
2001-03-20,650.5015292564381
2001-03-21,652.978645883761
2001-03-22,652.9014995240726
2001-03-23,652.9821305594331
2001-03-26,658.7936378536745
2001-03-27,643.9188906014684
2001-03-28,649.3159227741
2001-03-29,646.474970085339
2001-03-30,646.3053189403379
2001-04-02,636.9469803616524
2001-04-03,620.5196913584164
2001-04-04,589.7862504674965
2001-04-05,596.1435573754183
2001-04-06,603.413614428658
2001-04-09,589.4814189558033
2001-04-10,597.4612322788614
2001-04-11,622.0754693609766
2001-04-12,628.3307864301311
2001-04-13,628.3150241640792
2001-04-16,629.6359785475461
2001-04-17,625.3723692195476
2001-04-18,651.9388311453107
2001-04-19,662.7438626235465
2001-04-20,646.0770327438063
2001-04-23,649.3775135377534
2001-04-24,650.0540019962654
2001-04-25,645.1833214508487
2001-04-26,642.0564475158076
2001-04-27,647.2222333832856
2001-04-30,658.4622572759515
2001-05-01,655.7551822200661
2001-05-02,669.8811998849724
2001-05-03,671.7828872902278
2001-05-04,654.9851334745729
2001-05-07,661.7408883820864
2001-05-08,662.0264158022046
2001-05-09,663.3777952419098
2001-05-10,661.9013061260038
2001-05-11,670.0232405691152
2001-05-14,662.452343046827
2001-05-15,657.664623897546
2001-05-16,650.5311546915989
2001-05-17,665.0031641418049
2001-05-18,664.5993339602082
2001-05-21,662.7027506618105
2001-05-22,674.6917841172841
2001-05-23,687.3911226391788
2001-05-24,690.9628097365224
2001-05-25,689.6688689415068
2001-05-28,683.5014514873135
2001-05-29,685.8255389648205
2001-05-30,676.0480932579244
2001-05-31,675.6647709022718
2001-06-01,671.987062525309
2001-06-04,672.6311356337386
2001-06-05,675.5823965954975
2001-06-06,684.2055684991983
2001-06-07,683.865054343791
2001-06-08,696.7090772066496
2001-06-11,697.1126412399008
2001-06-12,689.0629050197464
2001-06-13,687.1848023653484
2001-06-14,672.6464808752484
2001-06-15,668.2601074344467
2001-06-18,659.3364712683971
2001-06-19,661.8722618896704
2001-06-20,659.6352804328478
2001-06-21,660.6534470479477
2001-06-22,659.6677565241636
2001-06-25,653.8926816244111
2001-06-26,643.5032840218464
2001-06-27,644.1227489369263
2001-06-28,645.8684795123768
2001-06-29,660.0077362001979
2001-07-02,661.343663447448
2001-07-03,662.255158681044
2001-07-04,660.9522191395563
2001-07-05,662.6132604986043
2001-07-06,652.9859869466779
2001-07-09,637.9128212930451
2001-07-10,631.8215128947359
2001-07-11,618.578057145341
2001-07-12,633.4359440582608
2001-07-13,625.7701603465065
2001-07-16,622.7403444732109
2001-07-17,623.4308885873967
2001-07-18,605.0784910559322
2001-07-19,604.2588394372825
2001-07-20,602.2308976975037
2001-07-23,598.559126416626
2001-07-24,591.5633427551581
2001-07-25,591.7974045887714
2001-07-26,596.5678174933194
2001-07-27,605.204236616943
2001-07-30,602.2756141903943
2001-07-31,612.1205386695204
2001-08-01,618.9686938301353
2001-08-02,622.6274157003643
2001-08-03,615.2925127027079
2001-08-06,613.5919208338447
2001-08-07,610.5522719321294
2001-08-08,610.741514784554
2001-08-09,589.5387045201896
2001-08-10,588.2725844231272
2001-08-13,583.8110891937869
2001-08-14,597.8925083517108
2001-08-15,591.9835370028723
2001-08-16,586.1332168494174
2001-08-17,581.2566199248357
2001-08-20,571.789649770661
2001-08-21,570.2143064063486
2001-08-22,558.2273363933789
2001-08-23,566.4284917241896
2001-08-24,560.1572876142235
2001-08-27,571.7393234603835
2001-08-28,570.8002497437986
2001-08-29,569.7702271936105
2001-08-30,565.2604618847203
2001-08-31,559.5790326862985
2001-09-03,554.9583720915302
2001-09-04,574.1668395302967
2001-09-05,567.9384807334586
2001-09-06,557.8634256067426
2001-09-07,543.5170178192484
2001-09-10,542.6705655920504
2001-09-11,532.785976561491
2001-09-12,503.68745849894947
2001-09-13,497.6103336302964
2001-09-14,477.11729356979174
2001-09-17,462.4149113227592
2001-09-18,464.2332112742974
2001-09-19,468.9019524105833
2001-09-20,461.2757731491486
2001-09-21,453.90112286409027
2001-09-24,460.3621650822588
2001-09-25,452.8267484793135
2001-09-26,458.9018599213518
2001-09-27,463.5780312191034
2001-09-28,474.3071070133066
2001-10-01,470.9051735599376
2001-10-02,465.87300791898537
2001-10-03,460.08491467310785
2001-10-04,475.58481772884113
2001-10-05,477.5779908832972
2001-10-08,465.800782623388
2001-10-09,482.97650090385076
2001-10-10,482.7382578429156
2001-10-11,501.4519621267994
2001-10-12,499.49256641072486
2001-10-15,494.58843502138103
2001-10-16,497.24717588263513
2001-10-17,505.4029923028197
2001-10-18,499.43435079276964
2001-10-19,501.32964347957187
2001-10-22,505.0855717193192
2001-10-23,515.0735751663505
2001-10-24,520.1207174251724
2001-10-25,518.3241402045517
2001-10-26,523.747544389997
2001-10-29,516.1348381651682
2001-10-30,502.8450438070807
2001-10-31,507.74612058262727
2001-11-01,506.01988464771307
2001-11-02,510.68062713057117
2001-11-05,523.6026498420815
2001-11-06,523.2411894313618
2001-11-07,520.7392383027286
2001-11-08,534.1143767538705
