Date,AC EUROPE IMI GROWTH
1998-12-31,719.6005410719697
1999-01-01,719.7769967381956
1999-01-04,742.9020097311138
1999-01-05,752.093206775541
1999-01-06,766.7765268696179
1999-01-07,760.6532582280373
1999-01-08,766.1478055931931
1999-01-11,757.0527305306042
1999-01-12,745.856180893263
1999-01-13,717.0920343765276
1999-01-14,721.2046203530539
1999-01-15,732.4450322720674
1999-01-18,749.3498897925763
1999-01-19,746.8939091857618
1999-01-20,753.1749602186603
1999-01-21,745.406172528486
1999-01-22,728.4957364115035
1999-01-25,731.3757025096029
1999-01-26,733.8965369923462
1999-01-27,737.8236882128001
1999-01-28,745.1135968974539
1999-01-29,748.1922255667663
1999-02-01,758.738723084821
1999-02-02,753.3473828602629
1999-02-03,745.9893622065932
1999-02-04,745.4959705955486
1999-02-05,740.2434685258318
1999-02-08,733.9312503104455
1999-02-09,720.8604503594053
1999-02-10,715.8848172797246
1999-02-11,724.4144270214804
1999-02-12,731.3792221609738
1999-02-15,734.7689278352676
1999-02-16,738.48052062978
1999-02-17,732.488187777222
1999-02-18,733.5092228449852
1999-02-19,737.1858571576437
1999-02-22,748.4673103111435
1999-02-23,756.3317424474524
1999-02-24,764.8402654269099
1999-02-25,751.9121370532827
1999-02-26,746.9274949407175
1999-03-01,738.7926423030923
1999-03-02,739.5074010835847
1999-03-03,734.0759756305822
1999-03-04,738.194570557144
1999-03-05,751.1033411295524
1999-03-08,749.011748132132
1999-03-09,752.6045268869683
1999-03-10,749.1556124786366
1999-03-11,757.5361308914786
1999-03-12,757.8840472647994
1999-03-15,754.4606839211492
1999-03-16,755.4720843942148
1999-03-17,749.417094963847
1999-03-18,746.7634613829682
1999-03-19,753.8378245144157
1999-03-22,749.3002109263003
1999-03-23,736.1557932917882
1999-03-24,728.8524825036868
1999-03-25,740.6018743018852
1999-03-26,740.2830056171549
1999-03-29,749.5420680069424
1999-03-30,748.1947918531582
1999-03-31,755.1688085810654
1999-04-01,756.1370837833833
1999-04-02,756.9501917210889
1999-04-05,757.5720799677788
1999-04-06,766.7524961041637
1999-04-07,769.4216985372601
1999-04-08,771.1280330900624
1999-04-09,773.4284823727108
1999-04-12,770.9303129988443
