Date,AC ASIA PACIFIC IMI GROWTH
1998-12-31,686.6605429954894
1999-01-01,686.6628308728389
1999-01-04,677.8852084750531
1999-01-05,674.575722795573
1999-01-06,683.3843537815103
1999-01-07,704.3657563820927
1999-01-08,704.1988166328829
1999-01-11,714.189493378695
1999-01-12,701.4927448318484
1999-01-13,678.2660690922994
1999-01-14,682.8742728242246
1999-01-15,689.0418717217286
1999-01-18,693.5596338382306
1999-01-19,695.9342130946171
1999-01-20,706.5833806284809
1999-01-21,711.9512046857689
1999-01-22,700.3884626960005
1999-01-25,698.6588490307136
1999-01-26,702.9326227628736
1999-01-27,708.9238546234775
1999-01-28,705.910079112128
1999-01-29,719.0527461130863
1999-02-01,728.1676909153126
1999-02-02,731.672219831578
1999-02-03,725.1474686624637
1999-02-04,726.2657716616096
1999-02-05,719.478376636859
1999-02-08,720.2075472075832
1999-02-09,709.8854616075347
1999-02-10,704.8665588059647
1999-02-11,709.6853415365476
1999-02-12,717.3869838760666
1999-02-15,715.6104641838402
1999-02-16,709.060061960096
1999-02-17,702.8896168358682
1999-02-18,697.2612677020653
1999-02-19,703.381952498464
1999-02-22,716.1980641659784
1999-02-23,718.7231613237976
1999-02-24,721.1817860427886
1999-02-25,722.8088800771576
1999-02-26,733.0622415906896
1999-03-01,730.5114770828027
1999-03-02,720.1313327553731
1999-03-03,721.4650456301001
1999-03-04,721.1194026885019
1999-03-05,745.936674335943
1999-03-08,750.6717303299836
1999-03-09,761.3875419946597
1999-03-10,774.749519410897
1999-03-11,783.8063808693673
1999-03-12,781.4116694815774
1999-03-15,797.1587875569562
1999-03-16,814.9688689355885
1999-03-17,812.9395257357388
1999-03-18,804.3326400456023
1999-03-19,833.5949969954953
1999-03-22,832.3585329187523
1999-03-23,832.2276464499033
1999-03-24,815.4403428020497
1999-03-25,826.6989348715639
1999-03-26,837.8471840539196
1999-03-29,839.8382901374562
1999-03-30,837.3687345092184
1999-03-31,841.4275972015292
1999-04-01,854.4513653142346
1999-04-02,855.3836007458542
1999-04-05,855.0002173236106
1999-04-06,864.1771079436321
1999-04-07,864.4641070041703
1999-04-08,872.7918596420186
1999-04-09,881.8246461574415
1999-04-12,868.6217843782329
1999-04-13,884.1850553141119
1999-04-14,896.2574959463808
1999-04-15,895.7529709569686
1999-04-16,908.219742614291
1999-04-19,915.3346699731604
1999-04-20,903.5010613683934
1999-04-21,889.6580711354042
1999-04-22,899.795177979194
1999-04-23,910.2372087496374
1999-04-26,921.8235019978795
1999-04-27,917.259944816926
1999-04-28,923.7252633674016
1999-04-29,923.8332819476184
1999-04-30,921.2986446776515
1999-05-03,918.3719950190532
1999-05-04,914.3723002859101
1999-05-05,907.686504796492
1999-05-06,922.3933482982071
1999-05-07,908.8600254857771
1999-05-10,913.1811010185453
1999-05-11,908.1805957576378
1999-05-12,915.7836565052604
1999-05-13,910.7857789576491
1999-05-14,902.0201353405606
1999-05-17,881.9045426289346
1999-05-18,887.7489826495745
1999-05-19,865.6662527205127
1999-05-20,870.9379970373589
1999-05-21,881.0497527498085
1999-05-24,884.9412300976975
1999-05-25,879.4126328840613
1999-05-26,892.9738142837416
1999-05-27,893.3796945521302
1999-05-28,893.3637655593136
1999-05-31,893.5853837696712
1999-06-01,908.5567303453943
1999-06-02,921.403871374264
1999-06-03,919.1990897679188
1999-06-04,925.8088000230147
1999-06-07,942.3535161246923
1999-06-08,947.6447420291797
1999-06-09,953.9856959255305
1999-06-10,963.6574268560112
1999-06-11,973.5598055380455
1999-06-14,963.8361995338319
1999-06-15,962.9631431788091
1999-06-16,979.4833365167175
1999-06-17,999.4112440392635
1999-06-18,987.9554421880614
1999-06-21,1006.6972810109932
1999-06-22,1020.1402174378221
1999-06-23,1012.9006475438023
1999-06-24,1008.2256884064453
1999-06-25,1004.3660729087363
1999-06-28,1021.6249963538994
1999-06-29,1034.8053346265635
1999-06-30,1034.250521925165
1999-07-01,1071.35605090198
1999-07-02,1087.6994815214762
1999-07-05,1100.4395994162394
1999-07-06,1094.065783796141
1999-07-07,1090.1585838088527
1999-07-08,1083.072316705345
1999-07-09,1081.000893230099
1999-07-12,1101.3331281639387
1999-07-13,1101.6343546385272
1999-07-14,1102.7598084238502
1999-07-15,1117.8754480417144
1999-07-16,1109.9820790783365
1999-07-19,1128.922832687589
1999-07-20,1105.0246970821918
1999-07-21,1083.5767084591132
1999-07-22,1066.9978959229643
1999-07-23,1055.733520323411
1999-07-26,1033.8666787213297
1999-07-27,1033.344914202847
1999-07-28,1056.264313231788
1999-07-29,1071.0159124443223
1999-07-30,1077.35349153399
1999-08-02,1074.4890575985078
1999-08-03,1082.448169291179
1999-08-04,1061.3796202177434
1999-08-05,1036.7493522606253
1999-08-06,1029.3220688520703
1999-08-09,1032.851437117746
1999-08-10,1034.3372616039285
1999-08-11,1028.0784024381214
1999-08-12,1040.972127019593
1999-08-13,1050.2377068244878
1999-08-16,1080.557714482618
1999-08-17,1094.261143700076
1999-08-18,1115.647249065191
1999-08-19,1106.4705005011158
1999-08-20,1113.8309112601294
1999-08-23,1122.4287088806698
1999-08-24,1128.3921669597962
1999-08-25,1137.6062879161261
1999-08-26,1128.778099869042
1999-08-27,1126.7360646093794
1999-08-30,1141.6211984625818
1999-08-31,1124.018761559584
1999-09-01,1143.2133569549328
1999-09-02,1133.2700282990722
1999-09-03,1138.5461278575824
1999-09-06,1163.1128213194502
1999-09-07,1147.9521205609435
1999-09-08,1149.6136481478172
1999-09-09,1179.9718631837682
1999-09-10,1202.6885234638776
1999-09-13,1252.385258192622
1999-09-14,1245.4997277129241
1999-09-15,1253.6895307250925
1999-09-16,1217.0702219216253
1999-09-17,1200.589288044658
1999-09-20,1216.4640668130946
1999-09-21,1233.6585537781534
1999-09-22,1200.8728697967395
1999-09-23,1207.5407509378524
1999-09-24,1165.5237487925165
1999-09-27,1149.9902056262272
1999-09-28,1171.577992258089
1999-09-29,1149.9686754168886
1999-09-30,1172.3880512245862
1999-10-01,1194.284757759466
1999-10-04,1184.2862303098866
1999-10-05,1179.273538943928
1999-10-06,1178.6236225826108
1999-10-07,1186.8848685851333
1999-10-08,1202.1630462539606
1999-10-11,1207.4105218382938
