Date,AC PACIFIC ex JAPAN IMI GROWTH
1998-12-31,453.62454343534324
1999-01-01,453.6302153176635
1999-01-04,457.3209546181889
1999-01-05,455.8700427815841
1999-01-06,470.9712096027751
1999-01-07,487.5459827018755
1999-01-08,487.06000791411424
1999-01-11,489.96337648447405
1999-01-12,487.4413961267852
1999-01-13,468.15657459027346
1999-01-14,461.13378814466074
1999-01-15,470.9427737137507
1999-01-18,477.13076924416237
1999-01-19,478.0200096677093
1999-01-20,480.7692676319296
1999-01-21,474.25940428157304
1999-01-22,463.1528028144821
1999-01-25,454.62108842115333
1999-01-26,455.6654206174159
1999-01-27,466.77170061373397
1999-01-28,465.7986603293608
1999-01-29,471.56771156525895
1999-02-01,481.0316305623711
1999-02-02,473.637371842255
1999-02-03,470.89981123755376
1999-02-04,474.37355091829033
1999-02-05,471.8306604503698
1999-02-08,471.20236738211935
1999-02-09,463.2232709756119
1999-02-10,455.56819251871354
1999-02-11,461.9135681565321
1999-02-12,470.55525686681534
1999-02-15,469.9170419057948
1999-02-16,468.4407491810173
1999-02-17,467.86066320138974
1999-02-18,465.3709750817917
1999-02-19,471.19130134788713
1999-02-22,475.76087746327426
1999-02-23,474.65849295801974
1999-02-24,477.29387352721125
1999-02-25,469.0694124314651
1999-02-26,473.53113510548377
1999-03-01,481.53771100469714
1999-03-02,479.50507305991937
1999-03-03,481.95819623290254
1999-03-04,484.0403213474513
1999-03-05,489.5067783094545
1999-03-08,495.1143902660812
1999-03-09,498.3911131219603
1999-03-10,497.96301996630865
1999-03-11,503.9911397033552
1999-03-12,503.61842523830467
1999-03-15,508.8724648457765
1999-03-16,511.873993901049
1999-03-17,506.1054640797108
1999-03-18,504.6604761373339
1999-03-19,514.7437146586627
1999-03-22,517.9984489708575
1999-03-23,519.0538090296706
1999-03-24,512.1402815084116
1999-03-25,515.8210792049993
1999-03-26,520.6786899702541
1999-03-29,516.7407846984289
1999-03-30,519.2707401870952
1999-03-31,517.1730710018223
1999-04-01,525.1185169099613
1999-04-02,527.0019604418671
1999-04-05,529.9791305867741
1999-04-06,534.0017967474415
1999-04-07,539.2962278228689
1999-04-08,541.13820551546
1999-04-09,551.7270036871496
1999-04-12,547.8345318025254
1999-04-13,557.519863058416
1999-04-14,557.5098701716503
1999-04-15,564.5957563169496
1999-04-16,575.6180271028381
1999-04-19,599.2765759037172
1999-04-20,589.6150327659444
1999-04-21,586.9795207152825
1999-04-22,594.629468991555
1999-04-23,595.9290771301627
1999-04-26,604.7914114052484
1999-04-27,608.913070919645
1999-04-28,607.9802057952878
1999-04-29,600.5698228564896
1999-04-30,607.9921016926429
1999-05-03,608.387996177042
1999-05-04,613.9056615359954
1999-05-05,608.766152331219
1999-05-06,610.3633851886211
1999-05-07,596.9607628021827
1999-05-10,601.697184896212
1999-05-11,600.6075127644089
1999-05-12,605.9134628972424
1999-05-13,605.0830013575376
1999-05-14,601.6068509644277
1999-05-17,591.6032051073
1999-05-18,597.0939988272752
1999-05-19,591.3151782187607
1999-05-20,587.8977104032117
1999-05-21,591.5621141267814
1999-05-24,591.3005398113002
1999-05-25,583.1750614311434
1999-05-26,592.1905630119185
1999-05-27,595.697861387801
1999-05-28,592.2104920606888
1999-05-31,594.1801809675807
1999-06-01,596.8462754838938
1999-06-02,608.5151860322661
1999-06-03,612.8403474757067
1999-06-04,619.2960525373439
1999-06-07,635.6411528516943
1999-06-08,641.2468708728344
1999-06-09,639.6793318057804
1999-06-10,643.6385688297102
1999-06-11,640.5792368887834
1999-06-14,640.5093112869575
1999-06-15,638.0411553992642
1999-06-16,651.3951000807122
1999-06-17,661.8436863871403
1999-06-18,659.7662837316079
1999-06-21,677.7550839493977
1999-06-22,688.7462274727006
1999-06-23,687.8548982045713
1999-06-24,683.844092790412
1999-06-25,675.4080508728528
1999-06-28,685.2537894514937
1999-06-29,688.927952035472
1999-06-30,686.9150314033093
1999-07-01,701.3868492189648
1999-07-02,717.6335531059465
1999-07-05,725.448131967633
1999-07-06,725.0535621311799
1999-07-07,722.9627003238307
1999-07-08,727.308385373726
1999-07-09,725.8398864167362
1999-07-12,723.4963717885578
1999-07-13,713.8001793402966
1999-07-14,696.8373039633872
1999-07-15,703.2325513160589
1999-07-16,697.9762614517498
1999-07-19,701.2227712414993
1999-07-20,692.1481553868842
1999-07-21,675.8551971379773
1999-07-22,671.9832809737991
1999-07-23,658.7580571676888
1999-07-26,634.2587631364587
1999-07-27,641.4495649239673
1999-07-28,654.3732109640351
1999-07-29,660.6281798795872
1999-07-30,657.7795451555722
1999-08-02,654.0366667828227
1999-08-03,659.7926856258352
1999-08-04,651.1482434945012
1999-08-05,636.2332345346546
1999-08-06,633.4608431318769
1999-08-09,637.7724084698507
1999-08-10,634.2116085238782
1999-08-11,626.006346166685
1999-08-12,632.7685521316265
1999-08-13,633.5231351875957
1999-08-16,645.8595924291703
1999-08-17,639.5811190186
1999-08-18,645.0735298787337
1999-08-19,642.3912864603564
1999-08-20,646.2575303661994
1999-08-23,660.5591618732954
1999-08-24,664.4118600392964
1999-08-25,672.6913689333007
1999-08-26,675.0739649682789
1999-08-27,671.0231128598913
1999-08-30,667.8905944119571
1999-08-31,657.812948963505
1999-09-01,657.264566501116
1999-09-02,648.7171977784263
1999-09-03,652.4256979530105
1999-09-06,661.1061592387715
1999-09-07,659.4212195952498
1999-09-08,656.8327727004701
1999-09-09,669.5265472838989
1999-09-10,679.3212154721335
1999-09-13,691.2900966701432
1999-09-14,681.7420851364417
1999-09-15,671.9135455178359
1999-09-16,660.3770518078758
1999-09-17,662.9515853118858
1999-09-20,661.0013911715931
1999-09-21,659.580879098656
1999-09-22,650.8852331927568
1999-09-23,654.1975250457307
1999-09-24,647.2615220987725
1999-09-27,639.411356817317
1999-09-28,636.173854351946
1999-09-29,625.230893468688
1999-09-30,619.813614653619
1999-10-01,625.0304361770575
1999-10-04,621.1521225070103
1999-10-05,626.0241921669196
1999-10-06,630.3184774083132
1999-10-07,634.8465996097683
1999-10-08,636.1112892455222
1999-10-11,637.1614905748544
1999-10-12,636.607076368432
1999-10-13,626.9591519795168
1999-10-14,625.3192411110139
1999-10-15,613.8300326021933
1999-10-18,600.757690728817
1999-10-19,599.6715058917603
1999-10-20,612.6417120477997
1999-10-21,614.3185526662917
1999-10-22,625.3979531734003
1999-10-25,629.0346611619019
1999-10-26,631.5808579077964
1999-10-27,629.609427858289
1999-10-28,639.7493055265553
1999-10-29,651.7083381048905
1999-11-01,662.2763447842968
1999-11-02,663.1387723413845
1999-11-03,665.0502298484774
1999-11-04,673.9863421368951
1999-11-05,674.7830499977073
1999-11-08,671.9663951543788
1999-11-09,676.22936528236
1999-11-10,682.679685022996
1999-11-11,694.3902748178709
1999-11-12,713.1719927503287
1999-11-15,722.9761262714941
1999-11-16,731.6518763761488
1999-11-17,722.7912724490299
1999-11-18,730.5959324635324
1999-11-19,743.5455482162556
1999-11-22,737.5977233350055
1999-11-23,740.7365009857003
1999-11-24,739.1266682185125
1999-11-25,739.942481083599
1999-11-26,743.2728919541464
1999-11-29,755.1054875986891
1999-11-30,763.0722122730814
1999-12-01,762.5333193551388
1999-12-02,761.9273024352595
1999-12-03,769.3853506137334
