Date,ACWI ex JAPAN IMI GROWTH
2007-05-31,1000.0
2007-06-01,1009.3689163024935
2007-06-04,1007.861758313884
2007-06-05,1001.6604669562911
2007-06-06,991.121083157049
2007-06-07,978.5174116288898
2007-06-08,986.9367486410858
2007-06-11,991.916206418093
2007-06-12,986.7251029637575
2007-06-13,995.5537262500653
2007-06-14,1006.6657626441789
2007-06-15,1014.4473788646185
2007-06-18,1013.1590204877607
2007-06-19,1011.5954907699816
2007-06-20,1006.3337412582283
2007-06-21,1008.1853213735632
2007-06-22,1000.3832799530916
2007-06-25,994.2393587530881
2007-06-26,988.6165306645581
2007-06-27,992.8974499596104
2007-06-28,996.8912517980165
2007-06-29,997.0358671433762
2007-07-02,997.8072758556341
2007-07-03,1005.5274412799946
2007-07-04,1007.8857527361548
2007-07-05,1010.1228496968965
2007-07-06,1014.1962277064898
2007-07-09,1018.2591514219566
2007-07-10,1003.7492859844854
2007-07-11,1002.852415939454
2007-07-12,1018.3731051954032
2007-07-13,1022.5508864912545
2007-07-16,1020.354738387499
2007-07-17,1019.2152015366645
2007-07-18,1013.5246760926931
2007-07-19,1021.7410105718026
2007-07-20,1013.8666338023614
2007-07-23,1018.632428343092
2007-07-24,1003.7720760052666
2007-07-25,1005.6444669261583
2007-07-26,981.2300155077987
2007-07-27,969.6972959835035
2007-07-30,974.9105882196329
2007-07-31,977.3496364801454
2007-08-01,970.3672951541619
2007-08-02,977.9561486089318
2007-08-03,958.1161131597052
2007-08-06,957.9505069214343
2007-08-07,964.9124064311459
2007-08-08,980.9615390971536
2007-08-09,967.7131868664447
2007-08-10,954.258661492381
2007-08-13,965.2016642817651
2007-08-14,952.0257620614734
2007-08-15,942.9715740557523
2007-08-16,922.895495399391
2007-08-17,932.4593041116073
2007-08-20,944.2775465307309
2007-08-21,945.6300614125345
2007-08-22,960.5362414175534
2007-08-23,961.5305436138246
2007-08-24,967.0846341518584
2007-08-27,966.9738029365195
2007-08-28,949.243274694322
2007-08-29,961.3636805250466
2007-08-30,967.1108829084711
2007-08-31,981.8155545097983
2007-09-03,984.7610669170118
2007-09-04,994.0342463239348
2007-09-05,980.4711395761108
2007-09-06,983.8781941913345
2007-09-07,964.9634739205289
2007-09-10,957.3799287953776
2007-09-11,969.9325398063859
2007-09-12,969.0640611369907
2007-09-13,975.9613102876122
2007-09-14,974.3768581511432
2007-09-17,965.5578034950648
2007-09-18,984.2436175452245
2007-09-19,995.9310745614064
2007-09-20,987.3826181208309
2007-09-21,992.7296624713076
2007-09-24,994.3979422754473
2007-09-25,990.2342045393839
2007-09-26,996.2074950526489
2007-09-27,1002.2749721188413
2007-09-28,999.6743469470733
2007-10-01,1009.02100458365
2007-10-02,1016.7486098000956
2007-10-03,1013.2997926998614
2007-10-04,1013.0628787275695
2007-10-05,1025.6549748627722
2007-10-08,1029.3297436761782
2007-10-09,1035.053368378433
2007-10-10,1035.2689058165013
2007-10-11,1032.5889136305877
2007-10-12,1038.3871157313508
2007-10-15,1029.5850411706922
2007-10-16,1024.320058665666
2007-10-17,1028.4533761065184
2007-10-18,1024.9094214078675
2007-10-19,1008.5089339588882
2007-10-22,1006.1687397711739
2007-10-23,1016.9019666979708
2007-10-24,1013.7859720665379
2007-10-25,1015.354308436943
2007-10-26,1023.4848734507923
2007-10-29,1031.590704150449
2007-10-30,1024.7714411261215
2007-10-31,1034.7014811146425
2007-11-01,1021.2866835610635
2007-11-02,1018.3941462341446
2007-11-05,1011.4056247104551
2007-11-06,1018.8276033000343
2007-11-07,1000.5672980112059
2007-11-08,991.4625935167157
2007-11-09,975.3843016844032
2007-11-12,964.6708486932927
2007-11-13,976.00003507339
2007-11-14,975.9180045311216
2007-11-15,966.3637446191373
2007-11-16,964.9677760714035
2007-11-19,946.7962052303918
2007-11-20,946.4073555819166
2007-11-21,924.0738062921521
2007-11-22,925.1340877304852
2007-11-23,939.2090819442572
2007-11-26,931.3861863202947
2007-11-27,932.2253118990247
2007-11-28,960.5105305610557
2007-11-29,965.489665474627
2007-11-30,976.2909268650882
2007-12-03,973.3924935831024
2007-12-04,962.4220403808351
2007-12-05,980.8138083678194
2007-12-06,990.7812140127186
2007-12-07,992.2811941912062
2007-12-10,993.5945073385834
2007-12-11,981.894008694956
2007-12-12,986.1226763178327
2007-12-13,978.783596685432
2007-12-14,978.7024170086694
2007-12-17,960.6598974518765
2007-12-18,962.0628324537895
2007-12-19,963.16587139464
2007-12-20,970.4930246770263
2007-12-21,986.1399839608164
2007-12-24,992.04265723253
2007-12-25,992.0921609475505
2007-12-26,988.9790310221152
2007-12-27,980.5363178732493
2007-12-28,975.1561152201552
2007-12-31,975.6710822747168
2008-01-01,975.7034063393912
2008-01-02,960.021674669899
2008-01-03,957.6891076234094
2008-01-04,933.9538629004292
2008-01-07,930.4567723733883
2008-01-08,926.7931051294172
2008-01-09,929.7084851519759
2008-01-10,926.2154193858435
2008-01-11,911.9105772215993
2008-01-14,915.8709574748333
2008-01-15,894.9320712085323
2008-01-16,886.039240437033
2008-01-17,872.6845294977844
2008-01-18,872.4726832328357
2008-01-21,852.2409061424542
2008-01-22,842.3850174989861
2008-01-23,844.6318688057393
2008-01-24,863.2329730858264
2008-01-25,865.5244756843513
2008-01-28,861.3086811716695
2008-01-29,870.1352779933678
2008-01-30,863.5999487695633
2008-01-31,870.7544188032676
2008-02-01,887.291254683018
2008-02-04,888.0462657607558
2008-02-05,870.6260033149599
2008-02-06,863.8461822884589
2008-02-07,866.0599100294462
2008-02-08,870.6671831174049
2008-02-11,872.7303535956088
2008-02-12,881.6671285487886
2008-02-13,890.8705791249386
2008-02-14,887.7835322386375
2008-02-15,878.8788757841972
2008-02-18,885.8199788361106
2008-02-19,885.2880638299421
2008-02-20,888.4969968616084
2008-02-21,881.568958029702
2008-02-22,880.5748077696553
2008-02-25,892.2789195365583
2008-02-26,899.176831352954
2008-02-27,893.3100650560223
2008-02-28,883.4349976791119
2008-02-29,865.4103519387978
2008-03-03,857.7894255618219
2008-03-04,850.751962159181
2008-03-05,858.4828640178439
2008-03-06,845.4531624256508
2008-03-07,834.4002582328436
2008-03-10,817.7491668384218
2008-03-11,835.6108424484253
2008-03-12,832.3595915760786
2008-03-13,827.1921876103224
2008-03-14,816.3551071128542
2008-03-17,785.8986915038536
2008-03-18,809.3088516529989
2008-03-19,800.0141617343738
2008-03-20,808.1415555790844
2008-03-21,808.7252675489949
2008-03-24,821.3722954414344
2008-03-25,829.7231756463119
2008-03-26,822.108602880456
2008-03-27,819.1488969689151
2008-03-28,817.1256613772185
2008-03-31,815.1105125514417
2008-04-01,843.8894924254954
2008-04-02,848.550548303259
2008-04-03,849.9853909467179
2008-04-04,850.7354949469214
2008-04-07,856.3118541270691
