Date,AC ASIA PACIFIC ex JAPAN IMI GROWTH
1998-12-31,436.4503773843437
1999-01-01,436.4554253937215
1999-01-04,440.177695191875
1999-01-05,439.29469132267417
1999-01-06,453.6594708523707
1999-01-07,469.00133094924
1999-01-08,469.6014606322409
1999-01-11,472.6584242758519
1999-01-12,469.94211010676247
1999-01-13,452.42542546668085
1999-01-14,446.2994114404317
1999-01-15,454.59929144226805
1999-01-18,460.7953094212037
1999-01-19,461.26860491184743
1999-01-20,463.8290855852766
1999-01-21,459.2695665615926
1999-01-22,449.24775868077904
1999-01-25,442.1612258463925
1999-01-26,443.04110644572864
1999-01-27,453.9553703968514
1999-01-28,452.68488890186205
1999-01-29,458.256831451765
1999-02-01,466.2777613066143
1999-02-02,459.0857632088386
1999-02-03,457.2345175954823
1999-02-04,460.09220903688515
1999-02-05,457.65971660416733
1999-02-08,457.2710653666581
1999-02-09,450.27422791834385
1999-02-10,444.296790417764
1999-02-11,450.36374932451014
1999-02-12,458.47823528200746
1999-02-15,457.9520333908994
1999-02-16,457.08565939948545
1999-02-17,456.58887766827826
1999-02-18,454.3477723875865
1999-02-19,459.76386162649715
1999-02-22,463.56589242466544
1999-02-23,462.26035938194264
1999-02-24,464.8189693438
1999-02-25,457.0984666500936
1999-02-26,460.63840054425725
1999-03-01,472.00270423495465
1999-03-02,470.24720864348956
1999-03-03,474.27855647795377
1999-03-04,475.81093930157783
1999-03-05,480.84551325504214
1999-03-08,486.48722200265104
1999-03-09,489.71613911895804
1999-03-10,489.33930138552694
1999-03-11,494.49750841690246
1999-03-12,494.18088916546986
1999-03-15,500.2320695103944
1999-03-16,503.04365832510615
1999-03-17,496.5495071557946
1999-03-18,495.36661187476625
1999-03-19,504.31843786395103
1999-03-22,508.04063142668787
1999-03-23,509.2729722728668
1999-03-24,501.99283322223624
1999-03-25,505.4558941158587
1999-03-26,509.7460060923441
1999-03-29,506.29747912115585
1999-03-30,509.26657606243907
1999-03-31,508.16023474598063
1999-04-01,514.6955751550302
1999-04-02,516.4656650322165
1999-04-05,517.4104997353327
1999-04-06,520.735790986937
1999-04-07,525.6210401813663
1999-04-08,526.5637768983407
1999-04-09,535.0848774472871
1999-04-12,531.3767017479105
1999-04-13,540.0088039819258
1999-04-14,539.9292183036545
1999-04-15,545.169295134251
1999-04-16,557.512304612667
1999-04-19,577.4876920914461
1999-04-20,568.6679383772589
1999-04-21,566.9523298229348
1999-04-22,573.3794451204323
1999-04-23,574.2192599591659
1999-04-26,580.332979450677
1999-04-27,583.8606875699652
1999-04-28,583.2781833258192
1999-04-29,577.5809158965151
1999-04-30,584.2993657706453
1999-05-03,585.2398317982924
1999-05-04,591.251078227088
1999-05-05,587.2426316187757
1999-05-06,589.0671583954532
1999-05-07,577.6018905311704
1999-05-10,582.6698253266824
1999-05-11,582.5825394868036
1999-05-12,587.2437409461467
1999-05-13,587.7299846936279
1999-05-14,584.4518122659832
1999-05-17,574.7424419501135
1999-05-18,580.0296864253297
1999-05-19,575.1841226285468
1999-05-20,572.4839539544124
1999-05-21,575.7775212471417
1999-05-24,576.1493063689325
1999-05-25,569.0337947385558
1999-05-26,576.8157953097236
1999-05-27,578.78946409908
1999-05-28,574.7313082400249
1999-05-31,578.5114221750663
1999-06-01,580.149243214294
1999-06-02,591.1105322645998
1999-06-03,595.166437336127
1999-06-04,601.4307455454759
1999-06-07,615.8628994405938
1999-06-08,620.4709992257292
1999-06-09,618.9269344195845
1999-06-10,622.3674003921711
1999-06-11,618.7828368855276
1999-06-14,618.2641109468088
1999-06-15,615.3450378105484
1999-06-16,628.8247086442833
1999-06-17,639.0043033161982
1999-06-18,636.7179277573465
1999-06-21,654.2035316200157
1999-06-22,664.6940018072777
1999-06-23,663.1640508348999
1999-06-24,659.0630908958271
1999-06-25,650.884161371784
1999-06-28,661.0168905832401
1999-06-29,664.5665370311543
1999-06-30,662.6918866566103
1999-07-01,676.0375794607922
1999-07-02,691.017917377373
1999-07-05,699.0230078232047
1999-07-06,698.568892022212
1999-07-07,696.6616724373401
1999-07-08,700.4827742951385
1999-07-09,699.2432852874679
1999-07-12,699.0420751574748
1999-07-13,690.0662796779375
1999-07-14,675.36842453055
1999-07-15,680.9004312628335
1999-07-16,675.8925214911714
1999-07-19,680.9448462026459
1999-07-20,671.0282280401095
1999-07-21,656.6802471766426
1999-07-22,653.726071912527
1999-07-23,641.7193598182789
1999-07-26,618.9622329966023
1999-07-27,625.4294148673029
1999-07-28,637.8052562279936
1999-07-29,642.995944906254
1999-07-30,640.2635045417921
1999-08-02,637.2532033075101
1999-08-03,642.4610067923555
1999-08-04,635.2439699648824
1999-08-05,621.2862788231764
1999-08-06,618.8408260848225
1999-08-09,623.7019609480127
1999-08-10,619.6923821050084
1999-08-11,612.5502197528206
1999-08-12,618.6427381223307
1999-08-13,619.0816649063693
1999-08-16,631.070119825839
1999-08-17,626.6206785998382
1999-08-18,632.3040994261016
1999-08-19,628.5981384282784
1999-08-20,632.0416268015617
1999-08-23,646.1704471746567
1999-08-24,650.3113189234979
1999-08-25,657.3762737636097
1999-08-26,660.8688013490702
1999-08-27,657.13562490351
1999-08-30,654.5073803035051
1999-08-31,644.6319332329284
1999-09-01,643.3831084476974
1999-09-02,634.2185686276129
1999-09-03,637.6852060006912
1999-09-06,647.2404685622652
1999-09-07,644.9880815711099
1999-09-08,642.8898645067263
1999-09-09,654.1949260275214
1999-09-10,663.5403241982066
1999-09-13,674.7693015518681
1999-09-14,665.7031194837767
1999-09-15,657.012758287954
1999-09-16,645.9842329854886
1999-09-17,648.8322753487856
1999-09-20,648.1399690537525
1999-09-21,647.3402831649406
1999-09-22,640.4906163519805
1999-09-23,644.8974757005067
1999-09-24,638.7780372134011
1999-09-27,631.8740648266102
1999-09-28,627.9396294301797
1999-09-29,618.112452077316
1999-09-30,612.3397354597448
1999-10-01,615.6685233723695
1999-10-04,611.9842996706344
1999-10-05,617.2486447480659
1999-10-06,621.4330856816623
1999-10-07,628.2213700708876
1999-10-08,630.0117377843278
1999-10-11,631.4195952901038
1999-10-12,630.7957997502886
1999-10-13,621.7935763404903
1999-10-14,620.1913948058277
1999-10-15,607.1991640227916
1999-10-18,595.9032865350778
1999-10-19,595.1777499832534
1999-10-20,607.0939469543076
1999-10-21,606.9318603542085
1999-10-22,616.4449300562272
1999-10-25,619.0887808818629
1999-10-26,622.7837880363938
1999-10-27,620.8620548259898
1999-10-28,628.2368579222845
1999-10-29,637.0526224907045
1999-11-01,644.6442647410845
1999-11-02,647.6165242233283
1999-11-03,649.7412300322665
1999-11-04,658.6518018223501
1999-11-05,660.7643863833949
1999-11-08,659.2962746273213
1999-11-09,662.3911718341976
1999-11-10,668.0663807621444
1999-11-11,678.9325596558605
1999-11-12,696.3868072749091
1999-11-15,705.000924552727
1999-11-16,712.71734938055
1999-11-17,704.0276671658752
1999-11-18,712.2287884215917
1999-11-19,724.1255162266484
1999-11-22,719.7794479579796
1999-11-23,722.7997948125798
1999-11-24,722.4866033741787
1999-11-25,723.489711304295
1999-11-26,726.8677869195036
1999-11-29,737.9229561611783
1999-11-30,745.4593729724326
1999-12-01,745.152079779372
1999-12-02,745.6023744259667
1999-12-03,753.2426057673657
1999-12-06,756.16771275719
1999-12-07,762.3624539641008
1999-12-08,761.8324242198652
1999-12-09,773.7546155203191
1999-12-10,776.3359485185408
1999-12-13,785.8108281467237
1999-12-14,784.4037143182561
1999-12-15,773.7029815565236
1999-12-16,761.8874460227887
1999-12-17,774.1399720843569
1999-12-20,783.9221359037173
1999-12-21,789.231837145337
1999-12-22,803.47487753281
1999-12-23,810.1032466630782
1999-12-24,817.9999641506859
1999-12-27,831.005472767991
1999-12-28,839.7043769262104
1999-12-29,840.8481389320399
1999-12-30,852.4443923289643
1999-12-31,852.4534335297956
2000-01-03,861.4955594794541
2000-01-04,853.8581128592608
2000-01-05,806.8176679662166
2000-01-06,788.2651905195211
2000-01-07,787.1503446962162
2000-01-10,814.4223677408901
2000-01-11,810.2931912014366
2000-01-12,806.3942953721479
2000-01-13,806.2864457464466
2000-01-14,818.6844719839779
2000-01-17,832.7919478366255
2000-01-18,836.1638886426413
2000-01-19,817.626745967015
2000-01-20,825.6474269133882
2000-01-21,823.293444428315
2000-01-24,827.3788074389245
2000-01-25,814.2715695484646
2000-01-26,822.0734841885514
2000-01-27,843.9197851969878
2000-01-28,858.1506695376896
2000-01-31,852.1710635237973
2000-02-01,858.9400310829869
2000-02-02,869.7355886320684
2000-02-03,869.3212604882325
2000-02-04,873.7476591536367
2000-02-07,888.7786074627655
2000-02-08,879.5841649030473
2000-02-09,897.4406359317857
2000-02-10,914.1969027530922
2000-02-11,934.1459509024286
2000-02-14,923.3269406739732
2000-02-15,906.0457265361687
2000-02-16,911.8339760087458
2000-02-17,917.5539244759627
2000-02-18,909.2543858596227
2000-02-21,894.8172780121498
2000-02-22,867.0514674407152
2000-02-23,862.6975570712906
2000-02-24,873.320870405847
2000-02-25,883.5206276765044
