Date,EAFE VALUE
1982-10-29,258.32176
1982-11-30,281.71897
1982-12-31,308.44811
1983-01-31,308.40067
1983-02-28,317.5246
1983-03-31,331.77192
1983-04-29,350.43569
1983-05-31,347.81954
1983-06-30,356.8288
1983-07-29,355.31389
1983-08-31,350.34473
1983-09-30,365.47315
1983-10-31,365.77751
1983-11-30,371.51672
1983-12-30,388.10569
1984-01-31,408.52352
1984-02-29,411.58477
1984-03-30,440.35438
1984-04-30,434.17874
1984-05-31,394.6975
1984-06-29,390.65734
1984-07-31,367.13272
1984-08-31,397.05798
1984-09-28,390.97345
1984-10-31,393.64906
1984-11-30,391.48454
1984-12-31,400.19037
1985-01-31,409.74608
1985-02-28,403.49737
1985-03-29,432.12643
1985-04-30,434.65778
1985-05-31,452.46258
1985-06-28,464.99004
1985-07-31,489.31837
1985-08-30,510.51424
1985-09-30,549.86496
1985-10-31,587.39393
1985-11-29,614.88196
1985-12-31,647.41958
1986-01-31,663.63454
1986-02-28,737.28835
1986-03-31,833.64139
1986-04-30,905.26089
1986-05-30,858.1123
1986-06-30,921.72769
1986-07-31,949.74653
1986-08-29,1053.95303
1986-09-30,1044.42551
1986-10-31,986.53974
1986-11-28,1038.26784
1986-12-31,1089.20202
1987-01-30,1152.96332
1987-02-27,1191.43361
1987-03-31,1256.76541
1987-04-30,1367.28265
1987-05-29,1413.4729
1987-06-30,1415.90855
1987-07-31,1431.26838
1987-08-31,1516.80569
1987-09-30,1536.95876
1987-10-30,1338.10654
1987-11-30,1357.72235
1987-12-31,1424.78897
1988-01-29,1435.78813
1988-02-29,1529.03202
1988-03-31,1635.48411
1988-04-29,1680.91245
1988-05-31,1640.175
1988-06-30,1615.40519
1988-07-29,1690.83468
1988-08-31,1564.92949
1988-09-30,1622.12244
1988-10-31,1743.52235
1988-11-30,1841.0011
1988-12-30,1855.94355
1989-01-31,1903.46815
1989-02-28,1927.95024
1989-03-31,1891.29506
1989-04-28,1922.7951
1989-05-31,1836.50194
1989-06-30,1813.22094
1989-07-31,2025.13045
1989-08-31,1940.72581
1989-09-29,2037.43794
1989-10-31,1957.85845
1989-11-30,2045.6332
1989-12-29,2131.72467
1990-01-31,2070.16577
1990-02-28,1941.66936
1990-03-30,1764.35152
1990-04-30,1755.14746
1990-05-31,1937.35114
1990-06-29,1932.46971
1990-07-31,1965.05506
1990-08-31,1770.72504
1990-09-28,1545.73774
1990-10-31,1758.59379
1990-11-30,1652.53312
1990-12-31,1670.03091
1991-01-31,1716.14778
1991-02-28,1915.20533
1991-03-29,1791.35504
1991-04-30,1809.93488
1991-05-31,1825.88272
1991-06-28,1695.64345
1991-07-31,1787.55955
1991-08-30,1749.23097
1991-09-30,1859.03816
1991-10-31,1858.11649
1991-11-29,1750.5404
1991-12-31,1841.80379
1992-01-31,1827.27039
1992-02-28,1768.45194
1992-03-31,1653.28228
1992-04-30,1705.18058
1992-05-29,1806.74635
1992-06-30,1715.64178
1992-07-31,1655.98499
1992-08-31,1735.14465
1992-09-30,1703.34805
1992-10-30,1613.18387
1992-11-30,1620.98698
1992-12-31,1635.48494
1993-01-29,1650.38424
1993-02-26,1702.84232
1993-03-31,1879.87674
1993-04-30,2083.06851
1993-05-31,2110.57279
1993-06-30,2065.01688
1993-07-30,2148.75351
1993-08-31,2270.20629
1993-09-30,2223.47324
1993-10-29,2290.13052
1993-11-30,2113.22195
1993-12-31,2288.16314
1994-01-31,2501.26832
1994-02-28,2505.44781
1994-03-31,2412.97195
1994-04-29,2517.93682
1994-05-31,2519.23021
1994-06-30,2567.39077
1994-07-29,2593.96017
1994-08-31,2657.28903
1994-09-30,2579.06525
1994-10-31,2678.32788
1994-11-30,2541.83507
1994-12-30,2540.57534
1995-01-31,2443.07028
1995-02-28,2429.77298
1995-03-31,2580.64728
1995-04-28,2660.43723
1995-05-31,2627.41716
1995-06-30,2590.68999
1995-07-31,2747.77801
1995-08-31,2654.05392
1995-09-29,2699.64495
1995-10-31,2627.53371
1995-11-30,2701.96653
1995-12-29,2826.76729
1996-01-31,2847.83265
1996-02-29,2857.43828
1996-03-29,2910.85948
1996-04-30,3008.85006
1996-05-31,2960.40537
1996-06-28,2990.87695
1996-07-31,2912.66765
1996-08-30,2922.52592
1996-09-30,2996.1653
1996-10-31,2958.62063
1996-11-29,3100.83336
1996-12-31,3076.55142
1997-01-31,2991.224620315982
1997-02-28,3043.0484934613623
1997-03-31,3047.1262797775257
1997-04-30,3048.8658432617863
1997-05-30,3266.7428965674503
1997-06-30,3436.7050169022837
1997-07-31,3464.3767610033087
1997-08-29,3214.763910618682
1997-09-30,3360.4676887135965
1997-10-31,3166.706404674933
1997-11-28,3108.247488290359
1997-12-31,3122.0494307911463
1998-01-30,3266.577621332303
1998-02-27,3468.7473868815196
1998-03-31,3639.237128075882
1998-04-30,3660.2477125182736
1998-05-29,3650.6101957015208
1998-06-30,3654.6621135466353
1998-07-31,3713.50025268759
1998-08-31,3189.0646401423137
1998-09-30,3083.295912396226
1998-10-30,3413.4399558250398
1998-11-30,3598.1424023135505
1998-12-31,3674.039767085616
1999-01-29,3631.6922208467863
1999-02-26,3578.5245251173515
1999-03-31,3828.2614983745216
1999-04-30,4093.8791596215415
1999-05-31,3853.3866876430516
1999-06-30,4004.3782294728667
1999-07-30,4160.481071738252
1999-08-31,4167.865511147357
1999-09-30,4187.17640332422
1999-10-29,4280.439349288881
1999-11-30,4272.239634077067
1999-12-31,4560.384268987989
2000-01-31,4234.6320694555625
2000-02-29,4216.990121357733
2000-03-31,4473.887428394482
2000-04-28,4299.901258709097
2000-05-31,4352.773234683735
2000-06-30,4536.6646617543665
2000-07-31,4432.570146572649
2000-08-31,4463.584231821163
2000-09-29,4328.7683092750385
2000-10-31,4325.808093707326
2000-11-30,4199.7817660009005
2000-12-29,4417.0879166503655
2001-01-01,4417.0879166503655
2001-01-02,4415.831472161918
2001-01-03,4388.571584036107
2001-01-04,4431.72588424544
2001-01-05,4457.328456057838
2001-01-08,4440.504569064187
2001-01-09,4371.519427363933
2001-01-10,4331.709728611419
2001-01-11,4341.7196726491575
2001-01-12,4332.943937484761
2001-01-15,4316.821783258351
2001-01-16,4306.765120171514
2001-01-17,4341.117573954394
2001-01-18,4376.938274018368
2001-01-19,4341.038840589425
2001-01-22,4354.891388730438
2001-01-23,4365.430059407548
2001-01-24,4338.208052887018
2001-01-25,4355.6087611456405
2001-01-26,4357.3270104833955
2001-01-29,4370.910108144637
2001-01-30,4403.465796793508
2001-01-31,4424.454346146556
2001-02-01,4441.150025806191
2001-02-02,4395.02150612862
2001-02-05,4401.195695429342
2001-02-06,4388.249512418369
2001-02-07,4361.02529545443
2001-02-08,4308.6901413403075
2001-02-09,4301.466015911184
2001-02-12,4339.610095994115
2001-02-13,4323.479483619516
2001-02-14,4314.4649602824
2001-02-15,4293.845211881578
2001-02-16,4273.268283788767
2001-02-19,4268.6604716164775
2001-02-20,4225.6376934898835
2001-02-21,4195.424374218299
2001-02-22,4186.9055368052
2001-02-23,4169.115367830117
2001-02-26,4192.59095594412
2001-02-27,4217.178670472018
2001-02-28,4202.395314851049
2001-03-01,4206.44100012552
2001-03-02,4182.213818368254
2001-03-05,4189.637195778512
2001-03-06,4251.38445771608
2001-03-07,4249.882040078949
2001-03-08,4266.713902661749
2001-03-09,4238.999560284798
2001-03-12,4148.02058329095
2001-03-13,4050.2739419970453
2001-03-14,3964.526330299028
2001-03-15,3999.949809514263
2001-03-16,3901.2211662539876
2001-03-19,3889.3609567164303
2001-03-20,3933.3800243122464
2001-03-21,3912.2086063903635
2001-03-22,3731.9156388409033
2001-03-23,3807.8859338940524
2001-03-26,3934.0365892066093
2001-03-27,4010.2456173660057
2001-03-28,3970.9768949421173
2001-03-29,3929.3163912019245
2001-03-30,3932.7219409032023
2001-04-02,3905.5096831045194
2001-04-03,3870.4904052292186
2001-04-04,3945.1332945659938
2001-04-05,3989.7129206238733
2001-04-06,4001.0651666224594
2001-04-09,4014.811739970714
2001-04-10,4038.2360521900478
2001-04-11,4047.5798544160734
2001-04-12,4091.592150271102
2001-04-13,4088.680770814985
2001-04-16,4055.7386727856547
2001-04-17,4036.568774370002
2001-04-18,4095.780353391619
2001-04-19,4163.65217062805
2001-04-20,4169.403510004377
2001-04-23,4149.628945181647
2001-04-24,4152.7377559742035
2001-04-25,4164.297961878996
2001-04-26,4198.6206472677395
2001-04-27,4207.807693818405
2001-04-30,4209.635140024751
2001-05-01,4257.560435796893
2001-05-02,4249.598691099207
2001-05-03,4207.993511212433
2001-05-04,4235.189324659125
2001-05-07,4250.3454134649
2001-05-08,4196.9644846305555
2001-05-09,4175.865193927514
2001-05-10,4210.920692082706
2001-05-11,4183.450151330082
2001-05-14,4115.689059443345
2001-05-15,4170.039834350986
2001-05-16,4178.1868197658905
2001-05-17,4210.148842642087
2001-05-18,4206.206176415654
2001-05-21,4235.2370003184815
2001-05-22,4217.869516693175
2001-05-23,4189.177184435461
2001-05-24,4184.5839737709375
2001-05-25,4164.4759631366205
2001-05-28,4161.903028710193
2001-05-29,4139.019219937589
2001-05-30,4099.204729613921
2001-05-31,4080.8316447229736
2001-06-01,4067.773710918584
2001-06-04,4078.453574724266
2001-06-05,4103.408618574376
2001-06-06,4075.9843179793384
2001-06-07,4087.82373154599
2001-06-08,4075.7580676204093
2001-06-11,4021.920997877233
2001-06-12,3986.9949436103275
2001-06-13,4021.5411001725565
2001-06-14,4009.0290233800883
2001-06-15,3991.011407824747
2001-06-18,3954.677885546372
2001-06-19,3951.205467991692
2001-06-20,3918.3715199424514
2001-06-21,3934.915225764443
2001-06-22,3957.233239287093
2001-06-25,3977.0028378435527
2001-06-26,3941.7404377879084
2001-06-27,3929.8494013580903
2001-06-28,3910.24123901719
2001-06-29,3943.2203193136347
2001-07-02,3977.3594935796627
2001-07-03,3954.703943908077
2001-07-04,3937.038732318046
2001-07-05,3894.7734206078426
2001-07-06,3836.946944334882
2001-07-09,3841.4078101019677
2001-07-10,3860.1097197156
2001-07-11,3831.7543187731344
2001-07-12,3854.3310914469203
2001-07-13,3864.5318410164646
2001-07-16,3863.5087100975156
2001-07-17,3812.159130656255
2001-07-18,3821.2670409964403
2001-07-19,3845.2408332036284
2001-07-20,3839.8112062944765
2001-07-23,3808.3619489131115
2001-07-24,3798.4071468204797
2001-07-25,3786.1626843382824
2001-07-26,3797.787556638047
2001-07-27,3831.2295422788284
2001-07-30,3846.7393254444833
2001-07-31,3893.436375102118
2001-08-01,3921.8088042087034
2001-08-02,3953.214978344893
2001-08-03,3934.3133683691763
2001-08-06,3916.846526815772
2001-08-07,3918.040954543652
2001-08-08,3885.278021332824
2001-08-09,3853.637685464937
2001-08-10,3857.650664053334
2001-08-13,3868.9572486413567
2001-08-14,3935.53051101969
2001-08-15,3979.5768119120257
2001-08-16,3947.328072786243
2001-08-17,3917.596294889317
2001-08-20,3893.085444736743
2001-08-21,3933.8715859292415
2001-08-22,3965.1103272455134
2001-08-23,3936.4996105539567
2001-08-24,3970.580590381853
2001-08-27,3974.625364356403
2001-08-28,3938.1051654927146
2001-08-29,3929.9980641987095
2001-08-30,3862.112092947935
2001-08-31,3867.1337003631843
2001-09-03,3813.340668716896
2001-09-04,3825.779954893697
2001-09-05,3775.1578955689506
2001-09-06,3721.023141191112
2001-09-07,3680.986934104057
2001-09-10,3611.202816199791
2001-09-11,3509.5527334421695
2001-09-12,3443.4040122484557
2001-09-13,3491.7096184062484
2001-09-14,3430.8151054641035
2001-09-17,3444.119056235372
2001-09-18,3439.217169004679
2001-09-19,3416.561987506955
2001-09-20,3303.9727173334772
2001-09-21,3183.1588063843756
2001-09-24,3288.868256696911
2001-09-25,3332.286933892155
2001-09-26,3356.5457457150105
2001-09-27,3378.00926866998
2001-09-28,3452.198795908263
2001-10-01,3426.486541475449
2001-10-02,3465.545047565786
2001-10-03,3465.922180371374
2001-10-04,3552.421641761855
2001-10-05,3546.067872294957
2001-10-08,3539.5629048613737
2001-10-09,3513.050182118619
2001-10-10,3539.2250610291567
2001-10-11,3559.580698943167
2001-10-12,3575.1995041642367
2001-10-15,3518.8281552389635
2001-10-16,3546.4124352873064
2001-10-17,3599.758850714277
2001-10-18,3530.880321410745
2001-10-19,3461.7348801324083
2001-10-22,3476.0225390529504
2001-10-23,3541.2452246302846
2001-10-24,3559.2063003451103
2001-10-25,3535.4478873153275
2001-10-26,3577.1619509823504
2001-10-29,3547.0807327061357
2001-10-30,3492.4475452360416
2001-10-31,3495.9744078800168
2001-11-01,3523.5304656882895
2001-11-02,3516.1007450000902
2001-11-05,3546.6127580766533
2001-11-06,3549.5922125400593
2001-11-07,3562.4127571425474
2001-11-08,3603.68745448341
2001-11-09,3576.418725512738
2001-11-12,3522.831787415881
2001-11-13,3548.386010297367
2001-11-14,3538.8484091622304
2001-11-15,3539.0665307494073
2001-11-16,3570.743835156197
2001-11-19,3599.7727805360973
2001-11-20,3590.7127080042414
2001-11-21,3573.9821247083128
2001-11-22,3598.638533287346
2001-11-23,3580.968967673779
2001-11-26,3595.5593830565363
2001-11-27,3575.4399447058836
2001-11-28,3540.1673734047886
2001-11-29,3541.319012254393
2001-11-30,3577.2392920361126
2001-12-03,3526.09780094999
2001-12-04,3549.2635741244
2001-12-05,3645.82291827322
2001-12-06,3683.9982532798635
2001-12-07,3646.6999510705577
2001-12-10,3574.421709472619
2001-12-11,3562.1484717693074
2001-12-12,3573.34077645543
2001-12-13,3514.2784295986594
2001-12-14,3502.938860054237
2001-12-17,3559.154729480545
2001-12-18,3552.630548135009
2001-12-19,3521.181832799339
2001-12-20,3504.891061924333
2001-12-21,3510.379894264343
2001-12-24,3497.4875500253993
2001-12-25,3496.905592267641
2001-12-26,3495.656168821261
2001-12-27,3562.8670047158207
2001-12-28,3579.2216755931395
2001-12-31,3598.9924692004374
2002-01-01,3598.9924692004374
2002-01-02,3601.8294298293476
2002-01-03,3648.3925278763686
2002-01-04,3671.7674704597052
2002-01-07,3647.128480021941
2002-01-08,3604.607563162896
2002-01-09,3587.937162383036
2002-01-10,3561.987546979375
2002-01-11,3563.7855783881696
2002-01-14,3516.531650529963
2002-01-15,3513.596161813663
2002-01-16,3461.7944875075746
2002-01-17,3487.6654398941187
2002-01-18,3492.723210541558
2002-01-21,3482.6351724196506
2002-01-22,3457.875528776997
2002-01-23,3464.092774226346
2002-01-24,3486.7956814349327
2002-01-25,3454.390380690669
2002-01-28,3478.303385855426
2002-01-29,3426.947124649383
2002-01-30,3380.7302364456455
2002-01-31,3410.5165450131963
2002-02-01,3403.521689314353
2002-02-04,3379.3625349948165
2002-02-05,3322.759885154582
2002-02-06,3285.643055081684
2002-02-07,3322.9356321420582
2002-02-08,3341.9979878283557
2002-02-11,3384.440199717734
2002-02-12,3385.6376282305923
2002-02-13,3398.119623895342
2002-02-14,3431.54347537744
2002-02-15,3417.61516278185
2002-02-18,3398.2218253845817
2002-02-19,3329.433015292499
2002-02-20,3297.6571521199007
2002-02-21,3342.3264193963023
2002-02-22,3330.7770530678367
2002-02-25,3352.4598947830855
2002-02-26,3363.835627785404
2002-02-27,3408.398684082306
2002-02-28,3413.26219894643
2002-03-01,3457.4873964341014
2002-03-04,3585.620118612489
2002-03-05,3575.7823167153847
2002-03-06,3608.763295323712
2002-03-07,3684.8125865288257
2002-03-08,3691.85206565172
2002-03-11,3692.111098770121
2002-03-12,3631.9373478361276
2002-03-13,3622.647700115937
2002-03-14,3658.79043131515
2002-03-15,3694.847370198495
2002-03-18,3687.2473834893267
2002-03-19,3715.120823800351
2002-03-20,3687.573263211848
2002-03-21,3672.874662257912
2002-03-22,3654.001130724405
2002-03-25,3622.6997896379758
2002-03-26,3626.702674697998
2002-03-27,3629.4247163619366
2002-03-28,3668.502610204295
2002-03-29,3651.4371786715733
2002-04-01,3667.520622648116
2002-04-02,3666.1271306079448
2002-04-03,3680.4376489929705
2002-04-04,3669.2720556834106
2002-04-05,3658.272922417298
2002-04-08,3604.8060192262024
2002-04-09,3595.902447093575
2002-04-10,3633.502643416509
2002-04-11,3593.282284500035
2002-04-12,3579.639146093544
2002-04-15,3616.170885701436
2002-04-16,3681.945384835097
2002-04-17,3712.4459131990457
2002-04-18,3718.210209147245
2002-04-19,3717.2015048065605
2002-04-22,3709.801760260718
2002-04-23,3700.0665107096056
2002-04-24,3695.9685533310544
2002-04-25,3691.8035428596427
2002-04-26,3669.7568318040912
2002-04-29,3670.540705338642
2002-04-30,3679.991820172283
2002-05-01,3692.9506541327364
2002-05-02,3687.2179587462233
2002-05-03,3703.7712887330013
2002-05-06,3697.7419531768173
2002-05-07,3644.4525100306623
2002-05-08,3699.6774171286734
2002-05-09,3700.408942302207
2002-05-10,3684.7865105840538
2002-05-13,3697.188206311111
2002-05-14,3702.271717607609
2002-05-15,3754.4528923971243
2002-05-16,3764.84899109565
2002-05-17,3806.2389832958174
2002-05-20,3794.9820120754925
2002-05-21,3789.9504329011747
2002-05-22,3788.708010378957
2002-05-23,3782.132492469721
2002-05-24,3803.127674186184
2002-05-27,3791.775403835252
2002-05-28,3788.4120089375187
2002-05-29,3789.006508025232
2002-05-30,3765.9345736612595
2002-05-31,3763.5957250255365
2002-06-03,3769.0908018430227
2002-06-04,3724.249921016491
2002-06-05,3679.8282913963812
2002-06-06,3685.308603852746
2002-06-07,3640.5367052198894
2002-06-10,3634.502250724043
2002-06-11,3660.052801227247
2002-06-12,3611.846897882834
2002-06-13,3559.975055060592
2002-06-14,3478.6204310921657
2002-06-17,3521.4290420271172
2002-06-18,3531.4890052135847
2002-06-19,3484.1554492607347
2002-06-20,3463.849802105736
2002-06-21,3466.9076185454333
2002-06-24,3428.6535114345074
2002-06-25,3466.180411966652
2002-06-26,3442.076270188114
2002-06-27,3456.2949060107308
2002-06-28,3563.3021584725
2002-07-01,3577.758790128592
2002-07-02,3491.291176604631
2002-07-03,3420.43633542107
2002-07-04,3455.311171910496
2002-07-05,3549.9802806074063
2002-07-08,3578.2614283419507
2002-07-09,3586.4145630005214
2002-07-10,3500.961853742864
2002-07-11,3401.8269220725624
2002-07-12,3408.9309753637676
2002-07-15,3312.8233345835033
2002-07-16,3317.1573122476175
2002-07-17,3385.1717735150814
2002-07-18,3444.1421349298857
2002-07-19,3335.4897854018423
2002-07-22,3198.182649283704
2002-07-23,3121.891759671399
2002-07-24,3078.309908106252
2002-07-25,3163.976137963281
2002-07-26,3120.471288642907
2002-07-29,3218.9022808544846
2002-07-30,3246.659984611195
2002-07-31,3239.2345357043014
2002-08-01,3146.5350211991786
2002-08-02,3137.427788194873
2002-08-05,3066.7943859282655
2002-08-06,3084.351270042959
2002-08-07,3097.153750706066
2002-08-08,3172.5532420460368
2002-08-09,3229.770910992475
2002-08-12,3185.8519663265056
2002-08-13,3207.8364211690173
2002-08-14,3192.6484015766387
2002-08-15,3253.6447180770856
2002-08-16,3270.2125282131524
2002-08-19,3314.3642510188383
2002-08-20,3287.330372555016
2002-08-21,3320.881591678148
2002-08-22,3357.8106573845826
2002-08-23,3329.578248022515
2002-08-26,3330.507463500197
2002-08-27,3389.926677426692
2002-08-28,3287.6311024357915
2002-08-29,3242.5103388903894
2002-08-30,3248.9945720960864
2002-09-02,3209.571857584752
2002-09-03,3125.0427813857136
2002-09-04,3101.545563879261
2002-09-05,3090.8766444634516
2002-09-06,3135.1923457754815
2002-09-09,3105.0329188403016
2002-09-10,3148.7747920698275
2002-09-11,3180.6429697596413
2002-09-12,3113.285441720632
2002-09-13,3060.4999143121554
2002-09-16,3039.305680913181
2002-09-17,3029.341652306158
2002-09-18,2962.7530014080153
2002-09-19,2953.9343880330193
2002-09-20,2928.2688924251
2002-09-23,2846.6134361099944
2002-09-24,2800.7977319792913
2002-09-25,2813.4922268158007
2002-09-26,2909.45848458404
2002-09-27,2919.7630647799024
2002-09-30,2836.672672872551
2002-10-01,2834.135386043822
2002-10-02,2872.538006022023
2002-10-03,2835.4388748682327
2002-10-04,2782.3543340128144
2002-10-07,2720.040961832058
2002-10-08,2687.7250525770655
2002-10-09,2677.156090011343
2002-10-10,2715.3136655535304
2002-10-11,2830.5332355047126
2002-10-14,2801.300565885013
2002-10-15,2945.9282704861776
2002-10-16,2922.2781180770858
2002-10-17,2971.3876452762684
2002-10-18,2971.776291161247
2002-10-21,2977.883138509422
2002-10-22,2937.7871918438723
2002-10-23,2883.649037825672
2002-10-24,2936.7268574979967
2002-10-25,2931.9706856806565
2002-10-28,2975.431578063722
2002-10-29,2888.5974963218705
2002-10-30,2939.1025401102775
2002-10-31,2981.324336243961
2002-11-01,2969.0334863828575
2002-11-04,3048.490351147312
2002-11-05,3084.9744887181428
2002-11-06,3050.2690965311585
2002-11-07,3033.0253425840765
2002-11-08,3007.344971446321
2002-11-11,2968.0530233986888
2002-11-12,3000.2026181676792
2002-11-13,2974.1177633066263
2002-11-14,2996.3281695589335
2002-11-15,3036.6146769498005
2002-11-18,3052.4767088248104
2002-11-19,3037.0035762825587
2002-11-20,3024.0113926502763
2002-11-21,3111.146964833642
2002-11-22,3128.742065456732
2002-11-25,3110.3806429462493
2002-11-26,3060.959299455621
2002-11-27,3105.3787886097552
2002-11-28,3164.2960811519997
2002-11-29,3164.368405624268
2002-12-02,3157.900159601722
2002-12-03,3104.392170037114
2002-12-04,3068.1986269771496
2002-12-05,3035.924074414643
2002-12-06,3043.813497547759
2002-12-09,2984.238003033325
2002-12-10,2997.627712801741
2002-12-11,3021.7007378328462
2002-12-12,2998.305219963372
2002-12-13,2975.277951479819
2002-12-16,3035.0612862366293
2002-12-17,3031.338735228116
2002-12-18,2965.84834293595
2002-12-19,2958.2191195675978
2002-12-20,2986.5005243404125
2002-12-23,2993.4256509468037
2002-12-24,3004.5683947850107
2002-12-25,3003.1347095541637
2002-12-26,3017.3557006599367
2002-12-27,2970.105262851379
2002-12-30,3004.0772817954253
2002-12-31,3026.51096031409
2003-01-01,3026.51096031409
2003-01-02,3069.804009453493
2003-01-03,3101.4181097500255
2003-01-06,3144.908570651427
2003-01-07,3100.679625408784
2003-01-08,3047.8359961707183
2003-01-09,3080.2237153335877
2003-01-10,3106.1275421041646
2003-01-13,3121.510519264902
2003-01-14,3153.0299490174893
2003-01-15,3132.148251310143
2003-01-16,3134.999417379636
2003-01-17,3099.032780390374
2003-01-20,3061.150972749526
2003-01-21,3043.9003022487373
2003-01-22,3001.38342857162
2003-01-23,3018.155801267905
2003-01-24,3008.724215540469
2003-01-27,2922.293976228011
2003-01-28,2914.0332332077182
2003-01-29,2903.432903774642
2003-01-30,2931.3330114543305
2003-01-31,2923.1346527961323
2003-02-03,2974.3449119651295
2003-02-04,2938.762215422054
2003-02-05,2976.421416254573
2003-02-06,2925.892756842279
2003-02-07,2902.0417866147995
2003-02-10,2873.299275011676
2003-02-11,2910.9508745376843
2003-02-12,2895.3557600605186
2003-02-13,2903.7018698688944
2003-02-14,2933.7374184493215
2003-02-17,2975.1327730413263
2003-02-18,2979.1217352409003
2003-02-19,2940.2835053839553
2003-02-20,2932.8325154114937
2003-02-21,2933.31005852812
2003-02-24,2897.275559799797
2003-02-25,2814.253878917093
2003-02-26,2804.6130504263274
2003-02-27,2812.8965457107015
2003-02-28,2852.0242060011406
2003-03-03,2875.9693782353484
2003-03-04,2836.37542402542
2003-03-05,2832.9974775073842
2003-03-06,2811.4645288536485
2003-03-07,2763.3735139920745
2003-03-10,2696.8868786252106
2003-03-11,2683.095182438357
2003-03-12,2616.356166501809
2003-03-13,2695.7905436346587
2003-03-14,2770.612284448621
2003-03-17,2810.923348322883
2003-03-18,2819.3949354091415
2003-03-19,2841.3586761974143
2003-03-20,2843.845087314973
2003-03-21,2895.398433725091
2003-03-24,2847.490107922662
2003-03-25,2859.7545487372868
2003-03-26,2868.160958528023
2003-03-27,2840.017230273492
2003-03-28,2830.0688308085364
2003-03-31,2771.3320734539093
2003-04-01,2795.790523307503
2003-04-02,2846.5634338780637
2003-04-03,2855.1401907556665
2003-04-04,2874.7946719767865
2003-04-07,2950.297629664555
2003-04-08,2913.9984069865704
2003-04-09,2907.649059387092
2003-04-10,2895.616983495372
2003-04-11,2891.4773205235665
2003-04-14,2913.4249820627365
2003-04-15,2965.948564402617
2003-04-16,2960.178245902367
2003-04-17,2980.266669246357
2003-04-18,2980.9131689351566
2003-04-21,2966.423200083649
2003-04-22,3002.4762951418043
2003-04-23,3035.7452266446508
2003-04-24,3016.8062229818847
2003-04-25,2975.544631264753
2003-04-28,3019.0242246422135
2003-04-29,3027.0347811824668
2003-04-30,3073.3880905459123
2003-05-01,3084.7646781689414
2003-05-02,3097.2720378154027
2003-05-05,3126.09315246416
2003-05-06,3189.7597137957882
2003-05-07,3170.416713835314
2003-05-08,3126.6587018111545
2003-05-09,3158.9059860818256
2003-05-12,3177.2390464033506
2003-05-13,3184.393564566094
2003-05-14,3194.0685206333605
2003-05-15,3211.2441504837593
2003-05-16,3234.0816361053103
2003-05-19,3170.65447886987
2003-05-20,3174.6190197869405
2003-05-21,3159.816452250311
2003-05-22,3198.2131664081166
2003-05-23,3221.8151713849743
2003-05-26,3229.40366612201
2003-05-27,3229.5655629223534
2003-05-28,3259.8168366010186
2003-05-29,3297.9877116081443
2003-05-30,3285.7792754720017
2003-06-02,3339.151976788824
2003-06-03,3321.4094408567826
2003-06-04,3341.8441986285284
2003-06-05,3377.412322859152
2003-06-06,3405.89298396604
2003-06-09,3394.773647611311
2003-06-10,3392.657553842681
2003-06-11,3455.454046168873
2003-06-12,3477.2505686666377
2003-06-13,3461.0402170921907
