Date,WORLD ex ISRAEL VALUE
2010-05-26,1000.0
2010-05-27,1030.5378404343116
2010-05-28,1025.8351422470182
2010-05-31,1024.9040324554735
2010-06-01,1014.1242376393623
2010-06-02,1022.610096880521
2010-06-03,1031.776227384834
2010-06-04,1001.9301500536372
2010-06-07,985.0784746457941
2010-06-08,990.488135228967
2010-06-09,994.0994714877311
2010-06-10,1017.175667165436
2010-06-11,1023.0161322356994
2010-06-14,1031.6527778861775
2010-06-15,1048.0200627336294
2010-06-16,1049.9464423895033
2010-06-17,1052.3224860280861
2010-06-18,1055.3574777242966
2010-06-21,1059.7176965626684
2010-06-22,1044.852563066062
2010-06-23,1035.2639298711179
2010-06-24,1022.2067756888755
2010-06-25,1020.729267164602
2010-06-28,1023.6669709515289
2010-06-29,992.0675521670225
2010-06-30,987.1299059007071
2010-07-01,982.1056721953406
2010-07-02,982.6209283380414
2010-07-05,979.5448116228606
2010-07-06,997.4513418564395
2010-07-07,1018.3384278515648
2010-07-08,1031.248715927383
2010-07-09,1037.7279514989675
2010-07-12,1037.0062110679387
2010-07-13,1054.5179440956274
2010-07-14,1056.3085195770911
2010-07-15,1055.8090280943782
2010-07-16,1033.6373396586241
2010-07-19,1032.9393203832315
2010-07-20,1035.3693115013252
2010-07-21,1030.254228314135
2010-07-22,1051.3597667076656
2010-07-23,1057.1447558268235
2010-07-26,1071.0871704851518
2010-07-27,1076.200945661101
2010-07-28,1074.7396040779176
2010-07-29,1075.4277800375182
2010-07-30,1071.2744440676752
2010-08-02,1099.1669059329881
2010-08-03,1099.758043781445
2010-08-04,1099.5242339444492
2010-08-05,1100.4527126073965
2010-08-06,1099.0401952942457
2010-08-09,1104.9881470844987
2010-08-10,1093.157940831113
2010-08-11,1061.573066219115
2010-08-12,1055.194616657746
2010-08-13,1052.553946545364
2010-08-16,1053.9252459358904
2010-08-17,1065.0417849377868
2010-08-18,1065.5467798382538
2010-08-19,1051.2429259717876
2010-08-20,1037.8451333719484
2010-08-23,1039.4815479489025
2010-08-24,1026.537532883812
2010-08-25,1021.005198318487
2010-08-26,1024.0461694298997
2010-08-27,1036.5600780764755
2010-08-30,1030.0386052969586
2010-08-31,1029.1692589820989
2010-09-01,1058.6123897537357
2010-09-02,1064.899693167692
2010-09-03,1077.1336754366084
2010-09-06,1082.0942417160354
2010-09-07,1068.5780900120697
2010-09-08,1073.696936258513
2010-09-09,1083.1596307093319
2010-09-10,1085.0750367120147
2010-09-13,1100.2812307538895
2010-09-14,1102.1110168099087
2010-09-15,1101.737743300424
2010-09-16,1099.0007328150655
2010-09-17,1095.9256003855364
2010-09-20,1111.0946556580145
2010-09-21,1108.5482217329613
2010-09-22,1107.893057722342
2010-09-23,1098.4375182149233
2010-09-24,1117.2396343999478
2010-09-27,1113.9027782681599
2010-09-28,1117.9941858033412
2010-09-29,1116.6150980519171
2010-09-30,1112.7394773811225
2010-10-01,1119.036181786144
2010-10-04,1110.074654259863
2010-10-05,1133.472384975372
2010-10-06,1140.7157194940862
2010-10-07,1142.6159140284205
2010-10-08,1144.3822496576681
2010-10-11,1144.7318858779493
2010-10-12,1141.540868768447
2010-10-13,1153.669183471917
2010-10-14,1156.116160924745
2010-10-15,1149.2707413840853
2010-10-18,1156.503221536255
2010-10-19,1140.093462370682
2010-10-20,1152.5738369450855
2010-10-21,1153.8926664827611
2010-10-22,1151.0440978128556
2010-10-25,1155.5220522153297
2010-10-26,1149.8078101659469
2010-10-27,1140.218021656588
2010-10-28,1147.7877584646033
2010-10-29,1148.568379272266
