Date,EUROPE & MIDDLE EAST VALUE
2010-05-26,1000.0
2010-05-27,1036.6326504060346
2010-05-28,1038.1110637023921
2010-05-31,1034.840718013487
2010-06-01,1032.8396243936807
2010-06-02,1024.8067558623336
2010-06-03,1039.2756855806695
2010-06-04,1003.7482563268799
2010-06-07,986.4389477096943
2010-06-08,975.3104152685697
2010-06-09,999.4170314107321
2010-06-10,1018.0639715016717
2010-06-11,1028.084760195551
2010-06-14,1054.6610579989886
2010-06-15,1065.6576087928534
2010-06-16,1066.7871404089462
2010-06-17,1073.4412708367756
2010-06-18,1079.6739032275138
2010-06-21,1089.1078814265966
2010-06-22,1072.2529908561614
2010-06-23,1057.3750271270678
2010-06-24,1042.427938630563
2010-06-25,1033.7229470247014
2010-06-28,1050.0483901731022
2010-06-29,1002.7248314972625
2010-06-30,1010.5022567255645
2010-07-01,1004.4484613785949
2010-07-02,1016.0569917015474
2010-07-05,1007.3179919007571
2010-07-06,1043.4675831542704
2010-07-07,1061.6006484430875
2010-07-08,1078.6543641950755
2010-07-09,1081.371731566669
2010-07-12,1084.135717167329
2010-07-13,1113.3435041708117
2010-07-14,1117.798873493952
2010-07-15,1117.8676179777374
2010-07-16,1101.0392945460633
2010-07-19,1094.636943654834
2010-07-20,1087.3703107070446
2010-07-21,1092.976729973121
2010-07-22,1126.4035260234991
2010-07-23,1122.8625621940055
2010-07-26,1141.5307039953882
2010-07-27,1158.308879077587
2010-07-28,1156.8263867536648
2010-07-29,1163.1806583287425
2010-07-30,1151.714646189483
2010-08-02,1201.593566488889
2010-08-03,1204.4516854610408
2010-08-04,1200.1602288176157
2010-08-05,1199.9543959028942
2010-08-06,1198.77708531
2010-08-09,1212.5955588715574
2010-08-10,1186.1605822710062
2010-08-11,1143.0300128838026
2010-08-12,1136.646984171003
2010-08-13,1129.211996925855
2010-08-16,1133.0228709713595
2010-08-17,1148.864475523558
2010-08-18,1142.5014979003404
2010-08-19,1123.4708953894087
2010-08-20,1098.7735646893582
2010-08-23,1105.1741981701039
2010-08-24,1086.6711869462904
2010-08-25,1072.891651525095
2010-08-26,1090.9111018111576
2010-08-27,1097.4374866389587
2010-08-30,1092.8498386374963
2010-08-31,1095.4581946234537
2010-09-01,1135.6026836070923
2010-09-02,1136.4574158523453
2010-09-03,1151.2549011955205
2010-09-06,1156.89451048426
2010-09-07,1135.968559313693
2010-09-08,1148.5693430059216
2010-09-09,1159.210751976299
2010-09-10,1157.0708646412836
2010-09-13,1180.1310757570448
2010-09-14,1188.6965814901776
2010-09-15,1189.3515705490108
2010-09-16,1188.517511853208
2010-09-17,1175.8026758036124
2010-09-20,1195.6727004354302
2010-09-21,1194.9390873314221
2010-09-22,1200.3441466345132
2010-09-23,1190.5855708754461
2010-09-24,1217.2955483381602
2010-09-27,1210.644952753802
2010-09-28,1213.7407152592298
2010-09-29,1212.0422095739505
2010-09-30,1212.794417172098
2010-10-01,1220.71386378452
2010-10-04,1206.274470108622
2010-10-05,1239.4243922163694
2010-10-06,1250.0464955329558
2010-10-07,1257.000449745845
2010-10-08,1254.3902767649477
2010-10-11,1255.3812850100092
2010-10-12,1242.8341499229502
2010-10-13,1275.4652318632159
2010-10-14,1284.438151513272
2010-10-15,1279.255149202625
2010-10-18,1282.2993437943971
2010-10-19,1261.4447858940048
2010-10-20,1280.009774834801
2010-10-21,1287.609085219156
2010-10-22,1278.0915919410743
2010-10-25,1282.2494804403016
2010-10-26,1271.8777073357196
2010-10-27,1255.1793283583177
2010-10-28,1273.0600140135596
2010-10-29,1273.5814169926414
2010-11-01,1272.3164742804267
2010-11-02,1291.9132869431005
2010-11-03,1283.97677794842
2010-11-04,1322.3344983926604
2010-11-05,1304.7924662260025
2010-11-08,1292.2578672547781
2010-11-09,1302.0459618130938
2010-11-10,1271.5390481369298
2010-11-11,1265.050381305795
2010-11-12,1265.577225718382
2010-11-15,1266.002409196603
2010-11-16,1231.8400999262967
2010-11-17,1238.0728993835112
2010-11-18,1260.216980349232
2010-11-19,1259.04936470959
2010-11-22,1241.1517711306037
2010-11-23,1202.671733394921
2010-11-24,1208.1523777375419
2010-11-25,1210.3428803019465
2010-11-26,1188.5497860789344
2010-11-29,1155.7912350523268
2010-11-30,1146.1941885708432
2010-12-01,1176.6304047407525
2010-12-02,1204.414205020401
2010-12-03,1220.0045760517291
2010-12-06,1211.2885301996507
2010-12-07,1227.412738013712
2010-12-08,1225.0543910176934
2010-12-09,1231.5067580806126
2010-12-10,1234.4548928811369
2010-12-13,1253.5266206258718
2010-12-14,1258.2325818504696
2010-12-15,1248.1016301351408
2010-12-16,1238.4091820984436
2010-12-17,1225.6276168063375
2010-12-20,1229.4927801437077
2010-12-21,1244.9499301368946
2010-12-22,1240.3207147208157
2010-12-23,1239.5278603886643
2010-12-24,1242.9544025263385
2010-12-27,1234.784732177969
2010-12-28,1235.1251435187346
2010-12-29,1240.4721352698973
2010-12-30,1237.9847180200302
2010-12-31,1245.6401956843001
2011-01-03,1252.1852020523067
2011-01-04,1261.887880927058
2011-01-05,1248.0820754583142
2011-01-06,1242.6108190790374
2011-01-07,1232.7066394590472
2011-01-10,1216.2836258289447
2011-01-11,1228.4983010585001
2011-01-12,1264.811822730178
2011-01-13,1292.9478906976622
2011-01-14,1296.626605809922
2011-01-17,1289.929003515397
2011-01-18,1314.3633421226655
2011-01-19,1311.3918721572984
2011-01-20,1296.582125790085
2011-01-21,1326.7717433157775
2011-01-24,1340.1506536042261
2011-01-25,1327.8990299442814
2011-01-26,1336.882705835336
2011-01-27,1347.6510392925143
2011-01-28,1327.0659509848144
2011-01-31,1332.1749476529465
2011-02-01,1364.4965791551328
2011-02-02,1366.8235653411448
2011-02-03,1347.0112312694991
2011-02-04,1342.944976885013
2011-02-07,1354.0490779832874
2011-02-08,1366.5108414323315
2011-02-09,1365.0590905318966
2011-02-10,1350.4802403962367
2011-02-11,1345.507894673707
2011-02-14,1338.017480594077
2011-02-15,1350.6053366856158
2011-02-16,1363.8957459929845
2011-02-17,1373.961030284255
2011-02-18,1382.50072934425
2011-02-21,1364.9335921610143
