Date,KOKUSAI INDEX (WORLD ex JP) VALUE
1987-12-31,662.12312
1988-01-29,679.05238
1988-02-29,706.949
1988-03-31,708.16536
1988-04-29,724.00827
1988-05-31,726.41203
1988-06-30,746.17864
1988-07-29,748.54368
1988-08-31,717.54367
1988-09-30,744.87046
1988-10-31,787.69075
1988-11-30,786.22286
1988-12-30,794.89119
1989-01-31,845.95109
1989-02-28,823.45168
1989-03-31,835.56876
1989-04-28,865.69021
1989-05-31,861.26118
1989-06-30,869.93489
1989-07-31,946.39935
1989-08-31,952.84666
1989-09-29,956.19622
1989-10-31,913.95433
1989-11-30,939.86074
1989-12-29,998.28447
1990-01-31,965.16258
1990-02-28,968.36849
1990-03-30,976.01336
1990-04-30,943.92289
1990-05-31,1013.78862
1990-06-29,1015.44234
1990-07-31,1036.03948
1990-08-31,940.62144
1990-09-28,864.65651
1990-10-31,882.25196
1990-11-30,918.93454
1990-12-31,926.48296
1991-01-31,964.65817
1991-02-28,1036.19332
1991-03-29,1012.71897
1991-04-30,1011.85846
1991-05-31,1047.68865
1991-06-28,985.31541
1991-07-31,1035.14697
1991-08-30,1051.06164
1991-09-30,1059.37084
1991-10-31,1061.62586
1991-11-29,1015.40963
1991-12-31,1083.90908
1992-01-31,1081.19991
1992-02-28,1094.8413
1992-03-31,1065.62835
1992-04-30,1124.14193
1992-05-29,1154.55583
1992-06-30,1137.59116
1992-07-31,1141.5116
1992-08-31,1114.74555
1992-09-30,1110.11545
1992-10-30,1078.58554
1992-11-30,1087.80745
1992-12-31,1108.6248
1993-01-29,1133.952
1993-02-26,1171.99923
1993-03-31,1218.35076
1993-04-30,1233.12101
1993-05-31,1252.44237
1993-06-30,1256.59075
1993-07-30,1279.40581
1993-08-31,1350.6965
1993-09-30,1349.3756
1993-10-29,1389.59736
1993-11-30,1362.2957
1993-12-31,1447.7261
1994-01-31,1507.49772
1994-02-28,1452.16503
1994-03-31,1390.71667
1994-04-29,1432.10655
1994-05-31,1426.24332
1994-06-30,1396.434
1994-07-29,1457.37884
1994-08-31,1502.30684
1994-09-30,1451.36864
1994-10-31,1497.69102
1994-11-30,1431.00802
1994-12-30,1435.83359
1995-01-31,1442.17226
1995-02-28,1494.25207
1995-03-31,1537.13833
1995-04-28,1585.66862
1995-05-31,1641.88931
1995-06-30,1652.013
1995-07-31,1721.60318
1995-08-31,1694.59974
1995-09-29,1745.6918
1995-10-31,1724.74784
1995-11-30,1780.53517
1995-12-29,1830.76282
1996-01-31,1875.1606
1996-02-29,1894.79326
1996-03-29,1922.35868
1996-04-30,1949.70658
1996-05-31,1966.25946
1996-06-28,1966.71674
1996-07-31,1904.97463
1996-08-30,1963.71116
1996-09-30,2023.17393
1996-10-31,2085.41068
1996-11-29,2228.05438
1996-12-31,2221.44241
1997-01-31,2292.8630770254344
1997-02-28,2320.2905062940763
1997-03-31,2290.1983046964187
1997-04-30,2335.3025003693433
1997-05-30,2463.724099387138
1997-06-30,2552.409632171949
1997-07-31,2720.7106529616285
1997-08-29,2574.042521965402
1997-09-30,2749.346412838561
1997-10-31,2645.012524777673
1997-11-28,2714.909971704261
1997-12-31,2790.2220295704856
1998-01-30,2802.9661519638203
1998-02-27,3004.6286939642687
1998-03-31,3203.0624487130235
1998-04-30,3259.266790834194
1998-05-29,3226.0175780763925
1998-06-30,3233.084129420037
1998-07-31,3235.5367630601336
1998-08-31,2732.3181980639406
1998-09-30,2782.749969162292
1998-10-30,3013.619624215315
1998-11-30,3177.652126208246
1998-12-31,3250.0817093704045
1999-01-29,3272.1806552150592
1999-02-26,3239.393387548431
1999-03-31,3350.3027102708907
1999-04-30,3634.01222004513
1999-05-31,3506.5370550641433
1999-06-30,3598.0252223036578
1999-07-30,3575.081500568868
1999-08-31,3513.6010088405983
1999-09-30,3402.1948432317904
1999-10-29,3536.6494998775365
1999-11-30,3526.60528637355
1999-12-31,3688.6673053817576
2000-01-31,3478.411720581445
2000-02-29,3373.3792885399653
2000-03-31,3615.333704218198
2000-04-28,3565.3692121825748
2000-05-31,3601.81311522731
2000-06-30,3602.9708221017077
2000-07-31,3631.0927795924663
2000-08-31,3735.730499958423
2000-09-29,3670.993329282238
2000-10-31,3710.3244406409967
2000-11-30,3541.6449236525245
2000-12-29,3749.123131977649
2001-01-01,3749.123131977649
2001-01-02,3719.798727007315
2001-01-03,3763.795941430979
2001-01-04,3768.24811351527
2001-01-05,3730.7644406382233
2001-01-08,3726.9994137350145
2001-01-09,3704.3065415291044
2001-01-10,3710.0221255783235
2001-01-11,3730.578756793548
2001-01-12,3719.3137464905017
2001-01-15,3714.864774621864
2001-01-16,3721.7409041087685
2001-01-17,3728.2343953986533
2001-01-18,3746.0693558473777
2001-01-19,3718.4428740079807
2001-01-22,3724.8166731509696
2001-01-23,3755.5736865671333
2001-01-24,3758.639311566691
2001-01-25,3767.7011398731656
2001-01-26,3757.5415038784254
2001-01-29,3774.8745573200868
2001-01-30,3806.610172756938
2001-01-31,3806.657345030653
2001-02-01,3818.2106703915447
2001-02-02,3778.250493480104
2001-02-05,3805.4703209330846
2001-02-06,3794.078897409887
2001-02-07,3773.6190344117667
2001-02-08,3758.2895110250242
2001-02-09,3740.23935293377
2001-02-12,3777.1092566963166
2001-02-13,3761.5080968832817
2001-02-14,3728.827563085273
2001-02-15,3726.5632729200556
2001-02-16,3706.368120936141
2001-02-19,3710.2697730108075
2001-02-20,3657.1236157500293
2001-02-21,3609.949318497089
2001-02-22,3602.4467603639255
2001-02-23,3570.7043236157197
2001-02-26,3620.4058067190094
2001-02-27,3630.673705998048
2001-02-28,3603.8787572976394
2001-03-01,3597.3572854213426
2001-03-02,3612.3787609003
2001-03-05,3628.700917077297
2001-03-06,3668.034884822928
2001-03-07,3687.726484913197
2001-03-08,3708.0877591783483
2001-03-09,3657.4746656754905
2001-03-12,3548.2272640529964
2001-03-13,3532.1080859337562
2001-03-14,3443.789367324921
2001-03-15,3480.045835832472
2001-03-16,3396.5634914926463
2001-03-19,3426.121973449551
2001-03-20,3404.5280445316603
2001-03-21,3327.4220921329643
2001-03-22,3221.6504355089187
2001-03-23,3288.7823075208407
2001-03-26,3374.8725248391816
2001-03-27,3458.9326163212454
2001-03-28,3387.371112219912
2001-03-29,3381.8916009754194
2001-03-30,3416.9660393552294
2001-04-02,3392.898488495997
2001-04-03,3298.9841837991553
2001-04-04,3317.701133029682
2001-04-05,3404.327160680501
2001-04-06,3370.479986667796
2001-04-09,3412.065894636951
2001-04-10,3478.5796976902416
2001-04-11,3467.9774407769664
2001-04-12,3499.457594547048
2001-04-13,3499.457594547048
2001-04-16,3496.762872382035
2001-04-17,3502.43781087058
2001-04-18,3584.758818507794
2001-04-19,3620.2078569494074
2001-04-20,3606.392758439232
2001-04-23,3576.907317336699
2001-04-24,3566.9362269155404
2001-04-25,3595.551055230962
2001-04-26,3623.7300275019884
2001-04-27,3651.0729265056834
2001-04-30,3638.030880977224
2001-05-01,3665.424342384059
2001-05-02,3650.3784118481067
2001-05-03,3604.660792885583
2001-05-04,3641.4851282966088
2001-05-07,3641.876894349503
2001-05-08,3615.814916238163
2001-05-09,3612.983152347093
2001-05-10,3641.9834774573183
2001-05-11,3612.2640185716814
2001-05-14,3602.1290126060217
2001-05-15,3624.1193968074467
2001-05-16,3685.3839326010816
2001-05-17,3698.5809076841024
2001-05-18,3709.78924267098
2001-05-21,3737.5820222438556
2001-05-22,3729.5193342153484
2001-05-23,3683.43741331848
2001-05-24,3682.470832837551
2001-05-25,3659.8176869886224
2001-05-28,3664.67125696657
2001-05-29,3638.229628564534
2001-05-30,3605.552814528717
2001-05-31,3616.434197113219
2001-06-01,3613.540060344276
2001-06-04,3630.5764177298997
2001-06-05,3659.5106289974933
2001-06-06,3622.172942351688
2001-06-07,3621.658270630104
2001-06-08,3605.28607472299
2001-06-11,3580.761163977913
2001-06-12,3572.2485413365166
2001-06-13,3574.172915376864
2001-06-14,3530.9328219060703
2001-06-15,3523.506189400534
2001-06-18,3495.5007268619333
2001-06-19,3503.2351526253788
2001-06-20,3503.2173568186345
2001-06-21,3531.3318271553494
2001-06-22,3523.3413590785735
2001-06-25,3517.413270917019
2001-06-26,3496.139972231301
2001-06-27,3486.7505363013406
2001-06-28,3500.864218686128
2001-06-29,3524.448362055592
2001-07-02,3557.4814083950823
2001-07-03,3543.1576366167246
2001-07-04,3539.050427425432
2001-07-05,3507.4759212536146
2001-07-06,3453.2838076203943
2001-07-09,3466.3136112405687
2001-07-10,3448.869386060948
2001-07-11,3432.8821408138433
2001-07-12,3473.7371329709154
2001-07-13,3492.128045513751
2001-07-16,3480.052505059975
2001-07-17,3479.946288343012
2001-07-18,3474.7598721474033
2001-07-19,3490.023229260177
2001-07-20,3479.1213774742214
2001-07-23,3452.4576649602886
2001-07-24,3402.194810481381
2001-07-25,3424.285502237005
2001-07-26,3454.0477561178373
2001-07-27,3474.317462819945
2001-07-30,3489.495531621458
2001-07-31,3505.1007372747313
2001-08-01,3520.4320422511105
2001-08-02,3531.6119114450184
2001-08-03,3516.555816518215
2001-08-06,3488.466750498367
2001-08-07,3493.113230397332
2001-08-08,3450.3344607366544
2001-08-09,3441.327683571328
2001-08-10,3456.3433890354995
2001-08-13,3461.989706886686
2001-08-14,3467.1064825330723
2001-08-15,3468.9780950911486
2001-08-16,3463.222257254613
2001-08-17,3419.8889808917
2001-08-20,3425.752043461305
2001-08-21,3423.800970392227
2001-08-22,3440.360898009496
2001-08-23,3428.418107747868
2001-08-24,3472.9695686056784
2001-08-27,3459.816935728308
2001-08-28,3422.477942297856
2001-08-29,3401.208695023926
2001-08-30,3350.7588452662085
2001-08-31,3363.0935661097483
2001-09-03,3347.947947801149
2001-09-04,3352.200909886345
2001-09-05,3323.297143432522
2001-09-06,3263.860965555747
2001-09-07,3204.616154006371
2001-09-10,3196.202227587948
2001-09-11,3141.794474912872
2001-09-12,3138.5281555812676
2001-09-13,3151.3666348068264
2001-09-14,3106.8913395571694
2001-09-17,3017.419402481919
2001-09-18,3004.926709682614
2001-09-19,2958.503562534146
2001-09-20,2853.9903724936416
2001-09-21,2787.239026001879
2001-09-24,2899.438969896431
2001-09-25,2934.181535417607
2001-09-26,2942.8949643505043
2001-09-27,2975.564287009858
2001-09-28,3047.738658552762
2001-10-01,3021.278737309982
2001-10-02,3060.7210817032824
2001-10-03,3099.201529995643
2001-10-04,3124.02655101526
2001-10-05,3111.259405340814
2001-10-08,3084.6557420075833
2001-10-09,3080.9460188967328
2001-10-10,3139.5367558464227
2001-10-11,3168.8541443659988
2001-10-12,3152.9863862591556
2001-10-15,3124.1925034243914
2001-10-16,3152.745775969035
2001-10-17,3144.574658615487
2001-10-18,3094.142320259966
2001-10-19,3066.49598595176
2001-10-22,3096.4233297364485
2001-10-23,3114.978115079598
2001-10-24,3106.368242293925
2001-10-25,3115.293582202068
2001-10-26,3152.5450895444164
2001-10-29,3103.7556832664773
2001-10-30,3047.9444804257246
2001-10-31,3049.42566048617
2001-11-01,3095.0387962640134
2001-11-02,3096.2671701101576
2001-11-05,3132.802055861866
2001-11-06,3152.561094176918
2001-11-07,3162.544029343167
2001-11-08,3186.3570794123416
2001-11-09,3184.046874391953
2001-11-12,3154.998324561501
2001-11-13,3209.736111120743
2001-11-14,3210.063859119145
2001-11-15,3205.8882161417505
2001-11-16,3215.599912955084
2001-11-19,3243.7863156434664
2001-11-20,3228.577973995644
2001-11-21,3203.5962181405907
2001-11-22,3215.630789700311
2001-11-23,3234.8886775737806
2001-11-26,3243.2888038732917
2001-11-27,3227.3691301662298
2001-11-28,3181.1176340527877
2001-11-29,3195.5737179336384
2001-11-30,3204.6833267955176
2001-12-03,3168.3626812926673
2001-12-04,3219.401176552393
2001-12-05,3314.0947981478944
2001-12-06,3325.2807438308887
2001-12-07,3294.907871311756
2001-12-10,3233.1794482036516
2001-12-11,3230.0240739656983
2001-12-12,3229.95347871133
2001-12-13,3169.8966166278506
2001-12-14,3165.690551507193
2001-12-17,3213.300429490452
2001-12-18,3224.904839979169
2001-12-19,3220.5854187227883
2001-12-20,3187.566339922023
2001-12-21,3195.078982620607
2001-12-24,3192.6927611101996
2001-12-25,3192.6927611101996
2001-12-26,3206.5484914493163
2001-12-27,3252.461827465166
2001-12-28,3268.167772026687
2001-12-31,3254.5273619825275
2002-01-01,3254.5273619825275
2002-01-02,3276.7712609751957
2002-01-03,3329.5457668189006
2002-01-04,3356.685193864891
2002-01-07,3337.6193452711277
2002-01-08,3313.2077918416344
2002-01-09,3297.332600084302
2002-01-10,3283.647219050217
2002-01-11,3259.405737146246
2002-01-14,3219.800240600656
2002-01-15,3240.9124865856456
2002-01-16,3178.560510198154
2002-01-17,3209.7334795421284
2002-01-18,3187.353363190659
2002-01-21,3182.629701697846
2002-01-22,3155.0523233192425
2002-01-23,3184.794640710641
2002-01-24,3209.4690898433773
2002-01-25,3199.140549679878
2002-01-28,3207.278893002802
2002-01-29,3127.5940060550024
2002-01-30,3130.2508940742555
2002-01-31,3171.3263691319007
2002-02-01,3153.072646396605
2002-02-04,3087.710440323876
2002-02-05,3052.7047187981007
2002-02-06,3023.0425402975725
2002-02-07,3032.0136348085616
2002-02-08,3075.4876884226205
2002-02-11,3126.1197342443807
2002-02-12,3103.3184991919593
2002-02-13,3124.0971639685526
2002-02-14,3132.943680013827
2002-02-15,3099.5767448300244
2002-02-18,3092.0606251124987
2002-02-19,3032.0196616374037
2002-02-20,3040.286697262065
2002-02-21,3020.0027808789246
2002-02-22,3027.8347752928457
2002-02-25,3079.606639885089
2002-02-26,3087.0888534797573
2002-02-27,3099.7487946854803
2002-02-28,3091.6123561019913
2002-03-01,3154.996254813504
2002-03-04,3251.1733429263772
2002-03-05,3245.5206405167105
2002-03-06,3292.8193877700364
2002-03-07,3301.2838416786467
2002-03-08,3316.93613945417
2002-03-11,3320.6132902731974
2002-03-12,3294.8454286757856
2002-03-13,3269.7841301353033
2002-03-14,3277.5880766079727
2002-03-15,3316.5521078100533
2002-03-18,3324.5838874617884
2002-03-19,3336.048558064185
2002-03-20,3297.8871108921207
2002-03-21,3298.3496608672763
2002-03-22,3285.562992585413
2002-03-25,3243.061428637325
2002-03-26,3256.6752899473545
2002-03-27,3270.528334992744
2002-03-28,3291.0982240875333
2002-03-29,3291.0982240875333
2002-04-01,3302.7861415144407
2002-04-02,3280.6866629445017
2002-04-03,3257.187654770754
2002-04-04,3253.2559822153435
2002-04-05,3246.9731527143304
2002-04-08,3231.0178368226884
2002-04-09,3216.743744918214
2002-04-10,3246.3354747928356
2002-04-11,3187.768849007574
2002-04-12,3196.233719703646
2002-04-15,3196.3300458346107
2002-04-16,3276.2706579716146
2002-04-17,3292.866019962761
2002-04-18,3280.833379745319
2002-04-19,3286.2893340656246
2002-04-22,3241.6637745292956
2002-04-23,3225.0976886439307
2002-04-24,3209.153509928959
2002-04-25,3200.3671062188205
2002-04-26,3166.3420680290883
2002-04-29,3144.5755406895946
2002-04-30,3178.720102743066
2002-05-01,3194.5080416251362
2002-05-02,3190.2538763039706
2002-05-03,3176.3502405575828
2002-05-06,3132.6964165878335
2002-05-07,3116.9266766090595
2002-05-08,3217.4579874419746
2002-05-09,3188.61690766328
2002-05-10,3147.017380277732
2002-05-13,3193.5530931093017
2002-05-14,3244.94533034652
2002-05-15,3254.992251307907
2002-05-16,3263.61484355241
2002-05-17,3280.5034584687705
2002-05-20,3249.4880123583202
2002-05-21,3223.414643755655
2002-05-22,3228.448969326104
2002-05-23,3247.6215858829873
2002-05-24,3231.2950701903524
2002-05-27,3228.2205915153836
2002-05-28,3213.00939568513
2002-05-29,3197.2772381482446
2002-05-30,3177.8455400197377
2002-05-31,3187.9322658434958
2002-06-03,3133.951614611517
2002-06-04,3116.7275182043845
2002-06-05,3111.6004534361423
2002-06-06,3078.205216098615
2002-06-07,3065.3318984000184
2002-06-10,3065.524458735743
2002-06-11,3042.3826801656705
2002-06-12,3035.086227794767
2002-06-13,3001.076191437249
2002-06-14,2967.630653936654
2002-06-17,3054.3741452376826
2002-06-18,3058.735432649662
2002-06-19,3014.665207183513
2002-06-20,2972.776286056711
2002-06-21,2953.05623355499
2002-06-24,2936.924816705718
2002-06-25,2925.750799203414
2002-06-26,2889.5031873943894
2002-06-27,2925.0068683949253
2002-06-28,2982.1623547515946
2002-07-01,2945.75081804769
2002-07-02,2872.4636629054526
2002-07-03,2843.44120691479
2002-07-04,2859.9168507507184
2002-07-05,2957.3589005585222
2002-07-08,2948.9502197561746
2002-07-09,2906.751426199747
2002-07-10,2819.9365991847094
2002-07-11,2795.044614297435
2002-07-12,2780.4083468200515
2002-07-15,2737.1760310790805
2002-07-16,2713.1563500875786
2002-07-17,2741.9809633684868
2002-07-18,2718.564111271014
2002-07-19,2617.416426648484
2002-07-22,2494.496371548528
2002-07-23,2399.635754188015
2002-07-24,2466.927515710373
2002-07-25,2491.878575346075
2002-07-26,2516.09547240116
2002-07-29,2647.887829189823
2002-07-30,2661.637201951088
2002-07-31,2678.124777923699
2002-08-01,2592.3480264271484
2002-08-02,2545.3890555429866
2002-08-05,2457.8477814407456
2002-08-06,2521.8644065231097
2002-08-07,2543.2501792593534
2002-08-08,2631.3414353327607
2002-08-09,2657.921334915823
2002-08-12,2633.7546524149025
2002-08-13,2608.4292272069465
2002-08-14,2655.2043285608347
2002-08-15,2701.154941861865
2002-08-16,2706.933082464025
2002-08-19,2773.0809610876154
2002-08-20,2737.3132835615584
2002-08-21,2773.9170909310033
2002-08-22,2811.3219387628315
2002-08-23,2756.599959738027
2002-08-26,2770.9455874359087
2002-08-27,2777.88779263227
2002-08-28,2704.0194941544805
2002-08-29,2692.3894897852033
2002-08-30,2692.0124540921624
2002-09-02,2679.462465912602
2002-09-03,2575.7496223561698
2002-09-04,2601.248824932353
2002-09-05,2564.9156313578
2002-09-06,2615.23796637989
2002-09-09,2614.066756102647
2002-09-10,2640.4797214636246
2002-09-11,2658.1683152353344
2002-09-12,2587.1188508131254
2002-09-13,2570.7730131200537
2002-09-16,2563.267946896463
2002-09-17,2519.4031161700145
2002-09-18,2482.1370071321617
2002-09-19,2420.9576673528095
2002-09-20,2428.118417398477
2002-09-23,2378.7850671739034
2002-09-24,2328.0026649437395
2002-09-25,2370.4640843337443
2002-09-26,2438.6206371334856
2002-09-27,2391.1510978465503
2002-09-30,2340.356741443895
2002-10-01,2406.4761956754237
2002-10-02,2378.8029831423146
2002-10-03,2349.8191937293736
2002-10-04,2292.3137336637014
2002-10-07,2243.9065235394623
2002-10-08,2242.8902500748222
2002-10-09,2193.7785694128056
2002-10-10,2274.41134164085
2002-10-11,2380.390382180642
2002-10-14,2368.960177275719
2002-10-15,2504.3839228802076
2002-10-16,2454.0434196697074
2002-10-17,2514.0535292819827
2002-10-18,2516.772251249246
2002-10-21,2554.8734315010056
2002-10-22,2539.4182895707427
2002-10-23,2527.0518549627177
2002-10-24,2532.9438985622087
2002-10-25,2548.4706323525174
2002-10-28,2557.5014099218934
2002-10-29,2499.2692614143393
2002-10-30,2541.8269743236965
2002-10-31,2548.2276111897204
2002-11-01,2576.0347275057925
2002-11-04,2627.0239234103124
2002-11-05,2651.7161231913965
2002-11-06,2653.7354594069197
2002-11-07,2595.759096220082
2002-11-08,2576.166062701222
2002-11-11,2529.416824254603
2002-11-12,2560.665597514137
2002-11-13,2545.411253293317
2002-11-14,2600.049587414482
2002-11-15,2630.6940236794935
2002-11-18,2626.919841341578
2002-11-19,2618.7914682252404
2002-11-20,2644.7644565114733
2002-11-21,2719.935856841329
2002-11-22,2721.761835284277
2002-11-25,2719.2560883857414
2002-11-26,2657.4620496588955
2002-11-27,2726.8766506475263
2002-11-28,2745.0094880616402
2002-11-29,2742.8382315182284
2002-12-02,2743.044338188476
2002-12-03,2688.3334462722964
2002-12-04,2665.002041591127
2002-12-05,2635.103841537579
2002-12-06,2647.724829659335
2002-12-09,2579.018637310353
2002-12-10,2610.8272629195017
2002-12-11,2622.915876075124
2002-12-12,2613.5020107532473
2002-12-13,2582.864345827637
2002-12-16,2655.481669731497
2002-12-17,2640.6779494492594
2002-12-18,2593.5266244550576
2002-12-19,2573.9239597390633
2002-12-20,2608.7525712874735
2002-12-23,2612.8829531682645
2002-12-24,2600.7278682154524
2002-12-25,2600.7278682154524
2002-12-26,2600.343564682175
2002-12-27,2547.5618162852115
2002-12-30,2562.589572195029
2002-12-31,2575.866501949751
2003-01-01,2575.866501949751
2003-01-02,2654.5663477707503
2003-01-03,2668.560128972782
2003-01-06,2732.6318736703943
2003-01-07,2706.384633582957
2003-01-08,2662.086760449478
2003-01-09,2707.4052310416346
2003-01-10,2722.509769182122
2003-01-13,2724.459664265142
2003-01-14,2748.52841422056
2003-01-15,2711.1465179183688
2003-01-16,2701.889233839832
2003-01-17,2660.342354292335
2003-01-20,2648.3893972912247
2003-01-21,2608.114622658078
2003-01-22,2575.376788559608
2003-01-23,2595.0110790113786
2003-01-24,2540.109829425919
2003-01-27,2483.099739097589
2003-01-28,2503.076247350498
2003-01-29,2518.62805905101
2003-01-30,2491.111628361349
2003-01-31,2509.316564389347
2003-02-03,2534.611127775865
2003-02-04,2492.5241743926726
2003-02-05,2496.646683341027
2003-02-06,2463.916780097791
2003-02-07,2438.156120063754
2003-02-10,2438.449522443332
2003-02-11,2440.959845124583
2003-02-12,2405.708700265231
2003-02-13,2411.442880710848
2003-02-14,2453.622057010688
2003-02-17,2468.371096756304
2003-02-18,2501.4892008200577
2003-02-19,2474.1337198645037
2003-02-20,2458.351829793247
2003-02-21,2480.464658237342
2003-02-24,2436.849695402774
2003-02-25,2417.4884303017184
2003-02-26,2392.0180130083695
2003-02-27,2416.3422373008057
2003-02-28,2441.7727723354233
2003-03-03,2440.420553498637
2003-03-04,2400.4798813419025
2003-03-05,2415.1831618821993
2003-03-06,2388.811588133653
2003-03-07,2384.206045781389
2003-03-10,2320.7351540527616
2003-03-11,2304.2334984643094
2003-03-12,2274.8400093105174
2003-03-13,2362.017033264044
2003-03-14,2393.9391168649263
2003-03-17,2467.4401321705986
2003-03-18,2479.524984790805
2003-03-19,2497.6606987560676
2003-03-20,2502.4317653706644
2003-03-21,2559.1747206455434
2003-03-24,2471.4360415675187
2003-03-25,2497.8300778857074
2003-03-26,2491.5006710342504
2003-03-27,2474.843556678959
2003-03-28,2465.2690949291014
2003-03-31,2415.08700897015
2003-04-01,2448.273950700842
2003-04-02,2509.6935070616987
2003-04-03,2502.875981650769
2003-04-04,2517.7438847724907
2003-04-07,2548.971859831718
2003-04-08,2530.243194533972
2003-04-09,2509.907807413091
2003-04-10,2516.835405580198
2003-04-11,2514.349155702937
2003-04-14,2557.1649509043214
2003-04-15,2586.045554168325
2003-04-16,2570.6386143644622
2003-04-17,2603.537848190681
2003-04-18,2603.537848190681
2003-04-21,2597.8752249937747
2003-04-22,2653.8013878147053
2003-04-23,2690.6190302006826
2003-04-24,2661.2667130796967
2003-04-25,2624.681555756394
2003-04-28,2676.74458525191
2003-04-29,2683.019012469878
2003-04-30,2695.2640222587256
2003-05-01,2697.1001006620977
2003-05-02,2729.3109584769377
2003-05-05,2734.4794085848753
2003-05-06,2769.7312167880773
2003-05-07,2749.6820145323527
2003-05-08,2713.531448177022
2003-05-09,2749.272204613154
2003-05-12,2779.6122056156637
2003-05-13,2777.803185020971
2003-05-14,2777.6115706234905
2003-05-15,2803.829203724896
2003-05-16,2817.9233330914626
2003-05-19,2753.0993918695285
2003-05-20,2754.1702757614976
2003-05-21,2761.1688068240032
2003-05-22,2790.4122593450998
2003-05-23,2803.9429504343357
2003-05-26,2806.8042619891385
2003-05-27,2849.0815135913813
2003-05-28,2864.282450630771
2003-05-29,2869.578533450225
2003-05-30,2895.1608396332217
2003-06-02,2929.540203091666
2003-06-03,2928.22698433246
2003-06-04,2964.056843742443
2003-06-05,2980.0875678299817
2003-06-06,2990.586351750785
2003-06-09,2955.605550260958
2003-06-10,2971.185159782556
2003-06-11,3021.9339140332563
2003-06-12,3032.741896077183
2003-06-13,3007.2600661981273
