Date,EMU VALUE
1996-12-31,100.0
1997-01-31,103.37205413256075
1997-02-28,104.57736811308894
1997-03-31,109.22969118490252
1997-04-30,107.25734575847699
1997-05-30,110.64129538683797
1997-06-30,117.25617782437313
1997-07-31,124.39070995042111
1997-08-29,115.15236290721863
1997-09-30,127.41956518804241
1997-10-31,121.18572863238701
1997-11-28,122.86853664995024
1997-12-31,127.96611390181046
1998-01-30,132.88147312655198
1998-02-27,143.0211649919163
1998-03-31,160.64018221399422
1998-04-30,166.70032853321024
1998-05-29,175.34507518148698
1998-06-30,174.006303243064
1998-07-31,181.41667729530337
1998-08-31,152.6951120602286
1998-09-30,148.45007721800798
1998-10-30,157.29976254263696
1998-11-30,167.79210463609988
1998-12-31,173.6498077073406
1999-01-29,172.45146438348803
1999-02-26,166.3051027665037
1999-03-31,173.47496583109617
1999-04-30,183.9363761874104
1999-05-31,174.16552798215133
1999-06-30,180.03436126498738
1999-07-30,182.6656881958962
1999-08-31,184.88894832190206
1999-09-30,181.70949039964069
1999-10-29,187.9107212889514
1999-11-30,187.20288686474402
1999-12-31,206.4703344437005
2000-01-31,187.53866076986802
2000-02-29,199.52237330723102
2000-03-31,199.33289481340358
2000-04-28,194.95285136474337
2000-05-31,201.23895829928185
2000-06-30,209.8105001999971
2000-07-31,210.19655810754156
2000-08-31,208.63331456908946
2000-09-29,200.32547880343637
2000-10-31,198.48380426346318
2000-11-30,198.57127767787614
2000-12-29,214.9729766804618
2001-01-01,214.9729766804618
2001-01-02,215.72745579130586
2001-01-03,214.6702700784666
2001-01-04,216.06297971779742
2001-01-05,217.29299536537462
2001-01-08,216.66816941587985
2001-01-09,213.0097485727439
2001-01-10,211.58951920461297
2001-01-11,215.74061681101813
2001-01-12,216.19145889942754
2001-01-15,216.31345393948874
2001-01-16,214.15820746696005
2001-01-17,213.95748790702513
2001-01-18,215.61500511321182
2001-01-19,212.36019582089494
2001-01-22,214.38109702776632
2001-01-23,215.2518365221135
2001-01-24,213.00046250661106
2001-01-25,214.4201625255815
2001-01-26,214.5645249171998
2001-01-29,213.8885967751975
2001-01-30,215.22335048092273
2001-01-31,217.864587040587
2001-02-01,218.12551946165857
2001-02-02,215.5933606091057
2001-02-05,217.9176354931817
2001-02-06,217.55032234275873
2001-02-07,216.06156359923034
2001-02-08,214.25195932946434
2001-02-09,214.4096788152697
2001-02-12,216.94066566996958
2001-02-13,215.32667226094208
2001-02-14,214.1985592952942
2001-02-15,210.53504347646347
2001-02-16,211.3741226595859
2001-02-19,213.1784975708405
2001-02-20,209.4720785958639
2001-02-21,208.40261411276703
2001-02-22,204.99213929507408
2001-02-23,202.47172356765878
2001-02-26,204.92934974928428
2001-02-27,207.77637227532546
2001-02-28,207.74315056275182
2001-03-01,208.52558351876283
2001-03-02,209.57275041440292
2001-03-05,209.1115223125528
2001-03-06,211.5039568432488
2001-03-07,211.9657499238667
2001-03-08,212.70266310774744
2001-03-09,211.94402773157563
2001-03-12,207.40721485824082
2001-03-13,202.28182291353983
2001-03-14,197.42516734908244
2001-03-15,198.3119310368345
2001-03-16,192.7302607326688
2001-03-19,191.4486223925654
2001-03-20,194.61758386413302
2001-03-21,189.75075342940576
2001-03-22,178.95270879026862
2001-03-23,183.5486553364178
2001-03-26,189.42867207349633
2001-03-27,194.95683832735864
2001-03-28,191.08661387593293
2001-03-29,190.81775465913526
2001-03-30,192.60102059482895
2001-04-02,192.32436779876224
2001-04-03,187.85431480674654
2001-04-04,192.0647082048228
2001-04-05,193.7333352257043
2001-04-06,194.29051048573666
2001-04-09,197.13095543166386
2001-04-10,198.6598712246231
2001-04-11,197.871664577623
2001-04-12,200.63059731829568
2001-04-13,200.63059731829568
2001-04-16,198.57589927647754
2001-04-17,197.01543595366823
2001-04-18,199.0083429694671
2001-04-19,201.85648098583786
2001-04-20,203.11849195350175
2001-04-23,201.002744595998
2001-04-24,202.62629856166296
2001-04-25,203.239419239198
2001-04-26,205.26812654738382
2001-04-27,205.5424115874083
2001-04-30,205.43338265604314
2001-05-01,206.64955586962154
2001-05-02,205.4046615504746
2001-05-03,202.5457123483249
2001-05-04,203.01216365294496
2001-05-07,203.40446232713188
2001-05-08,202.00192095893402
2001-05-09,201.15584451228972
2001-05-10,204.4700227081941
2001-05-11,202.24366662461696
2001-05-14,200.79568927414093
2001-05-15,202.78361018034695
2001-05-16,204.09831975410694
2001-05-17,205.15777467154226
2001-05-18,206.18172103359925
