Date,WORLD VALUE
1991-12-31,1348.29906
1992-01-31,1338.62975
1992-02-28,1322.29741
1992-03-31,1259.72002
1992-04-30,1307.26973
1992-05-29,1353.64424
1992-06-30,1311.47456
1992-07-31,1306.06485
1992-08-31,1322.42467
1992-09-30,1310.74678
1992-10-30,1268.2055
1992-11-30,1281.54285
1992-12-31,1296.75216
1993-01-29,1318.16079
1993-02-26,1363.3845
1993-03-31,1458.65712
1993-04-30,1548.61527
1993-05-31,1569.63355
1993-06-30,1557.91353
1993-07-30,1605.87221
1993-08-31,1681.86231
1993-09-30,1659.14388
1993-10-29,1690.82178
1993-11-30,1597.83026
1993-12-31,1689.19244
1994-01-31,1814.75943
1994-02-28,1791.24671
1994-03-31,1723.00548
1994-04-29,1781.45412
1994-05-31,1792.73445
1994-06-30,1796.28536
1994-07-29,1830.36988
1994-08-31,1879.69588
1994-09-30,1822.68416
1994-10-31,1882.3175
1994-11-30,1794.2439
1994-12-30,1800.8022
1995-01-31,1774.81851
1995-02-28,1798.06171
1995-03-31,1882.93487
1995-04-28,1943.71909
1995-05-31,1960.65185
1995-06-30,1956.37777
1995-07-31,2055.17416
1995-08-31,2020.50696
1995-09-29,2067.76588
1995-10-31,2024.12487
1995-11-30,2099.77023
1995-12-29,2174.10342
1996-01-31,2213.06848
1996-02-29,2223.25103
1996-03-29,2264.21533
1996-04-30,2322.11031
1996-05-31,2311.61197
1996-06-28,2321.58625
1996-07-31,2243.39942
1996-08-30,2275.18685
1996-09-30,2348.16971
1996-10-31,2371.50922
1996-11-29,2516.00802
1996-12-31,2483.52682
1997-01-31,2507.6587297614956
1997-02-28,2536.816107460578
1997-03-31,2494.8008304985647
1997-04-30,2542.968258998461
1997-05-30,2707.786316107106
1997-06-30,2827.630728594761
1997-07-31,2956.607383344729
1997-08-29,2780.8268649054294
1997-09-30,2921.832125181481
1997-10-31,2801.1916574074103
1997-11-28,2828.4369974061347
1997-12-31,2870.874825458364
1998-01-30,2917.575204293807
1998-02-27,3105.168573994
1998-03-31,3259.9706610089997
1998-04-30,3304.080435034461
1998-05-29,3257.26301711226
1998-06-30,3270.9451277040685
1998-07-31,3265.2225431749484
1998-08-31,2772.49942273412
1998-09-30,2807.8282108042517
1998-10-30,3070.64789731656
1998-11-30,3237.2757655234263
1998-12-31,3314.793108203239
1999-01-29,3339.2252449282373
1999-02-26,3298.4562712303277
1999-03-31,3450.5976365731
1999-04-30,3726.732198445109
1999-05-31,3584.36180039815
1999-06-30,3702.3735482816996
1999-07-30,3718.2469583648326
1999-08-31,3662.45911686976
1999-09-30,3585.4580885588966
1999-10-29,3722.471554158219
1999-11-30,3709.7843974769953
1999-12-31,3872.548188254774
2000-01-31,3674.91654470964
2000-02-29,3547.3513526951683
2000-03-31,3833.1476097562477
2000-04-28,3766.907141834098
2000-05-31,3793.9710660950163
2000-06-30,3826.431833609296
2000-07-31,3799.910439922225
2000-08-31,3912.5478911162654
2000-09-29,3848.509100032864
2000-10-31,3877.577082204053
2000-11-30,3700.2895970619998
2000-12-29,3876.362102264887
2001-01-01,3876.362102264887
2001-01-02,3848.323289696847
2001-01-03,3889.1273042461003
2001-01-04,3885.999565241753
2001-01-05,3853.6372808808674
2001-01-08,3850.0885782022383
2001-01-09,3821.8525069393677
2001-01-10,3821.6486419122566
2001-01-11,3827.3717564058497
2001-01-12,3813.9518624300613
2001-01-15,3808.274597030735
2001-01-16,3824.385952347864
2001-01-17,3835.0483170518905
2001-01-18,3856.052775813233
2001-01-19,3829.6627164361976
2001-01-22,3837.2311191906206
2001-01-23,3865.180378972969
2001-01-24,3863.848776771689
2001-01-25,3874.228518451875
2001-01-26,3863.182874403875
2001-01-29,3882.6668291873357
2001-01-30,3913.7553524209525
2001-01-31,3915.2954654468813
2001-02-01,3929.79108444495
2001-02-02,3887.662093807212
2001-02-05,3907.940384948251
2001-02-06,3895.5911289141495
2001-02-07,3875.429098136701
2001-02-08,3856.6510892467377
2001-02-09,3841.682751088932
2001-02-12,3875.6058155397172
2001-02-13,3862.414969813892
2001-02-14,3835.6046192229637
2001-02-15,3837.697645095265
2001-02-16,3815.6041674839416
2001-02-19,3813.6892372049656
2001-02-20,3768.9721346765255
2001-02-21,3721.156781974668
2001-02-22,3719.813039946604
2001-02-23,3695.497560985593
2001-02-26,3744.811587955137
2001-02-27,3752.7074527567565
2001-02-28,3723.1120731004344
2001-03-01,3716.00133548147
2001-03-02,3715.11802802586
2001-03-05,3729.41138728488
2001-03-06,3772.6870349895366
2001-03-07,3790.869660075917
2001-03-08,3811.463725858518
2001-03-09,3764.51304666969
2001-03-12,3652.133745192431
2001-03-13,3628.9306305738032
2001-03-14,3537.891761544799
2001-03-15,3576.640851665604
2001-03-16,3496.7695255447484
2001-03-19,3526.1601258527744
2001-03-20,3504.956465541161
2001-03-21,3454.5482682351894
2001-03-22,3346.8862199429673
2001-03-23,3415.632286996891
2001-03-26,3506.6326322184864
2001-03-27,3584.6137466336527
2001-03-28,3526.2818713892225
2001-03-29,3506.286804362749
2001-03-30,3532.321973447342
2001-04-02,3503.66440849139
2001-04-03,3428.022137732909
2001-04-04,3452.55728714042
2001-04-05,3538.5784779538544
2001-04-06,3505.0395042067516
2001-04-09,3530.3210397987714
2001-04-10,3589.3979401586357
2001-04-11,3584.558445203041
2001-04-12,3620.5056277779513
2001-04-13,3619.300417974585
2001-04-16,3613.0806753416796
2001-04-17,3619.944802399898
2001-04-18,3708.125999599285
2001-04-19,3744.7270328347718
2001-04-20,3728.331729332977
2001-04-23,3703.771245046932
2001-04-24,3693.454946853705
2001-04-25,3724.3769740548382
2001-04-26,3755.484476372461
2001-04-27,3781.245951291875
2001-04-30,3769.974530933279
2001-05-01,3811.7948495756837
2001-05-02,3801.597842879979
2001-05-03,3762.5561592816043
2001-05-04,3796.7326526675533
2001-05-07,3798.8908840067033
2001-05-08,3763.29596427049
2001-05-09,3755.214004942603
2001-05-10,3776.3725060056404
2001-05-11,3749.410944715638
2001-05-14,3734.6772542715858
2001-05-15,3758.1573992852914
2001-05-16,3809.2982562523443
2001-05-17,3825.5999136123255
2001-05-18,3832.0065152216657
2001-05-21,3863.7298662456374
2001-05-22,3855.899757695813
2001-05-23,3818.0468380350408
2001-05-24,3818.152791740202
2001-05-25,3791.917265601996
2001-05-28,3790.9198590107394
2001-05-29,3771.614860966927
2001-05-30,3734.646603623755
2001-05-31,3746.289164480396
2001-06-01,3742.1836291320196
2001-06-04,3756.8797683648313
2001-06-05,3781.6991350641592
2001-06-06,3746.3101266104973
2001-06-07,3747.2889758186693
2001-06-08,3730.4643658037667
2001-06-11,3703.2017553154715
2001-06-12,3685.595132686742
2001-06-13,3688.2686487906276
2001-06-14,3646.3758122614595
2001-06-15,3636.0121164094885
2001-06-18,3608.9963015894386
2001-06-19,3613.9293420886647
2001-06-20,3612.0217836194224
2001-06-21,3644.9411827779372
2001-06-22,3640.567885002628
2001-06-25,3633.2817061374644
2001-06-26,3614.9083076307634
2001-06-27,3604.4696553032118
2001-06-28,3613.100790823184
2001-06-29,3640.601959694322
2001-07-02,3669.82270962501
2001-07-03,3658.1014753687814
2001-07-04,3650.6790277804416
2001-07-05,3618.5977590864445
2001-07-06,3560.097217524794
2001-07-09,3571.1212710682175
2001-07-10,3560.194331527901
2001-07-11,3542.550812521108
2001-07-12,3586.4100161790625
2001-07-13,3599.0862025513406
2001-07-16,3587.0520208922476
2001-07-17,3582.2851131722737
2001-07-18,3572.110522672498
2001-07-19,3585.409986988838
2001-07-20,3576.4552059715793
2001-07-23,3537.374040352843
2001-07-24,3495.543836459861
2001-07-25,3521.562552503269
2001-07-26,3550.5061794584267
2001-07-27,3568.9683289622485
2001-07-30,3574.902438773365
2001-07-31,3596.8970314439807
2001-08-01,3614.617367153546
2001-08-02,3634.4998484942857
2001-08-03,3616.5760282160804
2001-08-06,3590.765644456442
2001-08-07,3597.8130528547204
2001-08-08,3557.7916593518976
2001-08-09,3541.592218140108
2001-08-10,3557.1698978417976
2001-08-13,3558.032499518254
2001-08-14,3575.4899797822586
2001-08-15,3582.5403222114455
2001-08-16,3572.8500923073893
2001-08-17,3531.995817141228
2001-08-20,3532.354085357142
2001-08-21,3536.0402932784723
2001-08-22,3555.7927467647796
2001-08-23,3540.963716475313
2001-08-24,3579.3865012642086
2001-08-27,3570.5744440672966
2001-08-28,3533.504290422962
2001-08-29,3508.7210008785028
2001-08-30,3455.393802945705
2001-08-31,3468.767545953823
2001-09-03,3446.550791629336
2001-09-04,3456.9231330994944
2001-09-05,3422.7780206423968
2001-09-06,3367.089429689609
2001-09-07,3312.5006128955297
2001-09-10,3292.9214550028905
2001-09-11,3248.347479323838
2001-09-12,3221.8923691181144
2001-09-13,3242.3320842160174
2001-09-14,3215.186093069352
2001-09-17,3119.008498899637
2001-09-18,3112.4897475299317
2001-09-19,3079.2714292557266
2001-09-20,2982.5989969907178
2001-09-21,2910.1174721581697
2001-09-24,3011.478930572244
2001-09-25,3043.484721935698
2001-09-26,3045.922622234911
2001-09-27,3072.5325922088855
2001-09-28,3146.6164073490627
2001-10-01,3126.7996334281324
2001-10-02,3168.6712280819875
2001-10-03,3198.3400432212193
2001-10-04,3227.0270290385993
2001-10-05,3211.25730065645
2001-10-08,3187.7876673931178
2001-10-09,3176.555756725644
2001-10-10,3224.059670588752
2001-10-11,3256.08816676005
2001-10-12,3246.2000051803284
2001-10-15,3217.917044704268
2001-10-16,3244.9038581499367
2001-10-17,3238.5559011972164
2001-10-18,3185.971468680683
2001-10-19,3160.277566027473
2001-10-22,3186.4367157206943
2001-10-23,3207.2695890333066
2001-10-24,3202.455882247139
2001-10-25,3214.8561998599134
2001-10-26,3245.5182762821178
2001-10-29,3194.077032003347
2001-10-30,3141.131514558859
2001-10-31,3139.000575850568
2001-11-01,3182.4234055521797
2001-11-02,3181.8941007483977
2001-11-05,3214.9850391729224
2001-11-06,3235.96620389294
2001-11-07,3236.6013064883236
2001-11-08,3262.867559458009
2001-11-09,3255.581245782642
2001-11-12,3226.9347791872538
2001-11-13,3271.014034594948
2001-11-14,3270.123806785519
2001-11-15,3270.18008042765
2001-11-16,3278.4899017282632
2001-11-19,3307.93347033441
2001-11-20,3294.764489309807
2001-11-21,3272.644515467657
2001-11-22,3283.268124336835
2001-11-23,3299.6910744996853
2001-11-26,3312.689626212034
2001-11-27,3295.869564084633
2001-11-28,3247.5216233749634
2001-11-29,3261.5257759894043
2001-11-30,3273.4144032321637
2001-12-03,3231.3254577335147
2001-12-04,3276.420991445825
2001-12-05,3369.5624617198437
2001-12-06,3382.7374712174287
2001-12-07,3348.4313489286214
2001-12-10,3282.762994474082
2001-12-11,3277.6214633653694
2001-12-12,3283.596288217382
2001-12-13,3220.1355937734606
2001-12-14,3214.5711925857067
2001-12-17,3253.0310254357746
2001-12-18,3263.968557379155
2001-12-19,3260.1889272266562
2001-12-20,3232.315858697598
2001-12-21,3237.31874284772
2001-12-24,3234.2967774285808
2001-12-25,3234.0751033122947
2001-12-26,3244.1859812489897
2001-12-27,3290.9518960633573
2001-12-28,3310.2142811472486
2001-12-31,3297.759487873794
2002-01-01,3297.759487873794
2002-01-02,3316.4367748515533
2002-01-03,3366.528715592799
2002-01-04,3398.588092901777
2002-01-07,3381.9649472317706
2002-01-08,3351.6957398722125
2002-01-09,3335.973327325029
2002-01-10,3320.882077118899
2002-01-11,3296.968184607337
2002-01-14,3260.7346622979635
2002-01-15,3275.4073102396724
2002-01-16,3217.0985826962974
2002-01-17,3245.1981320078903
2002-01-18,3228.964210272486
2002-01-21,3224.91172843085
2002-01-22,3190.8493059686566
2002-01-23,3216.872733767453
2002-01-24,3241.2310739025834
2002-01-25,3233.468219464635
2002-01-28,3245.1653127189584
2002-01-29,3165.5197503025115
2002-01-30,3164.718255970309
2002-01-31,3204.728002415194
2002-02-01,3183.5649454428385
2002-02-04,3120.7863828294826
2002-02-05,3083.0645423780334
2002-02-06,3054.262525100542
2002-02-07,3066.457328289517
2002-02-08,3108.1753480291454
2002-02-11,3157.550588607478
2002-02-12,3143.1205746108317
2002-02-13,3164.5506410037515
2002-02-14,3174.0913839670875
2002-02-15,3142.8700787185135
2002-02-18,3136.149799443666
2002-02-19,3071.1896961701523
2002-02-20,3077.4305684282285
2002-02-21,3065.514614394141
2002-02-22,3074.853905913156
2002-02-25,3122.8124196522367
2002-02-26,3127.436972401651
2002-02-27,3145.276577794724
2002-02-28,3141.6112369379907
2002-03-01,3206.550197494395
2002-03-04,3312.5299127436106
2002-03-05,3305.0807229928987
2002-03-06,3350.561776665759
2002-03-07,3372.540784834934
2002-03-08,3389.5215609497354
2002-03-11,3398.4989837116864
2002-03-12,3365.1481277391617
2002-03-13,3334.981139883443
2002-03-14,3346.585056843671
2002-03-15,3386.1537343540376
2002-03-18,3386.073172212411
2002-03-19,3402.50417270089
2002-03-20,3363.153303542916
2002-03-21,3362.4079072268464
2002-03-22,3342.908632573415
2002-03-25,3300.938450992972
2002-03-26,3313.6709956817444
2002-03-27,3329.5230567980557
2002-03-28,3351.7951535517013
2002-03-29,3345.314642274504
2002-04-01,3352.962666675912
2002-04-02,3337.1205790663703
2002-04-03,3321.5243040116866
2002-04-04,3320.2266287548964
2002-04-05,3313.772452488166
2002-04-08,3298.9213625680864
2002-04-09,3280.7453006477795
2002-04-10,3310.747580380673
2002-04-11,3251.967373843997
2002-04-12,3255.1948838716576
2002-04-15,3259.1376610288526
2002-04-16,3337.4730010018825
2002-04-17,3356.6516158755326
2002-04-18,3348.362267301433
2002-04-19,3351.1222921305985
2002-04-22,3314.2848107031286
2002-04-23,3299.900922880625
2002-04-24,3283.680641499801
2002-04-25,3278.53269115719
2002-04-26,3244.27097742063
2002-04-29,3223.425428442405
2002-04-30,3253.5515956804657
2002-05-01,3270.9914119391083
2002-05-02,3266.9083338371497
2002-05-03,3256.1732665666623
2002-05-06,3214.5113194292885
2002-05-07,3194.484220048555
2002-05-08,3289.001650495536
2002-05-09,3264.4673000637645
2002-05-10,3225.6880927035972
2002-05-13,3266.298774015939
2002-05-14,3311.2830322579207
2002-05-15,3327.55010567299
2002-05-16,3339.731905236529
2002-05-17,3362.096749982295
2002-05-20,3334.6456144229446
2002-05-21,3313.4280676398685
2002-05-22,3321.654481045883
2002-05-23,3339.340787962343
2002-05-24,3326.8354965491544
2002-05-27,3322.702536865605
2002-05-28,3308.1404102273605
2002-05-29,3291.621012257014
2002-05-30,3274.848849746358
2002-05-31,3280.24672283681
2002-06-03,3234.147998329461
2002-06-04,3214.3303783670385
2002-06-05,3206.0946319912164
2002-06-06,3173.235233889793
2002-06-07,3159.2595043376964
2002-06-10,3157.943991215251
2002-06-11,3136.4527372069697
2002-06-12,3127.4628745318414
2002-06-13,3091.6535801639848
2002-06-14,3056.001656923925
2002-06-17,3128.4615917147567
2002-06-18,3136.05906157965
2002-06-19,3087.8771134974527
2002-06-20,3053.2223724304454
2002-06-21,3034.3022895302056
2002-06-24,3021.94713784367
2002-06-25,3010.6802462629043
2002-06-26,2974.3996874162563
2002-06-27,3009.053485555899
2002-06-28,3071.1143562377497
2002-07-01,3037.228380925486
2002-07-02,2969.182123463582
2002-07-03,2947.825348606569
2002-07-04,2960.650178781894
2002-07-05,3054.3654735772598
2002-07-08,3047.4220118597855
2002-07-09,3013.732388787203
2002-07-10,2929.6307932879663
2002-07-11,2904.4865862927372
2002-07-12,2892.073958874781
2002-07-15,2848.707125555266
2002-07-16,2822.2688147991666
2002-07-17,2848.523594244667
2002-07-18,2830.529206852639
2002-07-19,2733.429156927276
2002-07-22,2618.251089257667
2002-07-23,2528.4998094699176
2002-07-24,2589.7093584429454
2002-07-25,2608.400527958569
2002-07-26,2618.766206092019
2002-07-29,2739.3039026346905
2002-07-30,2757.477230898303
2002-07-31,2770.684225503556
2002-08-01,2689.4696129156073
2002-08-02,2645.456260096242
2002-08-05,2563.9028831039577
2002-08-06,2615.073816645141
2002-08-07,2642.791004186339
2002-08-08,2724.811953470566
2002-08-09,2755.990678610266
2002-08-12,2730.4307098755944
2002-08-13,2705.195277612624
2002-08-14,2754.770582254189
2002-08-15,2798.219752796221
2002-08-16,2802.9414751734384
2002-08-19,2858.21581333667
2002-08-20,2822.9889974418725
2002-08-21,2858.858453288653
2002-08-22,2895.1149935810217
2002-08-23,2844.8605299390706
2002-08-26,2863.619929506064
2002-08-27,2868.5545912272732
2002-08-28,2796.4425807225207
2002-08-29,2781.494611647008
2002-08-30,2781.0181287051346
2002-09-02,2766.8382820797015
2002-09-03,2663.9459561438975
2002-09-04,2680.9185773273525
2002-09-05,2651.5425253866165
2002-09-06,2695.744682561011
2002-09-09,2698.1750971980337
2002-09-10,2722.410118374476
2002-09-11,2738.0835631014697
2002-09-12,2672.837673927776
2002-09-13,2653.702603699158
2002-09-16,2644.299618226421
2002-09-17,2608.611993001042
2002-09-18,2575.8721197032323
2002-09-19,2526.9657011339077
2002-09-20,2523.3250410195465
2002-09-23,2476.196624023797
2002-09-24,2425.8101161099557
2002-09-25,2463.635728912029
2002-09-26,2532.3830281100572
2002-09-27,2493.3992257274317
2002-09-30,2444.820867718004
2002-10-01,2499.407959645745
2002-10-02,2469.720377837138
2002-10-03,2438.8153076793456
2002-10-04,2385.2011798213653
2002-10-07,2328.444427742063
2002-10-08,2327.6102414955494
2002-10-09,2278.581654119457
2002-10-10,2353.0446482854372
2002-10-11,2453.7833176884933
2002-10-14,2442.964244673823
2002-10-15,2575.401853050779
2002-10-16,2529.9686421674387
2002-10-17,2585.7685605025554
2002-10-18,2588.882550162295
2002-10-21,2624.084476984518
2002-10-22,2601.9408271751827
2002-10-23,2592.459122408976
2002-10-24,2596.3258675912657
2002-10-25,2613.7919062132864
2002-10-28,2621.981487895719
2002-10-29,2568.8275968324965
2002-10-30,2609.6067078596534
2002-10-31,2614.726014852362
2002-11-01,2642.1293805916716
2002-11-04,2689.3024640551143
2002-11-05,2717.9920619019485
2002-11-06,2719.316918889257
2002-11-07,2666.30676616724
2002-11-08,2645.9935488345486
2002-11-11,2596.245663198299
2002-11-12,2624.666207736649
2002-11-13,2608.2812628639563
2002-11-14,2654.7374060418742
2002-11-15,2686.9728550496316
2002-11-18,2678.043399428916
2002-11-19,2667.911924694281
2002-11-20,2694.1327805560727
2002-11-21,2769.117224671911
2002-11-22,2771.9674392351126
2002-11-25,2773.563739849543
2002-11-26,2715.081804010069
2002-11-27,2781.498400705951
2002-11-28,2803.171897498012
2002-11-29,2802.1688103692545
2002-12-02,2798.1091785238414
2002-12-03,2745.9716485445388
2002-12-04,2718.3204383486723
2002-12-05,2687.092863364239
2002-12-06,2700.45461252075
2002-12-09,2634.961649095556
2002-12-10,2665.6421529051104
2002-12-11,2675.8852884736407
2002-12-12,2667.387225927383
2002-12-13,2638.444068300652
2002-12-16,2704.071052713149
2002-12-17,2692.517795209893
2002-12-18,2643.0180045456054
2002-12-19,2627.6234396462623
2002-12-20,2661.095303067908
2002-12-23,2665.6155799146336
2002-12-24,2656.2540253558736
2002-12-25,2655.7400878686467
2002-12-26,2659.5010106419936
2002-12-27,2612.4738092179377
2002-12-30,2627.885250580681
2002-12-31,2640.04404282503
2003-01-01,2640.04404282503
2003-01-02,2711.629969181572
2003-01-03,2724.7661814199805
2003-01-06,2790.7665928201036
2003-01-07,2761.156534248455
2003-01-08,2716.0405653939265
2003-01-09,2758.9951316921197
2003-01-10,2772.702640760471
2003-01-13,2775.642509352112
2003-01-14,2802.303061508754
2003-01-15,2771.1779390722095
2003-01-16,2763.66724760448
2003-01-17,2727.065472520124
2003-01-20,2713.3471875861596
2003-01-21,2677.983690360624
2003-01-22,2645.986340277525
2003-01-23,2670.123948969302
2003-01-24,2618.020458728698
2003-01-27,2559.0757430342674
2003-01-28,2575.2833062838313
2003-01-29,2585.943895771092
2003-01-30,2558.540672063974
2003-01-31,2573.7370413402773
2003-02-03,2601.1740315797792
2003-02-04,2565.1293329199866
2003-02-05,2568.880385725487
2003-02-06,2537.0116793633533
2003-02-07,2511.488859980503
2003-02-10,2511.2686574372824
2003-02-11,2512.9174676574007
2003-02-12,2484.1917644220994
2003-02-13,2489.4522093996293
2003-02-14,2530.983834800271
2003-02-17,2546.7555934205284
2003-02-18,2578.4379001536277
2003-02-19,2551.9860812383004
2003-02-20,2535.6294542483383
2003-02-21,2553.1043361675615
2003-02-24,2514.2318578130116
2003-02-25,2491.7477990854954
2003-02-26,2468.2066696638635
2003-02-27,2489.8401822559767
2003-02-28,2512.5235734382977
2003-03-03,2512.425107707125
2003-03-04,2475.7838664425844
2003-03-05,2489.971098573234
2003-03-06,2464.033327057305
2003-03-07,2455.095250749557
2003-03-10,2391.4467130704365
2003-03-11,2371.6862426054663
2003-03-12,2346.526936547024
2003-03-13,2425.1513609450717
2003-03-14,2455.986073932086
2003-03-17,2521.632215190877
2003-03-18,2534.005038469443
2003-03-19,2551.559440823028
2003-03-20,2559.420707000044
2003-03-21,2610.217799921378
2003-03-24,2535.732308808668
2003-03-25,2557.0041721299604
2003-03-26,2553.862928333369
2003-03-27,2539.6529718170627
2003-03-28,2527.9657178730627
2003-03-31,2475.6453343712956
2003-04-01,2507.1753971401004
2003-04-02,2565.6484786848323
2003-04-03,2556.4593349774673
2003-04-04,2570.2436623724975
2003-04-07,2603.108002220384
2003-04-08,2583.5894920447677
2003-04-09,2562.891755951725
2003-04-10,2569.444136905323
2003-04-11,2563.00169292286
2003-04-14,2600.8903243976574
2003-04-15,2630.9690942716707
2003-04-16,2616.2360363725584
2003-04-17,2647.691303085475
2003-04-18,2647.9241713269184
2003-04-21,2643.09088784459
2003-04-22,2692.987851438186
2003-04-23,2726.9551040335264
2003-04-24,2701.017438706459
2003-04-25,2663.071124084495
2003-04-28,2709.6923151211317
2003-04-29,2715.846927278025
2003-04-30,2736.8784409945542
2003-05-01,2741.032607425019
2003-05-02,2771.653444751878
2003-05-05,2777.002896992194
2003-05-06,2815.096227384895
2003-05-07,2799.3052522481303
2003-05-08,2763.966042962059
2003-05-09,2798.7201139455924
2003-05-12,2829.6098812445994
2003-05-13,2829.0678869723897
2003-05-14,2830.793879332327
2003-05-15,2851.962542619692
2003-05-16,2864.725851691917
2003-05-19,2799.733368700016
2003-05-20,2800.5312641411256
2003-05-21,2805.4174623351337
2003-05-22,2834.6758759274962
2003-05-23,2851.476565245073
2003-05-26,2854.443723601811
2003-05-27,2890.51453614702
2003-05-28,2903.8665194607274
2003-05-29,2911.6153975257275
2003-05-30,2933.5620944811863
2003-06-02,2969.2357623817825
2003-06-03,2967.5790953509454
2003-06-04,3001.9421145202796
2003-06-05,3022.4897781848777
2003-06-06,3032.4929763125533
2003-06-09,3002.8770140660476
2003-06-10,3017.701595339336
2003-06-11,3066.7643897817456
2003-06-12,3076.7356938705684
2003-06-13,3054.307083126354
