Date,WORLD ex UK VALUE
1995-11-30,1982.38224
1995-12-29,2053.47734
1996-01-31,2095.2384
1996-02-29,2102.6679
1996-03-29,2145.71864
1996-04-30,2203.16106
1996-05-31,2190.30131
1996-06-28,2203.25428
1996-07-31,2119.20863
1996-08-30,2140.46954
1996-09-30,2214.1918
1996-10-31,2227.00452
1996-11-29,2361.33982
1996-12-31,2316.6004
1997-01-31,2348.0644179877527
1997-02-28,2369.780765168897
1997-03-31,2325.7773679810393
1997-04-30,2370.1731804573474
1997-05-30,2524.594861303476
1997-06-30,2646.7757855298646
1997-07-31,2766.6665959642028
1997-08-29,2591.585643653945
1997-09-30,2718.035881992578
1997-10-31,2595.3467963463763
1997-11-28,2620.6696233260373
1997-12-31,2657.0626975645264
1998-01-30,2689.840458078449
1998-02-27,2865.001059821493
1998-03-31,3001.683561378824
1998-04-30,3051.105176162237
1998-05-29,3017.9389906481606
1998-06-30,3028.253525927537
1998-07-31,3024.3707484101737
1998-08-31,2548.049322927721
1998-09-30,2585.9863294984384
1998-10-30,2841.4308383050443
1998-11-30,2999.750942068804
1998-12-31,3082.002293010386
1999-01-29,3121.223658290876
1999-02-26,3063.9951277509113
1999-03-31,3203.2083091983845
1999-04-30,3454.989474037912
1999-05-31,3332.3655784800085
1999-06-30,3455.4633318694723
1999-07-30,3457.655193613146
1999-08-31,3400.659622336037
1999-09-30,3322.7198620962363
1999-10-29,3466.187533111692
1999-11-30,3455.686270501876
1999-12-31,3604.461497370708
2000-01-31,3441.997301771254
2000-02-29,3325.990154125486
2000-03-31,3595.156894607385
2000-04-28,3555.854443700783
2000-05-31,3579.8642357391013
2000-06-30,3614.637135465603
2000-07-31,3580.7165514066446
2000-08-31,3699.3589523568435
2000-09-29,3642.305129961966
2000-10-31,3656.073675601326
2000-11-30,3499.078961220459
2000-12-29,3653.7039717750204
2001-01-01,3653.7039717750204
2001-01-02,3627.8884293142946
2001-01-03,3675.775733910868
2001-01-04,3660.0664887835455
2001-01-05,3624.0513588391427
2001-01-08,3625.016773370128
2001-01-09,3601.025380062565
2001-01-10,3604.48324093047
2001-01-11,3606.1804133833975
2001-01-12,3593.5364713324093
2001-01-15,3590.9878189012366
2001-01-16,3614.466764308037
2001-01-17,3617.6744299067
2001-01-18,3639.196442161287
2001-01-19,3613.983525790541
2001-01-22,3623.3343179518884
2001-01-23,3649.9000611566476
2001-01-24,3646.0516931324373
2001-01-25,3657.4289511398765
2001-01-26,3644.8661798679977
2001-01-29,3662.112837979744
2001-01-30,3689.9586334600604
2001-01-31,3695.8415598707506
2001-02-01,3709.7626075556213
2001-02-02,3668.0814984992207
2001-02-05,3687.7324273979916
2001-02-06,3677.15092296979
2001-02-07,3660.152210337671
2001-02-08,3644.8322165733466
2001-02-09,3633.8185591274296
2001-02-12,3661.368627878563
2001-02-13,3649.869473967064
2001-02-14,3622.8886450231325
2001-02-15,3624.8324254701256
2001-02-16,3608.002993427822
2001-02-19,3608.9402636384125
2001-02-20,3569.6190439420834
2001-02-21,3522.9598406530563
2001-02-22,3518.007958852236
2001-02-23,3495.626297783891
2001-02-26,3552.174579113638
2001-02-27,3560.0944618537906
2001-02-28,3530.9178153838548
2001-03-01,3519.5185873151268
2001-03-02,3516.648427602017
2001-03-05,3525.541116328803
2001-03-06,3563.014321148434
2001-03-07,3583.71780604992
2001-03-08,3602.7634467935054
2001-03-09,3560.8378753763245
2001-03-12,3446.926317022559
2001-03-13,3432.1074133357006
2001-03-14,3341.256935117355
2001-03-15,3376.0432877651374
2001-03-16,3305.8147065726644
2001-03-19,3337.733658577047
2001-03-20,3307.7497529237735
2001-03-21,3261.9665132527025
2001-03-22,3164.1749512112683
2001-03-23,3232.607097487517
2001-03-26,3314.6829117069233
2001-03-27,3383.955172193184
2001-03-28,3330.356549903914
2001-03-29,3309.15140445654
2001-03-30,3338.292600276488
2001-04-02,3309.163239722415
2001-04-03,3237.579784361554
2001-04-04,3254.1159740398143
2001-04-05,3341.2352573878907
2001-04-06,3301.135543363541
2001-04-09,3318.59186341749
2001-04-10,3374.7297051597766
2001-04-11,3371.329683770372
2001-04-12,3409.223990698929
2001-04-13,3407.9501897982805
2001-04-16,3403.1294179895476
2001-04-17,3413.395254692002
2001-04-18,3501.3058034250607
2001-04-19,3532.8001427307427
2001-04-20,3514.7539721977378
2001-04-23,3489.4225474104696
2001-04-24,3482.0199745968907
2001-04-25,3515.837925717918
2001-04-26,3546.9951944489117
2001-04-27,3571.784566573842
2001-04-30,3562.3470569533115
2001-05-01,3608.384076872298
2001-05-02,3601.6520605920223
2001-05-03,3571.3876635630018
2001-05-04,3597.4076690594143
2001-05-07,3598.894730831648
2001-05-08,3564.2704471347847
2001-05-09,3555.175445370827
2001-05-10,3573.6328523271804
2001-05-11,3548.655602235871
2001-05-14,3548.632689242315
2001-05-15,3562.412620934036
2001-05-16,3612.279555301924
2001-05-17,3627.076683808566
2001-05-18,3633.9980692220734
2001-05-21,3663.996885551465
2001-05-22,3656.8337352469757
2001-05-23,3623.625286511331
2001-05-24,3626.7500237529453
2001-05-25,3595.6258712812387
2001-05-28,3594.6436717356914
2001-05-29,3577.846816480007
2001-05-30,3542.6552104158427
2001-05-31,3555.789473154419
2001-06-01,3553.717753731253
2001-06-04,3566.8927075447955
2001-06-05,3589.314777805521
2001-06-06,3558.6572779245353
2001-06-07,3558.094633569759
2001-06-08,3541.7379207880963
2001-06-11,3520.819191464349
2001-06-12,3504.2524747509156
2001-06-13,3502.7232785863575
2001-06-14,3459.7721245054627
2001-06-15,3450.326573615112
2001-06-18,3425.1405746943215
2001-06-19,3429.1882394915283
2001-06-20,3428.585048816764
2001-06-21,3464.2931897194835
2001-06-22,3458.848737297866
2001-06-25,3450.762881895699
2001-06-26,3436.441169993362
2001-06-27,3423.050909392182
2001-06-28,3431.323050154158
2001-06-29,3462.3220290261934
2001-07-02,3484.3567632589943
2001-07-03,3478.2432748092106
2001-07-04,3472.437134587189
2001-07-05,3441.7123368813045
2001-07-06,3384.572180224756
2001-07-09,3395.72299525751
2001-07-10,3383.7093945692645
2001-07-11,3370.2160172335393
2001-07-12,3411.2686983964772
2001-07-13,3422.119848788397
2001-07-16,3410.6070371121677
2001-07-17,3412.9386126604695
2001-07-18,3400.538493273683
2001-07-19,3410.5399774827724
2001-07-20,3402.0648067833135
2001-07-23,3358.821535270467
2001-07-24,3321.3766570660987
2001-07-25,3352.2713556055273
2001-07-26,3383.5564967187292
2001-07-27,3395.3281786413786
2001-07-30,3396.640677073257
2001-07-31,3413.9872782521606
2001-08-01,3430.843272824199
2001-08-02,3447.50264275116
2001-08-03,3429.1186141935464
2001-08-06,3407.7226936395314
2001-08-07,3414.172646205007
2001-08-08,3376.201767538708
2001-08-09,3362.4604889664524
2001-08-10,3377.0450555843886
2001-08-13,3377.3711525078897
2001-08-14,3390.0860465676874
2001-08-15,3394.2016513667663
2001-08-16,3387.2151101712925
2001-08-17,3346.8121466147704
2001-08-20,3346.1678812575888
2001-08-21,3344.025874404984
2001-08-22,3363.8729300790296
2001-08-23,3351.596713528374
2001-08-24,3387.3032714938763
2001-08-27,3378.9473012490894
2001-08-28,3340.820261714106
2001-08-29,3314.2980948310487
2001-08-30,3264.379474092627
2001-08-31,3276.9447674183625
2001-09-03,3255.3890871363915
2001-09-04,3261.7759604010375
2001-09-05,3227.0017255922094
2001-09-06,3177.2816685255916
2001-09-07,3127.836427638763
2001-09-10,3111.5168939830114
2001-09-11,3077.2674858372457
2001-09-12,3045.539991399557
2001-09-13,3061.878439299065
2001-09-14,3045.503733363342
2001-09-17,2933.710472402316
2001-09-18,2927.3004905173448
2001-09-19,2900.024630436664
2001-09-20,2809.8378442928115
2001-09-21,2742.3953473910456
2001-09-24,2838.1166980073212
2001-09-25,2867.757044927862
2001-09-26,2863.9489708037313
2001-09-27,2889.883113546515
2001-09-28,2958.6370378477213
2001-10-01,2944.5890552124906
2001-10-02,2986.7868263553564
2001-10-03,3013.40413935746
2001-10-04,3031.87491550029
2001-10-05,3012.7727844190586
2001-10-08,2989.742206590374
2001-10-09,2980.5972754638183
2001-10-10,3024.6774723330054
2001-10-11,3060.757040470396
2001-10-12,3051.329425538892
2001-10-15,3027.5606791236805
2001-10-16,3054.0090887255824
2001-10-17,3036.905691311785
2001-10-18,2989.479584153013
2001-10-19,2972.852930080621
2001-10-22,2999.76313603948
2001-10-23,3014.1214735562303
2001-10-24,3011.3249920940293
2001-10-25,3028.8475161348206
2001-10-26,3051.463099476666
2001-10-29,2999.651019023629
2001-10-30,2949.7629160298325
2001-10-31,2945.479388791426
2001-11-01,2989.0401221563616
2001-11-02,2985.3252997963514
2001-11-05,3015.682163138594
2001-11-06,3036.981708219978
2001-11-07,3033.5594852279046
2001-11-08,3058.997057554178
2001-11-09,3053.1039735835657
2001-11-12,3030.5006846598544
2001-11-13,3070.713244841462
2001-11-14,3073.560723211696
2001-11-15,3078.166043792532
2001-11-16,3084.603656769277
2001-11-19,3113.314002721576
2001-11-20,3100.916182216881
2001-11-21,3078.6415494590765
2001-11-22,3087.5497737018186
2001-11-23,3109.4719346725465
2001-11-26,3121.353028412348
2001-11-27,3104.220761989635
2001-11-28,3055.708594090227
2001-11-29,3069.8122304049994
2001-11-30,3080.5816037288437
2001-12-03,3041.3599928988956
2001-12-04,3085.7478021250895
2001-12-05,3173.978110249263
2001-12-06,3181.3637979348064
2001-12-07,3150.0960652338226
2001-12-10,3088.0787849720555
2001-12-11,3085.167207082349
2001-12-12,3091.56576167766
2001-12-13,3028.637728761088
2001-12-14,3021.458464765465
2001-12-17,3052.846700551301
2001-12-18,3063.442174412515
2001-12-19,3065.4238508464423
2001-12-20,3040.321563447417
2001-12-21,3043.2594703848013
2001-12-24,3036.4744440164045
2001-12-25,3036.2391263177246
2001-12-26,3044.656155041664
2001-12-27,3089.8853495516396
2001-12-28,3109.699329701069
2001-12-31,3095.679660814711
2002-01-01,3095.679660814711
2002-01-02,3118.8605485030375
2002-01-03,3164.977504260057
2002-01-04,3196.454874556213
2002-01-07,3182.2317046159005
2002-01-08,3153.7795838475517
2002-01-09,3142.1355369521903
2002-01-10,3128.975541775733
2002-01-11,3102.617038933774
2002-01-14,3069.8510605412007
2002-01-15,3082.134931321916
2002-01-16,3025.2485111470046
2002-01-17,3053.289795476517
2002-01-18,3038.8704609405618
2002-01-21,3033.9264162099057
2002-01-22,3000.3820954991324
2002-01-23,3027.4070971326123
2002-01-24,3048.5063076269453
2002-01-25,3045.6171168930655
2002-01-28,3055.518087297326
2002-01-29,2978.740784697092
2002-01-30,2980.9516292865524
2002-01-31,3018.4069934411077
2002-02-01,2993.4334354276784
2002-02-04,2929.8990532098765
2002-02-05,2897.078644728483
2002-02-06,2870.5391992997843
2002-02-07,2878.6043548909915
2002-02-08,2920.2883174907483
2002-02-11,2969.822129931612
2002-02-12,2956.419524826551
2002-02-13,2977.6494661775673
2002-02-14,2984.4560060713325
2002-02-15,2952.3484072632345
2002-02-18,2947.690263609303
2002-02-19,2884.13518077075
2002-02-20,2896.953207290725
2002-02-21,2879.917746799177
2002-02-22,2891.0187080786413
2002-02-25,2937.6763729977397
2002-02-26,2938.675233365833
2002-02-27,2953.9776446850587
2002-02-28,2956.8981542652155
2002-03-01,3020.167768045335
2002-03-04,3121.9004942984375
2002-03-05,3115.890466958544
2002-03-06,3158.8948516297933
2002-03-07,3176.8931168534928
2002-03-08,3197.071664128448
2002-03-11,3208.673198796474
2002-03-12,3177.7799967246533
2002-03-13,3143.2685339815184
2002-03-14,3154.022176114811
2002-03-15,3191.7822330991667
2002-03-18,3190.7330210354553
2002-03-19,3208.0391746892383
2002-03-20,3168.3821282709114
2002-03-21,3166.9604264348272
2002-03-22,3148.293169948171
2002-03-25,3108.2837787222115
2002-03-26,3121.304211045455
2002-03-27,3138.0834768416958
2002-03-28,3157.3506194781417
2002-03-29,3150.4782837916932
2002-04-01,3154.5738869187985
2002-04-02,3139.086423684304
2002-04-03,3122.749521868781
2002-04-04,3123.508782249953
2002-04-05,3116.4404615542535
2002-04-08,3106.096669631484
2002-04-09,3088.8841744581614
2002-04-10,3116.8555465771556
2002-04-11,3062.135154079417
2002-04-12,3065.4759625683187
2002-04-15,3064.6350373213627
2002-04-16,3140.4579208689893
2002-04-17,3159.4741175617146
2002-04-18,3152.495813032524
2002-04-19,3154.678930805202
2002-04-22,3117.2938134568385
2002-04-23,3106.5021564566696
2002-04-24,3087.846114451211
2002-04-25,3080.9131250145824
2002-04-26,3048.973052298268
2002-04-29,3025.3877919508786
2002-04-30,3055.5341433286803
2002-05-01,3076.2193998271355
2002-05-02,3068.482435488664
2002-05-03,3054.989179371261
2002-05-06,3011.020945930647
2002-05-07,2997.328339191758
2002-05-08,3089.712114954771
2002-05-09,3063.50223531089
2002-05-10,3024.015154611071
2002-05-13,3064.3220456540585
2002-05-14,3110.5598345901303
2002-05-15,3125.0668739854323
2002-05-16,3137.777479526889
2002-05-17,3162.166063111609
2002-05-20,3134.909683376891
2002-05-21,3113.959420903643
2002-05-22,3126.5682350506368
2002-05-23,3143.687307058049
2002-05-24,3125.9977083736153
2002-05-27,3126.01974312459
2002-05-28,3115.382031330375
2002-05-29,3096.579474310812
2002-05-30,3081.4102124985675
2002-05-31,3082.3993439019423
2002-06-03,3033.782638456692
2002-06-04,3012.237961833167
2002-06-05,3013.1489232050967
2002-06-06,2979.9560149492686
2002-06-07,2968.4401003089747
2002-06-10,2967.6014470863174
2002-06-11,2940.990676332689
2002-06-12,2936.30635451708
2002-06-13,2905.1098394902606
2002-06-14,2878.7091226421767
2002-06-17,2946.022821626224
2002-06-18,2956.138970673143
2002-06-19,2908.1839285661076
2002-06-20,2874.6167802086643
2002-06-21,2852.8947970895
2002-06-24,2842.7551020540523
2002-06-25,2824.303630862299
2002-06-26,2788.918415867772
2002-06-27,2826.119541687374
2002-06-28,2882.857359929392
2002-07-01,2842.5635867994774
2002-07-02,2780.799227153528
2002-07-03,2771.709205228669
2002-07-04,2779.4620342769745
2002-07-05,2866.776599578345
2002-07-08,2856.5230201744093
2002-07-09,2823.3932856355777
2002-07-10,2742.3756181583854
2002-07-11,2730.3222764266334
2002-07-12,2717.9633113660475
2002-07-15,2688.3681796910664
2002-07-16,2654.1126327669563
2002-07-17,2668.738500693499
2002-07-18,2639.5048608401303
2002-07-19,2550.8343559142263
2002-07-22,2447.20939260152
2002-07-23,2357.2307494329602
2002-07-24,2426.647944617204
2002-07-25,2430.496262837603
2002-07-26,2440.706627518385
2002-07-29,2555.383070273121
2002-07-30,2572.915962896967
2002-07-31,2582.3087284294265
2002-08-01,2513.875578089998
2002-08-02,2463.4079295159336
2002-08-05,2383.665523326952
2002-08-06,2431.414888719041
2002-08-07,2465.9069461701374
2002-08-08,2541.955676961335
2002-08-09,2571.063941267802
2002-08-12,2551.363808806593
2002-08-13,2518.9982523528947
2002-08-14,2574.9745044702895
2002-08-15,2609.5339666146165
2002-08-16,2613.0324450587013
2002-08-19,2663.3457496137853
2002-08-20,2629.990586931901
2002-08-21,2666.837313139111
2002-08-22,2700.25796253319
2002-08-23,2651.711276696651
2002-08-26,2670.9718977162656
2002-08-27,2669.0528915882796
2002-08-28,2606.7930638642006
2002-08-29,2592.9866930596886
2002-08-30,2592.179576756416
2002-09-02,2581.2336653505376
2002-09-03,2483.3130418153723
2002-09-04,2502.997618854355
2002-09-05,2473.0927463965236
2002-09-06,2512.801837816242
2002-09-09,2520.983803861315
2002-09-10,2538.50989140884
2002-09-11,2554.1260407921764
2002-09-12,2494.48309502237
2002-09-13,2479.9454896370526
2002-09-16,2469.4332612469125
2002-09-17,2436.5187438383055
2002-09-18,2412.6508170026527
2002-09-19,2364.0270614141323
2002-09-20,2355.7351335979515
2002-09-23,2314.355414371147
2002-09-24,2267.802856799364
2002-09-25,2307.873630874797
2002-09-26,2369.313980401589
2002-09-27,2325.1955405429735
2002-09-30,2286.711103789226
2002-10-01,2340.094607895054
2002-10-02,2301.21614784618
2002-10-03,2269.6484633953755
2002-10-04,2218.290449729247
2002-10-07,2160.944467159923
2002-10-08,2165.060094981153
2002-10-09,2110.897174479782
2002-10-10,2185.971401977982
2002-10-11,2276.7815836975765
2002-10-14,2271.4999690643685
2002-10-15,2394.0382176798503
2002-10-16,2352.0593238570655
2002-10-17,2402.6210583676952
2002-10-18,2407.5943656892064
2002-10-21,2445.536751502578
2002-10-22,2425.00790752621
2002-10-23,2421.757302084264
2002-10-24,2414.840266591309
2002-10-25,2437.1261005814026
2002-10-28,2441.8691229977435
2002-10-29,2399.111215197392
2002-10-30,2437.2703193873613
2002-10-31,2438.0145248103595
2002-11-01,2470.270736930134
2002-11-04,2510.1520142903955
2002-11-05,2538.8837310979998
2002-11-06,2546.5461556486225
2002-11-07,2486.948126402945
2002-11-08,2468.2027498236703
2002-11-11,2416.9123992770146
2002-11-12,2438.9607274680598
2002-11-13,2425.6645021469094
2002-11-14,2474.906612392595
2002-11-15,2503.849084005087
2002-11-18,2489.6713556662853
2002-11-19,2479.575921111436
2002-11-20,2510.3829166803093
2002-11-21,2580.4490774490373
2002-11-22,2583.6342354819712
2002-11-25,2593.2703209809965
2002-11-26,2537.0074739185397
2002-11-27,2604.4300317954717
2002-11-28,2619.006591829643
2002-11-29,2619.1585281734065
2002-12-02,2615.59163300713
2002-12-03,2565.6451523407004
2002-12-04,2538.7094677237137
2002-12-05,2507.2576427140443
2002-12-06,2522.282718656378
2002-12-09,2459.943726095203
2002-12-10,2494.333803744174
2002-12-11,2500.187793546396
2002-12-12,2495.576239777683
2002-12-13,2468.1443116635
2002-12-16,2527.2354541371606
2002-12-17,2518.2489566121
2002-12-18,2471.6239351356153
2002-12-19,2455.1117142634603
2002-12-20,2486.548894277254
2002-12-23,2489.7055978024596
2002-12-24,2478.7974204023044
2002-12-25,2478.2518586376905
2002-12-26,2482.3082653810934
2002-12-27,2440.6690232192273
2002-12-30,2450.547807790658
2002-12-31,2459.404160894281
2003-01-01,2459.404160894281
2003-01-02,2531.3391439667985
2003-01-03,2542.656485737476
2003-01-06,2610.578487446666
2003-01-07,2584.028510890827
2003-01-08,2541.3309523656258
2003-01-09,2584.714301614601
2003-01-10,2593.980737119535
2003-01-13,2599.411687553346
2003-01-14,2627.0914174775944
2003-01-15,2600.2155039532645
2003-01-16,2591.633364050611
2003-01-17,2556.7412392452206
2003-01-20,2548.5430469304983
2003-01-21,2513.5365158551945
2003-01-22,2483.282159265907
2003-01-23,2511.84717008214
2003-01-24,2455.5944370888587
2003-01-27,2402.557407296228
2003-01-28,2418.1930229216246
2003-01-29,2430.305134029167
2003-01-30,2393.6425685997356
2003-01-31,2411.8881098291845
2003-02-03,2430.6346973041286
2003-02-04,2399.359157516127
2003-02-05,2394.763938462876
2003-02-06,2369.8591149183785
2003-02-07,2342.858612889395
2003-02-10,2345.4074893288257
2003-02-11,2341.4501016988133
2003-02-12,2314.2433719471746
2003-02-13,2318.3033176870413
2003-02-14,2364.2723307000456
2003-02-17,2376.4671951002047
2003-02-18,2409.2159235848303
2003-02-19,2386.196250941912
2003-02-20,2366.629576834703
2003-02-21,2383.007807003873
2003-02-24,2344.188654044205
2003-02-25,2329.148936017105
2003-02-26,2303.860399590607
2003-02-27,2328.8938143084893
2003-02-28,2346.2301790092856
2003-03-03,2342.1409490527017
2003-03-04,2308.1605708905267
2003-03-05,2323.6870026286656
2003-03-06,2296.1958602159757
2003-03-07,2292.4982706836463
2003-03-10,2232.24719472793
2003-03-11,2208.3917754463155
2003-03-12,2194.238720999323
2003-03-13,2262.159425683882
2003-03-14,2288.5280230136123
2003-03-17,2349.4903704602098
2003-03-18,2362.96861326511
2003-03-19,2379.045238895579
2003-03-20,2386.709503609588
2003-03-21,2433.048005796973
2003-03-24,2361.426447937292
2003-03-25,2384.8972341087947
2003-03-26,2378.6158943047662
2003-03-27,2370.1594619743755
2003-03-28,2359.660772042643
2003-03-31,2309.4308468909317
2003-04-01,2337.7182343172185
2003-04-02,2394.7506739205105
2003-04-03,2382.358312696605
2003-04-04,2395.4925862558034
2003-04-07,2423.3777852172943
2003-04-08,2408.912928050927
2003-04-09,2386.6570864102064
2003-04-10,2393.7789707427123
2003-04-11,2387.1936147052656
2003-04-14,2423.2565920643156
2003-04-15,2449.279311065918
2003-04-16,2436.905746049267
2003-04-17,2467.914803533425
2003-04-18,2468.1621195323655
2003-04-21,2466.286711670461
2003-04-22,2513.444324646316
2003-04-23,2544.524602826696
2003-04-24,2519.255225085054
2003-04-25,2483.99001882493
2003-04-28,2526.0464006461307
2003-04-29,2532.362499749912
2003-04-30,2555.2571506764893
2003-05-01,2563.0138406462606
2003-05-02,2590.0445982464894
2003-05-05,2595.0643613976436
2003-05-06,2628.777238755345
2003-05-07,2617.8594389075465
2003-05-08,2584.378216557495
2003-05-09,2616.767294107281
2003-05-12,2647.0848243059622
2003-05-13,2645.732821692057
2003-05-14,2646.382802187745
2003-05-15,2662.783492435279
2003-05-16,2673.9537299266963
2003-05-19,2610.5834046413947
2003-05-20,2608.423213408983
2003-05-21,2614.583525321943
2003-05-22,2643.2822368094976
2003-05-23,2659.7100348851245
2003-05-26,2662.6920127292065
2003-05-27,2699.2375716610713
2003-05-28,2706.729068529924
2003-05-29,2708.851052105802
2003-05-30,2736.992639333668
2003-06-02,2767.864357739623
2003-06-03,2768.278931318064
2003-06-04,2803.2123826257653
2003-06-05,2821.5802692535135
2003-06-06,2825.837329876347
2003-06-09,2799.844416852123
2003-06-10,2816.318814638421
2003-06-11,2860.2663655636543
2003-06-12,2868.444238546411
