Date,NORDIC COUNTRIES GROWTH
1998-12-31,100.0
1999-01-29,113.3434438208506
1999-02-26,110.14719045499821
1999-03-31,117.93255388530547
1999-04-30,123.12670612392505
1999-05-31,121.09153728466504
1999-06-30,140.7240257725377
1999-07-30,138.39709815078012
1999-08-31,136.93004684342938
1999-09-30,140.1043337253112
1999-10-29,170.3202181774566
1999-11-30,209.6783132347007
1999-12-31,261.2822348888593
2000-01-31,272.8265661546038
2000-02-29,324.49478536060354
2000-03-31,325.1711711959255
2000-04-28,351.7652156155308
2000-05-31,317.3097495061368
2000-06-30,301.67993675371173
2000-07-31,287.52934310531884
2000-08-31,303.1163474158519
2000-09-29,264.00128202702473
2000-10-31,263.4256486261421
2000-11-30,245.8408403780679
2000-12-29,237.88767679952093
2001-01-01,237.88767679952093
2001-01-02,231.48330889894441
2001-01-03,214.56696369393174
2001-01-04,236.78655817757254
2001-01-05,236.3902581663813
2001-01-08,229.5306653761684
2001-01-09,215.52513281643115
2001-01-10,213.58666786986367
2001-01-11,224.4913149322229
2001-01-12,230.3368824877363
2001-01-15,231.17569357404176
2001-01-16,220.69084331775403
2001-01-17,232.99387116481856
2001-01-18,234.32896396769678
2001-01-19,232.26404848944208
2001-01-22,229.01394490945597
2001-01-23,224.57449487169396
2001-01-24,228.47844193006347
2001-01-25,227.86403105186434
2001-01-26,219.16031392963993
2001-01-29,218.65894427402728
2001-01-30,213.09683361145196
2001-01-31,217.84422149465843
2001-02-01,209.82052315010648
2001-02-02,207.0031000294996
2001-02-05,202.05391883729442
2001-02-06,207.98649154400042
2001-02-07,199.765197489085
2001-02-08,196.89936096724048
2001-02-09,182.84294566246706
2001-02-12,186.82481393011093
2001-02-13,186.19660362516342
2001-02-14,175.25247982120928
2001-02-15,188.24658444211633
2001-02-16,177.47731643343596
2001-02-19,174.03431781064518
2001-02-20,173.3989191437358
2001-02-21,168.45132504506552
2001-02-22,159.81544779280892
2001-02-23,152.6777598887498
2001-02-26,158.06919050691553
2001-02-27,160.86958926415355
2001-02-28,159.22549709449385
2001-03-01,155.2772235300808
2001-03-02,160.34843418689178
2001-03-05,166.76817304739996
2001-03-06,172.9649466572154
2001-03-07,170.5322127899185
2001-03-08,165.01712306412443
2001-03-09,160.41258545910338
2001-03-12,144.8910240730052
2001-03-13,144.33083933139517
2001-03-14,143.49568759131088
2001-03-15,152.55568054918191
2001-03-16,146.5592266160882
2001-03-19,149.36998835896387
2001-03-20,156.79739509701392
2001-03-21,151.52962312614187
2001-03-22,144.03361400679296
2001-03-23,152.85874663939234
2001-03-26,159.82238398071448
2001-03-27,158.6217522024078
2001-03-28,154.79727586849907
2001-03-29,148.03754364623848
2001-03-30,147.22786117790218
2001-04-02,146.17278812298235
2001-04-03,138.09695946842479
2001-04-04,135.41861932138664
2001-04-05,146.20978455635097
2001-04-06,144.5723512271488
2001-04-09,146.02146834491367
2001-04-10,153.4652252919659
2001-04-11,157.74308463523636
2001-04-12,156.2310182325216
2001-04-13,156.2310182325216
2001-04-16,156.501705101606
2001-04-17,152.218580331234
2001-04-18,167.03547460626396
2001-04-19,169.89553514245318
2001-04-20,168.04125674222536
2001-04-23,164.70389457538548
2001-04-24,164.3334929612016
2001-04-25,164.27519901506236
2001-04-26,166.7780446025075
2001-04-27,173.35354856134384
2001-04-30,179.97982401725326
2001-05-01,179.84747115901052
2001-05-02,180.5663573752073
2001-05-03,175.84719730015732
2001-05-04,176.57286651964543
2001-05-07,178.66177525734926
2001-05-08,177.31332279307
2001-05-09,173.5868240606389
2001-05-10,179.63038489618327
2001-05-11,177.27974541242554
2001-05-14,173.21002610957967
2001-05-15,173.09380337966869
2001-05-16,172.1119665155941
2001-05-17,179.88892818504297
2001-05-18,185.98602788676703
2001-05-21,188.99048329484458
2001-05-22,192.11447538376265
2001-05-23,187.72504666052305
2001-05-24,187.818459666085
2001-05-25,184.50328817772532
2001-05-28,183.68970124222355
2001-05-29,181.88850050600016
2001-05-30,175.0872404007195
2001-05-31,173.47298306975563
2001-06-01,173.04023855694496
2001-06-04,173.10410531552222
2001-06-05,178.0230568190508
2001-06-06,177.81481855446722
2001-06-07,175.69636412816675
2001-06-08,173.3619013858894
2001-06-11,168.99004745476333
2001-06-12,147.21953242348445
2001-06-13,152.17055119093462
2001-06-14,144.92468254320866
2001-06-15,145.416662905389
2001-06-18,145.73773176053928
2001-06-19,147.74048899664479
2001-06-20,144.30053494510057
2001-06-21,146.55696484864703
2001-06-22,146.7419150205019
2001-06-25,145.968757874093
2001-06-26,143.43550987827547
2001-06-27,144.39966382967984
2001-06-28,146.14159346070983
2001-06-29,149.99894864498097
2001-07-02,152.4942392505281
2001-07-03,151.05502955870168
2001-07-04,147.6340751661459
2001-07-05,142.4848322654207
2001-07-06,135.78781567389285
2001-07-09,134.24127297495053
2001-07-10,132.91265348710465
2001-07-11,129.42830760637798
2001-07-12,134.6612611769127
2001-07-13,133.48134538352602
2001-07-16,131.87836845841827
2001-07-17,129.02744030650734
2001-07-18,127.59723353103738
2001-07-19,136.4650282288794
2001-07-20,132.84552214101595
2001-07-23,132.78604934335175
2001-07-24,132.30692739387428
2001-07-25,130.39699782758672
2001-07-26,131.99534413217495
2001-07-27,137.8945713986982
2001-07-30,142.22580442952773
2001-07-31,144.88435275948498
2001-08-01,143.28225752708423
2001-08-02,146.10345869725293
2001-08-03,144.01497371444347
2001-08-06,141.95504085308224
2001-08-07,143.27079319570325
2001-08-08,139.86115916104322
2001-08-09,133.13808094714074
2001-08-10,129.01471437220914
2001-08-13,130.51913942769548
2001-08-14,133.7980731050416
2001-08-15,130.91277807579263
2001-08-16,127.11059488296516
2001-08-17,123.68025935713042
2001-08-20,122.26560934896851
2001-08-21,124.5122652915187
2001-08-22,123.92215878342704
2001-08-23,125.92557871259642
2001-08-24,127.65284764212136
2001-08-27,126.6977109169462
2001-08-28,123.26979048514322
2001-08-29,119.83575999322906
2001-08-30,115.35124359516333
2001-08-31,116.16291716392053
2001-09-03,115.26422666665546
2001-09-04,112.97022012943948
2001-09-05,108.79961974979777
2001-09-06,106.97019228275326
2001-09-07,103.03580845404332
2001-09-10,104.3635637198087
2001-09-11,99.5739457355121
2001-09-12,105.0091274524032
2001-09-13,105.93565185743614
2001-09-14,101.6227867264399
2001-09-17,105.11921946981373
2001-09-18,103.53418322084711
2001-09-19,103.20061924873889
2001-09-20,100.56771591427805
2001-09-21,97.80217118553051
2001-09-24,104.38651903643093
2001-09-25,106.4431122825477
2001-09-26,105.2009559912981
2001-09-27,101.21425252290315
2001-09-28,105.83747423871074
2001-10-01,100.62185360002822
2001-10-02,102.8787500491331
2001-10-03,100.78924903479583
2001-10-04,107.86143242447464
2001-10-05,108.73079086067025
2001-10-08,109.80426372719681
2001-10-09,111.38005216191392
2001-10-10,113.56531845477535
2001-10-11,119.9915588327551
2001-10-12,119.63761289827882
2001-10-15,116.7205247325641
2001-10-16,118.99735033577883
2001-10-17,124.88526510451538
2001-10-18,119.30821753876418
2001-10-19,120.43958600329336
2001-10-22,122.22745071571985
2001-10-23,127.93488142865641
2001-10-24,128.80401327373863
2001-10-25,125.57484284577389
2001-10-26,131.2175330719315
2001-10-29,127.14488028366299
2001-10-30,121.15999165457002
2001-10-31,125.27709461959206
2001-11-01,125.22905757504812
2001-11-02,126.85635384608935
2001-11-05,131.6101914411882
2001-11-06,134.1109275485763
2001-11-07,132.66515681572812
2001-11-08,137.67427974793281
2001-11-09,134.09857488304132
2001-11-12,130.62442332099704
2001-11-13,138.4295158919682
2001-11-14,140.71152225779684
2001-11-15,143.766163957297
2001-11-16,145.41179845291495
2001-11-19,144.03720032630085
2001-11-20,139.83981162645009
2001-11-21,139.31402197934955
2001-11-22,144.65555811731846
2001-11-23,144.73626608543935
2001-11-26,146.82501105942043
2001-11-27,141.77811965501127
2001-11-28,138.96464318979247
2001-11-29,137.1235703724874
2001-11-30,140.90727475016786
2001-12-03,138.98484734831737
2001-12-04,143.8556104396891
2001-12-05,151.58126703054745
2001-12-06,151.18483210718415
2001-12-07,151.05189744268054
2001-12-10,147.16600128650563
2001-12-11,150.95470104946588
2001-12-12,148.44032715635717
2001-12-13,142.5514104395472
2001-12-14,140.1043438288529
2001-12-17,144.0225296346037
2001-12-18,144.80687222134142
2001-12-19,141.16751418233
2001-12-20,138.35589304889845
2001-12-21,142.10762868993098
2001-12-24,141.92964598820703
2001-12-25,141.92964598820703
2001-12-26,141.73007365912972
2001-12-27,145.14342829199958
2001-12-28,148.7316450930353
2001-12-31,148.62819394337393
2002-01-01,148.62819394337393
2002-01-02,145.63742884327803
2002-01-03,152.37018733075575
2002-01-04,152.21672554289054
2002-01-07,151.0831507494365
2002-01-08,144.07837500020378
2002-01-09,142.59696424254744
2002-01-10,140.01791708940956
2002-01-11,142.4254908037697
2002-01-14,135.08806706872124
2002-01-15,135.27265146260507
2002-01-16,133.5042220953481
2002-01-17,135.96579915187823
2002-01-18,134.43584733637033
2002-01-21,129.93448851178786
2002-01-22,129.43650960843746
2002-01-23,130.54168819933318
2002-01-24,138.4959107833838
2002-01-25,135.73492079276693
2002-01-28,136.78643711493885
2002-01-29,134.90410764118877
2002-01-30,131.61096388233562
2002-01-31,136.34930391260977
2002-02-01,137.22871943769093
2002-02-04,135.70907504556914
2002-02-05,130.90791649871397
2002-02-06,129.1879138003435
2002-02-07,131.29163497638555
2002-02-08,129.8661860960453
2002-02-11,133.12978407930228
2002-02-12,133.5565194800648
2002-02-13,134.36727223113724
2002-02-14,134.85675922069032
2002-02-15,131.1937856681714
2002-02-18,129.6136461871497
2002-02-19,125.7304484546399
2002-02-20,123.82412803904295
2002-02-21,125.89906121093117
2002-02-22,122.46049123617749
2002-02-25,126.23079424169812
2002-02-26,127.9078907360018
2002-02-27,131.35909488876393
2002-02-28,131.0039089600068
2002-03-01,131.41016508818112
2002-03-04,138.93635288814332
2002-03-05,138.4150968311625
2002-03-06,139.34041404212866
2002-03-07,142.39757190387147
2002-03-08,144.3175490302545
2002-03-11,141.4846282167789
2002-03-12,135.240726824637
2002-03-13,134.50411452878902
2002-03-14,133.26122128886902
2002-03-15,133.6290944128935
2002-03-18,136.3468177522339
2002-03-19,134.06739943124643
2002-03-20,130.66061488120522
2002-03-21,130.44059299285826
2002-03-22,134.05006237994493
2002-03-25,133.07091019612503
2002-03-26,131.80603996368157
2002-03-27,132.7351181046996
2002-03-28,132.76965836739456
2002-03-29,132.76965836739456
2002-04-01,132.83743034494827
2002-04-02,129.8769963116193
2002-04-03,129.2398988400524
