Date,EAFE ex UK GROWTH
1998-12-31,100.0
1999-01-29,103.59561997574451
1999-02-26,102.58634914043695
1999-03-31,105.83167112940332
1999-04-30,109.92968449511815
1999-05-31,106.87526215766329
1999-06-30,113.25627273671935
1999-07-30,112.00306255535399
1999-08-31,114.3780685629023
1999-09-30,116.47959880441945
1999-10-29,123.95363602315918
1999-11-30,140.05137152403665
1999-12-31,157.82992552992633
2000-01-31,153.4750840645746
2000-02-29,166.877821444785
2000-03-31,169.39917457239085
2000-04-28,163.76103014637
2000-05-31,151.77144072990018
2000-06-30,152.52223992825756
2000-07-31,145.78284728125095
2000-08-31,153.02140386060572
2000-09-29,142.50805224751429
2000-10-31,140.8460604401608
2000-11-30,130.74949356243783
2000-12-29,122.30814809797036
2001-01-01,122.30814809797036
2001-01-02,120.2271880733601
2001-01-03,118.91843507117349
2001-01-04,121.52971203919496
2001-01-05,120.77718788510288
2001-01-08,119.85616857576954
2001-01-09,118.71436365652195
2001-01-10,118.08928310534883
2001-01-11,118.50655609787687
2001-01-12,120.4792228713982
2001-01-15,120.78557283531617
2001-01-16,120.26216465837462
2001-01-17,123.2587296173317
2001-01-18,123.10345891079909
2001-01-19,124.20752349002315
2001-01-22,124.03392935602871
2001-01-23,123.11263250214188
2001-01-24,124.05620950951625
2001-01-25,124.43120559158503
2001-01-26,123.4417723908481
2001-01-29,123.59765303972736
2001-01-30,122.98168729670004
2001-01-31,124.00337009588567
2001-02-01,122.60206590499791
2001-02-02,121.33829499012603
2001-02-05,119.87335514541842
2001-02-06,120.68149915283263
2001-02-07,119.02903428438516
2001-02-08,119.46045906077991
2001-02-09,117.19029364039908
2001-02-12,117.81272476723122
2001-02-13,117.5820264333334
2001-02-14,115.17672576886321
2001-02-15,117.95411088390291
2001-02-16,115.46882402676273
2001-02-19,114.39714105601011
2001-02-20,114.74326142995804
2001-02-21,112.81768241284497
2001-02-22,111.97316400695192
2001-02-23,110.37076390813104
2001-02-26,111.68172850495898
2001-02-27,111.47616024439118
2001-02-28,110.45841463361546
2001-03-01,108.34668832023428
2001-03-02,107.08962683282189
2001-03-05,108.52347323596169
2001-03-06,110.49050277273928
2001-03-07,110.72170058121702
2001-03-08,109.38279145395802
2001-03-09,108.24898323920442
2001-03-12,104.83225490490959
2001-03-13,103.93801307427182
2001-03-14,103.10980998686603
2001-03-15,105.20504322558688
2001-03-16,103.9506997838022
2001-03-19,103.79963310670246
2001-03-20,104.72702988097502
2001-03-21,105.37264985068876
2001-03-22,102.47353568491368
2001-03-23,105.75414399022713
2001-03-26,109.48562632721563
2001-03-27,109.97710184061069
2001-03-28,109.67321797723923
2001-03-29,107.71782377884774
2001-03-30,107.00238926054281
2001-04-02,106.10568389832962
2001-04-03,104.11345179185741
2001-04-04,103.88817858396663
2001-04-05,106.93757767429383
2001-04-06,106.72096699789888
2001-04-09,105.91249035764827
2001-04-10,107.48817606027627
2001-04-11,109.2618939013635
2001-04-12,109.4416610765942
2001-04-13,109.26251406524717
2001-04-16,109.2714700736255
2001-04-17,108.58980405691473
2001-04-18,113.13208007634735
2001-04-19,113.25441986333612
2001-04-20,111.50801437079122
2001-04-23,110.51165467246928
2001-04-24,110.71231585600567
2001-04-25,110.63124736301293
2001-04-26,111.46895472856869
2001-04-27,112.6535581824618
2001-04-30,114.35021598754258
2001-05-01,115.81521567181102
2001-05-02,115.94263122604865
2001-05-03,114.72773849766048
2001-05-04,114.63166068866437
2001-05-07,115.46340577156033
2001-05-08,114.95582011873812
2001-05-09,113.80418198893585
2001-05-10,114.90774586419452
2001-05-11,115.05153393571777
2001-05-14,113.46498486242388
2001-05-15,113.7670411630456
2001-05-16,112.48090756223573
2001-05-17,114.6531240104616
2001-05-18,114.9553057604235
2001-05-21,116.10316456129131
2001-05-22,117.33279529766483
2001-05-23,117.67627451434254
2001-05-24,117.62537064033799
2001-05-25,116.64462775717257
2001-05-28,116.4002053818307
2001-05-29,116.54244214243516
2001-05-30,114.04187266244901
2001-05-31,114.20081212012147
2001-06-01,113.9782361781358
2001-06-04,114.13980078866626
2001-06-05,114.76417737525472
2001-06-06,114.58235383390594
2001-06-07,114.40691572541532
2001-06-08,114.47766639819801
2001-06-11,113.45107925739076
2001-06-12,109.63496686161264
2001-06-13,110.03600922106907
2001-06-14,108.81547111529984
2001-06-15,107.3795873886157
2001-06-18,106.44233504503546
2001-06-19,106.67905059139899
2001-06-20,106.5177274635406
2001-06-21,106.73934057379206
2001-06-22,107.214396422819
2001-06-25,106.33265614064099
2001-06-26,105.53712085442018
2001-06-27,105.02529622770808
2001-06-28,106.25901456227683
2001-06-29,107.98830265661604
2001-07-02,108.66987333389245
2001-07-03,107.96798593617616
2001-07-04,106.92626995364101
2001-07-05,105.94601010656585
2001-07-06,102.9993423903706
2001-07-09,102.65016107904748
2001-07-10,102.0837348741237
2001-07-11,100.75655475033616
2001-07-12,102.70220743400881
2001-07-13,102.6072323990438
2001-07-16,102.01551597035059
2001-07-17,101.27473113716125
2001-07-18,99.12327651574984
2001-07-19,101.03825173629703
2001-07-20,100.1162571552051
2001-07-23,99.77379330321739
2001-07-24,99.07341431011605
2001-07-25,97.99288599361097
2001-07-26,98.47331313345214
2001-07-27,99.63703693236451
2001-07-30,99.80171956673013
2001-07-31,101.39466788926941
2001-08-01,101.88934620855382
2001-08-02,102.95250095708221
2001-08-03,101.74576824658608
2001-08-06,101.94941748567592
2001-08-07,102.29262528427178
2001-08-08,101.34464494494027
2001-08-09,98.3642178485782
2001-08-10,97.47067579713546
2001-08-13,97.42495224263489
2001-08-14,98.9301242157704
2001-08-15,98.20146948454405
2001-08-16,96.60768775913031
2001-08-17,95.20668704197271
2001-08-20,94.64654695057092
2001-08-21,95.36401491234241
2001-08-22,95.03118341871786
2001-08-23,95.18414065014964
2001-08-24,96.27114495790859
2001-08-27,96.68043195632579
2001-08-28,95.41620735919467
2001-08-29,94.78487702921448
2001-08-30,92.96101205574325
2001-08-31,92.67889621466686
2001-09-03,91.16579685943988
2001-09-04,93.19150139551482
2001-09-05,91.33670382818059
2001-09-06,89.69041400601341
2001-09-07,87.97422277312629
2001-09-10,86.97018283269391
2001-09-11,84.02515987674337
2001-09-12,82.84423401157343
2001-09-13,83.32672985208977
2001-09-14,81.288637939427
2001-09-17,80.8752227797196
2001-09-18,80.8387238893624
2001-09-19,80.59654303796832
2001-09-20,78.55344487509039
2001-09-21,76.71700220298757
2001-09-24,79.13145221611319
2001-09-25,80.21930035462245
2001-09-26,80.41066282269482
2001-09-27,80.68668987309452
2001-09-28,83.22936406409531
2001-10-01,82.28181704515059
2001-10-02,83.32980979964083
2001-10-03,82.71288824142594
2001-10-04,85.5208528525301
2001-10-05,85.2581319628384
2001-10-08,85.4641801005127
2001-10-09,84.9351025080011
2001-10-10,86.2926098991147
2001-10-11,88.44676100864073
2001-10-12,88.42429346135073
2001-10-15,87.14371109774686
2001-10-16,87.97810670100846
2001-10-17,89.74584800656594
2001-10-18,88.41638514564836
2001-10-19,88.269098121652
2001-10-22,89.47798645022885
2001-10-23,91.46426001641765
2001-10-24,91.77653702852923
2001-10-25,90.45107878104018
2001-10-26,91.48573918539992
2001-10-29,89.30204400985453
2001-10-30,87.13138433952675
2001-10-31,87.87306164941397
2001-11-01,88.38586814364632
2001-11-02,88.57359703979081
2001-11-05,90.87348142201886
2001-11-06,91.6294673480273
2001-11-07,91.1361566912941
2001-11-08,93.17711984834555
2001-11-09,92.17353552698079
2001-11-12,90.38672692796882
2001-11-13,92.33462444472354
2001-11-14,92.94093155960574
2001-11-15,94.46167032426699
2001-11-16,94.66527861717925
2001-11-19,96.06176856504311
2001-11-20,94.91422919380338
2001-11-21,94.73556738673305
2001-11-22,95.13181414354358
2001-11-23,94.85615005023034
2001-11-26,95.51648198552064
2001-11-27,94.58400256308411
2001-11-28,92.93982223467012
2001-11-29,92.8721461364415
2001-11-30,93.59510548432681
2001-12-03,92.85665000226626
2001-12-04,93.89774746669534
2001-12-05,96.40878295397842
2001-12-06,96.2148889529404
2001-12-07,95.32280684551733
2001-12-10,93.68673919531814
2001-12-11,93.81861149336913
2001-12-12,93.59280126291944
2001-12-13,91.568865342825
2001-12-14,90.40735258058075
2001-12-17,91.25952048192178
2001-12-18,91.6731885330296
2001-12-19,91.36534916653142
2001-12-20,91.31440515931564
2001-12-21,92.2888176835788
2001-12-24,92.57516467957846
2001-12-25,92.40616757133948
2001-12-26,92.11072730233165
2001-12-27,93.31919907755315
2001-12-28,94.56353904181239
2001-12-31,94.2949911735998
2002-01-01,94.2949911735998
2002-01-02,92.78003247295123
2002-01-03,93.94387580632196
2002-01-04,94.97423658962767
2002-01-07,94.43133516763051
2002-01-08,92.90333147134636
2002-01-09,92.97805220062523
2002-01-10,91.63450685905518
2002-01-11,92.14069078704281
2002-01-14,90.63271628659302
2002-01-15,90.79213233335183
2002-01-16,90.4341959615442
2002-01-17,91.20430934745924
2002-01-18,91.2199280793008
2002-01-21,90.67718673673627
2002-01-22,90.08160304195604
2002-01-23,90.32141710642746
2002-01-24,91.6551737932237
2002-01-25,92.01807523024837
2002-01-28,93.03679061057981
2002-01-29,91.7552751832646
2002-01-30,90.52147966568978
2002-01-31,91.53295107731327
2002-02-01,91.19124528840759
2002-02-04,90.16071099208769
2002-02-05,88.4658743007193
2002-02-06,88.01336253922194
2002-02-07,88.92408900512547
2002-02-08,88.68720558430414
2002-02-11,89.39564283678388
2002-02-12,90.09700855541908
2002-02-13,90.87043628831277
2002-02-14,91.74809014912984
2002-02-15,90.81308372853745
2002-02-18,90.60397012190613
2002-02-19,88.73943109480398
2002-02-20,88.47565694411512
2002-02-21,89.78800842319643
2002-02-22,89.07827260982596
2002-02-25,89.90393372184165
2002-02-26,90.14033155534753
2002-02-27,91.95890796753798
2002-02-28,92.50326229736297
2002-03-01,93.14932452942239
2002-03-04,95.85205110425771
2002-03-05,95.48523271897535
2002-03-06,95.62708383522839
2002-03-07,97.22522788059025
2002-03-08,97.56387127460562
2002-03-11,97.6028353195029
2002-03-12,96.3535398018512
2002-03-13,95.2651410324053
2002-03-14,95.6148683586957
2002-03-15,96.17200626945146
2002-03-18,95.97715423909797
2002-03-19,96.64763906357835
2002-03-20,95.62949920856917
2002-03-21,95.33299296790129
2002-03-22,95.15211537637633
2002-03-25,94.66029981923052
2002-03-26,94.68766431736528
2002-03-27,95.16726506957954
2002-03-28,95.99219575932398
2002-03-29,95.43072698493286
2002-04-01,94.92116702893976
2002-04-02,94.72345611023555
2002-04-03,94.9863646749126
