Date,PACIFIC GROWTH
1998-12-31,100.0
1999-01-29,104.12072135552452
1999-02-26,106.28453649441718
1999-03-31,120.23094008891908
1999-04-30,130.3131563309951
1999-05-31,124.73220378408007
1999-06-30,137.89498038998767
1999-07-30,143.98750397366786
1999-08-31,143.82933101431394
1999-09-30,150.72717578845942
1999-10-29,160.322749415064
1999-11-30,183.40261309130275
1999-12-31,200.39011169196172
2000-01-31,190.4656373215275
2000-02-29,194.99273001870569
2000-03-31,201.91783631348073
2000-04-28,189.87345877380054
2000-05-31,168.9471228653066
2000-06-30,176.8487328429919
2000-07-31,163.20503886856116
2000-08-31,182.65244146283803
2000-09-29,167.71864676235708
2000-10-31,157.5772681779597
2000-11-30,148.84989718696852
2000-12-29,128.46648101411085
2001-01-01,128.46648101411085
2001-01-02,127.10087456056027
2001-01-03,127.0471565011658
2001-01-04,128.24038417017348
2001-01-05,127.93926415413246
2001-01-08,127.59008219284802
2001-01-09,126.78672087087728
2001-01-10,125.79612593235119
2001-01-11,122.19829981029258
2001-01-12,123.70025438074718
2001-01-15,125.1707311027762
2001-01-16,127.45098397207093
2001-01-17,129.3454187169773
2001-01-18,128.94028507349486
2001-01-19,133.16615608539686
2001-01-22,133.3740893587329
2001-01-23,131.62505568758
2001-01-24,132.55985643833418
2001-01-25,133.7819811403121
2001-01-26,132.70387993847476
2001-01-29,133.47425639910617
2001-01-30,132.12660255091959
2001-01-31,132.26566565253566
2001-02-01,131.72144391142126
2001-02-02,130.96705675677225
2001-02-05,128.1036916665475
2001-02-06,128.65702023811085
2001-02-07,128.38471970760128
2001-02-08,129.2984128643977
2001-02-09,128.0902070693563
2001-02-12,127.4483734216367
2001-02-13,128.05684760231378
2001-02-14,127.48553887023667
2001-02-15,130.01897797215418
2001-02-16,128.3984245628072
2001-02-19,126.3011901454651
2001-02-20,129.08220244411552
2001-02-21,126.50212232710668
2001-02-22,126.55715279103553
2001-02-23,127.62576557355216
2001-02-26,127.17584382879389
2001-02-27,125.4332859777157
2001-02-28,123.17231874107418
2001-03-01,119.87085807917394
2001-03-02,115.81862709803953
2001-03-05,116.67969010565061
2001-03-06,118.94545449901806
2001-03-07,120.01626935173235
2001-03-08,119.37484759247567
2001-03-09,119.25048090413411
2001-03-12,115.90160388816867
2001-03-13,114.82866949568157
2001-03-14,114.92979579756108
2001-03-15,117.24689851916028
2001-03-16,118.83358589985505
2001-03-19,119.5262658728361
2001-03-20,118.39045244720833
2001-03-21,124.36026991353768
2001-03-22,123.46644421504287
