Date,KOKUSAI INDEX (WORLD ex JP) GROWTH
1998-12-31,100.00000000000001
1999-01-29,107.39468230413519
1999-02-26,106.36115709428981
1999-03-31,111.12837440401645
1999-04-30,112.65534715520204
1999-05-31,110.46732338609654
1999-06-30,118.07289431751653
1999-07-30,110.78986648305245
1999-08-31,114.06604201028127
1999-09-30,112.16385297702487
1999-10-29,121.23555084470883
1999-11-30,133.26904998392897
1999-12-31,149.66624097204544
2000-01-31,143.8763652349763
2000-02-29,151.8578572640732
2000-03-31,162.4248562995825
2000-04-28,160.25946106494547
2000-05-31,148.87376747302432
2000-06-30,152.57614889198175
2000-07-31,151.6580838741192
2000-08-31,162.38851343074512
2000-09-29,149.15410528392889
2000-10-31,150.03477953570348
2000-11-30,134.0753369817909
2000-12-29,123.1349193936394
2001-01-01,123.1349193936394
2001-01-02,118.52350270943833
2001-01-03,123.25922788137028
2001-01-04,123.47960876658688
2001-01-05,120.05983334498247
2001-01-08,119.34983634107334
2001-01-09,120.39932087004574
2001-01-10,121.00548917871622
2001-01-11,122.49954550064926
2001-01-12,122.76959736108775
2001-01-15,123.49168243053582
2001-01-16,123.05086469484625
2001-01-17,125.6740158407422
2001-01-18,126.29896396913063
2001-01-19,127.37962604219541
2001-01-22,127.07325657414567
2001-01-23,127.54437186846584
2001-01-24,129.58281058133605
2001-01-25,128.7434506121017
2001-01-26,128.58316766353627
2001-01-29,129.3201686487212
2001-01-30,128.98024081673233
2001-01-31,128.27796959769407
2001-02-01,127.41688682460294
2001-02-02,125.56188611295642
2001-02-05,124.63830667801754
2001-02-06,125.80563914669237
2001-02-07,123.8222641994145
2001-02-08,123.78510170253429
2001-02-09,120.34455703353363
2001-02-12,121.52790633974257
2001-02-13,120.97427895924771
2001-02-14,120.78036567333598
2001-02-15,123.81998765965632
2001-02-16,119.09409999241848
2001-02-19,118.50877593258161
2001-02-20,117.43988292604215
2001-02-21,115.50350045347105
2001-02-22,115.13057331922013
2001-02-23,113.91852427588518
2001-02-26,115.5329666305769
2001-02-27,113.83597832282226
2001-02-28,112.55129088687573
2001-03-01,111.70779041482044
2001-03-02,109.97366017557638
2001-03-05,111.42875827776136
2001-03-06,112.45427174880723
2001-03-07,112.78216131555452
2001-03-08,111.69386260775434
2001-03-09,109.05339061284504
2001-03-12,104.65734555434551
2001-03-13,106.63816394462299
2001-03-14,105.02756598143671
2001-03-15,106.05227080174194
2001-03-16,104.32986928332491
2001-03-19,105.07812371445696
2001-03-20,103.63860262884124
2001-03-21,102.36768526968423
2001-03-22,102.38779385300128
2001-03-23,104.0330311351037
2001-03-26,105.45454392562246
2001-03-27,107.70510335708184
2001-03-28,105.96595967027251
2001-03-29,106.02539081297057
2001-03-30,106.60925361730254
2001-04-02,105.61853567833907
2001-04-03,101.4634137449695
2001-04-04,100.28925289184033
2001-04-05,104.92672072439203
2001-04-06,103.25529144779362
2001-04-09,103.98975942102575
2001-04-10,107.545540454846
2001-04-11,108.08202702433151
2001-04-12,108.58262433177867
2001-04-13,108.58262433177867
2001-04-16,108.76065958529831
2001-04-17,109.66499159986945
2001-04-18,114.85603270234272
2001-04-19,114.95183544923125
2001-04-20,113.1381111355229
2001-04-23,111.35437550936126
2001-04-24,110.3661126412504
2001-04-25,111.42041596556106
2001-04-26,111.50518653197702
2001-04-27,114.12340116181748
2001-04-30,115.34472992972758
2001-05-01,116.03865161899463
2001-05-02,116.43090264048942
2001-05-03,114.07103459471922
2001-05-04,115.35201546101796
2001-05-07,115.7802254987144
2001-05-08,116.60460424817208
2001-05-09,115.60455868904563
2001-05-10,116.30351865380614
2001-05-11,116.04970764492826
2001-05-14,115.36802724253528
2001-05-15,115.37650927124082
2001-05-16,117.2118682870499
2001-05-17,118.23514605890807
2001-05-18,118.81792496914024
2001-05-21,120.66477381228499
2001-05-22,121.63342090196997
2001-05-23,120.47982315189711
2001-05-24,121.27025578321226
2001-05-25,119.89112460982706
2001-05-28,119.63322168063301
2001-05-29,119.15613734128637
2001-05-30,116.69679498673459
2001-05-31,117.82602166607033
2001-06-01,118.56369878103358
2001-06-04,119.12942518920335
2001-06-05,120.85775848547745
2001-06-06,120.11358752801878
2001-06-07,120.54367534312549
2001-06-08,119.73771106804276
2001-06-11,118.95669600635688
2001-06-12,117.27015976976094
2001-06-13,116.22230630630511
2001-06-14,113.8912780268757
