Date,WORLD ex USA GROWTH
1998-12-31,100.0
1999-01-29,104.4122090179847
1999-02-26,104.37626934932692
1999-03-31,107.68613406722734
1999-04-30,111.27503342188
1999-05-31,108.26550010331944
1999-06-30,113.81643278840171
1999-07-30,111.74130607178033
1999-08-31,113.57925516056387
1999-09-30,114.72876135709568
1999-10-29,122.818768018043
1999-11-30,137.79782128814716
1999-12-31,154.5647813032492
2000-01-31,149.92048365064468
2000-02-29,161.31299747349203
2000-03-31,166.17125931687875
2000-04-28,162.810818822257
2000-05-31,150.00174124829573
2000-06-30,151.61546767042728
2000-07-31,147.9966107571358
2000-08-31,156.7666648762659
2000-09-29,146.22092442764654
2000-10-31,143.98161725011556
2000-11-30,132.98519057624395
2000-12-29,125.07974585499579
2001-01-01,125.07974585499579
2001-01-02,122.86881326973649
2001-01-03,121.90118517422702
2001-01-04,123.91387721531666
2001-01-05,122.722015868694
2001-01-08,122.08495331058167
2001-01-09,121.01741919225412
2001-01-10,120.53337147543658
2001-01-11,121.08872023804484
2001-01-12,122.51718252849251
2001-01-15,123.24922644435763
2001-01-16,122.38319985056172
2001-01-17,125.67150819800264
2001-01-18,125.41298062347519
2001-01-19,126.79868603610484
2001-01-22,126.52610473299089
2001-01-23,125.88215597012052
2001-01-24,126.92517362249697
2001-01-25,127.13314827895269
2001-01-26,126.48392570274585
2001-01-29,126.82862863219063
2001-01-30,126.05530311403578
2001-01-31,126.65298691974417
2001-02-01,125.34604095548697
2001-02-02,124.31533284352749
2001-02-05,123.20423199907547
2001-02-06,123.91023224649548
2001-02-07,122.16577674060673
2001-02-08,122.44112812953114
2001-02-09,120.29441230859997
2001-02-12,120.92600208811196
2001-02-13,120.98741578449716
2001-02-14,119.16874705262542
2001-02-15,121.62781257079884
2001-02-16,117.9242987430341
2001-02-19,117.10505213678456
2001-02-20,116.99291382778031
2001-02-21,115.71502307785607
2001-02-22,115.32806085641062
2001-02-23,113.7711481972242
2001-02-26,114.59814816498488
2001-02-27,114.29302232005665
2001-02-28,113.54850684346971
2001-03-01,111.7232348967845
2001-03-02,110.52548427848585
2001-03-05,111.87383709459985
2001-03-06,113.58629302629049
2001-03-07,113.71964633960329
2001-03-08,112.51364670622732
2001-03-09,111.35144951197292
2001-03-12,108.05658222993445
2001-03-13,107.22776974666033
2001-03-14,106.23746993291834
2001-03-15,108.41728864419224
2001-03-16,106.75843507327443
2001-03-19,106.57994682898135
2001-03-20,107.39055762311983
2001-03-21,107.6341192128763
2001-03-22,104.77724237534322
2001-03-23,107.7102509817108
2001-03-26,111.20943751328291
2001-03-27,112.0936566096083
2001-03-28,111.33701156033241
2001-03-29,109.90167045006322
2001-03-30,109.54304947497731
2001-04-02,108.81873272273698
2001-04-03,106.36923464924391
2001-04-04,105.98504650829821
2001-04-05,108.92351078771445
2001-04-06,108.4916828667458
2001-04-09,108.11216132900931
2001-04-10,110.21143747711434
2001-04-11,111.48826025184091
2001-04-12,111.62869910748003
2001-04-13,111.48863202619135
2001-04-16,111.5630622911531
2001-04-17,111.2532810898911
2001-04-18,115.83741677898487
2001-04-19,115.45551194682439
2001-04-20,113.81954132918735
2001-04-23,112.91872459452586
2001-04-24,112.91842627535021
2001-04-25,112.88924028874355
2001-04-26,113.58143278084633
2001-04-27,115.16932834294066
2001-04-30,116.79612330813634
2001-05-01,117.69921867647534
2001-05-02,118.00242137460157
2001-05-03,116.53353431095839
2001-05-04,116.76070624360746
2001-05-07,117.57846205882888
2001-05-08,117.4843030674839
2001-05-09,116.26566027547115
2001-05-10,117.63970876323454
2001-05-11,117.45848642685402
2001-05-14,115.43789073468334
2001-05-15,116.18177772798121
2001-05-16,115.35115776729137
2001-05-17,117.23270320925104
2001-05-18,117.63670931074552
2001-05-21,118.82265161855668
2001-05-22,120.30615114165681
2001-05-23,120.37517285247993
2001-05-24,120.25127660055077
2001-05-25,119.3838715882253
2001-05-28,119.10206111623945
2001-05-29,119.3264377908244
2001-05-30,116.96553091794841
2001-05-31,117.36793171014426
2001-06-01,117.41606506902404
2001-06-04,117.75069306393924
2001-06-05,118.31851183833913
2001-06-06,117.91883053750198
2001-06-07,117.74422957425638
2001-06-08,117.6408637545122
2001-06-11,116.48732581781542
2001-06-12,113.07242306652448
2001-06-13,113.36066760789176
2001-06-14,112.10322011404013
2001-06-15,110.70938782283315
2001-06-18,109.70559664200667
2001-06-19,109.9604400133967
2001-06-20,109.97205837823573
2001-06-21,110.40662524471152
2001-06-22,110.91760263974996
2001-06-25,109.98273824097312
2001-06-26,108.79476283124805
2001-06-27,108.64229289032336
2001-06-28,110.0441887925959
2001-06-29,111.66920662959816
2001-07-02,112.58587375083313
2001-07-03,111.62102156429398
2001-07-04,110.58990549042483
2001-07-05,109.54545678071183
2001-07-06,106.75782659551366
2001-07-09,106.40966946518009
2001-07-10,105.75890740373607
2001-07-11,104.32839848037867
2001-07-12,106.3664295097562
2001-07-13,106.46959825211526
2001-07-16,105.66542818240971
2001-07-17,105.02287176808281
2001-07-18,102.97173834047575
2001-07-19,104.63664844431659
2001-07-20,103.79806299297576
2001-07-23,103.368759820341
2001-07-24,102.37963897412865
2001-07-25,101.57155348919514
2001-07-26,102.20710159389884
2001-07-27,103.67945571748685
2001-07-30,103.8510217169867
2001-07-31,105.47644366368355
2001-08-01,106.01196823526188
2001-08-02,106.86953250459582
2001-08-03,105.50178615827687
2001-08-06,105.6798211167157
2001-08-07,106.09370059185558
2001-08-08,104.9415615691343
2001-08-09,102.09520510861216
2001-08-10,101.41552348264949
2001-08-13,101.08924164698551
2001-08-14,102.48986440513733
2001-08-15,101.56694025927982
2001-08-16,100.03356888893917
2001-08-17,98.55147254408203
2001-08-20,98.2900224627069
2001-08-21,99.17347450737748
2001-08-22,98.78702288967295
2001-08-23,98.93743466435834
2001-08-24,100.12448997553933
2001-08-27,100.49983780502939
2001-08-28,99.37974383771336
2001-08-29,98.73209799418926
2001-08-30,96.90102433348198
2001-08-31,96.69904183843751
2001-09-03,95.47637902069009
2001-09-04,97.56215570668665
2001-09-05,95.87556341964302
2001-09-06,94.0704197506049
2001-09-07,92.13871225333547
2001-09-10,91.25777142184194
2001-09-11,87.19310791597209
2001-09-12,87.24433315091522
2001-09-13,87.9102053093492
2001-09-14,85.07360709486463
2001-09-17,85.21253421770481
2001-09-18,84.5621594320296
2001-09-19,83.82692528385054
2001-09-20,81.58694628347442
2001-09-21,79.74720741395213
2001-09-24,82.64310821225527
2001-09-25,83.66743710797834
2001-09-26,83.92694223629951
2001-09-27,84.58972378245652
2001-09-28,87.22874350764583
2001-10-01,86.04461588031705
2001-10-02,86.81998459804049
2001-10-03,86.69191364531862
2001-10-04,89.49331024401903
2001-10-05,89.34779309855193
2001-10-08,89.41295371971003
2001-10-09,88.78825545388308
2001-10-10,90.35296351719732
2001-10-11,92.42788019354649
2001-10-12,92.35493612724468
2001-10-15,90.94066799398897
2001-10-16,91.5951230442514
2001-10-17,93.36063250847258
2001-10-18,92.01383594869026
2001-10-19,91.70851863478596
2001-10-22,92.92091586461518
2001-10-23,94.89988672622235
2001-10-24,95.06467493393716
2001-10-25,93.77258407722701
2001-10-26,95.08070043284715
2001-10-29,92.73044660265762
2001-10-30,90.67817000049673
2001-10-31,91.68424446394795
2001-11-01,92.3158752317254
2001-11-02,92.89606444344864
2001-11-05,95.15273382260476
2001-11-06,95.91666476563724
2001-11-07,95.47778479867074
2001-11-08,97.34635639587495
2001-11-09,96.45357450543572
2001-11-12,94.64076493897649
2001-11-13,96.87838263471616
2001-11-14,97.3703861880178
2001-11-15,98.58179405590839
2001-11-16,98.90213033900262
2001-11-19,100.13126051750105
2001-11-20,98.81425983611159
2001-11-21,98.8387102328544
2001-11-22,99.22585327599279
2001-11-23,98.81515712223307
2001-11-26,99.37258105215066
2001-11-27,98.37232819488902
2001-11-28,96.90206312574553
2001-11-29,96.79368681187508
2001-11-30,97.2442250763835
2001-12-03,96.56164071976414
2001-12-04,97.65213988779739
2001-12-05,100.03996290112192
2001-12-06,99.91799720901888
2001-12-07,98.84769276980032
2001-12-10,97.5089009297471
2001-12-11,97.55331023529148
2001-12-12,97.24788450373545
2001-12-13,95.43733531875107
2001-12-14,94.35468156970691
2001-12-17,95.24479625928237
2001-12-18,95.75605890909281
2001-12-19,95.45701794541169
2001-12-20,95.29330456964473
2001-12-21,96.60564456811355
2001-12-24,97.01500606930571
2001-12-25,96.88540380977285
2001-12-26,96.75842670581662
2001-12-27,97.74529561882844
2001-12-28,98.93991155022013
2001-12-31,98.47989375579762
2002-01-01,98.47989375579762
2002-01-02,96.76796226377404
