Date,NORTH AMERICA GROWTH
1998-12-31,100.00000000000001
1999-01-29,109.75891002197014
1999-02-26,108.31612097349792
1999-03-31,116.4246927547289
1999-04-30,117.38668303980494
1999-05-31,115.78065317364636
1999-06-30,126.51334685955989
1999-07-30,117.51636879034362
1999-08-31,121.1984369865703
1999-09-30,118.9073041606052
1999-10-29,129.5795057358778
1999-11-30,141.50101041058593
1999-12-31,158.78679904899394
2000-01-31,151.53503595556936
2000-02-29,156.50329568517955
2000-03-31,172.68504818994748
2000-04-28,168.97922083680172
2000-05-31,156.60696193986843
2000-06-30,164.33919743477014
2000-07-31,163.27222507724767
2000-08-31,179.78341842256415
2000-09-29,161.75060944831395
2000-10-31,161.91224865300057
2000-11-30,141.34570444109724
2000-12-29,124.04423600219489
2001-01-01,124.04423600219489
2001-01-02,117.42119159646505
2001-01-03,127.4621262539687
2001-01-04,125.92064005142042
2001-01-05,120.51526819755865
2001-01-08,119.91269063082437
2001-01-09,122.54966248479019
2001-01-10,123.96408713834217
2001-01-11,125.5619851252075
2001-01-12,124.82057458933457
2001-01-15,125.70941464826964
2001-01-16,126.3732791229919
2001-01-17,128.43297083843234
2001-01-18,129.83651226250177
2001-01-19,131.63783076226665
2001-01-22,131.18966660969437
2001-01-23,132.5347634231377
2001-01-24,135.42678728267248
2001-01-25,133.72977550878227
2001-01-26,133.8370487386396
2001-01-29,135.27242316842182
2001-01-30,135.21874423455486
2001-01-31,133.2015770484456
2001-02-01,132.68490925826907
2001-02-02,129.9985114838485
2001-02-05,128.893635951614
2001-02-06,130.39414046765026
2001-02-07,128.265185798971
2001-02-08,128.06280617530308
2001-02-09,123.57126480843827
2001-02-12,124.90099611119935
2001-02-13,123.83890660107353
2001-02-14,125.27929813744129
2001-02-15,129.06946226631058
2001-02-16,122.87129330220375
2001-02-19,122.31149780748125
2001-02-20,120.91990383956951
2001-02-21,118.00253680663002
2001-02-22,117.85629584227577
2001-02-23,117.49884752161161
2001-02-26,119.50921657195467
2001-02-27,116.27186294839493
2001-02-28,114.11067569306938
2001-03-01,113.5508622842177
2001-03-02,110.59055934244223
2001-03-05,112.05375126665443
2001-03-06,112.93351244764222
2001-03-07,113.63795413353293
2001-03-08,112.69469005445302
2001-03-09,109.22545887070807
2001-03-12,103.92146628951858
2001-03-13,107.87698691000406
2001-03-14,105.99128250933897
2001-03-15,106.32160092626717
2001-03-16,105.30198601909385
2001-03-19,106.97165491918807
2001-03-20,103.46170849840935
2001-03-21,102.53685827747265
2001-03-22,105.19287786140197
2001-03-23,105.97939224038986
2001-03-26,106.17991059180694
2001-03-27,108.88490313819675
2001-03-28,106.93201991537161
2001-03-29,107.09761150860774
2001-03-30,107.88669673434316
2001-04-02,106.56277574995923
2001-04-03,101.88640626196471
2001-04-04,99.93088194530588
2001-04-05,105.68873975233669
2001-04-06,103.31109088537308
2001-04-09,103.93193090425062
2001-04-10,108.11090954912278
2001-04-11,108.61045383504771
2001-04-12,109.64486082228711
2001-04-13,109.64486082228711
2001-04-16,109.73457830281691
2001-04-17,111.61733228115672
2001-04-18,117.7453532546495
2001-04-19,118.35723659204773
2001-04-20,116.04202962109319
2001-04-23,113.89217384776951
2001-04-24,112.08459035087618
2001-04-25,113.9603724047521
2001-04-26,113.5020266293021
2001-04-27,116.51470957226603
2001-04-30,117.38973632723072
2001-05-01,118.77061437725206
2001-05-02,119.52899700687352
2001-05-03,116.97946147455589
2001-05-04,118.86675094419144
2001-05-07,119.09878240611036
2001-05-08,120.25895673909369
2001-05-09,119.2836737803599
2001-05-10,118.97842755708035
2001-05-11,118.93825263566862
2001-05-14,119.13521847037731
2001-05-15,118.4503327964099
2001-05-16,121.55930496769592
2001-05-17,122.42055932812778
2001-05-18,123.00602697917451
2001-05-21,125.52985589055524
2001-05-22,126.28166191728539
2001-05-23,124.9256242002048
2001-05-24,126.19497237273734
2001-05-25,124.51568406123268
2001-05-28,124.06286216823825
2001-05-29,123.61751053735651
2001-05-30,120.70286781276377
2001-05-31,122.42095151089468
2001-06-01,123.72389790682823
2001-06-04,124.29741366179434
2001-06-05,126.24280230237818
2001-06-06,125.31703558579339
2001-06-07,126.27776980141344
2001-06-08,124.96879212591566
2001-06-11,124.42856809399949
2001-06-12,123.78692035560636
2001-06-13,121.5284407349472
2001-06-14,118.68509942093685
2001-06-15,116.94891179637197
2001-06-18,116.6861511237794
2001-06-19,117.64954963970867
2001-06-20,120.20359346112194
2001-06-21,120.92203089184737
2001-06-22,119.3403423356326
2001-06-25,117.94221908091966
2001-06-26,117.45047720645348
2001-06-27,116.98871754529492
2001-06-28,120.65993291352086
2001-06-29,119.66863496504493
2001-07-02,121.47771236964078
2001-07-03,121.0663884481662
2001-07-04,121.16497170318564
2001-07-05,120.1066393376273
2001-07-06,115.61380052931968
2001-07-09,116.30270284562238
2001-07-10,113.29224979075063
2001-07-11,112.71190658154686
2001-07-12,117.28240084872479
2001-07-13,118.39201204410307
2001-07-16,116.23239107362699
2001-07-17,118.18195033355668
2001-07-18,115.05255539099691
2001-07-19,116.433426401827
2001-07-20,115.56546677140851
2001-07-23,113.89043520499638
2001-07-24,111.6866169502212
2001-07-25,112.72901828899269
2001-07-26,113.59699617213205
2001-07-27,114.17684050231034
2001-07-30,113.8596403214352
2001-07-31,114.94502281973608
2001-08-01,114.87075265196098
2001-08-02,115.06336969959276
2001-08-03,114.06588418552614
2001-08-06,113.28260626200505
2001-08-07,114.29675265165615
2001-08-08,111.9172196397273
2001-08-09,110.53501244803279
2001-08-10,110.08955911140906
2001-08-13,109.95971926738939
2001-08-14,109.63726498745032
2001-08-15,107.01509188531836
2001-08-16,107.38646713360913
2001-08-17,104.78276442017342
2001-08-20,106.3288037379088
2001-08-21,104.38211317733267
2001-08-22,104.504358392197
2001-08-23,104.9608767060515
2001-08-24,107.82036078483846
2001-08-27,107.79891615654516
2001-08-28,105.77442946715011
2001-08-29,104.28682211686565
2001-08-30,102.11499230404645
2001-08-31,102.47821311912344
2001-09-03,102.69515548533163
2001-09-04,104.53273114927994
2001-09-05,105.56668767846145
2001-09-06,102.45019666151423
2001-09-07,99.38780358490732
2001-09-10,100.85359134913662
2001-09-11,99.77221128767674
2001-09-12,99.99306782930537
2001-09-13,99.67714805869556
2001-09-14,98.24119761465434
2001-09-17,94.31232213132962
2001-09-18,93.2922213794388
2001-09-19,90.9227724566663
2001-09-20,88.25646941877432
2001-09-21,87.41438670370414
2001-09-24,91.3427544551743
2001-09-25,91.18591197662873
2001-09-26,91.03849779659073
2001-09-27,92.04056027446998
2001-09-28,94.66266358079048
2001-10-01,94.39409043597013
2001-10-02,95.1689588825167
2001-10-03,96.76783155926104
2001-10-04,97.28463397518503
2001-10-05,97.74458316074895
2001-10-08,97.38624216875075
2001-10-09,96.30641487767619
2001-10-10,99.43274772500183
2001-10-11,102.20926013782588
2001-10-12,101.6688209298176
2001-10-15,101.52996001932819
2001-10-16,101.85387447047235
2001-10-17,99.8272995524187
2001-10-18,100.22861539041558
2001-10-19,101.68249582165912
2001-10-22,104.2681164428689
2001-10-23,104.00781967765327
2001-10-24,104.1973073163869
2001-10-25,104.96281841078977
2001-10-26,105.37724590654187
2001-10-29,101.22893475218552
2001-10-30,99.08307628084043
2001-10-31,100.00171515275386
2001-11-01,102.00104065291059
2001-11-02,102.55773655897053
2001-11-05,104.94881867470772
2001-11-06,106.92754477482843
2001-11-07,106.2628991974728
2001-11-08,107.28534289530117
2001-11-09,107.364930453971
2001-11-12,107.18907608080117
2001-11-13,110.75277076805827
2001-11-14,111.09556487835364
2001-11-15,111.74004615905514
2001-11-16,110.82338883671912
2001-11-19,113.05801182997705
2001-11-20,111.42341053761025
2001-11-21,111.99019756456691
2001-11-22,111.66385091419505
2001-11-23,113.11491361911776
2001-11-26,113.64635747929388
2001-11-27,112.30940679232948
2001-11-28,109.88208680470899
2001-11-29,111.19084974919816
2001-11-30,110.22093111706923
2001-12-03,110.20283115464596
2001-12-04,110.8458132463648
2001-12-05,112.87794619648531
2001-12-06,112.05037562657363
2001-12-07,111.56087715828734
2001-12-10,110.48425753992237
2001-12-11,109.82145044479013
2001-12-12,109.12794592343705
2001-12-13,107.76331559491388
2001-12-14,107.84518110429634
2001-12-17,108.92494731084447
2001-12-18,110.14559697000757
2001-12-19,111.37568874891826
2001-12-20,110.93422796339577
2001-12-21,112.87144769987411
2001-12-24,113.68196404250334
2001-12-25,113.68196404250334
2001-12-26,113.85439795326248
2001-12-27,113.24044615404405
2001-12-28,113.79231928678686
2001-12-31,111.3019971078168
2002-01-01,111.3019971078168
2002-01-02,109.9555588904948
2002-01-03,110.81458093606699
2002-01-04,111.64342760906378
2002-01-07,110.91463073849444
2002-01-08,111.06064961859713
2002-01-09,110.80055146263489
2002-01-10,110.74159034716045
2002-01-11,110.46391223240036
2002-01-14,109.63664609216895
2002-01-15,110.7507877412621
2002-01-16,110.42178485580484
2002-01-17,111.96689646358767
2002-01-18,110.29206001282404
2002-01-21,110.29950213089204
2002-01-22,110.19939034708196
2002-01-23,110.26286956163995
2002-01-24,110.86619173663114
2002-01-25,112.5810256467673
2002-01-28,112.80093847617638
2002-01-29,110.11469003019548
2002-01-30,111.33394306087702
