Date,EUROPE GROWTH
1998-12-31,100.0
1999-01-29,103.87528471816051
1999-02-26,103.24990340965505
1999-03-31,102.7295328888981
1999-04-30,103.73541496488514
1999-05-31,101.26095395816365
1999-06-30,104.03632884291753
1999-07-30,99.22363446913653
1999-08-31,102.09724011690406
1999-09-30,100.83645838476947
1999-10-29,107.84014603578169
1999-11-30,119.45960705602451
1999-12-31,134.873300911879
2000-01-31,131.55322173587683
2000-02-29,144.30514456574699
2000-03-31,147.20431158629103
2000-04-28,147.34367524430684
2000-05-31,138.0113184336817
2000-06-30,135.4229682610663
2000-07-31,134.44007717207498
2000-08-31,137.5657171040627
2000-09-29,130.85907845773195
2000-10-31,133.06442440445568
2000-11-30,122.71714623687542
2000-12-29,120.0296252332034
2001-01-01,120.0296252332034
2001-01-02,117.8507241564411
2001-01-03,115.95988174393973
2001-01-04,118.15881187320572
2001-01-05,117.0989074951537
2001-01-08,116.36806107536768
2001-01-09,115.25201852704659
2001-01-10,114.93577036411814
2001-01-11,116.62488107421191
2001-01-12,118.13147744192983
2001-01-15,118.59890942279452
2001-01-16,116.715998490612
2001-01-17,120.17115432816499
2001-01-18,119.86330042234691
2001-01-19,119.73651337545125
2001-01-22,119.51499195801213
2001-01-23,119.07912828084692
2001-01-24,120.04286956039117
2001-01-25,120.18344850171339
2001-01-26,119.71534834754367
2001-01-29,119.60935425280934
2001-01-30,118.99179332520737
2001-01-31,119.84079117621629
2001-02-01,118.48195523987373
2001-02-02,117.5749339771108
2001-02-05,117.09489069969733
2001-02-06,117.81391338784155
2001-02-07,115.89831674365513
2001-02-08,115.93602230013012
2001-02-09,113.72950138874471
2001-02-12,114.83741807944925
2001-02-13,114.80305320576659
2001-02-14,112.55407335050137
2001-02-15,114.8264290748278
2001-02-16,111.69705799239928
2001-02-19,111.2010207605983
2001-02-20,110.36503658561925
2001-02-21,109.5528818877178
2001-02-22,108.94053585958424
2001-02-23,106.57950081377437
2001-02-26,107.83288634093698
2001-02-27,108.14688089876688
2001-02-28,107.87365358010697
2001-03-01,106.64603144056122
2001-03-02,106.79753285446058
2001-03-05,108.32473501229919
2001-03-06,109.63928473394888
2001-03-07,109.3909079876621
2001-03-08,108.11083776784314
2001-03-09,106.6294937870252
2001-03-12,103.47317069132666
2001-03-13,102.57077137443974
2001-03-14,101.27973946483877
2001-03-15,103.42537047383212
2001-03-16,100.37809979391972
2001-03-19,99.7076039099957
2001-03-20,101.57064296044159
2001-03-21,99.69031902290422
2001-03-22,95.57187190824048
2001-03-23,98.73721082150938
2001-03-26,102.12613799629798
2001-03-27,103.95049114316255
2001-03-28,102.3784173870635
2001-03-29,102.306563261467
2001-03-30,102.65328402716267
2001-04-02,102.08295029696494
2001-04-03,98.51623924908571
2001-04-04,98.74141846150088
2001-04-05,101.79821709702578
2001-04-06,101.06342484601521
2001-04-09,102.18017343236072
2001-04-10,104.81809665749064
2001-04-11,105.12961988434654
2001-04-12,104.79493981764661
2001-04-13,104.79493981764661
2001-04-16,104.9992988484089
2001-04-17,104.52693150803687
2001-04-18,108.40512889230239
2001-04-19,107.54375215438098
2001-04-20,106.48810337604927
2001-04-23,105.2758148725533
2001-04-24,105.5430521788196
2001-04-25,105.44263151823138
2001-04-26,106.44344728862103
2001-04-27,108.52195944467776
2001-04-30,110.23496866874106
2001-05-01,109.87467836538667
2001-05-02,109.60792577615541
2001-05-03,107.3639604042774
2001-05-04,107.94158471666464
2001-05-07,108.60392538326649
2001-05-08,108.89676157509481
2001-05-09,107.73679155816987
2001-05-10,109.97111586507579
2001-05-11,109.30649919783383
2001-05-14,107.30105576999267
2001-05-15,108.4199530853192
2001-05-16,108.38162511366559
2001-05-17,109.51194356118349
2001-05-18,110.20881890121005
2001-05-21,110.95844719323009
2001-05-22,112.26516091469648
2001-05-23,111.33619592298018
2001-05-24,111.42240033706395
2001-05-25,110.43491548045003
2001-05-28,110.49849594262403
2001-05-29,109.94206559179183
2001-05-30,108.17219143404365
2001-05-31,108.49375881917024
2001-06-01,108.35714581075774
2001-06-04,108.88570511791679
2001-06-05,110.32030835583413
2001-06-06,109.74597854479744
2001-06-07,109.3178942833656
2001-06-08,109.12446308109568
2001-06-11,107.93485697561073
2001-06-12,104.77020884922347
2001-06-13,105.65739193667258
2001-06-14,104.07949643827722
2001-06-15,103.00617549439868
2001-06-18,102.27994905492086
2001-06-19,102.49448054750319
2001-06-20,102.18697837503278
2001-06-21,102.45450269018464
2001-06-22,102.81697287079258
2001-06-25,102.3199118987199
2001-06-26,100.62744954048165
2001-06-27,100.7698391592619
2001-06-28,102.72122419638823
2001-06-29,103.94321275541644
2001-07-02,105.4473214294505
2001-07-03,103.88570224174114
2001-07-04,102.7220665518489
2001-07-05,101.49153215353866
2001-07-06,99.21317283755303
2001-07-09,99.1696187651785
2001-07-10,98.41487489620471
2001-07-11,97.0840855579738
2001-07-12,98.57120465903058
