Date,EAFE GROWTH
1998-12-31,100.0
1999-01-29,103.93861893285663
1999-02-26,104.03595488718476
1999-03-31,107.21538375894811
1999-04-30,110.52902393108857
1999-05-31,107.25811654966024
1999-06-30,112.66359894139369
1999-07-30,110.64683135639162
1999-08-31,112.74240606628047
1999-09-30,113.59528862566997
1999-10-29,121.26287364591636
1999-11-30,135.85296047513015
1999-12-31,151.65885485603062
2000-01-31,146.63990729179923
2000-02-29,157.2774699010902
2000-03-31,161.20746914673043
2000-04-28,158.09732290489302
2000-05-31,145.71950566309846
2000-06-30,146.0160991730985
2000-07-31,141.58838154714633
2000-08-31,149.13416413266205
2000-09-29,140.30206552881828
2000-10-31,139.31707849402255
2000-11-30,129.39281008140017
2000-12-29,122.22379995909616
2001-01-01,122.22379995909616
2001-01-02,120.24939875280036
2001-01-03,118.82276920932605
2001-01-04,120.76821921656953
2001-01-05,119.8998534368459
2001-01-08,119.26512364551836
2001-01-09,118.22755861843238
2001-01-10,117.74065958066768
2001-01-11,118.0940218357285
2001-01-12,119.60022364989352
2001-01-15,120.32144783178487
2001-01-16,119.48994671504043
2001-01-17,122.55234743486744
2001-01-18,122.21974311460009
2001-01-19,123.19320901601913
2001-01-22,123.08014482317212
2001-01-23,122.31205448629416
2001-01-24,123.26897246352844
2001-01-25,123.6828519661969
2001-01-26,123.06040275595109
2001-01-29,123.175624388187
2001-01-30,122.37338150421868
2001-01-31,123.04354957661246
2001-02-01,121.88971586399927
2001-02-02,121.02073922224169
2001-02-05,119.93886234340006
2001-02-06,120.61646359765666
2001-02-07,119.11457740246391
2001-02-08,119.37340977605476
2001-02-09,117.41763571709798
2001-02-12,118.08447401550914
2001-02-13,118.21236305860391
2001-02-14,116.3856289428561
2001-02-15,118.72514784149058
2001-02-16,115.97490676185863
2001-02-19,115.07440894725823
2001-02-20,115.15078430035534
2001-02-21,113.891991877574
2001-02-22,113.44783171745902
2001-02-23,111.95152824958716
2001-02-26,112.77503680668822
2001-02-27,112.56952585946198
2001-02-28,111.79388833986994
2001-03-01,109.99220036245993
2001-03-02,108.97170234703896
2001-03-05,110.30840129968868
2001-03-06,111.8838247731933
2001-03-07,112.0038316507661
2001-03-08,110.90582863884487
2001-03-09,109.8073904952913
2001-03-12,106.60744989026229
2001-03-13,105.66040472527376
2001-03-14,104.7612418336473
2001-03-15,106.94781442949628
2001-03-16,105.20215361661603
2001-03-19,104.91383105314708
2001-03-20,105.93500319801171
2001-03-21,106.24884348586768
2001-03-22,103.04236562645991
2001-03-23,106.19103974482931
2001-03-26,109.8098250444273
2001-03-27,110.738649324594
2001-03-28,110.2321016764715
2001-03-29,108.74594375220471
2001-03-30,108.24358908448593
2001-04-02,107.45561885867127
2001-04-03,105.19065566935953
2001-04-04,104.88141898713698
2001-04-05,107.75841102627179
2001-04-06,107.4135288875415
2001-04-09,106.98174459743309
2001-04-10,108.87880552413972
2001-04-11,110.22552553280907
2001-04-12,110.19473574191659
2001-04-13,110.04992796897764
2001-04-16,110.18979779865639
2001-04-17,109.80584367606062
2001-04-18,114.16172263960851
2001-04-19,113.74032379105233
2001-04-20,112.16179697892777
2001-04-23,111.39181061250314
2001-04-24,111.45534724798858
2001-04-25,111.37597672294493
2001-04-26,112.16698733899484
2001-04-27,113.73803469112562
2001-04-30,115.32795808524591
2001-05-01,116.2644663380192
2001-05-02,116.4333038864942
2001-05-03,115.00163430422221
2001-05-04,115.24790449476845
2001-05-07,116.0561290654749
2001-05-08,115.88071649488845
2001-05-09,114.66473262573071
2001-05-10,116.09271962194403
2001-05-11,115.99056405056645
2001-05-14,113.95804311672224
2001-05-15,114.73340934793814
2001-05-16,113.83463076410519
2001-05-17,115.67005160945101
2001-05-18,116.05681021966545
2001-05-21,117.26329301647469
2001-05-22,118.57688848808132
2001-05-23,118.68486326147836
2001-05-24,118.5505581399012
2001-05-25,117.6978716063717
2001-05-28,117.40768895693161
2001-05-29,117.63964683000852
2001-05-30,115.39802504025457
2001-05-31,115.76977101274973
2001-06-01,115.69514178270153
2001-06-04,116.00880663476543
2001-06-05,116.6567057578328
2001-06-06,116.28631899370052
2001-06-07,116.0994807215349
2001-06-08,116.05445682617449
2001-06-11,114.86065027312327
2001-06-12,111.42805659889189
2001-06-13,111.84489909401158
2001-06-14,110.66176530131386
2001-06-15,109.35005308752103
2001-06-18,108.45761445071977
2001-06-19,108.71591358826024
2001-06-20,108.71523217801675
2001-06-21,109.1312873158369
2001-06-22,109.5931742186261
2001-06-25,108.68014461359768
2001-06-26,107.52761974796825
2001-06-27,107.38554416729063
2001-06-28,108.75875536948611
2001-06-29,110.28309310674544
2001-07-02,111.22022210067878
2001-07-03,110.18869031365269
2001-07-04,109.16106633913232
2001-07-05,108.11251050055039
2001-07-06,105.42390618379515
2001-07-09,105.04527170067247
2001-07-10,104.48227153453948
2001-07-11,103.05886666600173
2001-07-12,105.01265275170505
2001-07-13,105.08148058276579
2001-07-16,104.38137406540575
2001-07-17,103.61890305385813
2001-07-18,101.69664769495964
2001-07-19,103.3692909512814
2001-07-20,102.52765948967024
2001-07-23,102.08049062910331
2001-07-24,101.12456367339396
2001-07-25,100.24944586949096
2001-07-26,100.86321480290272
2001-07-27,102.28018447254308
2001-07-30,102.49847016383266
2001-07-31,104.11384519290827
2001-08-01,104.67348252804024
2001-08-02,105.61019144558959
2001-08-03,104.23275331667375
2001-08-06,104.36245513990802
2001-08-07,104.77975793622913
2001-08-08,103.6951983725244
2001-08-09,100.82948873504765
2001-08-10,100.21339442502034
2001-08-13,99.91471059801508
2001-08-14,101.40405673723694
2001-08-15,100.565259617474
2001-08-16,98.95686864178863
2001-08-17,97.52624547816664
2001-08-20,97.26757648850203
2001-08-21,98.24243895236148
2001-08-22,97.79338019457549
2001-08-23,97.89883502248769
2001-08-24,99.0418574138745
2001-08-27,99.40429430385737
2001-08-28,98.31755406326383
2001-08-29,97.71184650001429
2001-08-30,95.9023904516969
2001-08-31,95.71296737815231
2001-09-03,94.44525995121629
2001-09-04,96.50009991690692
2001-09-05,94.81406625817168
2001-09-06,92.97960718103612
2001-09-07,91.05272656934935
2001-09-10,90.16444436197574
2001-09-11,86.21507006401204
2001-09-12,86.22901698050676
2001-09-13,86.95471142511784
2001-09-14,84.1947806689369
2001-09-17,84.35336017339567
2001-09-18,83.75998343096606
2001-09-19,83.05703130495466
2001-09-20,80.82727636800402
2001-09-21,78.893075884963
2001-09-24,81.79220273352472
2001-09-25,82.84356027615392
2001-09-26,83.15486699379616
2001-09-27,83.84227420229017
2001-09-28,86.43145067201436
2001-10-01,85.24398088365743
2001-10-02,85.98275865874604
2001-10-03,85.8012761473982
2001-10-04,88.63935152428759
2001-10-05,88.50140211280568
2001-10-08,88.56404208055898
2001-10-09,87.94906279963162
2001-10-10,89.47024154064597
2001-10-11,91.4799039806406
2001-10-12,91.42488202969287
2001-10-15,90.00942541639039
2001-10-16,90.659325799863
2001-10-17,92.60712834082427
2001-10-18,91.25204573567059
2001-10-19,90.88944987517841
