Date,WORLD GROWTH
1998-12-31,100.0
1999-01-29,107.03160358144598
1999-02-26,106.31093679029964
1999-03-31,112.0789743415108
1999-04-30,114.17058053126406
1999-05-31,111.76955537165327
1999-06-30,119.96085002660958
1999-07-30,114.29948321473543
1999-08-31,117.22762407501011
1999-09-30,116.45019375174702
1999-10-29,125.70272375888297
1999-11-30,138.89671393117652
1999-12-31,155.4859471802398
2000-01-31,149.30147571228355
2000-02-29,156.9809277961329
2000-03-31,167.33926792981578
2000-04-28,163.92214796165308
2000-05-31,151.5054492761054
2000-06-30,155.52831421304438
2000-07-31,152.78886521434922
2000-08-31,164.87737670425864
2000-09-29,151.38809015104698
2000-10-31,150.9806736624207
2000-11-30,135.66194543871927
2000-12-29,123.40527493918995
2001-01-01,123.40527493918995
2001-01-02,119.10188695335712
2001-01-03,123.40708316809716
2001-01-04,123.61334822769896
2001-01-05,120.47448406156525
2001-01-08,119.85442155679617
2001-01-09,120.65223854033961
2001-01-10,121.11513543200992
2001-01-11,122.09169071993223
2001-01-12,122.4771610239269
2001-01-15,123.28235111544446
2001-01-16,123.18036174222944
2001-01-17,125.76033521600222
2001-01-18,126.27647304077904
2001-01-19,127.65770915248338
2001-01-22,127.38033742449666
2001-01-23,127.64443710915121
2001-01-24,129.55100386173825
2001-01-25,128.932479973117
2001-01-26,128.6656090616235
2001-01-29,129.42726320207018
2001-01-30,128.98930557825153
2001-01-31,128.34555361312314
2001-02-01,127.50059605086949
2001-02-02,125.73958130468488
2001-02-05,124.64354562436418
2001-02-06,125.72573505681541
2001-02-07,123.91290083588596
2001-02-08,123.94669414193872
2001-02-09,120.74501325787138
2001-02-12,121.73798258617421
2001-02-13,121.28399248312226
2001-02-14,121.05078949113542
2001-02-15,124.10643536539278
2001-02-16,119.66181096008319
2001-02-19,118.92558051441144
2001-02-20,118.28391382296019
2001-02-21,116.21022377165549
2001-02-22,115.91067179281966
2001-02-23,114.96771028529223
2001-02-26,116.37447417798532
2001-02-27,114.68424064841597
2001-02-28,113.22826009019396
2001-03-01,112.08602708182018
2001-03-02,110.02864728703237
2001-03-05,111.43521145596881
2001-03-06,112.64225711339077
2001-03-07,113.07430217655453
2001-03-08,112.0569142950995
2001-03-09,109.69158504549611
2001-03-12,105.36332865806826
2001-03-13,107.0306483337142
2001-03-14,105.60354408289443
2001-03-15,106.80324605662024
2001-03-16,105.44200564079908
2001-03-19,106.19822055262944
2001-03-20,104.80269445876654
2001-03-21,104.45590526952874
2001-03-22,104.3729276419433
2001-03-23,106.26622647585714
2001-03-26,108.06669686147879
2001-03-27,109.9452943727524
2001-03-28,108.66548473707715
2001-03-29,108.05917754807624
2001-03-30,108.24594223774814
2001-04-02,107.17021226649948
2001-04-03,103.61273497082745
2001-04-04,102.42333803563575
2001-04-05,106.84451588606328
2001-04-06,105.41324130669409
2001-04-09,105.54294647691124
2001-04-10,108.66226646688914
2001-04-11,109.55887180738324
2001-04-12,110.09740589665003
2001-04-13,110.02974659539228
2001-04-16,110.14305723211694
2001-04-17,110.9700825457045
2001-04-18,116.28103044793374
2001-04-19,116.41119332843788
2001-04-20,114.43602137250913
2001-04-23,112.92698765888912
2001-04-24,111.98987358621845
2001-04-25,112.95606260129539
2001-04-26,113.08021703422071
2001-04-27,115.4251147410446
2001-04-30,116.63551576277659
2001-05-01,117.81138575949386
2001-05-02,118.2959358628864
2001-05-03,116.26378632082711
2001-05-04,117.38829871671456
2001-05-07,117.88972235831987
2001-05-08,118.42850082339484
2001-05-09,117.33912136564727
2001-05-10,117.84246951719116
2001-05-11,117.77327636072086
2001-05-14,116.92939306791268
2001-05-15,116.92497881866741
2001-05-16,118.16844452479899
2001-05-17,119.48603674084121
2001-05-18,119.97977431458217
2001-05-21,121.89305617594488
2001-05-22,122.90849736155545
2001-05-23,122.23359722202231
2001-05-24,122.8498350962147
2001-05-25,121.55350418900792
2001-05-28,121.17581904902015
2001-05-29,121.04593353597045
2001-05-30,118.44039132594177
2001-05-31,119.53279816349684
2001-06-01,120.19363095790537
2001-06-04,120.64663921363419
2001-06-05,121.988647481028
2001-06-06,121.32097825167773
2001-06-07,121.74666917836957
2001-06-08,121.02655946398494
2001-06-11,120.179650177731
2001-06-12,118.23141795279268
2001-06-13,117.22017578653501
2001-06-14,115.14828996361696
2001-06-15,113.60748871838923
2001-06-18,113.04966674255493
2001-06-19,113.68499100102326
2001-06-20,115.04886962431301
2001-06-21,115.62719144859531
2001-06-22,114.9983656256286
2001-06-25,113.82432407783894
2001-06-26,113.02308322773196
2001-06-27,112.70982186103065
2001-06-28,115.31437658025015
2001-06-29,115.49612863453034
2001-07-02,116.901021363662
2001-07-03,116.19918690256878
2001-07-04,115.7717153319476
2001-07-05,114.71608086503674
2001-07-06,111.05819173545389
2001-07-09,111.24957228257689
2001-07-10,109.37721864791652
2001-07-11,108.40197399517363
2001-07-12,111.75804096621385
2001-07-13,112.3833783227526
2001-07-16,110.90178821932365
2001-07-17,111.58778797268428
2001-07-18,109.01680215639614
2001-07-19,110.53643435487123
2001-07-20,109.67925705198567
2001-07-23,108.57456145484885
2001-07-24,106.94951160156408
2001-07-25,107.09840113741866
2001-07-26,107.84919682795295
2001-07-27,108.82091449450103
2001-07-30,108.75317669052363
2001-07-31,110.08793115710044
2001-08-01,110.30952187375846
2001-08-02,110.84985946735813
2001-08-03,109.67290518062174
2001-08-06,109.31515910737212
2001-08-07,110.05202581378778
2001-08-08,108.27375716400157
2001-08-09,106.19545204855059
2001-08-10,105.66941299106344
2001-08-13,105.46042575322598
2001-08-14,105.9841948597118
2001-08-15,104.19087177140231
2001-08-16,103.637607052172
2001-08-17,101.57755381533886
2001-08-20,102.28245139670157
2001-08-21,101.69839987937901
2001-08-22,101.55377767899569
2001-08-23,101.84703707848901
2001-08-24,103.9094618705577
2001-08-27,104.06737552194032
2001-08-28,102.4776276259645
2001-08-29,101.39961440223779
2001-08-30,99.39330032275194
2001-08-31,99.49879667262478
2001-09-03,99.02206928322508
2001-09-04,100.9644921046292
2001-09-05,100.72881713669771
2001-09-06,98.20604787653133
2001-09-07,95.66897865098878
2001-09-10,96.03700020193989
2001-09-11,93.60215994924204
2001-09-12,93.7259876976626
2001-09-13,93.90027203950251
2001-09-14,91.83719468451172
2001-09-17,89.8263815875529
2001-09-18,89.00516425978711
2001-09-19,87.41598381136001
2001-09-20,84.94954747810108
2001-09-21,83.59091463742877
2001-09-24,87.04291714408585
2001-09-25,87.45507560023519
2001-09-26,87.52343039648613
2001-09-27,88.37944536583564
2001-09-28,90.99173964052592
2001-10-01,90.28981484032462
2001-10-02,91.04936935118421
2001-10-03,91.81412782352395
2001-10-04,93.42400801809069
2001-10-05,93.60367959655481
2001-10-08,93.44261464236541
2001-10-09,92.57916863029293
2001-10-10,94.95704218212792
2001-10-11,97.37870819311442
2001-10-12,97.0654504959795
2001-10-15,96.32557233584717
2001-10-16,96.80357600526165
2001-10-17,96.64287788586813
2001-10-18,96.21850011668796
2001-10-19,96.8206627980097
2001-10-22,98.75003638433392
2001-10-23,99.54793368059855
2001-10-24,99.7318931238136
2001-10-25,99.50112606297094
2001-10-26,100.33085817491047
2001-10-29,97.04876030864335
2001-10-30,94.9656885168847
2001-10-31,95.91615934884034
2001-11-01,97.27217430881817
2001-11-02,97.84023655420309
2001-11-05,100.16912047572549
2001-11-06,101.56567523854844
2001-11-07,100.99554397510687
2001-11-08,102.43932251347482
2001-11-09,102.03799604892993
2001-11-12,101.06527831304093
2001-11-13,103.96799827769374
2001-11-14,104.36440301772589
2001-11-15,105.3269804164925
2001-11-16,104.97680637537823
2001-11-19,106.6816106365671
2001-11-20,105.22068795417883
