Date,WORLD ex AUSTRALIA GROWTH
1998-12-31,100.0
1999-01-29,106.98142558390823
1999-02-26,106.2593279055394
1999-03-31,112.03820901043288
1999-04-30,114.03940019377642
1999-05-31,111.72469979027072
1999-06-30,119.92655713266457
1999-07-30,114.28289928213188
1999-08-31,117.27021002451187
1999-09-30,116.4733502403665
1999-10-29,125.88983277387052
1999-11-30,139.08662702921166
1999-12-31,155.8496856663511
2000-01-31,149.68375154427966
2000-02-29,157.57803726565876
2000-03-31,168.07979157995715
2000-04-28,164.62385274129392
2000-05-31,152.19711669555343
2000-06-30,156.03437624265212
2000-07-31,153.34083274681944
2000-08-31,165.54640862544287
2000-09-29,151.91321364888393
2000-10-31,151.5570965136341
2000-11-30,136.0293155655439
2000-12-29,123.65305103165429
2001-01-01,123.65305103165429
2001-01-02,119.25249811033197
2001-01-03,123.62556339387086
2001-01-04,123.77932592457731
2001-01-05,120.57298253941424
2001-01-08,119.96416360221205
2001-01-09,120.78274375329659
2001-01-10,121.28314821827519
2001-01-11,122.30011166867547
2001-01-12,122.67447301063395
2001-01-15,123.46431992426217
2001-01-16,123.36109120215013
2001-01-17,125.97553768913264
2001-01-18,126.4910639448686
2001-01-19,127.85952398926449
2001-01-22,127.57739866094936
2001-01-23,127.8848525224262
2001-01-24,129.81179163562297
2001-01-25,129.16792839664737
2001-01-26,128.90537230974596
2001-01-29,129.67223833745058
2001-01-30,129.22153960851395
2001-01-31,128.56419266910515
2001-02-01,127.69617693030138
2001-02-02,125.91139798064266
2001-02-05,124.84930169818443
2001-02-06,125.92227973566136
2001-02-07,124.10120443254199
2001-02-08,124.11735638614276
2001-02-09,120.89907700418284
2001-02-12,121.89458773400398
2001-02-13,121.42852305089473
2001-02-14,121.201011386419
2001-02-15,124.31212045230423
2001-02-16,119.78608281433102
2001-02-19,119.07532459774893
2001-02-20,118.4215784478196
2001-02-21,116.29700698450077
2001-02-22,116.000637486629
2001-02-23,115.05307425630379
2001-02-26,116.47865101245674
2001-02-27,114.76876768206357
2001-02-28,113.29354119134882
2001-03-01,112.1290413093341
2001-03-02,110.04812985702725
2001-03-05,111.47440591087408
2001-03-06,112.70715940412514
2001-03-07,113.14711074681148
2001-03-08,112.13380084343856
2001-03-09,109.74666064227917
2001-03-12,105.35144582969569
2001-03-13,107.06327999222879
2001-03-14,105.61713941628275
2001-03-15,106.85128016212404
2001-03-16,105.44738914118565
2001-03-19,106.20681044622091
2001-03-20,104.79354807041686
2001-03-21,104.44696133649317
2001-03-22,104.34687018529203
2001-03-23,106.29613680205127
2001-03-26,108.1072398509481
2001-03-27,110.01413470562127
2001-03-28,108.71361699909181
2001-03-29,108.09313092829996
2001-03-30,108.30863724900627
2001-04-02,107.20369659559364
2001-04-03,103.60033775222891
2001-04-04,102.40151718882245
2001-04-05,106.86037489738531
2001-04-06,105.3925944222
2001-04-09,105.52950744687593
2001-04-10,108.65320804279297
2001-04-11,109.51668834195195
2001-04-12,110.05543440702901
2001-04-13,109.98681744426787
2001-04-16,110.08007833251774
2001-04-17,110.93733349487289
2001-04-18,116.33298568237448
2001-04-19,116.44687674115758
2001-04-20,114.43466559386533
2001-04-23,112.94934458287828
2001-04-24,111.99839738911622
2001-04-25,112.98032364130086
2001-04-26,113.09904296306009
2001-04-27,115.47436444429442
2001-04-30,116.67070033846304
2001-05-01,117.8524409126728
2001-05-02,118.33758066113339
2001-05-03,116.26973354259607
2001-05-04,117.42758779632527
2001-05-07,117.92558720271504
2001-05-08,118.46647403748868
2001-05-09,117.34184354768624
2001-05-10,117.82399937919892
2001-05-11,117.75827540241917
2001-05-14,116.9142175915724
2001-05-15,116.91019902379202
2001-05-16,118.17248260062307
2001-05-17,119.45873731627276
2001-05-18,119.9656043841618
2001-05-21,121.87476197189419
2001-05-22,122.90983877934751
2001-05-23,122.23019398734296
2001-05-24,122.85245903793376
2001-05-25,121.531943386932
2001-05-28,121.14431204655781
2001-05-29,121.02659274543541
2001-05-30,118.39947748591655
2001-05-31,119.5182229325108
2001-06-01,120.17580353971219
2001-06-04,120.62500719261017
2001-06-05,121.98766824039014
2001-06-06,121.29719580503712
2001-06-07,121.7167854946675
2001-06-08,120.9613623850339
2001-06-11,120.09242795174538
2001-06-12,118.17642128114667
2001-06-13,117.16237482306619
2001-06-14,115.04950054491016
2001-06-15,113.49604954699048
2001-06-18,112.96348017045668
2001-06-19,113.6099192099969
2001-06-20,114.97788902266191
2001-06-21,115.58352061018239
2001-06-22,114.94023837304944
2001-06-25,113.77551270233565
2001-06-26,112.94667079735298
2001-06-27,112.63892359182259
