Date,FAR EAST GROWTH
1998-12-31,100.0
1999-01-29,103.2193403597166
1999-02-26,105.64239106062772
1999-03-31,120.79566381307707
1999-04-30,130.97163882257837
1999-05-31,125.9647095213692
1999-06-30,139.89337444438456
1999-07-30,147.56078573743426
1999-08-31,147.57123890245938
1999-09-30,155.35075518628557
1999-10-29,166.50282002826094
1999-11-30,190.84324801426982
1999-12-31,209.44045339453862
2000-01-31,199.24110183323947
2000-02-29,205.31048922359363
2000-03-31,213.01519118734527
2000-04-28,199.41905008827797
2000-05-31,177.31442653637922
2000-06-30,184.33485303558473
2000-07-31,169.34217700591194
2000-08-31,191.09640342106587
2000-09-29,174.70110315279052
2000-10-31,163.64250062741974
2000-11-30,153.93868039403873
2000-12-29,131.3646626078029
2001-01-01,131.3646626078029
2001-01-02,129.54621383684105
2001-01-03,129.50526855655508
2001-01-04,130.35478572454096
2001-01-05,129.82986737871514
2001-01-08,129.6164400666463
2001-01-09,128.76222486836227
2001-01-10,127.91598070524368
2001-01-11,124.02492600455875
2001-01-12,125.57217169230066
2001-01-15,126.99544396683902
2001-01-16,129.5868825506679
2001-01-17,131.68208048785164
2001-01-18,131.14174095964682
2001-01-19,135.65160692780512
2001-01-22,135.87363263753628
2001-01-23,134.2275427221265
2001-01-24,135.23409559847036
2001-01-25,136.5100713682559
2001-01-26,135.34331715688376
2001-01-29,136.15912483659315
2001-01-30,134.55098795844657
2001-01-31,134.66432249138455
2001-02-01,133.96176258024246
2001-02-02,133.1472679345882
2001-02-05,130.35205429721898
2001-02-06,130.7486886645116
2001-02-07,130.62632589174765
2001-02-08,131.51460628349
2001-02-09,130.42495913349876
2001-02-12,129.55797786001986
2001-02-13,130.22261076430172
2001-02-14,129.68082798210557
2001-02-15,132.64389441642254
2001-02-16,130.7085037797095
2001-02-19,128.6299562251801
2001-02-20,131.77104526428852
2001-02-21,128.67768080040182
2001-02-22,128.82440925180055
2001-02-23,130.12215763737916
2001-02-26,129.57178033636222
2001-02-27,127.6510708797626
2001-02-28,125.11253707426772
2001-03-01,121.3336661085415
2001-03-02,116.81173834904016
2001-03-05,117.77995708156641
2001-03-06,120.39386408974946
2001-03-07,121.59774014044963
2001-03-08,121.02996517916233
2001-03-09,120.98305576486095
2001-03-12,117.15953123554925
2001-03-13,116.13719442893395
2001-03-14,116.22974472852897
2001-03-15,118.97426167807404
2001-03-16,120.54176025326271
2001-03-19,121.27710700146163
2001-03-20,119.99722616694315
