Date,PACIFIC ex JAPAN GROWTH
1998-12-31,100.0
1999-01-29,106.02936365126834
1999-02-26,107.9691470226751
1999-03-31,117.31929009752494
1999-04-30,137.2078950201363
1999-05-31,127.24794035186603
1999-06-30,138.08976846080202
1999-07-30,131.50969761620885
1999-08-31,131.94994010288949
1999-09-30,129.05200987867215
1999-10-29,133.32252968750876
1999-11-30,153.3247317175151
1999-12-31,164.97853202313829
2000-01-31,154.8798612941858
2000-02-29,158.16022235194933
2000-03-31,158.72854739470824
2000-04-28,154.39817461452324
2000-05-31,135.50801498904934
2000-06-30,145.8418421571292
2000-07-31,147.85774924934137
2000-08-31,151.84157379821426
2000-09-29,140.88729503933453
2000-10-31,137.79351561487326
2000-11-30,132.0798766679833
2000-12-29,125.68727589980135
2001-01-01,125.68727589980135
2001-01-02,124.73754262443782
2001-01-03,123.4895640891275
2001-01-04,128.01137322253894
2001-01-05,128.49716079511649
2001-01-08,126.45452376886732
2001-01-09,127.93549310729365
2001-01-10,126.6165890179675
2001-01-11,123.92089606332354
2001-01-12,125.46048899547633
2001-01-15,126.55590404205265
2001-01-16,126.59193156238545
2001-01-17,127.41363091923651
2001-01-18,127.22000698444228
2001-01-19,131.532246823379
2001-01-22,132.41611782439895
2001-01-23,130.34538880141534
2001-01-24,131.8664181046963
2001-01-25,132.52877619483357
2001-01-26,131.99892716235524
2001-01-29,132.04713341920447
2001-01-30,130.72900227639673
2001-01-31,131.64541931943725
2001-02-01,131.62572369941577
2001-02-02,131.42587462241588
2001-02-05,128.14044926078026
2001-02-06,129.38534634645282
2001-02-07,129.14523825144852
2001-02-08,130.72600481290013
2001-02-09,129.12653445369625
2001-02-12,128.7857400201241
2001-02-13,129.85306979398288
2001-02-14,129.37762016941818
2001-02-15,129.64426606951994
2001-02-16,129.05308076636732
2001-02-19,127.1232534250632
2001-02-20,128.35842311506693
2001-02-21,128.2492154092835
2001-02-22,127.35285491798558
2001-02-23,127.06039138381756
2001-02-26,126.6831861796483
2001-02-27,124.73422017703987
2001-02-28,124.93953432581166
2001-03-01,123.41493861315836
2001-03-02,122.60925967706045
2001-03-05,122.87878509285714
2001-03-06,123.092843441234
2001-03-07,123.12876246170414
2001-03-08,121.71794946169157
2001-03-09,121.25198393783788
2001-03-12,119.78193632678368
2001-03-13,118.53789965233128
2001-03-14,118.51707265607995
2001-03-15,119.20084184936503
2001-03-16,120.17217192344278
2001-03-19,120.29753231898036
2001-03-20,118.86572729106074
2001-03-21,118.46210414826443
2001-03-22,117.9081283685548
2001-03-23,117.49751589029165
2001-03-26,118.41715277535492
2001-03-27,116.86925193259755
2001-03-28,117.39808668234947
2001-03-29,117.00221417996634
2001-03-30,116.45000602207203
2001-04-02,116.88828684406454
2001-04-03,116.11196253039739
2001-04-04,113.23015188327855
2001-04-05,114.89523603027367
2001-04-06,115.64959356574168
2001-04-09,113.8969492643764
2001-04-10,116.14281694666424
2001-04-11,119.98958808721096
2001-04-12,120.24160169066035
2001-04-13,120.24160169066035
2001-04-16,121.75120151875369
2001-04-17,120.37418445578747
2001-04-18,122.79358813179435
2001-04-19,124.45904711405724
2001-04-20,123.36087206713758
2001-04-23,121.9421557468147
2001-04-24,121.70442035153518
2001-04-25,120.77070758599609
2001-04-26,120.27798617013616
2001-04-27,121.51495261520199
2001-04-30,123.31689730174004
2001-05-01,123.4136809554969
2001-05-02,124.63514821728457
2001-05-03,124.78067010208251
