Date,WORLD ex ISRAEL GROWTH
2010-05-26,1000.0
2010-05-27,1026.2547675174956
2010-05-28,1017.2023073216308
2010-05-31,1022.5463299989801
2010-06-01,1012.4373439810605
2010-06-02,1030.3000341455017
2010-06-03,1043.3119480287153
2010-06-04,1028.8881012052316
2010-06-07,1018.689857121273
2010-06-08,1019.8086652286006
2010-06-09,1016.4968488145823
2010-06-10,1037.1555583519994
2010-06-11,1042.9302672224128
2010-06-14,1038.8284526143348
2010-06-15,1052.4831842851265
2010-06-16,1055.1913150281605
2010-06-17,1052.7257914258498
2010-06-18,1051.9623925545973
2010-06-21,1057.792004388582
2010-06-22,1052.1395564251372
2010-06-23,1047.6391256745494
2010-06-24,1028.8065710716073
2010-06-25,1026.8701488900583
2010-06-28,1026.615701150072
2010-06-29,1005.4143957326175
2010-06-30,991.6719439218026
2010-07-01,970.5974688161244
2010-07-02,959.9442687126048
2010-07-05,962.7886185839991
2010-07-06,969.5574104753867
2010-07-07,988.0993021648662
2010-07-08,996.1440328403801
2010-07-09,1005.8541043209508
2010-07-12,1010.2168626469705
2010-07-13,1019.0012601441261
2010-07-14,1019.961419536575
2010-07-15,1007.4634027812494
2010-07-16,981.9536422383329
2010-07-19,980.5925084909173
2010-07-20,992.276102885502
2010-07-21,992.9533199393702
2010-07-22,1005.4020440205032
2010-07-23,1020.2831009362314
2010-07-26,1020.3184991462925
2010-07-27,1013.7298833622848
2010-07-28,1010.2283711129844
2010-07-29,1002.5939996324632
2010-07-30,1004.7751066994331
2010-08-02,1015.2823042202344
2010-08-03,1013.4147286501812
2010-08-04,1019.4520641052133
2010-08-05,1018.730447532638
2010-08-06,1008.3285339978838
2010-08-09,1016.7869580970868
2010-08-10,1017.3113124618079
2010-08-11,1003.7240832282273
2010-08-12,1001.9829804773047
2010-08-13,1006.550967643937
2010-08-16,1003.6822833388877
2010-08-17,1014.3246290471429
2010-08-18,1016.9678993959672
2010-08-19,1006.4904231249365
2010-08-20,1009.5654247762674
2010-08-23,1009.3864466937223
2010-08-24,993.8122505608491
2010-08-25,994.1432732721943
2010-08-26,988.9461762747336
2010-08-27,1000.6338887294111
2010-08-30,999.3282896279576
2010-08-31,993.0602640669475
2010-09-01,1012.7406534894304
2010-09-02,1020.1402682827757
2010-09-03,1028.2656035345742
2010-09-06,1030.9259424130237
2010-09-07,1033.3311068942921
2010-09-08,1036.354491591074
2010-09-09,1042.7934305003268
2010-09-10,1046.2227599872767
2010-09-13,1048.3876640329465
2010-09-14,1044.6758077032935
2010-09-15,1042.725045991348
2010-09-16,1035.9803807855494
2010-09-17,1041.5581097674988
2010-09-20,1051.8988349145934
2010-09-21,1046.5755613773229
2010-09-22,1027.381169843582
2010-09-23,1029.4352129803424
2010-09-24,1035.679072874548
2010-09-27,1035.078437040628
2010-09-28,1033.4943451541699
2010-09-29,1030.4809942920783
2010-09-30,1021.7846199958235
2010-10-01,1017.7621447821608
2010-10-04,1015.5321689687237
2010-10-05,1023.2765970482133
2010-10-06,1024.359117247075
2010-10-07,1020.6801421957479
2010-10-08,1025.492036990097
2010-10-11,1029.1482654028996
2010-10-12,1032.034088765416
2010-10-13,1036.0138469736544
2010-10-14,1031.4340961545865
2010-10-15,1038.4560066002828
2010-10-18,1042.858013991447
2010-10-19,1038.5864478998656
2010-10-20,1036.3653751214608
2010-10-21,1037.9274163978146
2010-10-22,1042.9799821085273
2010-10-25,1046.3286699751445
2010-10-26,1049.8463228858982
2010-10-27,1048.5661858942337
2010-10-28,1045.3978043841892
2010-10-29,1046.3308681394142
2010-11-01,1049.5449441509443
2010-11-02,1048.8636606032344
2010-11-03,1050.0292746369485
2010-11-04,1059.5427463991998
2010-11-05,1075.9453151601883
2010-11-08,1084.8981373461831
2010-11-09,1082.1941308688197
2010-11-10,1091.9775310949426
2010-11-11,1092.5289193692572
2010-11-12,1077.4834219646066
2010-11-15,1084.739899938251
2010-11-16,1067.8466018886265
2010-11-17,1071.318491438387
2010-11-18,1084.851113027578
2010-11-19,1081.6702539037544
2010-11-22,1085.9307851450799
2010-11-23,1082.2375781913884
2010-11-24,1097.8196500762524
2010-11-25,1101.9482596140297
2010-11-26,1103.9983323480374
2010-11-29,1105.8765101801866
2010-11-30,1105.3736646982286
2010-12-01,1122.3212909977785
2010-12-02,1132.5627133632388
2010-12-03,1124.2506382339702
2010-12-06,1131.3081685310865
2010-12-07,1130.013090587286
2010-12-08,1135.9142816365381
2010-12-09,1140.5466477595157
2010-12-10,1141.2102935450248
2010-12-13,1134.4649455939925
2010-12-14,1136.4656788621785
2010-12-15,1134.0150748658866
2010-12-16,1146.3171345799371
2010-12-17,1149.6682848500914
2010-12-20,1155.8870306862004
2010-12-21,1163.202027313661
2010-12-22,1167.6108990250896
2010-12-23,1169.8234457850106
2010-12-24,1166.1649283455429
2010-12-27,1162.0414433816106
2010-12-28,1165.402061714555
2010-12-29,1168.7771621817797
2010-12-30,1154.1379039728397
2010-12-31,1144.9909558470022
2011-01-03,1155.639798888022
2011-01-04,1158.0782345942434
2011-01-05,1169.201016503983
2011-01-06,1178.1927005912316
2011-01-07,1181.8723557398403
2011-01-10,1181.7950265170732
2011-01-11,1189.3613283209195
2011-01-12,1190.412294124209
2011-01-13,1170.0175018438026
2011-01-14,1169.1002780418391
2011-01-17,1174.5984111907983
2011-01-18,1174.1128564504984
2011-01-19,1157.1606056109536
2011-01-20,1148.0025715966217
2011-01-21,1135.60232594117
2011-01-24,1137.694031796636
2011-01-25,1137.5106358467185
2011-01-26,1145.7754387016776
2011-01-27,1143.28188205673
2011-01-28,1134.0823290266212
2011-01-31,1132.809765842943
2011-02-01,1143.3706067057299
2011-02-02,1145.142752348916
2011-02-03,1158.513024998786
2011-02-04,1167.62148289344
2011-02-07,1174.534102642575
2011-02-08,1170.6053145299043
2011-02-09,1163.1824469538444
2011-02-10,1168.0569759910863
2011-02-11,1177.0598976531512
2011-02-14,1189.344365708059
2011-02-15,1182.8372715879425
2011-02-16,1187.775565933896
2011-02-17,1188.0322661446437
2011-02-18,1183.9815054770336
2011-02-21,1177.7797390831633
2011-02-22,1157.0109731248049
2011-02-23,1142.6490047000975
2011-02-24,1138.7715813662146
2011-02-25,1157.320254097874
2011-02-28,1159.361327130738
2011-03-01,1149.3543774815714
2011-03-02,1143.93744886127
2011-03-03,1152.0248791479828
2011-03-04,1145.1385861868393
2011-03-07,1133.605223544519
2011-03-08,1143.7909915893335
2011-03-09,1140.1086001629221
2011-03-10,1127.397868548008
2011-03-11,1125.8192161555814
2011-03-14,1103.7851877154274
2011-03-15,1080.310723925268
2011-03-16,1075.098494437355
2011-03-17,1083.0728338764552
2011-03-18,1079.5868829101466
2011-03-21,1093.4513796995
2011-03-22,1093.1481585707409
2011-03-23,1102.1831029777081
2011-03-24,1108.3431376227195
2011-03-25,1114.0200076395895
2011-03-28,1113.0557374220302
2011-03-29,1121.1456903177693
2011-03-30,1130.4001939920634
2011-03-31,1122.830572552103
2011-04-01,1131.1573216882327
2011-04-04,1128.391139475245
2011-04-05,1129.6996591402483
2011-04-06,1121.7026663632364
2011-04-07,1122.0848759157345
2011-04-08,1115.3155493032366
2011-04-11,1111.7692454108776
2011-04-12,1096.1062312756824
2011-04-13,1101.5416640371916
2011-04-14,1104.0092995884138
2011-04-15,1108.6878974268993
2011-04-18,1109.7255208332983
2011-04-19,1108.7950648069068
2011-04-20,1116.3674953441512
2011-04-21,1122.9210424043636
2011-04-22,1122.9983155568398
2011-04-25,1120.4192514502995
2011-04-26,1121.9259755999994
2011-04-27,1123.3332067536433
2011-04-28,1119.1148240779323
2011-04-29,1120.9851926655185
2011-05-02,1119.6552698219098
2011-05-03,1115.3749501731268
2011-05-04,1103.1053132397928
2011-05-05,1111.992058525859
2011-05-06,1124.2346450573827
2011-05-09,1140.5737169043218
2011-05-10,1143.5799990772011
2011-05-11,1140.947746873623
2011-05-12,1144.0006038035826
2011-05-13,1137.2204138122697
2011-05-16,1128.931322892387
2011-05-17,1127.7551497498268
2011-05-18,1132.3823735278495
2011-05-19,1135.7523487425656
2011-05-20,1137.474721462212
2011-05-23,1128.4222794122375
2011-05-24,1124.302117432287
2011-05-25,1131.0990601892922
2011-05-26,1136.7093162388624
2011-05-27,1133.9632010373368
2011-05-30,1133.5139413108618
2011-05-31,1138.3923572367853
2011-06-01,1120.4434806738127
2011-06-02,1111.555368948645
2011-06-03,1096.1874381741493
2011-06-06,1085.89194794934
2011-06-07,1081.3216475551912
2011-06-08,1076.98237109537
2011-06-09,1089.729823464623
2011-06-10,1083.5925359811306
2011-06-13,1080.889855268718
2011-06-14,1087.5051388002053
2011-06-15,1084.1815472960782
2011-06-16,1084.563657104694
2011-06-17,1075.4704824304717
2011-06-20,1076.6299559129263
2011-06-21,1090.4662817372453
2011-06-22,1083.892806407603
2011-06-23,1093.5031244100858
2011-06-24,1087.9611624714103
2011-06-27,1085.260441826911
2011-06-28,1093.2312675508238
2011-06-29,1105.0883371991702
2011-06-30,1110.9085162402416
2011-07-01,1122.66207881322
2011-07-04,1124.7605596327855
2011-07-05,1129.215374414124
2011-07-06,1141.1164579732756
2011-07-07,1146.4527988810833
2011-07-08,1148.877806056826
2011-07-11,1147.4754941276674
2011-07-12,1140.834423559574
2011-07-13,1138.8486785062057
2011-07-14,1130.242796958573
2011-07-15,1138.0177998887232
2011-07-18,1133.4084488377005
2011-07-19,1138.6435545446577
2011-07-20,1142.2687307694748
2011-07-21,1140.6157515392415
2011-07-22,1147.9873470072505
2011-07-25,1146.1319670543207
2011-07-26,1135.4086292526133
2011-07-27,1123.2665230574532
2011-07-28,1124.997118104218
2011-07-29,1113.8924684683886
2011-08-01,1121.125200529285
2011-08-02,1094.770662250871
2011-08-03,1084.7751575198022
2011-08-04,1046.1820677729447
