Date,WORLD ex UK GROWTH
1998-12-31,100.0
1999-01-29,107.24200254776198
1999-02-26,105.97638165304055
1999-03-31,112.06566908038471
1999-04-30,114.33579847243097
1999-05-31,112.12713291311746
1999-06-30,121.03288437388593
1999-07-30,115.29649605862164
1999-08-31,118.43567861120293
1999-09-30,118.00872424597205
1999-10-29,127.35194727472029
1999-11-30,141.0249484716623
1999-12-31,158.53867382642827
2000-01-31,152.50640660738057
2000-02-29,161.02648340764162
2000-03-31,171.53581448260863
2000-04-28,166.97566707415552
2000-05-31,154.7382465777137
2000-06-30,159.42030338612255
2000-07-31,155.88253074646713
2000-08-31,168.38727144036673
2000-09-29,153.5988215684847
2000-10-31,152.97085234440584
2000-11-30,136.92028205680114
2000-12-29,123.48028922278803
2001-01-01,123.48028922278803
2001-01-02,118.84345682020128
2001-01-03,123.91140685157826
2001-01-04,124.19339734816249
2001-01-05,120.82514607512992
2001-01-08,120.08161837716494
2001-01-09,121.06181040670205
2001-01-10,121.58201177147826
2001-01-11,122.66351762714646
2001-01-12,123.11391084977951
2001-01-15,123.74205757275267
2001-01-16,123.87226410169447
2001-01-17,126.35821856542789
2001-01-18,127.06222188880744
2001-01-19,128.55299239301195
2001-01-22,128.2276398840173
2001-01-23,128.5543069344223
2001-01-24,130.5742156561999
2001-01-25,129.8070291884661
2001-01-26,129.42052635187616
2001-01-29,130.28221941903226
2001-01-30,129.97511149094007
2001-01-31,129.32270421656466
2001-02-01,128.40656148768164
2001-02-02,126.35569535557043
2001-02-05,125.08641901184947
2001-02-06,126.27800527797584
2001-02-07,124.35947111892901
2001-02-08,124.44222250056984
2001-02-09,120.94286287096209
2001-02-12,121.95649200503803
2001-02-13,121.26696244753354
2001-02-14,120.97701483361037
2001-02-15,124.31836135176304
2001-02-16,119.78116424647
2001-02-19,118.98954062110903
2001-02-20,118.37832113520959
2001-02-21,115.90209780833624
2001-02-22,115.44084915382693
2001-02-23,114.52158953273468
2001-02-26,116.22085724661477
2001-02-27,114.34313293631538
2001-02-28,112.69285781228558
2001-03-01,111.48883425413324
2001-03-02,109.23249943468933
2001-03-05,110.68476402519323
2001-03-06,112.0163081370673
2001-03-07,112.52503383448341
2001-03-08,111.41682576473366
2001-03-09,108.9135270816585
2001-03-12,104.3879547067824
2001-03-13,106.3351596602776
2001-03-14,104.88656612611581
2001-03-15,105.94937618773542
2001-03-16,104.8315068952989
2001-03-19,105.74723733057017
2001-03-20,104.07510174341208
2001-03-21,103.80092782117073
2001-03-22,104.15473883693126
2001-03-23,105.97640741821623
2001-03-26,107.641636226935
2001-03-27,109.43079980729618
2001-03-28,108.15981585279465
2001-03-29,107.44679572864966
2001-03-30,107.61324757717563
2001-04-02,106.4651824795661
2001-04-03,102.89674430183253
2001-04-04,101.65638311965579
2001-04-05,106.29689556878891
2001-04-06,104.81285203418474
2001-04-09,104.8418629370702
2001-04-10,107.94552875778986
2001-04-11,108.97357596887946
2001-04-12,109.65473386282878
2001-04-13,109.58050058237995
2001-04-16,109.63682957503428
2001-04-17,110.45857584546148
2001-04-18,115.93478999352651
2001-04-19,116.34433224868752
2001-04-20,114.2628100266017
2001-04-23,112.58904066951553
2001-04-24,111.61141927222816
2001-04-25,112.67856712243858
2001-04-26,112.7564325407428
2001-04-27,115.01472496060809
2001-04-30,116.23070182474275
2001-05-01,117.64757259151659
2001-05-02,118.14546052973691
2001-05-03,116.14641937059046
2001-05-04,117.21407876246191
2001-05-07,117.69459688936158
2001-05-08,118.16532378109576
2001-05-09,117.11620165169771
2001-05-10,117.39397517702288
2001-05-11,117.4299651467554
2001-05-14,116.88838898329928
2001-05-15,116.61148236140463
2001-05-16,117.90361879792356
2001-05-17,119.30833474748295
2001-05-18,119.77702370603221
2001-05-21,121.73335516144397
2001-05-22,122.68363163786299
2001-05-23,122.03008481269323
2001-05-24,122.75389287302582
2001-05-25,121.3623949109128
2001-05-28,120.9954714410926
2001-05-29,120.79301745634055
2001-05-30,118.04735210047885
2001-05-31,119.1212739682068
2001-06-01,119.79214412849736
2001-06-04,120.19520870980858
2001-06-05,121.59411971061316
2001-06-06,120.97625417571946
2001-06-07,121.46632959785758
2001-06-08,120.72884319398219
2001-06-11,119.98627623843537
2001-06-12,118.02658366420286
2001-06-13,116.8698001384743
2001-06-14,114.69744150109513
2001-06-15,113.08429962105785
2001-06-18,112.54130246897776
2001-06-19,113.20396939513428
2001-06-20,114.63355368934877
2001-06-21,115.14647426670835
2001-06-22,114.41682386078956
2001-06-25,113.23146906687371
2001-06-26,112.61342025957974
2001-06-27,112.13052256824734
2001-06-28,114.79500671224699
2001-06-29,114.93003214668761
2001-07-02,116.27322404787664
2001-07-03,115.74107678132313
2001-07-04,115.36695213636894
2001-07-05,114.34007545549983
2001-07-06,110.48428989414262
2001-07-09,110.74347620376007
2001-07-10,108.743544992097
2001-07-11,107.85312173179666
2001-07-12,111.33946403590168
2001-07-13,111.95070981959744
2001-07-16,110.43895316538777
2001-07-17,111.27537513626547
2001-07-18,108.54857566619357
2001-07-19,110.15193473329242
2001-07-20,109.26090214667398
2001-07-23,108.13629943731519
2001-07-24,106.55323899871772
2001-07-25,106.71733404263878
2001-07-26,107.42552003736986
2001-07-27,108.2476249999905
2001-07-30,108.12971585392884
2001-07-31,109.42618687547109
2001-08-01,109.58747562144124
2001-08-02,110.14076426068571
2001-08-03,109.05558364506317
2001-08-06,108.68107662955406
2001-08-07,109.41775726138683
2001-08-08,107.63001031333478
2001-08-09,105.5835356896255
2001-08-10,104.9517861289992
2001-08-13,104.85671720558055
2001-08-14,105.29187038687924
2001-08-15,103.45264357976065
2001-08-16,103.00937308894342
2001-08-17,100.90219547614072
2001-08-20,101.57561954469794
2001-08-21,100.73269297438615
2001-08-22,100.66625729028878
2001-08-23,100.99724225068196
2001-08-24,103.12397560114178
2001-08-27,103.28118788935618
2001-08-28,101.57036703816364
2001-08-29,100.43674470056837
2001-08-30,98.40737113886144
2001-08-31,98.50309285139541
2001-09-03,98.00230263770918
2001-09-04,99.91957505325898
2001-09-05,99.75580252503656
2001-09-06,97.24659259518685
2001-09-07,94.74007027846322
2001-09-10,95.18235271651676
2001-09-11,93.3267367069295
2001-09-12,92.96582645401476
2001-09-13,92.98108899842084
2001-09-14,91.29382637636112
2001-09-17,88.8211042871453
2001-09-18,88.20845637849153
2001-09-19,86.72006669982191
2001-09-20,84.31004325289489
2001-09-21,83.05428319973888
2001-09-24,86.35779313515951
2001-09-25,86.71756293762611
2001-09-26,86.71061969044642
2001-09-27,87.41221347179908
2001-09-28,90.00371763126593
2001-10-01,89.45317501832123
2001-10-02,90.34206642493638
2001-10-03,91.02412530922312
2001-10-04,92.49077426764838
2001-10-05,92.65166318404825
2001-10-08,92.526879989192
2001-10-09,91.67436112687112
2001-10-10,94.0703728791854
2001-10-11,96.59130746879242
2001-10-12,96.26502473816555
2001-10-15,95.65280062214123
2001-10-16,96.18855723150558
2001-10-17,95.73284419243696
2001-10-18,95.41712185905507
2001-10-19,96.20857154378064
2001-10-22,98.22573969121524
2001-10-23,98.89638908205825
2001-10-24,99.13693055774256
2001-10-25,99.03634417803009
2001-10-26,99.70826632818762
2001-10-29,96.37090944604563
2001-10-30,94.21292593989982
2001-10-31,95.05898771780456
2001-11-01,96.4438051014287
2001-11-02,96.84802603122533
2001-11-05,99.20332965709505
2001-11-06,100.67691645269254
2001-11-07,100.08270662815376
2001-11-08,101.52789956560984
2001-11-09,101.15883447726759
2001-11-12,100.31545452975818
2001-11-13,103.21268314525722
2001-11-14,103.66492216904389
2001-11-15,104.6730169750774
2001-11-16,104.21979425715965
2001-11-19,106.1089682990696
2001-11-20,104.67483752046522
2001-11-21,104.93314896668696
2001-11-22,104.90601779097358
2001-11-23,105.64266365925141
2001-11-26,106.22795364916948
2001-11-27,105.05748755058323
2001-11-28,102.95264882923927
2001-11-29,103.69216795568572
2001-11-30,103.42309408338475
2001-12-03,103.12120591497198
2001-12-04,103.91961132750265
2001-12-05,106.13588630807716
2001-12-06,105.55987234518301
2001-12-07,104.91282289152824
2001-12-10,103.61811154847351
2001-12-11,103.26997867090209
2001-12-12,102.76234534863308
2001-12-13,101.14037709896695
2001-12-14,100.7312403776292
2001-12-17,101.7188558264773
2001-12-18,102.61842106031132
2001-12-19,103.23895844172696
2001-12-20,102.95268643561475
2001-12-21,104.50546298600291
2001-12-24,105.10718233244847
2001-12-25,105.04040249271567
2001-12-26,105.02760330296393
2001-12-27,105.1350366119024
2001-12-28,105.95945561405448
2001-12-31,104.35235914338067
2002-01-01,104.35235914338067
2002-01-02,102.94207388864338
2002-01-03,103.91981517221504
2002-01-04,104.82661650160713
2002-01-07,104.17278579607954
2002-01-08,103.6568082563618
2002-01-09,103.52960342848492
2002-01-10,102.96292400320934
2002-01-11,102.99569448717428
2002-01-14,101.90132364329016
2002-01-15,102.63607047268827
2002-01-16,102.29633062259138
2002-01-17,103.53205572125485
2002-01-18,102.52855190983942
2002-01-21,102.31861734130254
2002-01-22,102.02294332139094
2002-01-23,102.15596544270745
2002-01-24,103.04665394903694
2002-01-25,104.22376779347731
2002-01-28,104.75885287584963
2002-01-29,102.63319203881935
2002-01-30,102.88066624602293
2002-01-31,104.35098777611093
2002-02-01,103.91192451779203
2002-02-04,101.68072166123405
2002-02-05,100.99813853563705
2002-02-06,100.573673133348
2002-02-07,100.55675303830188
2002-02-08,100.98696252862969
2002-02-11,101.52105121024357
2002-02-12,101.87507897569758
2002-02-13,103.18991692133264
2002-02-14,103.62075811261232
2002-02-15,102.35369140511933
2002-02-18,102.50979727824229
2002-02-19,100.43979258917531
2002-02-20,101.546352322797
2002-02-21,101.1948710903926
2002-02-22,100.99357696741681
2002-02-25,102.63451897764125
2002-02-26,102.89923133526938
2002-02-27,104.09782351059599
2002-02-28,104.0828058336427
2002-03-01,105.71889485783166
2002-03-04,107.15684484441445
2002-03-05,106.24280207052752
2002-03-06,106.64649681992593
2002-03-07,106.43473983020857
2002-03-08,107.14376722822398
2002-03-11,107.31901765006971
2002-03-12,107.08439918165028
2002-03-13,106.08281644462548
2002-03-14,105.57870134097301
2002-03-15,106.3844819613056
2002-03-18,106.3492664102405
2002-03-19,106.79642148667838
2002-03-20,105.10922684963681
2002-03-21,105.20394898196506
2002-03-22,105.27837411937719
2002-03-25,104.30903719759488
2002-03-26,104.64650499245167
2002-03-27,105.29266369827278
2002-03-28,105.68992600934641
2002-03-29,105.46846781807922
2002-04-01,104.56377538594832
2002-04-02,103.7099592982297
2002-04-03,103.3316720432929
2002-04-04,102.95278815095813
2002-04-05,102.87148383502596
2002-04-08,102.9305756827613
2002-04-09,102.32740741638975
2002-04-10,103.18211239858782
2002-04-11,100.56660188206035
2002-04-12,101.44682849844429
2002-04-15,100.9890929485441
2002-04-16,102.60001553646161
2002-04-17,101.91003233668422
2002-04-18,101.69105638907435
2002-04-19,101.70585588318208
2002-04-22,100.75353312900532
2002-04-23,100.1130056802261
2002-04-24,99.34675859664239
2002-04-25,98.72086899668084
2002-04-26,97.68803751299303
2002-04-29,96.74012483151941
2002-04-30,97.32263646424853
2002-05-01,97.81412466454684
2002-05-02,97.61913456811045
2002-05-03,95.90097833434626
2002-05-06,94.49770487723072
2002-05-07,94.03169839426735
2002-05-08,97.0835709105793
2002-05-09,96.08106251233667
2002-05-10,94.58778212843856
2002-05-13,95.88497667734724
2002-05-14,98.04259646918014
2002-05-15,97.45293071968774
2002-05-16,97.91135232590405
2002-05-17,97.79412288553651
2002-05-20,96.84416461235541
2002-05-21,96.36273887533491
2002-05-22,95.826050596702
2002-05-23,96.80424039881625
2002-05-24,95.9214729046311
2002-05-27,96.1355956209545
2002-05-28,94.75260511823471
2002-05-29,94.09915181873325
2002-05-30,93.42663471546942
2002-05-31,93.73340931301544
2002-06-03,91.83559485366868
2002-06-04,90.83886824635542
2002-06-05,92.02288535333058
2002-06-06,90.20281498986415
2002-06-07,89.44312265768545
2002-06-10,89.76072584537333
2002-06-11,88.95889153413032
2002-06-12,88.63982552145127
2002-06-13,87.82150721867572
2002-06-14,87.01904009208015
2002-06-17,89.19785909992125
2002-06-18,88.91691363160025
2002-06-19,86.9807916609842
2002-06-20,85.31642485574632
2002-06-21,83.4512185625601
2002-06-24,82.90435619861583
2002-06-25,82.76823917768341
2002-06-26,81.45629976324052
2002-06-27,83.23472415765919
2002-06-28,83.2110156264874
2002-07-01,81.9508495967425
2002-07-02,80.4918944620757
2002-07-03,81.07702328821372
2002-07-04,81.45710610016287
2002-07-05,84.64760775024415
2002-07-08,83.00591394726378
2002-07-09,81.05615010728926
2002-07-10,78.81428098253215
