Date,HONG KONG-LISTED SOUTHBOUND IMI
2007-05-31,1000.0
2007-06-01,1004.5562690262267
2007-06-04,1008.3833708258701
2007-06-05,1011.980778980114
2007-06-06,1012.4271451821581
2007-06-07,1009.8755934606373
2007-06-08,997.76137398718
2007-06-11,1002.8966957714708
2007-06-12,1003.0742020198287
2007-06-13,1001.7943582497601
2007-06-14,1014.9666924337544
2007-06-15,1023.1598319591156
2007-06-18,1044.3969081951464
2007-06-19,1044.423627484648
2007-06-20,1051.2868762561075
2007-06-21,1062.3118875484422
2007-06-22,1063.8282067154578
2007-06-25,1054.508493641747
2007-06-26,1050.843542541725
2007-06-27,1044.7377234604016
2007-06-28,1054.7587057032201
2007-06-29,1050.9813994722601
2007-07-02,1051.2974113062003
2007-07-03,1072.43965869442
2007-07-04,1076.5924126225245
2007-07-05,1081.8455417337825
2007-07-06,1092.4856507355958
2007-07-09,1110.9434555243763
2007-07-10,1114.6177031175957
2007-07-11,1099.6616885900764
2007-07-12,1105.2966504202716
2007-07-13,1117.7067956346932
2007-07-16,1112.2285170536302
2007-07-17,1117.2445745835653
2007-07-18,1106.5546583800585
2007-07-19,1112.7920117679394
2007-07-20,1127.9085737389885
2007-07-23,1134.2246264808996
2007-07-24,1143.323747610216
2007-07-25,1137.3983343206153
2007-07-26,1130.7523586138711
2007-07-27,1098.614950021802
2007-07-30,1104.2533291281163
2007-07-31,1127.214861722093
2007-08-01,1092.6895666271048
2007-08-02,1088.7056810641714
2007-08-03,1092.4881268987012
2007-08-06,1060.30610941306
2007-08-07,1057.0047211232475
2007-08-08,1087.1793209269003
2007-08-09,1089.849967942968
2007-08-10,1059.7043732270445
2007-08-13,1060.1046056296468
2007-08-14,1063.7771996894978
2007-08-15,1034.7292597167013
2007-08-16,994.8076892566833
2007-08-17,974.4508314119366
2007-08-20,1031.4600263612695
2007-08-21,1043.9214520208006
2007-08-22,1070.1658719169723
2007-08-23,1098.8242995188536
2007-08-24,1100.3438236689615
2007-08-27,1139.8384446370726
2007-08-28,1129.555918885964
2007-08-29,1108.9141566066182
2007-08-30,1128.8517344107156
2007-08-31,1152.9619463524753
2007-09-03,1154.7333134168955
2007-09-04,1155.24771866602
2007-09-05,1161.2193604643555
2007-09-06,1162.975739939373
2007-09-07,1165.6710306100601
2007-09-10,1167.0625065322424
2007-09-11,1163.5443361709197
2007-09-12,1179.453133889267
2007-09-13,1186.5226899049037
2007-09-14,1201.8145460098372
2007-09-17,1191.5423830548264
2007-09-18,1191.5570105227587
2007-09-19,1235.6256815089052
2007-09-20,1245.8593282511154
2007-09-21,1252.0147734320958
2007-09-24,1286.7435580237236
2007-09-25,1281.9393874674986
2007-09-26,1282.2612236135694
2007-09-27,1311.588062080399
2007-09-28,1318.6794124485782
2007-10-01,1318.5012056474068
2007-10-02,1368.5339266848332
2007-10-03,1339.3207660887333
2007-10-04,1310.0107495178213
2007-10-05,1352.9788299518293
2007-10-08,1348.226949830041
2007-10-09,1363.0995645730518
2007-10-10,1381.4044470696647
2007-10-11,1418.0168965458415
2007-10-12,1407.6088911230754
2007-10-15,1440.0937097180802
2007-10-16,1417.1829892375495
2007-10-17,1426.5091777833638
2007-10-18,1435.3871346269657
2007-10-19,1435.3593554495765
2007-10-22,1383.644924814666
2007-10-23,1419.9010185823763
2007-10-24,1417.8174780366671
2007-10-25,1430.2214635461987
2007-10-26,1449.3541878114142
2007-10-29,1498.038685913322
2007-10-30,1498.642246714279
2007-10-31,1489.1479811554473
2007-11-01,1497.8698498017122
2007-11-02,1454.1620993008873
2007-11-05,1388.3427231451512
2007-11-06,1402.5866973072975
2007-11-07,1414.5715563859771
2007-11-08,1370.9387482726759
2007-11-09,1363.3881078546005
2007-11-12,1303.5396177642165
2007-11-13,1302.455987370335
2007-11-14,1361.964425927056
2007-11-15,1346.1953610698317
2007-11-16,1299.4517988080001
2007-11-19,1291.1733897965846
2007-11-20,1302.8229334408124
2007-11-21,1255.3746797906338
2007-11-22,1224.7200927617291
2007-11-23,1238.3804407659763
2007-11-26,1285.7748631022753
2007-11-27,1269.023972504475
2007-11-28,1276.9169015101331
2007-11-29,1325.3922289977138
2007-11-30,1337.4757765783313
2007-12-03,1340.9259193972712
2007-12-04,1344.576267328256
2007-12-05,1361.4727942579214
2007-12-06,1372.7459352844398
2007-12-07,1355.2528033860426
2007-12-10,1334.3144758799792
2007-12-11,1363.4741051747153
2007-12-12,1331.190321507452
2007-12-13,1296.985376918339
2007-12-14,1284.0641193851168
2007-12-17,1240.1312117273822
2007-12-18,1243.3683204050797
2007-12-19,1258.3613427826208
2007-12-20,1260.9698953715072
2007-12-21,1286.7272211277311
2007-12-24,1310.8737121860659
2007-12-25,1310.8737121860659
2007-12-26,1310.4287790656963
2007-12-27,1304.3873794640365
2007-12-28,1285.7202789107844
2007-12-31,1305.8901646943211
2008-01-01,1305.8901646943211
2008-01-02,1296.3066478861697
2008-01-03,1269.1776827363042
2008-01-04,1296.0338237476983
2008-01-07,1278.2822455511189
2008-01-08,1276.2239055125408
2008-01-09,1293.7514341310828
2008-01-10,1281.028577960548
2008-01-11,1266.0829840786826
2008-01-14,1245.5715231013871
2008-01-15,1216.028232948167
2008-01-16,1150.382686312538
2008-01-17,1173.3511331382347
2008-01-18,1173.3435760987534
2008-01-21,1110.718387224777
2008-01-22,1014.0369920410097
2008-01-23,1107.6717022231667
2008-01-24,1088.7744544858404
2008-01-25,1156.3917235293468
2008-01-28,1109.6969391089472
2008-01-29,1118.7342165097136
2008-01-30,1090.6116866227503
2008-01-31,1085.360066151186
2008-02-01,1114.9460727062267
2008-02-04,1158.1259303405357
2008-02-05,1151.8006420803215
2008-02-06,1094.3193438868868
2008-02-07,1094.4806651592203
2008-02-08,1094.5227567919649
2008-02-11,1058.3009417633725
2008-02-12,1071.6105873783
2008-02-13,1083.2546905455968
2008-02-14,1121.8898122385838
2008-02-15,1130.6277797972914
2008-02-18,1116.6293221833153
2008-02-19,1132.9271296652896
2008-02-20,1109.8921107450656
2008-02-21,1111.6161675593216
2008-02-22,1098.858567261365
2008-02-25,1096.7208950883107
2008-02-26,1112.9562822773996
2008-02-27,1147.373090553671
2008-02-28,1152.5798489750314
2008-02-29,1142.9727687697757
2008-03-03,1112.5843459064106
2008-03-04,1091.7072971892042
2008-03-05,1084.9470052881622
2008-03-06,1094.6156718814211
2008-03-07,1058.8556959650014
2008-03-10,1059.6493955996118
2008-03-11,1069.0445346248437
2008-03-12,1086.3358745249163
2008-03-13,1039.0191784483877
2008-03-14,1030.679127592598
2008-03-17,975.5654185730933
2008-03-18,978.5554922736479
2008-03-19,1008.1003878115547
2008-03-20,973.2864425341556
2008-03-21,973.2864425341555
2008-03-24,973.0925134182004
2008-03-25,1035.5598267431865
2008-03-26,1044.829143082681
2008-03-27,1049.160611511074
2008-03-28,1077.612345133729
2008-03-31,1062.3297107762662
2008-04-01,1070.818371101629
2008-04-02,1103.2221987005626
2008-04-03,1119.425000883077
2008-04-04,1119.4968445557188
2008-04-07,1134.333778308102
2008-04-08,1123.1827924631698
2008-04-09,1104.709683748718
2008-04-10,1112.665422229731
2008-04-11,1130.4127482491554
2008-04-14,1092.5176843344998
2008-04-15,1093.5134284238486
2008-04-16,1091.7803125735506
2008-04-17,1109.7338233701762
2008-04-18,1105.953792480284
2008-04-21,1127.9389998703302
2008-04-22,1140.1827297090942
2008-04-23,1157.7825438883149
2008-04-24,1179.0310199213868
2008-04-25,1172.4813601708995
2008-04-28,1178.0387723600106
2008-04-29,1187.4404208107812
2008-04-30,1182.0136964670046
2008-05-01,1182.2184529537387
2008-05-02,1207.2117675033844
2008-05-05,1207.8983589077025
2008-05-06,1212.0836200482745
2008-05-07,1182.3989439919135
2008-05-08,1174.9250239946589
2008-05-09,1160.425710943605
2008-05-12,1160.515016822878
2008-05-13,1181.6122420490208
2008-05-14,1181.4757799114566
2008-05-15,1183.5301772261598
2008-05-16,1189.7087025540477
2008-05-19,1196.6215463852109
2008-05-20,1173.328456472446
