Date,ANDEAN IMI
2002-05-31,1000.0
2002-06-03,996.992782013997
2002-06-04,983.5996037302763
2002-06-05,981.756467418975
2002-06-06,981.8423822686509
2002-06-07,976.4052210494997
2002-06-10,977.7592795762878
2002-06-11,965.4362926418147
2002-06-12,955.153039799225
2002-06-13,954.5491407902085
2002-06-14,958.2338300991047
2002-06-17,967.5560992181823
2002-06-18,967.6957997885264
2002-06-19,952.6711847909736
2002-06-20,942.5864535600631
2002-06-21,927.0673548548011
2002-06-24,918.5041985544933
2002-06-25,923.0595245696925
2002-06-26,900.7828097991995
2002-06-27,908.3772259771977
2002-06-28,912.7116343006867
2002-07-01,907.7068984697643
2002-07-02,888.6116222486979
2002-07-03,875.7861075413962
2002-07-04,885.0899268583375
2002-07-05,889.2182658679698
2002-07-08,885.2515152411031
2002-07-09,880.7484677757567
2002-07-10,874.0180790115687
2002-07-11,870.8374458326921
2002-07-12,875.9289691110612
2002-07-15,862.5325108060558
2002-07-16,857.441507682428
2002-07-17,861.220466257312
2002-07-18,867.9725301401288
2002-07-19,874.9217709405306
2002-07-22,863.1153188602985
2002-07-23,847.074646131173
2002-07-24,848.2431744654076
2002-07-25,846.9552705268633
2002-07-26,846.9906107728639
2002-07-29,865.8410316284335
2002-07-30,874.3310166373078
2002-07-31,875.5525452880481
2002-08-01,870.7615514419401
2002-08-02,883.258944420544
2002-08-05,866.333037663354
2002-08-06,874.2099933232172
2002-08-07,893.1595597549682
2002-08-08,911.2933012595665
2002-08-09,905.0479943832006
2002-08-12,894.6046293269027
2002-08-13,889.8280425496905
2002-08-14,896.8049601902569
2002-08-15,900.557136627514
2002-08-16,905.3650945917567
2002-08-19,907.2769436039232
2002-08-20,900.305758572296
2002-08-21,892.9166847410922
2002-08-22,897.474706394441
2002-08-23,893.5020983578985
2002-08-26,893.5413985013203
2002-08-27,890.7990349312174
2002-08-28,876.6843376562393
2002-08-29,878.627445905195
2002-08-30,884.2927562844843
2002-09-02,881.2954197028996
2002-09-03,871.7013814480024
2002-09-04,869.280197027496
2002-09-05,862.7811302600621
2002-09-06,857.8981100221793
2002-09-09,866.1498157867499
2002-09-10,869.0578369534763
2002-09-11,867.2443215624846
2002-09-12,860.7805969360337
2002-09-13,857.2707442549123
2002-09-16,849.1003602707248
2002-09-17,842.7630530105771
2002-09-18,843.2731975608301
2002-09-19,843.5135740999838
2002-09-20,821.6245982476078
2002-09-23,799.8421576673919
2002-09-24,791.7700972855117
2002-09-25,799.8801031642347
2002-09-26,803.537335850296
2002-09-27,794.6961707214934
2002-09-30,790.6253180439687
2002-10-01,798.8608364683398
2002-10-02,797.5066875010082
2002-10-03,796.9802611484805
2002-10-04,802.0365125515449
2002-10-07,791.3244294498973
2002-10-08,788.8142672863635
2002-10-09,770.0554540928209
2002-10-10,767.4595839734725
2002-10-11,783.8739913684333
2002-10-14,781.7273785502782
2002-10-15,779.6420983416361
2002-10-16,771.3399606834505
2002-10-17,775.9271003916261
2002-10-18,788.3597510886821
2002-10-21,790.8433915327906
2002-10-22,796.1970516435665
2002-10-23,801.2363794711798
2002-10-24,806.0980827190533
2002-10-25,808.0643892748876
2002-10-28,814.3106971904352
2002-10-29,811.0322278226824
2002-10-30,818.5255797693559
2002-10-31,833.4788611588966
2002-11-01,835.2063306068634
2002-11-04,844.6809808832415
2002-11-05,849.3695751371054
2002-11-06,855.6259696202269
2002-11-07,857.4804629297821
2002-11-08,856.7004771655539
2002-11-11,854.090668361468
2002-11-12,858.5833660916134
2002-11-13,860.4758141487995
2002-11-14,870.2319339571543
2002-11-15,881.0167054003404
2002-11-18,886.6916103520077
2002-11-19,885.4997565167389
2002-11-20,885.7217592193076
2002-11-21,886.6447165537462
2002-11-22,877.3042613438105
2002-11-25,871.7967410341724
2002-11-26,867.7273866418361
2002-11-27,869.065380907652
2002-11-28,877.3083387573239
2002-11-29,881.7557914049021
2002-12-02,882.2543001494159
2002-12-03,878.0897906420491
2002-12-04,874.6594830102005
2002-12-05,891.7456265205955
2002-12-06,901.5609705794202
2002-12-09,894.5334345229493
2002-12-10,895.7228652230531
2002-12-11,906.024961416194
2002-12-12,919.2207821262128
2002-12-13,918.1285917824182
2002-12-16,919.1942969458365
2002-12-17,922.7273128171337
2002-12-18,932.3691065117167
2002-12-19,943.4081083430012
2002-12-20,942.0467524433116
2002-12-23,939.4631892183585
2002-12-24,932.1939698524882
2002-12-25,932.2079078369851
2002-12-26,927.5307314787576
2002-12-27,924.5780971795646
2002-12-30,917.0373762436076
2002-12-31,917.158511610671
2003-01-01,917.158511610671
2003-01-02,920.0452455223023
2003-01-03,930.8570876280527
2003-01-06,939.6449599914296
2003-01-07,932.7472338932571
2003-01-08,928.4698887262689
2003-01-09,938.6142614082072
2003-01-10,943.4786388123206
2003-01-13,946.5223323498833
2003-01-14,943.448683161736
2003-01-15,932.615420483355
2003-01-16,927.4800180466092
2003-01-17,923.2209285722546
2003-01-20,924.5380545425013
2003-01-21,914.383687116058
2003-01-22,911.2166446560556
2003-01-23,916.3836789712022
2003-01-24,909.7259844820584
2003-01-27,898.7390222497804
2003-01-28,899.7245813351236
2003-01-29,894.3827889187935
2003-01-30,901.913550630673
2003-01-31,907.7878390161186
2003-02-03,909.9409759963836
2003-02-04,906.1008890034543
2003-02-05,909.7336513442331
2003-02-06,909.1429080829188
2003-02-07,911.0332570807653
2003-02-10,906.7090371283801
2003-02-11,907.9675411049612
2003-02-12,907.1326200688557
2003-02-13,904.3551518575206
2003-02-14,906.4076725091228
2003-02-17,909.777617255472
2003-02-18,908.9084402865725
2003-02-19,902.0771294381151
2003-02-20,904.3360595140155
2003-02-21,904.2135376287056
2003-02-24,897.7018001471071
2003-02-25,895.2330078684084
2003-02-26,892.6759197067158
2003-02-27,897.7517447376943
2003-02-28,904.739865335692
2003-03-03,900.8473729506901
2003-03-04,903.6417923105688
2003-03-05,905.8815261087972
2003-03-06,916.2481128652428
2003-03-07,920.7345572179291
2003-03-10,907.7838733002412
2003-03-11,903.2741659201257
2003-03-12,908.2449148667674
2003-03-13,913.2576194835278
2003-03-14,922.1263303733831
2003-03-17,919.2008736024177
2003-03-18,922.3079135944072
2003-03-19,924.6768049906966
2003-03-20,925.3269176366729
2003-03-21,932.116426159839
2003-03-24,926.3880476097866
2003-03-25,930.237209029869
2003-03-26,929.0825807268194
2003-03-27,924.2624002559936
2003-03-28,932.0665662177252
2003-03-31,930.5796826169139
2003-04-01,929.7095534873366
2003-04-02,941.5644162734246
2003-04-03,944.9244214585799
2003-04-04,948.1950101167532
2003-04-07,953.1386283747469
2003-04-08,953.1302306517036
2003-04-09,959.1411795512481
2003-04-10,963.8962308499913
2003-04-11,970.7475588308796
2003-04-14,979.9015915961148
2003-04-15,986.9667246664177
2003-04-16,998.9195642634561
2003-04-17,1007.6704852199781
2003-04-18,1007.811862193519
2003-04-21,1007.5449367183903
2003-04-22,1005.2287020510468
2003-04-23,1020.7281857383515
2003-04-24,1028.0068698412108
2003-04-25,1024.5094686447303
2003-04-28,1028.1412859276231
2003-04-29,1049.412172874018
2003-04-30,1068.5389807607737
2003-05-01,1071.0425921650217
2003-05-02,1081.2599397893262
2003-05-05,1083.264376575411
2003-05-06,1078.808634778011
2003-05-07,1085.7061318833314
2003-05-08,1089.588258419812
2003-05-09,1104.239472669213
2003-05-12,1108.8901152404349
2003-05-13,1122.9271120511446
2003-05-14,1115.6181334570788
2003-05-15,1108.8520336967167
2003-05-16,1096.6047902781293
2003-05-19,1083.1261775167243
2003-05-20,1064.9431584257807
2003-05-21,1070.0101632409842
2003-05-22,1088.5781493679933
2003-05-23,1097.3255495084215
2003-05-26,1100.5415919269444
2003-05-27,1100.7292433602884
2003-05-28,1103.011135447973
2003-05-29,1118.2780585130172
2003-05-30,1118.250914325431
2003-06-02,1130.7314200396702
2003-06-03,1131.119029543295
2003-06-04,1131.2777601304424
2003-06-05,1137.6782530217283
2003-06-06,1157.8249387428116
2003-06-09,1158.2176683432324
2003-06-10,1155.8636523631274
2003-06-11,1157.8195633159107
2003-06-12,1177.038789820275
2003-06-13,1179.4567446207163
2003-06-16,1177.8496617756418
2003-06-17,1183.7117797534918
2003-06-18,1166.7532918048003
2003-06-19,1157.236423171831
2003-06-20,1153.6353048660717
2003-06-23,1141.026164032688
2003-06-24,1136.6783120598109
2003-06-25,1141.3359003206504
2003-06-26,1130.4684905275162
2003-06-27,1148.5649404401904
2003-06-30,1142.2924770909474
2003-07-01,1166.9201295047258
2003-07-02,1179.3547828780365
2003-07-03,1175.5055515213344
2003-07-04,1173.9242469206536
2003-07-07,1180.4961597828487
2003-07-08,1170.1825116476582
2003-07-09,1162.3958881085273
2003-07-10,1152.6334275841098
2003-07-11,1165.931353438727
2003-07-14,1171.0177641522512
2003-07-15,1170.298982211011
2003-07-16,1161.3611414405736
2003-07-17,1155.2160625701117
2003-07-18,1159.5897509070194
2003-07-21,1164.7050598863298
2003-07-22,1175.7035948832836
2003-07-23,1185.2223076753733
2003-07-24,1189.38178130385
2003-07-25,1208.2501946437694
2003-07-28,1212.1818367314365
2003-07-29,1209.6981009256529
2003-07-30,1203.423760806418
2003-07-31,1213.3392245497494
2003-08-01,1221.2278657054603
2003-08-04,1210.7589115306441
2003-08-05,1202.469240057504
2003-08-06,1216.4060132327866
2003-08-07,1224.1239443080124
2003-08-08,1237.1840726198084
2003-08-11,1251.642739133999
2003-08-12,1257.126063146224
2003-08-13,1268.6081377196106
2003-08-14,1296.7483224523462
2003-08-15,1293.3803892103174
2003-08-18,1294.590020120979
2003-08-19,1288.3907458702256
2003-08-20,1296.5418012422833
2003-08-21,1296.7394711320774
2003-08-22,1285.0434752916358
2003-08-25,1267.068433882624
2003-08-26,1258.9723336608092
2003-08-27,1274.392034053498
2003-08-28,1275.7182860256235
2003-08-29,1277.3471309654599
2003-09-01,1277.6790700413317
2003-09-02,1276.7746065353774
2003-09-03,1283.2568158845656
2003-09-04,1283.5438943184593
2003-09-05,1297.4822262261976
2003-09-08,1305.1431923731861
2003-09-09,1311.0559797491908
2003-09-10,1314.1407265681823
2003-09-11,1330.9020663330778
2003-09-12,1328.2668301010729
2003-09-15,1321.1319696385206
2003-09-16,1330.7039960177415
2003-09-17,1336.3038627256126
2003-09-18,1336.525401695717
2003-09-19,1341.3359314232684
2003-09-22,1351.880476909244
2003-09-23,1372.2801772011078
2003-09-24,1375.4449483689798
2003-09-25,1372.3672114332858
2003-09-26,1376.5103487728445
