Date,EFM ASIA IMI
2010-11-30,1000.0
2010-12-01,1016.837817568732
2010-12-02,1030.478471706845
2010-12-03,1033.645247336515
2010-12-06,1037.4431459469545
2010-12-07,1042.0525462260116
2010-12-08,1029.6607279095497
2010-12-09,1033.2278459677589
2010-12-10,1032.0368986659735
2010-12-13,1035.8545825750064
2010-12-14,1043.8651370995067
2010-12-15,1033.7452932678668
2010-12-16,1027.8247581939102
2010-12-17,1032.2393845511579
2010-12-20,1027.4059060943296
2010-12-21,1037.5111331512658
2010-12-22,1039.574841091153
2010-12-23,1039.6248042448483
2010-12-24,1037.8080626343203
2010-12-27,1038.273127853789
2010-12-28,1037.477826713771
2010-12-29,1046.5263505263636
2010-12-30,1055.221546356004
2010-12-31,1060.7518102179786
2011-01-03,1073.811544854662
2011-01-04,1079.5231399175968
2011-01-05,1072.3523601944073
2011-01-06,1072.3155874672452
2011-01-07,1062.7035695995876
2011-01-10,1052.3937272718542
2011-01-11,1058.4113717323949
2011-01-12,1071.9875475680167
2011-01-13,1072.937731904915
2011-01-14,1072.1605831955394
2011-01-17,1063.7992458486624
2011-01-18,1066.639702806421
2011-01-19,1076.291508546768
2011-01-20,1062.3873261933845
2011-01-21,1049.690435299902
2011-01-24,1048.2459817130314
2011-01-25,1050.4794492916753
2011-01-26,1058.987601566258
2011-01-27,1060.1525161332393
2011-01-28,1054.3436303959593
2011-01-31,1044.1606081706916
2011-02-01,1044.889883886752
2011-02-02,1052.4810829388982
2011-02-03,1054.592930089363
2011-02-04,1052.258358315578
2011-02-07,1051.053811996198
2011-02-08,1047.5671318837756
2011-02-09,1031.4012861324322
2011-02-10,1009.2200655397977
2011-02-11,998.9428672874319
2011-02-14,1018.5140460249581
2011-02-15,1017.4894423867455
2011-02-16,1018.1936561114435
2011-02-17,1021.6586323192581
2011-02-18,1033.733600307632
2011-02-21,1032.3483892557806
2011-02-22,1009.7477421638549
2011-02-23,1003.0249559447951
2011-02-24,986.4647063437769
2011-02-25,997.1744619649866
2011-02-28,1000.175649276574
2011-03-01,1015.8882120517823
2011-03-02,1008.7791936007274
2011-03-03,1022.6825090831145
2011-03-04,1037.0185152918805
2011-03-07,1028.714246185173
2011-03-08,1036.97296857758
2011-03-09,1041.3407795101377
2011-03-10,1029.7713974008523
2011-03-11,1014.8470678239164
2011-03-14,1020.9367436616625
2011-03-15,992.8343217288352
2011-03-16,1004.6024444222892
2011-03-17,993.136349232179
2011-03-18,1000.7505701135605
2011-03-21,1012.6744181090497
2011-03-22,1020.9791581640472
2011-03-23,1022.5238082233947
2011-03-24,1031.3408182747269
2011-03-25,1043.386357999114
2011-03-28,1039.4590569583852
2011-03-29,1045.0976113223046
2011-03-30,1058.0460906893566
2011-03-31,1068.310472886557
2011-04-01,1079.192072452463
2011-04-04,1087.0654242751866
2011-04-05,1088.4034976130968
2011-04-06,1097.3466180980872
2011-04-07,1098.8875938599042
2011-04-08,1101.0374823049956
2011-04-11,1096.0380792888138
2011-04-12,1078.806381568824
2011-04-13,1092.089907039862
2011-04-14,1094.001163475516
2011-04-15,1090.4905734087242
2011-04-18,1084.6945449046352
2011-04-19,1077.047788825742
2011-04-20,1102.0420813992678
2011-04-21,1114.729966661297
2011-04-22,1114.1119717948925
2011-04-25,1113.881145333532
2011-04-26,1108.6039459900928
2011-04-27,1111.993568221929
2011-04-28,1112.0137841609383
2011-04-29,1108.6970013001685
2011-05-02,1114.3930665197597
2011-05-03,1101.7314166223364
2011-05-04,1091.3991186219362
2011-05-05,1088.6650023791312
2011-05-06,1081.3169143688322
2011-05-09,1086.5558204158817
2011-05-10,1086.6650188381286
2011-05-11,1096.7728548267362
2011-05-12,1079.365778100841
2011-05-13,1082.6920644086604
2011-05-16,1068.135995461854
2011-05-17,1066.6796261197005
2011-05-18,1075.4475419966695
2011-05-19,1070.9662420749523
2011-05-20,1073.940525746976
2011-05-23,1045.780672650874
2011-05-24,1050.1780730613891
2011-05-25,1040.9030073811632
2011-05-26,1057.5902201020813
2011-05-27,1067.3603159457216
2011-05-30,1069.8183547346882
2011-05-31,1089.479109816421
2011-06-01,1093.4828850687368
2011-06-02,1079.65215026038
2011-06-03,1077.7328815922538
2011-06-06,1077.393735758543
2011-06-07,1075.5236001575308
2011-06-08,1067.8156822527567
2011-06-09,1060.8850004415644
2011-06-10,1050.2126292861856
2011-06-13,1044.4956930218768
2011-06-14,1054.332110212291
2011-06-15,1053.0790436282718
2011-06-16,1032.6152163703798
2011-06-17,1025.711204326351
2011-06-20,1016.6561202219787
2011-06-21,1030.492385835375
2011-06-22,1036.755158558366
2011-06-23,1031.679969764655
2011-06-24,1046.0769053315307
2011-06-27,1039.8558111645377
2011-06-28,1040.879632966206
2011-06-29,1052.0342257143034
2011-06-30,1066.241619256992
2011-07-01,1073.4425118978875
2011-07-04,1089.4393128776612
2011-07-05,1089.3922654805906
2011-07-06,1088.4246396969174
2011-07-07,1091.8547592718285
2011-07-08,1096.2799208979013
2011-07-11,1082.139285905322
2011-07-12,1052.4988651952385
2011-07-13,1066.2451842512455
2011-07-14,1068.7083307769853
2011-07-15,1071.1988293004958
2011-07-18,1064.4366260232803
2011-07-19,1066.635834554664
2011-07-20,1078.6840464615907
2011-07-21,1076.6001389409455
2011-07-22,1092.9726495957116
2011-07-25,1083.7659532225814
2011-07-26,1094.4312620660216
2011-07-27,1097.5933668803436
2011-07-28,1089.6645630916073
2011-07-29,1078.0067559148815
2011-08-01,1092.907336347167
2011-08-02,1075.6001284243914
2011-08-03,1053.5714186424443
2011-08-04,1038.831740086045
2011-08-05,994.9909305540358
2011-08-08,960.7809948134952
2011-08-09,928.649797660414
2011-08-10,949.5555483007508
2011-08-11,947.8978390040652
2011-08-12,942.3798339318724
2011-08-15,959.7890670354757
2011-08-16,971.5883721590166
2011-08-17,971.5649022398716
2011-08-18,955.5011976748879
2011-08-19,915.1689607908149
2011-08-22,908.1747370091754
2011-08-23,931.9981708906078
2011-08-24,918.4584844495389
2011-08-25,918.4943338022143
2011-08-26,917.2469492788081
2011-08-29,937.6737738601694
2011-08-30,948.8145490891175
2011-08-31,963.6469373075377
2011-09-01,967.610539876448
2011-09-02,962.9491936304769
2011-09-05,935.0087148224078
2011-09-06,927.13895652026
2011-09-07,949.3755392468274
2011-09-08,950.6147920171992
2011-09-09,942.2392100449376
2011-09-12,922.4791990171557
2011-09-13,913.1440587819139
2011-09-14,891.8448818104584
2011-09-15,899.473942977044
2011-09-16,918.4154388214391
2011-09-19,894.9598470942145
2011-09-20,895.9051798381689
2011-09-21,895.1291753317732
2011-09-22,845.8591095376829
2011-09-23,822.7123505319059
2011-09-26,794.8357827530087
2011-09-27,834.7959171485821
2011-09-28,838.4619266144861
2011-09-29,845.8652107549548
2011-09-30,838.3048696771197
2011-10-03,811.229961863914
2011-10-04,790.7540897415093
2011-10-05,786.6097490389699
2011-10-06,811.9758140879095
2011-10-07,833.2499745285874
2011-10-10,838.2715211734513
2011-10-11,856.9153077615987
2011-10-12,868.3950719581974
2011-10-13,882.0952464355846
2011-10-14,878.4192590775816
2011-10-17,898.137261253984
2011-10-18,871.949333135722
2011-10-19,882.8055870352382
2011-10-20,860.3594789786989
2011-10-21,863.3734991808943
2011-10-24,892.7413011861435
2011-10-25,901.2549370332653
2011-10-26,905.6176965998648
2011-10-27,927.3776271418295
2011-10-28,942.3587461112975
2011-10-31,934.6639233156675
2011-11-01,919.796838788223
2011-11-02,922.8829672522336
2011-11-03,907.8492179618963
2011-11-04,935.0583907398301
2011-11-07,930.1970435840562
2011-11-08,926.3339099541001
2011-11-09,929.9281637043995
2011-11-10,891.6759765716267
2011-11-11,903.2094029088131
2011-11-14,919.0949762278149
2011-11-15,909.8013533023909
2011-11-16,895.7247073532684
2011-11-17,894.5365581863728
2011-11-18,875.032900344438
2011-11-21,856.7571073340268
2011-11-22,857.4060975462925
2011-11-23,836.1716557959993
2011-11-24,841.1643701507086
2011-11-25,829.1434549582187
2011-11-28,846.8292362725375
2011-11-29,859.6403646821494
2011-11-30,855.1048887455702
2011-12-01,896.6531148349745
2011-12-02,897.7313758890209
2011-12-05,898.041669270185
2011-12-06,886.8661165903311
2011-12-07,897.4761463397555
2011-12-08,890.0993941283066
2011-12-09,868.8687446475794
2011-12-12,869.9173188510351
2011-12-13,859.7472491919133
2011-12-14,854.6625579922147
2011-12-15,838.1549198183508
2011-12-16,848.2964294086695
2011-12-19,830.0110420811789
2011-12-20,832.6023175650357
2011-12-21,859.9682315434544
2011-12-22,858.2972963401004
2011-12-23,868.9111677246439
2011-12-26,868.1758419863863
2011-12-27,863.205253435502
2011-12-28,857.6082672031238
2011-12-29,857.1713054636759
2011-12-30,858.3773228544471
2012-01-02,856.3877619057249
2012-01-03,873.4745395018892
2012-01-04,872.0641086619482
2012-01-05,872.361894961997
2012-01-06,864.9635099440209
2012-01-09,867.9744650139104
2012-01-10,882.9620898943605
2012-01-11,884.5731932200914
2012-01-12,886.4899273296389
2012-01-13,892.4190948768121
2012-01-16,881.944579786988
2012-01-17,906.0809188018624
