Date,GOLDEN DRAGON IMI WITH PARTIAL A SHARES
2014-06-24,2448.94501820457
2014-06-25,2449.319976595281
2014-06-26,2482.3442222675653
2014-06-27,2485.1435187153947
2014-06-30,2498.100925244241
2014-07-01,2502.778415019809
2014-07-02,2538.2727589643355
2014-07-03,2550.0766132556296
2014-07-04,2553.4731092503334
2014-07-07,2555.373162383776
2014-07-08,2556.59478219852
2014-07-09,2530.118050085379
2014-07-10,2542.4678694075214
2014-07-11,2535.938784881314
2014-07-14,2547.3748291021016
2014-07-15,2560.317928958861
2014-07-16,2555.610820298277
2014-07-17,2546.06076905642
2014-07-18,2541.1824777434254
2014-07-21,2540.268046246733
2014-07-22,2572.0897860198857
2014-07-23,2589.095056463177
2014-07-24,2604.5425764672045
2014-07-25,2599.9248246785187
2014-07-28,2610.694236047664
2014-07-29,2619.4016858785812
2014-07-30,2625.4906332304718
2014-07-31,2616.0959440864176
2014-08-01,2593.7322303446667
2014-08-04,2613.7954282278374
2014-08-05,2595.0157732385273
2014-08-06,2594.147099826979
2014-08-07,2579.221155142778
2014-08-08,2572.015138007824
2014-08-11,2603.5627555374763
2014-08-12,2609.7143327760436
2014-08-13,2631.9036209078586
2014-08-14,2624.3978728421475
2014-08-15,2630.543362194769
2014-08-18,2624.970317423449
2014-08-19,2646.8368033644756
2014-08-20,2656.5497461727537
2014-08-21,2640.135348531759
2014-08-22,2659.0044479318663
2014-08-25,2659.4765790700026
2014-08-26,2653.296505911892
2014-08-27,2654.814331652139
2014-08-28,2639.0656998953054
2014-08-29,2637.800106504879
2014-09-01,2648.7521124742234
2014-09-02,2641.7439769805605
2014-09-03,2686.299107453586
2014-09-04,2689.4967735188293
2014-09-05,2682.7309552363645
2014-09-08,2683.400269527909
2014-09-09,2685.990050134403
2014-09-10,2646.93668523588
2014-09-11,2640.2356876470776
2014-09-12,2626.343222189961
2014-09-15,2607.697222308451
2014-09-16,2575.99549753334
2014-09-17,2599.4553378949095
2014-09-18,2587.508151721665
2014-09-19,2595.2619040280465
2014-09-22,2560.1604379913706
2014-09-23,2548.9079712299103
2014-09-24,2559.967942687233
2014-09-25,2541.161094682073
2014-09-26,2530.742199967446
2014-09-29,2491.3077865542778
2014-09-30,2474.796164073176
2014-10-01,2476.708953676999
2014-10-02,2476.4720222230435
2014-10-03,2501.1710868096875
2014-10-06,2521.7691094530446
2014-10-07,2528.1004787701045
2014-10-08,2507.174905157799
2014-10-09,2527.4604432187925
2014-10-10,2497.123514630103
2014-10-13,2470.4205559290176
2014-10-14,2469.724928426364
2014-10-15,2467.423727228063
2014-10-16,2450.3557159376796
2014-10-17,2447.763068417385
2014-10-20,2468.3936854762414
2014-10-21,2467.5169743530355
2014-10-22,2498.47062323685
2014-10-23,2490.462171407895
2014-10-24,2480.191843683108
2014-10-27,2464.4751722551555
2014-10-28,2503.4442945658243
2014-10-29,2538.400670609527
2014-10-30,2529.860324431294
2014-10-31,2559.1491163892233
2014-11-03,2558.0301448147447
2014-11-04,2555.8686258636385
2014-11-05,2540.403488645461
2014-11-06,2527.803760980842
2014-11-07,2522.316706455192
2014-11-10,2552.866219895472
2014-11-11,2553.768885797206
2014-11-12,2553.101473114995
2014-11-13,2568.0702711118765
2014-11-14,2574.48984195354
2014-11-17,2542.4759553407102
2014-11-18,2518.843711346059
2014-11-19,2517.3489494607793
2014-11-20,2522.73666977066
2014-11-21,2531.575075171228
2014-11-24,2573.4765283870815
2014-11-25,2570.8978506134545
2014-11-26,2591.5330495978938
2014-11-27,2587.969049963715
2014-11-28,2590.741983161053
2014-12-01,2536.350384038109
2014-12-02,2550.9946436961714
2014-12-03,2546.428534905975
2014-12-04,2580.021211768413
2014-12-05,2587.470718945129
2014-12-08,2586.635921987239
2014-12-09,2534.1793002776208
2014-12-10,2538.86436181303
2014-12-11,2522.0250804915117
2014-12-12,2523.589936581306
2014-12-15,2508.3619517771795
2014-12-16,2483.506347030391
2014-12-17,2462.2517598950867
2014-12-18,2479.9036473424094
2014-12-19,2504.3753427083107
2014-12-22,2527.0696977287685
2014-12-23,2514.9052957434205
2014-12-24,2519.899887497598
2014-12-25,2519.272867730315
2014-12-26,2526.9271269847613
2014-12-29,2565.509031748788
2014-12-30,2550.7315603573093
2014-12-31,2571.009412960178
2015-01-01,2571.009412960178
2015-01-02,2594.327263163535
2015-01-05,2580.272196734664
2015-01-06,2546.982180887676
2015-01-07,2560.0057558463595
2015-01-08,2582.2990579239577
2015-01-09,2588.984688110312
2015-01-12,2587.4275677280853
2015-01-13,2604.887726373355
2015-01-14,2594.6705582868653
2015-01-15,2611.935534245792
2015-01-16,2597.071007034671
2015-01-19,2559.4697718907164
2015-01-20,2582.1073729998448
2015-01-21,2625.458338815345
2015-01-22,2636.1145414766706
2015-01-23,2671.1905835307075
2015-01-26,2677.108619961216
2015-01-27,2672.5246169654824
2015-01-28,2674.5656535098374
2015-01-29,2644.693357094594
2015-01-30,2628.52459569758
2015-02-02,2622.343657406839
2015-02-03,2637.673311512374
2015-02-04,2651.345549761567
2015-02-05,2649.955957498339
2015-02-06,2638.452728163512
2015-02-09,2621.535716916088
2015-02-10,2625.211480903067
2015-02-11,2625.5837340689877
2015-02-12,2634.854573864781
2015-02-13,2659.446195894569
2015-02-16,2661.419394625515
2015-02-17,2663.562698880518
2015-02-18,2668.3453310945138
2015-02-19,2668.627316844757
2015-02-20,2668.2513552272767
2015-02-23,2668.4852027398338
2015-02-24,2677.5286191602063
2015-02-25,2688.446266496459
2015-02-26,2697.0105330610995
2015-02-27,2690.608479093935
2015-03-02,2697.280416681399
2015-03-03,2682.266620264697
2015-03-04,2669.1112340890813
2015-03-05,2653.7218574703356
2015-03-06,2659.877701561952
2015-03-09,2648.8997530437277
2015-03-10,2625.3964371069915
2015-03-11,2610.960639676231
2015-03-12,2626.5905262719816
2015-03-13,2627.60351236856
2015-03-16,2632.8299430873694
2015-03-17,2637.9563988807213
2015-03-18,2667.1091535792484
2015-03-19,2699.0574214342014
2015-03-20,2697.6975801235435
2015-03-23,2708.1366049737653
2015-03-24,2701.5839043526507
2015-03-25,2704.402257949725
2015-03-26,2694.2150197549763
2015-03-27,2687.4555552642373
2015-03-30,2731.1982901511074
2015-03-31,2742.9292840077264
2015-04-01,2760.631728373653
2015-04-02,2794.9681203828954
2015-04-03,2796.2163859484253
2015-04-06,2796.2659429211963
2015-04-07,2806.1517502913784
2015-04-08,2898.7912634018917
2015-04-09,2952.38795817367
2015-04-10,2985.9191354304776
2015-04-13,3056.345973137255
2015-04-14,3008.9100693734717
2015-04-15,2999.7144192307037
2015-04-16,3034.9248860232265
2015-04-17,3023.5729315012177
2015-04-20,2969.0157136785356
2015-04-21,3017.62141553167
2015-04-22,3052.939024953619
2015-04-23,3063.2617167765015
2015-04-24,3086.7757824543464
2015-04-27,3128.3287242240117
2015-04-28,3120.0863072999864
2015-04-29,3102.3927513789986
2015-04-30,3082.3954075466904
2015-05-01,3082.4791367421317
2015-05-04,3095.0518613941053
2015-05-05,3053.6313045393863
2015-05-06,3035.0844489172123
2015-05-07,2982.7391114092734
2015-05-08,3019.681804840945
2015-05-11,3040.762792209926
2015-05-12,3019.5464870118203
2015-05-13,3018.779334692894
2015-05-14,3015.546556211599
2015-05-15,3049.816067080648
2015-05-18,3045.867045252651
2015-05-19,3074.4340996217775
2015-05-20,3059.579197674723
2015-05-21,3044.7919814443635
2015-05-22,3083.6977508422906
2015-05-25,3089.237211629134
2015-05-26,3123.168934517561
2015-05-27,3114.7993147190687
2015-05-28,3059.1726430765034
2015-05-29,3051.0320459263803
2015-06-01,3071.839504669669
2015-06-02,3056.131392950581
2015-06-03,3060.0155784918998
2015-06-04,3035.750501819108
2015-06-05,3016.190098548929
2015-06-08,3008.305672433587
2015-06-09,2952.572403664376
2015-06-10,2945.0139213502966
2015-06-11,2962.8844199776604
2015-06-12,3000.1977231041387
2015-06-15,2956.6418160909993
2015-06-16,2915.715425643387
2015-06-17,2938.1696961591183
2015-06-18,2932.402927830879
2015-06-19,2920.65745642676
2015-06-22,2953.691562411546
2015-06-23,2988.4063848187443
2015-06-24,2997.225832503615
2015-06-25,2982.614744950088
2015-06-26,2927.200566763677
2015-06-29,2846.4373889912767
2015-06-30,2891.6507106090844
2015-07-01,2888.6319161549527
2015-07-02,2873.548122806194
2015-07-03,2829.5155143514485
2015-07-06,2736.707487635575
2015-07-07,2681.0366122995624
2015-07-08,2536.320492110132
2015-07-09,2643.48486392496
2015-07-10,2702.184402194151
2015-07-13,2747.4398533150143
2015-07-14,2734.9691187427543
2015-07-15,2713.1472040950457
2015-07-16,2725.7699520104147
2015-07-17,2756.056316833098
2015-07-20,2747.6395271958936
2015-07-21,2763.2693515756314
2015-07-22,2735.0362766459166
2015-07-23,2738.638013390046
2015-07-24,2713.1751487094452
2015-07-27,2608.6959873434935
2015-07-28,2613.4985900318115
2015-07-29,2630.680688203807
2015-07-30,2626.4895195146496
2015-07-31,2633.8587210177106
2015-08-03,2592.71000775004
2015-08-04,2601.419239649685
2015-08-05,2607.181039212615
2015-08-06,2592.0613004661736
2015-08-07,2609.986579869498
2015-08-10,2629.425725213401
2015-08-11,2611.5503270990957
2015-08-12,2548.365106916389
2015-08-13,2562.2177634026557
2015-08-14,2563.5213989095864
2015-08-17,2541.323956001332
2015-08-18,2499.122643996072
2015-08-19,2468.71548286908
2015-08-20,2426.777373814065
2015-08-21,2364.6092337651894
2015-08-24,2224.3215523963454
2015-08-25,2252.9231042674814
2015-08-26,2242.956934694099
2015-08-27,2327.0926306580304
2015-08-28,2342.5515939146057
2015-08-31,2337.97359374322
2015-09-01,2284.6720640984986
2015-09-02,2267.4402276162023
2015-09-03,2272.029243687345
2015-09-04,2257.8740546736813
2015-09-07,2243.722134466188
2015-09-08,2301.044787920674
2015-09-09,2391.466654975381
2015-09-10,2354.7452287180204
2015-09-11,2356.796635502331
2015-09-14,2353.8253180452907
2015-09-15,2334.5916399112266
2015-09-16,2384.3059845400016
2015-09-17,2391.8756258692947
2015-09-18,2411.3560221117186
2015-09-21,2385.7094777948128
2015-09-22,2390.1308255709014
2015-09-23,2330.7985068014295
2015-09-24,2313.9143224364625
2015-09-25,2313.8718981089405
2015-09-28,2314.7495814225854
2015-09-29,2267.5382539707393
2015-09-30,2299.154721080731
2015-10-01,2311.436149160787
2015-10-02,2358.681732345557
2015-10-05,2387.279218333982
2015-10-06,2391.0694229970654
2015-10-07,2454.3035858508997
2015-10-08,2438.775974249648
2015-10-09,2449.9471237929893
2015-10-12,2491.1953811830904
2015-10-13,2480.3457285802424
2015-10-14,2462.0607311965623
2015-10-15,2511.7070759352323
2015-10-16,2523.3565703718023
2015-10-19,2526.184011898718
2015-10-20,2523.010960915442
2015-10-21,2513.3278871684197
2015-10-22,2508.27904781278
2015-10-23,2539.1066301003993
2015-10-26,2543.0189894015575
2015-10-27,2536.6032174720754
2015-10-28,2516.804042153548
2015-10-29,2497.3925959912826
2015-10-30,2488.6825485703157
2015-11-02,2472.821041896145
2015-11-03,2495.7621539381876
2015-11-04,2550.8124909620446
2015-11-05,2548.767013743908
2015-11-06,2530.3937133649556
2015-11-09,2512.7471800356657
2015-11-10,2475.9512251466626
2015-11-11,2463.1921093687906
2015-11-12,2497.5251215404096
2015-11-13,2455.7561786362617
2015-11-16,2423.201465464319
2015-11-17,2450.2284541444546
2015-11-18,2439.2822918630895
2015-11-19,2478.068612654395
2015-11-20,2497.0855977121832
2015-11-23,2490.902484037013
2015-11-24,2478.8333825124455
2015-11-25,2475.2519092648645
2015-11-26,2477.8742155658233
2015-11-27,2427.542412926989
2015-11-30,2416.577179733217
2015-12-01,2450.5700529659816
2015-12-02,2462.4577790683356
2015-12-03,2452.2110826895537
2015-12-04,2440.9035587511016
2015-12-07,2445.495587341315
2015-12-08,2414.1230888154123
2015-12-09,2394.4525021007375
2015-12-10,2383.2442599148258
2015-12-11,2346.2328918981634
2015-12-14,2335.9134834640354
2015-12-15,2345.0903150343634
2015-12-16,2382.821172744058
2015-12-17,2403.4489775930547
2015-12-18,2386.4868541146334
2015-12-21,2398.112392773471
2015-12-22,2405.1490454523832
2015-12-23,2421.961249213504
2015-12-24,2425.816099600085
2015-12-25,2429.155930794046
2015-12-28,2407.578695096018
2015-12-29,2410.5648743501397
2015-12-30,2398.0790801753074
2015-12-31,2403.2782860590514
2016-01-01,2403.2782860590514
2016-01-04,2322.0946291302735
2016-01-05,2315.283384546537
2016-01-06,2294.6198123440627
2016-01-07,2212.8280295886925
2016-01-08,2220.2464688368927
2016-01-11,2156.0872380353803
2016-01-12,2149.9231885975214
2016-01-13,2157.2310627017123
2016-01-14,2147.4010901956026
2016-01-15,2111.7754911244515
2016-01-18,2099.20504515989
2016-01-19,2135.4040206226045
2016-01-20,2067.242296950204
2016-01-21,2037.4722075429995
2016-01-22,2090.71442751894
2016-01-25,2117.249376938542
2016-01-26,2070.2750790729656
2016-01-27,2078.0379563099787
2016-01-28,2083.316501772063
2016-01-29,2139.522547056092
2016-02-01,2136.2227295763696
2016-02-02,2122.381486173034
2016-02-03,2080.548462788971
2016-02-04,2103.171889425346
2016-02-05,2099.6828000876276
2016-02-08,2095.6386528580197
2016-02-09,2092.547099299674
2016-02-10,2095.8599644087144
2016-02-11,2046.0060580329878
2016-02-12,2037.4869203374415
2016-02-15,2083.1582554237907
2016-02-16,2122.570911413739
2016-02-17,2116.346604793992
2016-02-18,2154.2031548886534
2016-02-19,2157.317352561879
2016-02-22,2180.1454934043504
2016-02-23,2167.613811753383
2016-02-24,2152.3600618669593
2016-02-25,2123.049962838099
2016-02-26,2159.6843494744467
2016-02-29,2139.8627935508252
2016-03-01,2174.9729588396954
2016-03-02,2223.1388356031807
2016-03-03,2229.9182969236426
2016-03-04,2255.9831224590084
2016-03-07,2261.219031353125
2016-03-08,2245.0376792627294
2016-03-09,2236.0443366895383
2016-03-10,2233.3232315319697
2016-03-11,2265.4659652160317
2016-03-14,2288.5708808065374
2016-03-15,2264.2650282888535
2016-03-16,2268.224795683447
2016-03-17,2299.5267235839397
2016-03-18,2332.184923374624
2016-03-21,2343.162163905908
2016-03-22,2339.0859958673564
2016-03-23,2326.884500465958
2016-03-24,2303.250044039733
2016-03-25,2301.011211756198
2016-03-28,2298.2995831139406
2016-03-29,2299.831352647835
2016-03-30,2349.583754850881
2016-03-31,2356.3211891076676
2016-04-01,2329.2054024732724
2016-04-04,2328.692192965548
2016-04-05,2309.5027691648197
2016-04-06,2303.637974474333
2016-04-07,2304.785802303812
2016-04-08,2313.460862001298
2016-04-11,2328.8323890997367
2016-04-12,2333.1905941587916
2016-04-13,2390.1341546971385
2016-04-14,2397.5889799572838
2016-04-15,2397.083885027287
2016-04-18,2380.6175078086717
2016-04-19,2396.4615929115134
2016-04-20,2370.073116168083
2016-04-21,2390.9913102945275
2016-04-22,2375.9566476620867
2016-04-25,2361.893877040537
2016-04-26,2365.346639209929
2016-04-27,2357.364356634588
2016-04-28,2351.637967700035
2016-04-29,2329.5594708331723
2016-05-02,2324.0973726870966
2016-05-03,2293.67288518551
2016-05-04,2279.109272262416
2016-05-05,2274.133892730259
2016-05-06,2245.3302619421797
2016-05-09,2236.6456102694797
2016-05-10,2243.437796930506
2016-05-11,2233.9037983872327
2016-05-12,2220.7807329439547
2016-05-13,2197.6524754369866
2016-05-16,2213.9615566290045
2016-05-17,2237.2763802884656
2016-05-18,2217.1580308503517
2016-05-19,2196.429566925059
2016-05-20,2213.059756176793
2016-05-23,2230.335833210714
2016-05-24,2231.77589925055
2016-05-25,2262.168545747559
2016-05-26,2268.6844787439477
2016-05-27,2294.392412623467
2016-05-30,2302.2758686462457
2016-05-31,2320.0613704215707
2016-06-01,2315.1723689260552
2016-06-02,2318.4539633717677
2016-06-03,2325.6466247609064
2016-06-06,2342.332067093259
2016-06-07,2368.5046188508154
2016-06-08,2368.8261530263703
2016-06-09,2368.292956288127
2016-06-10,2342.49268746979
2016-06-13,2287.8195128395355
2016-06-14,2287.4456376906182
2016-06-15,2298.5111926646787
2016-06-16,2269.342911301112
2016-06-17,2280.1302259876184
2016-06-20,2307.8843898381942
2016-06-21,2321.8231914418184
2016-06-22,2339.7725355010243
2016-06-23,2342.3079424376874
2016-06-24,2280.6103014621267
2016-06-27,2277.493555113292
2016-06-28,2286.2600459509904
2016-06-29,2318.463809566836
2016-06-30,2355.8652502296013
2016-07-01,2361.8008545210496
2016-07-04,2381.664513455864
2016-07-05,2357.5392756551946
2016-07-06,2327.153981734625
2016-07-07,2350.7634374476124
2016-07-08,2342.441998398649
2016-07-11,2384.262820798426
2016-07-12,2412.155503055102
2016-07-13,2418.8071408158467
2016-07-14,2437.0539294587743
2016-07-15,2449.7218124191036
2016-07-18,2463.1947278216544
2016-07-19,2457.4144407302692
2016-07-20,2468.987969670292
2016-07-21,2481.5268313518836
2016-07-22,2474.1512112054006
2016-07-25,2472.9758512052244
2016-07-26,2488.7194195699612
2016-07-27,2493.877457061155
2016-07-28,2495.399275009424
2016-07-29,2463.365554301498
2016-08-01,2495.785963830019
2016-08-02,2492.521184299312
2016-08-03,2462.501329299468
2016-08-04,2472.525461370927
2016-08-05,2504.1542861157136
2016-08-08,2533.418424823294
2016-08-09,2536.920889124823
2016-08-10,2547.8936218343133
2016-08-11,2556.2291056021195
2016-08-12,2578.671760444136
2016-08-15,2598.4474925051363
2016-08-16,2597.830732754155
2016-08-17,2586.1366191214297
2016-08-18,2600.2352958379242
2016-08-19,2585.527711944504
2016-08-22,2575.1015693509657
2016-08-23,2578.4426427077724
2016-08-24,2562.124558814922
2016-08-25,2568.14202752027
2016-08-26,2579.5833686800347
2016-08-29,2570.4166360743757
2016-08-30,2588.2794578022363
2016-08-31,2577.370283081711
2016-09-01,2582.0633517069095
2016-09-02,2595.8237697261166
2016-09-05,2636.0302707224855
2016-09-06,2671.647182193524
2016-09-07,2678.0242139967727
2016-09-08,2689.444006939433
2016-09-09,2679.5061034251585
2016-09-12,2606.4386483418393
2016-09-13,2600.621840646372
2016-09-14,2599.534470035159
2016-09-15,2615.379359854802
2016-09-16,2614.7848375243398
2016-09-19,2655.1317105854573
2016-09-20,2654.134118227255
2016-09-21,2677.7035510404576
2016-09-22,2695.4396595398516
2016-09-23,2693.327827892369
2016-09-26,2649.662621113697
2016-09-27,2669.796653248505
2016-09-28,2669.935780490891
2016-09-29,2681.049243108718
2016-09-30,2644.868130163158
2016-10-03,2670.524150921791
2016-10-04,2683.6661695478083
2016-10-05,2688.6931457136507
2016-10-06,2699.015684779869
2016-10-07,2686.9192550828157
2016-10-10,2693.4592582711607
2016-10-11,2662.3040319801576
2016-10-12,2653.032487953273
2016-10-13,2621.0848906791557
2016-10-14,2629.745685781063
2016-10-17,2616.747502875473
2016-10-18,2649.6241440256417
2016-10-19,2654.029384195189
2016-10-20,2659.689688416706
2016-10-21,2656.6781727268226
2016-10-24,2678.530409427038
2016-10-25,2681.6841899615074
2016-10-26,2660.174373763047
2016-10-27,2639.685312520431
2016-10-28,2626.036713824659
2016-10-31,2618.9945390983976
2016-11-01,2630.4593042157044
2016-11-02,2590.7976998072354
2016-11-03,2578.5084521853446
2016-11-04,2575.55728554574
2016-11-07,2597.9898123175176
2016-12-08,2584.255108244878
2017-04-03,2811.719838710018
2017-04-04,2809.0831134457944
2017-04-05,2835.705840810718
2017-04-06,2822.7666653841598
2017-04-07,2820.4011922983836
2017-04-10,2821.228781974564
2017-04-11,2803.9238404664125
2017-04-12,2819.1156365129646
2017-04-13,2823.422884499252
2017-04-14,2814.8829931298146
2017-04-17,2814.114988383306
2017-04-18,2791.3779248704814
2017-04-19,2778.2444874037424
2017-04-20,2797.7920172436725
2017-04-21,2805.155647570488
2017-04-24,2811.437558317525
2017-04-25,2850.855942277285
2017-04-26,2857.211147652421
2017-04-27,2859.734110452662
2017-04-28,2855.1769863202912
2017-05-01,2858.1138995339506
2017-05-02,2871.5599591521977
2017-05-03,2870.9191064377396
2017-05-04,2857.5786091589953
2017-05-05,2834.7468367126785
