Date,EFM LATIN AMERICA & CARIBBEAN INDEX IMI
2010-11-30,1000.0
2010-12-01,1023.9396099590705
2010-12-02,1031.9185491351489
2010-12-03,1039.4531095307593
2010-12-06,1041.4290770185805
2010-12-07,1042.4980924812633
2010-12-08,1025.4613653911729
2010-12-09,1017.7365167817026
2010-12-10,1016.6908091684111
2010-12-13,1033.4708185245229
2010-12-14,1034.2118724008944
2010-12-15,1025.24439012521
2010-12-16,1015.2833208743632
2010-12-17,1021.2053808234674
2010-12-20,1016.4511805012842
2010-12-21,1032.3383388039165
2010-12-22,1033.5971818016524
2010-12-23,1034.946803046532
2010-12-24,1036.5087567096818
2010-12-27,1029.3070779721247
2010-12-28,1032.0048782976974
2010-12-29,1045.1714136331477
2010-12-30,1058.5139427840354
2010-12-31,1062.8326840012578
2011-01-03,1074.2931695334166
2011-01-04,1068.6115224246341
2011-01-05,1075.2359595453183
2011-01-06,1057.9872041280364
2011-01-07,1054.585585593014
2011-01-10,1047.2615855118313
2011-01-11,1050.3700833050189
2011-01-12,1072.6855988597893
2011-01-13,1065.8518402779464
2011-01-14,1062.8775161867684
2011-01-17,1061.2222061956509
2011-01-18,1068.3168421344808
2011-01-19,1057.5406606756271
2011-01-20,1044.8096061884085
2011-01-21,1043.7075701782614
2011-01-24,1049.706169477395
2011-01-25,1046.763253646707
2011-01-26,1044.819340930542
2011-01-27,1035.8354911433648
2011-01-28,1012.4499550627456
2011-01-31,1015.191331549609
2011-02-01,1040.068113995718
2011-02-02,1030.7144187735973
2011-02-03,1025.2288555349826
2011-02-04,1008.366960970852
2011-02-07,1009.0516960141728
2011-02-08,1014.9391096180761
2011-02-09,995.0167163635654
2011-02-10,991.2707888012028
2011-02-11,1010.1309107893924
2011-02-14,1018.6781874163814
2011-02-15,1017.6107876752747
2011-02-16,1028.1805619807785
2011-02-17,1032.2310813448078
2011-02-18,1034.5423662668813
2011-02-21,1026.2216747956866
2011-02-22,1014.837050363613
2011-02-23,1013.1352079257055
2011-02-24,1014.4730471227779
2011-02-25,1022.4791723733412
2011-02-28,1032.063764081279
2011-03-01,1019.6131349227771
2011-03-02,1030.7911371269088
2011-03-03,1044.0140183298608
2011-03-04,1047.7866490602091
2011-03-07,1040.7350249974893
2011-03-08,1039.9145977731948
2011-03-09,1029.5082914805266
2011-03-10,1007.3302209700718
2011-03-11,1014.382871098017
2011-03-14,1017.9100312183872
2011-03-15,1012.0875519100176
2011-03-16,996.3354551661965
2011-03-17,999.2538042316136
2011-03-18,1005.6716207936495
2011-03-21,1013.7682982350473
2011-03-22,1027.2096571412787
2011-03-23,1035.591082377256
2011-03-24,1039.65393166515
2011-03-25,1040.1528593000467
2011-03-28,1031.4850062323405
2011-03-29,1034.41151568262
2011-03-30,1053.103175788378
2011-03-31,1068.1919417705874
2011-04-01,1082.7295015775383
2011-04-04,1087.643126910427
2011-04-05,1092.1949896802473
2011-04-06,1089.542657890536
2011-04-07,1088.5984411705101
2011-04-08,1092.9311913323936
2011-04-11,1086.9893313891093
2011-04-12,1064.0876561502555
2011-04-13,1059.7237878076132
2011-04-14,1057.7353654453755
2011-04-15,1067.1678415540891
2011-04-18,1038.6234303381993
2011-04-19,1056.4454403265477
2011-04-20,1078.1570411222428
2011-04-21,1080.516812579755
2011-04-22,1080.516812579755
2011-04-25,1077.5490391326218
2011-04-26,1084.840578699835
2011-04-27,1073.989680155071
2011-04-28,1059.7413139366772
2011-04-29,1075.5229414292112
2011-05-02,1069.6515154815947
2011-05-03,1043.2981949070413
2011-05-04,1031.2849955422605
2011-05-05,1019.8412296969735
2011-05-06,1034.6394853641561
2011-05-09,1029.7888743625097
2011-05-10,1042.2263147205736
2011-05-11,1024.8666959950524
2011-05-12,1018.5409287458466
2011-05-13,1004.7479492035668
2011-05-16,1007.359117470596
2011-05-17,1006.7088562406608
2011-05-18,1011.3206631630223
2011-05-19,1008.5247578999191
2011-05-20,1009.7244091111893
2011-05-23,997.2299670417581
2011-05-24,1012.3298880428251
2011-05-25,1011.7470664714424
2011-05-26,1024.3321741036955
2011-05-27,1037.8436264986003
