Date,EM (EMERGING MARKETS) IMI
1994-05-31,436.623345613846
1994-06-30,431.17504557712266
1994-07-29,455.4012802437151
1994-08-31,519.4439338645692
1994-09-30,529.0984294551308
1994-10-31,527.1453237064165
1994-11-30,496.57740711485815
1994-12-30,476.59275920385267
1995-01-31,435.7953040140497
1995-02-28,435.9051060497555
1995-03-31,437.19641792692363
1995-04-28,447.14657741258264
1995-05-31,474.1491857353082
1995-06-30,472.6497478544716
1995-07-31,481.2954731448889
1995-08-31,468.1430696676442
1995-09-29,465.5491765550604
1995-10-31,451.46511044551335
1995-11-30,438.7630995372024
1995-12-29,458.450455272947
1996-01-31,494.1677887881135
1996-02-29,487.26511404670646
1996-03-29,487.53841288353004
1996-04-30,504.41144039274775
1996-05-31,497.54143689044827
1996-06-28,499.1431438867095
1996-07-31,465.06031715063045
1996-08-30,476.6776108171424
1996-09-30,480.0487330857864
1996-10-31,466.5635808204382
1996-11-29,472.929006140297
1996-12-31,473.0742129189135
1997-01-01,473.1046646883383
1997-01-02,472.293485367631
1997-01-03,474.0736246984098
1997-01-06,477.01137575887066
1997-01-07,481.6307521796498
1997-01-08,486.95628106087173
1997-01-09,488.506691507298
1997-01-10,490.6266885221753
1997-01-13,491.708154320015
1997-01-14,494.02564934772204
1997-01-15,498.8235336676324
1997-01-16,498.88289256507557
1997-01-17,500.9362513116921
1997-01-20,503.38528173492676
1997-01-21,502.2551414813495
1997-01-22,502.9544037109667
1997-01-23,504.4268115302936
1997-01-24,503.99360568157095
1997-01-27,505.1529842026073
1997-01-28,504.4750994557617
1997-01-29,501.69106044346125
1997-01-30,503.9662727849822
1997-01-31,504.82481479923524
1997-02-03,506.8847828393095
1997-02-04,507.32345497217545
1997-02-05,510.05541240140155
1997-02-06,511.95825859859633
1997-02-07,514.2247627831251
1997-02-10,516.2388974039258
1997-02-11,517.0509335820459
1997-02-12,521.9191119481364
1997-02-13,523.6861424787267
1997-02-14,523.2913958093121
1997-02-17,525.7724499439765
1997-02-18,525.4722526568818
1997-02-19,528.2425587618368
1997-02-20,528.8135003548208
1997-02-21,529.4178842442963
1997-02-24,531.8813710535336
1997-02-25,535.510357366097
1997-02-26,532.1870378606102
1997-02-27,527.2568340852049
1997-02-28,529.0108951796512
1997-03-03,528.0435512782076
1997-03-04,526.7894229546783
1997-03-05,525.8223112871334
1997-03-06,526.1256194644637
1997-03-07,527.829597320772
1997-03-10,529.9075727632634
1997-03-11,531.7793256611164
1997-03-12,529.7650217091692
1997-03-13,528.5661532388799
1997-03-14,526.0287284631573
1997-03-17,525.8879889760391
1997-03-18,525.0731731961838
1997-03-19,524.019778990922
1997-03-20,524.3274965801535
1997-03-21,520.515353204516
1997-03-24,518.5744926512419
1997-03-25,519.8844278224491
1997-03-26,521.598025671246
1997-03-27,521.7464243280858
1997-03-28,521.5112940859805
1997-03-31,515.7151253823312
1997-04-01,513.0198212716202
1997-04-02,514.0967235322191
1997-04-03,512.251050111682
1997-04-04,513.4002658460779
1997-04-07,514.7450422564674
1997-04-08,515.3914191262304
1997-04-09,517.3870986820763
1997-04-10,514.1777478538346
1997-04-11,511.58017991375414
1997-04-14,506.3332114682434
1997-04-15,505.02262670712236
1997-04-16,506.23600768759246
1997-04-17,505.4297874481715
1997-04-18,504.66237028613125
