Date,EM EUROPE IMI
1996-09-30,212.1773226670695
1996-10-31,204.14639740440296
1996-11-29,211.65485690209368
1996-12-31,210.8612742699637
1997-01-01,210.8612742699637
1997-01-02,213.8406418823688
1997-01-03,216.24467906933884
1997-01-06,219.092021091259
1997-01-07,224.41671682902646
1997-01-08,231.27928617120244
1997-01-09,231.8878048972587
1997-01-10,231.71470856430594
1997-01-13,229.88198694403653
1997-01-14,232.76954184195034
1997-01-15,234.91401209841803
1997-01-16,236.00887840478563
1997-01-17,234.8132663788226
1997-01-20,234.46875522335318
1997-01-21,238.3285313916599
1997-01-22,240.36725230263283
1997-01-23,251.26350027817674
1997-01-24,266.59475001935783
1997-01-27,285.97908503663155
1997-01-28,267.89424575582814
1997-01-29,270.57993377368814
1997-01-30,275.6010170305919
1997-01-31,272.24639074877473
1997-02-03,270.41613884603265
1997-02-04,260.2204002217901
1997-02-05,264.13738483146676
1997-02-06,271.51991405070004
1997-02-07,270.23384795997475
1997-02-10,269.9683678290313
1997-02-11,269.59089527974197
1997-02-12,271.2395252613642
1997-02-13,271.3751247161386
1997-02-14,267.60901693600005
1997-02-17,267.20245589367903
1997-02-18,272.38861343053327
1997-02-19,273.6569989028079
1997-02-20,275.90926119825605
1997-02-21,274.6436185349704
1997-02-24,278.030729866612
1997-02-25,279.0914280041652
1997-02-26,276.56118565662416
1997-02-27,270.9895105326838
1997-02-28,269.60282236084083
1997-03-03,260.9213401450323
1997-03-04,253.0922741409653
1997-03-05,244.45788963435706
1997-03-06,251.87584108585207
1997-03-07,248.18132634929148
1997-03-10,251.27681116051107
1997-03-11,251.91510402885746
1997-03-12,248.6662952626542
1997-03-13,254.65425530805828
1997-03-14,251.95117233904955
1997-03-17,259.5767176145792
1997-03-18,261.97201305908465
1997-03-19,265.39345934705307
1997-03-20,263.8519975469481
1997-03-21,261.35412756338906
1997-03-24,260.96402319374135
1997-03-25,254.23475510374146
1997-03-26,256.1899395831757
1997-03-27,251.93979560940474
1997-03-28,256.41606252589463
1997-03-31,263.1382979712342
1997-04-01,258.26088914245014
1997-04-02,256.97471205085316
1997-04-03,254.6567638670321
1997-04-04,253.39315923976446
1997-04-07,246.87065416126487
1997-04-08,248.824727582197
1997-04-09,246.7065579571697
1997-04-10,245.51359682850403
1997-04-11,243.01488757411522
1997-04-14,240.80441486796482
1997-04-15,242.9497719332461
1997-04-16,243.6538668791171
1997-04-17,245.4645985277434
1997-04-18,243.34721333984803
1997-04-21,244.86486449553772
1997-04-22,243.27207735426876
1997-04-23,243.84925670317512
1997-04-24,235.31830134248568
1997-04-25,235.42450237953494
1997-04-28,232.53382030684833
1997-04-29,232.2286761374308
1997-04-30,230.6596373282122
1997-05-01,233.90950198594646
1997-05-02,229.35215685678068
1997-05-05,224.42583416352448
1997-05-06,226.4756732738947
1997-05-07,232.54773886108242
1997-05-08,230.35968768746605
1997-05-09,228.22807910945
1997-05-12,223.98457978644447
1997-05-13,225.7048110986222
1997-05-14,227.12610032571905
1997-05-15,232.92787441985266
1997-05-16,230.7435921638986
1997-05-19,229.77895484698044
1997-05-20,231.64265216797787
1997-05-21,228.31751351354356
1997-05-22,224.5321545185542
1997-05-23,224.5705184140075
1997-05-26,224.05581546165905
1997-05-27,224.29188482987848
1997-05-28,229.14235267304053
1997-05-29,226.7820336491986
1997-05-30,231.32708735058605
1997-06-02,235.50888345117082
1997-06-03,236.83244421295254
1997-06-04,234.76927292265236
1997-06-05,236.18008546814596
1997-06-06,236.21252039571743
1997-06-09,237.48310568470595
1997-06-10,238.20406434731356
1997-06-11,239.05884010797044
1997-06-12,235.42360302118027
1997-06-13,229.17230327609457
1997-06-16,230.40080431599435
1997-06-17,227.5208966811178
1997-06-18,228.95281352581046
1997-06-19,231.89654131060598
1997-06-20,233.66474566602398
1997-06-23,244.14455069076305
1997-06-24,236.78036646893912
1997-06-25,236.38957783357236
1997-06-26,235.95316859331112
1997-06-27,241.80720475758017
1997-06-30,244.1198784721799
1997-07-01,244.16617644037999
1997-07-02,244.38768170903342
1997-07-03,247.72462481318095
1997-07-04,250.0896681607244
1997-07-07,253.32530345817887
1997-07-08,248.6596654705422
1997-07-09,252.48191661156446
1997-07-10,253.90346197385867
1997-07-11,252.1077316331225
1997-07-14,251.76294244582525
