Date,EFM EUROPE + CIS (E+C) IMI
2010-11-30,1000.0
2010-12-01,1025.8143513752057
2010-12-02,1049.6697466565051
2010-12-03,1065.4145880546341
2010-12-06,1073.2361943550259
2010-12-07,1082.1123224989938
2010-12-08,1063.7311051414158
2010-12-09,1060.4382351039055
2010-12-10,1059.1910364707321
2010-12-13,1075.6231490470875
2010-12-14,1079.4833801236061
2010-12-15,1079.1224812898636
2010-12-16,1065.113646482161
2010-12-17,1062.654081952264
2010-12-20,1055.0748518873816
2010-12-21,1068.1016713408371
2010-12-22,1074.7678693782077
2010-12-23,1078.546600040938
2010-12-24,1079.799729720175
2010-12-27,1077.0535042055926
2010-12-28,1074.4559107993882
2010-12-29,1077.63512462551
2010-12-30,1081.219816525918
2010-12-31,1083.9840324101235
2011-01-03,1088.3769917748004
2011-01-04,1091.9029699379419
2011-01-05,1089.7255197410652
2011-01-06,1088.431337645066
2011-01-07,1080.0109165685433
2011-01-10,1070.1932154623823
2011-01-11,1087.1846370144035
2011-01-12,1122.9945405812857
2011-01-13,1131.1409035038653
2011-01-14,1125.7287540832417
2011-01-17,1134.602226788738
2011-01-18,1141.4952263646987
2011-01-19,1140.3259058197443
2011-01-20,1110.656369442383
2011-01-21,1126.84537356426
2011-01-24,1116.534759492241
2011-01-25,1114.9044193516518
2011-01-26,1130.1812620928051
2011-01-27,1135.5221479342565
2011-01-28,1108.3622004745182
2011-01-31,1106.126520331985
2011-02-01,1139.5194477657278
2011-02-02,1148.9811628280331
2011-02-03,1133.8105046027695
2011-02-04,1148.046376599893
2011-02-07,1151.1568201161872
2011-02-08,1142.7067542984887
2011-02-09,1140.318190459661
2011-02-10,1110.9485180585978
2011-02-11,1126.082742792387
2011-02-14,1116.9608994621574
2011-02-15,1112.8942557838795
2011-02-16,1119.5813789192612
2011-02-17,1113.6580787307105
2011-02-18,1116.539609676482
2011-02-21,1120.6347641419031
2011-02-22,1110.8243131827435
2011-02-23,1106.5758858983338
2011-02-24,1112.2948744337705
2011-02-25,1129.048014643483
2011-02-28,1144.9674125594483
2011-03-01,1132.0074304477214
2011-03-02,1143.8338621184655
2011-03-03,1161.5348043333042
2011-03-04,1164.501958712276
2011-03-07,1169.3398101026842
2011-03-08,1170.1220780448102
2011-03-09,1169.5255735460175
2011-03-10,1140.306805458699
2011-03-11,1136.4801869699347
2011-03-14,1149.7958782845951
2011-03-15,1132.3912009764977
2011-03-16,1130.2246623905128
2011-03-17,1151.2582924628368
2011-03-18,1161.9139244794042
2011-03-21,1174.013685330005
2011-03-22,1174.4232926363588
2011-03-23,1179.5985035842123
2011-03-24,1198.402309889203
2011-03-25,1204.0599500650706
2011-03-28,1204.3790681628354
2011-03-29,1189.923102873403
2011-03-30,1201.9209433075878
2011-03-31,1206.8403067579713
2011-04-01,1229.7275199733162
2011-04-04,1245.069138305005
2011-04-05,1244.181582247624
2011-04-06,1265.3737271455072
2011-04-07,1260.304734662509
2011-04-08,1270.4366997844513
2011-04-11,1266.1101966241297
2011-04-12,1239.300976214591
2011-04-13,1247.2332886625406
2011-04-14,1228.895909613026
2011-04-15,1233.0211478422361
2011-04-18,1181.3988644816452
2011-04-19,1210.01517533479
2011-04-20,1238.7185203430167
2011-04-21,1247.2270901534691
2011-04-22,1252.0425737357905
2011-04-25,1242.9361044870416
2011-04-26,1245.9879778552847
2011-04-27,1240.123391453557
2011-04-28,1254.0304308242958
2011-04-29,1256.3748725502267
2011-05-02,1259.408849759506
2011-05-03,1234.2022244258626
2011-05-04,1213.2348748393313
2011-05-05,1192.6723967826233
2011-05-06,1201.4639817502953
2011-05-09,1186.1510627318216
2011-05-10,1194.067378930877
2011-05-11,1178.2247514995256
2011-05-12,1155.9107948446424
2011-05-13,1149.4854349520608
2011-05-16,1148.4037339139593
2011-05-17,1136.2466457241567
2011-05-18,1148.276820050376
2011-05-19,1151.3251198838523
2011-05-20,1133.7540705635975
2011-05-23,1101.6119674784923
2011-05-24,1125.3183250054483
2011-05-25,1125.0905505160467
2011-05-26,1128.8950332296617
2011-05-27,1149.0295101260547
2011-05-30,1149.6940765521556
2011-05-31,1169.618462193535
2011-06-01,1167.5304473045562
2011-06-02,1168.4489551469828
2011-06-03,1162.6402606700128
2011-06-06,1163.7486415582534
2011-06-07,1188.4995893764647
2011-06-08,1184.4499005479565
2011-06-09,1192.5915271677493
2011-06-10,1179.4454765874718
2011-06-13,1179.5706903006856
2011-06-14,1182.1123608153398
2011-06-15,1165.6561928719404
2011-06-16,1149.047709263888
2011-06-17,1148.9370133457721
2011-06-20,1135.318554072085
2011-06-21,1148.7876153809927
2011-06-22,1148.5193934239774
2011-06-23,1114.8677286466154
2011-06-24,1128.3424582876569
2011-06-27,1124.9703066112438
2011-06-28,1139.9913579617742
2011-06-29,1153.317663813003
2011-06-30,1163.0745230120356
2011-07-01,1177.9363132563712
2011-07-04,1182.306436433701
2011-07-05,1177.8281148296053
2011-07-06,1162.6854200793114
2011-07-07,1191.5969048028935
2011-07-08,1174.892710106931
2011-07-11,1142.8588008035163
2011-07-12,1136.4445300080424
2011-07-13,1158.1171654926513
2011-07-14,1151.3999777888614
2011-07-15,1149.9690762825744
2011-07-18,1123.5103349003957
2011-07-19,1137.2065811341151
2011-07-20,1141.2853847207004
2011-07-21,1163.8279319052363
2011-07-22,1159.3848205588051
2011-07-25,1155.731987063549
2011-07-26,1165.2005711858892
2011-07-27,1153.4046826848346
2011-07-28,1162.3735244033242
2011-07-29,1156.6878770094925
2011-08-01,1155.4486634921614
2011-08-02,1141.2785823396782
2011-08-03,1107.3329011188741
2011-08-04,1069.1843104963662
2011-08-05,1037.5715144438657
2011-08-08,964.3055904959102
2011-08-09,940.8501763476108
2011-08-10,894.7015226093104
2011-08-11,918.3674776267815
2011-08-12,938.2499086394931
2011-08-15,975.60306978382
2011-08-16,967.3923606935928
2011-08-17,982.2740473798059
2011-08-18,930.9212421639671
2011-08-19,929.8120030366555
2011-08-22,933.5785683900108
2011-08-23,935.7649050946698
2011-08-24,948.361138095381
2011-08-25,939.6957806613971
2011-08-26,946.5926880185002
2011-08-29,979.127174088143
2011-08-30,980.3383438662361
2011-08-31,1001.3283271544755
2011-09-01,991.2179210576106
2011-09-02,967.1178744753294
2011-09-05,937.0189512368312
2011-09-06,935.8582265041636
2011-09-07,964.1499684274974
2011-09-08,969.0430934136568
2011-09-09,925.5199045234925
2011-09-12,898.2745917065394
2011-09-13,904.5881737339776
2011-09-14,901.9378567185278
2011-09-15,921.8683720259046
2011-09-16,917.9945910210851
2011-09-19,887.6869757421537
2011-09-20,907.3552087184503
2011-09-21,896.1272842553606
2011-09-22,818.3346410567091
2011-09-23,796.8643807048484
2011-09-26,798.7542660641421
2011-09-27,835.8252008903069
2011-09-28,830.6130828180892
2011-09-29,842.372476358668
2011-09-30,818.3815732080342
2011-10-03,795.8298186298923
2011-10-04,758.7027052383978
2011-10-05,767.2785282447492
2011-10-06,795.4248186011852
2011-10-07,813.985115348007
2011-10-10,845.99624395222
2011-10-11,837.9439722101727
2011-10-12,871.9316230456762
2011-10-13,858.0348413050783
2011-10-14,886.0822944749801
2011-10-17,868.8178419980245
2011-10-18,869.0611684817998
2011-10-19,872.6304363982686
2011-10-20,853.5103089838169
2011-10-21,883.4008145377516
2011-10-24,910.2646654225127
2011-10-25,905.592886119788
2011-10-26,913.609749604336
2011-10-27,959.5984166935551
2011-10-28,964.9303330363733
2011-10-31,931.5677676657244
2011-11-01,891.2013655951826
2011-11-02,916.5742187482072
2011-11-03,927.8192681489406
2011-11-04,921.0682823607173
2011-11-07,929.3117203738152
2011-11-08,936.2794398857058
2011-11-09,900.1906461500565
2011-11-10,903.3598809478958
2011-11-11,917.0168924810102
2011-11-14,910.9462421423134
2011-11-15,906.7760809875604
2011-11-16,907.173970938214
2011-11-17,897.367529832387
2011-11-18,884.4188764776998
2011-11-21,840.700174516864
2011-11-22,844.8765522386589
2011-11-23,826.802842391248
2011-11-24,820.8756224744718
2011-11-25,826.0826056351697
2011-11-28,859.2904567012948
2011-11-29,855.6430704006156
2011-11-30,900.5815244349603
2011-12-01,900.0465272099111
2011-12-02,902.071981120794
2011-12-05,911.7601588024571
2011-12-06,872.3129328341544
2011-12-07,869.9234954516985
2011-12-08,860.9504060583104
2011-12-09,840.4633549748253
2011-12-12,809.2660998763087
2011-12-13,816.8040967219752
2011-12-14,803.3445126817101
2011-12-15,817.87873225038
2011-12-16,810.4110064447998
2011-12-19,802.5922461290365
2011-12-20,825.6092771393095
2011-12-21,819.9556624095356
2011-12-22,825.5691622798648
2011-12-23,825.7253647546764
2011-12-26,831.4680813425333
2011-12-27,828.5495559043031
2011-12-28,814.4814171514283
2011-12-29,811.0881021222717
2011-12-30,814.7687448438907
2012-01-02,817.846925033515
2012-01-03,846.4380317296644
2012-01-04,835.4990469288608
2012-01-05,825.3598195645429
2012-01-06,824.6131630268078
2012-01-09,828.2982605884681
2012-01-10,849.6222333718449
2012-01-11,841.9951560533062
2012-01-12,851.406202349706
2012-01-13,842.466137035316
2012-01-16,850.7915926640584
2012-01-17,866.1420537005245
2012-01-18,878.4491868510381
2012-01-19,888.7389866356294
2012-01-20,886.0507467190456
2012-01-23,903.3773251012005
2012-01-24,897.4020540975564
2012-01-25,902.6532492111996
2012-01-26,932.1366804879798
2012-01-27,930.9492602639851
