Date,EFM CEEC ex RU IMI
2010-11-30,1000.0
2010-12-01,1026.5178828933247
2010-12-02,1043.7481853387314
2010-12-03,1072.8805485518233
2010-12-06,1064.2991331684984
2010-12-07,1073.5539862863727
2010-12-08,1059.575712064636
2010-12-09,1056.2281691171318
2010-12-10,1060.511736607752
2010-12-13,1082.686824799915
2010-12-14,1087.552710993154
2010-12-15,1089.423401704479
2010-12-16,1069.4572539424207
2010-12-17,1069.3306202092922
2010-12-20,1058.014565674388
2010-12-21,1067.9991273172059
2010-12-22,1068.5605952044866
2010-12-23,1068.6298246265042
2010-12-24,1072.614895217118
2010-12-27,1070.4412273479547
2010-12-28,1063.0496466824827
2010-12-29,1076.246281466869
2010-12-30,1082.7528887209169
2010-12-31,1092.081955085606
2011-01-03,1105.606971996419
2011-01-04,1100.8221059837183
2011-01-05,1091.6427122157563
2011-01-06,1090.7229300251843
2011-01-07,1078.9273165326356
2011-01-10,1060.2052563986028
2011-01-11,1074.282088342307
2011-01-12,1104.5322059041503
2011-01-13,1124.2545996525917
2011-01-14,1122.905033463113
2011-01-17,1126.0303410081974
2011-01-18,1156.7067271842811
2011-01-19,1157.5684394723826
2011-01-20,1130.8056559243742
2011-01-21,1159.3509952935417
2011-01-24,1159.9554225702952
2011-01-25,1152.1848997017194
2011-01-26,1161.2246610599834
2011-01-27,1165.4067148025945
2011-01-28,1136.2490470188484
2011-01-31,1142.4422943948152
2011-02-01,1169.7605278690883
2011-02-02,1169.3963778077994
2011-02-03,1157.0310221621235
2011-02-04,1160.7573482831965
2011-02-07,1165.4328108656862
2011-02-08,1170.0571522665243
2011-02-09,1165.3682894481765
2011-02-10,1136.0436410771495
2011-02-11,1141.475022474199
2011-02-14,1126.6597521160354
2011-02-15,1129.4428210773626
2011-02-16,1131.4463729300794
2011-02-17,1123.4509555141863
2011-02-18,1132.1339983826174
2011-02-21,1129.0842437041058
2011-02-22,1125.9045103251365
2011-02-23,1129.2793334015598
2011-02-24,1126.0553790218441
2011-02-25,1134.8477446499176
2011-02-28,1155.62957149841
2011-03-01,1145.0440964086167
2011-03-02,1151.5218089753164
2011-03-03,1167.9845927446522
2011-03-04,1181.4129867584923
2011-03-07,1185.391838926664
2011-03-08,1174.0039203570611
2011-03-09,1169.4214363803162
2011-03-10,1145.5217287707
2011-03-11,1145.0252549522233
2011-03-14,1152.1955895193153
2011-03-15,1142.6742810744804
2011-03-16,1123.2947957848953
2011-03-17,1148.5980295968711
2011-03-18,1164.5806679338723
2011-03-21,1184.382879510957
2011-03-22,1181.9939859034575
2011-03-23,1176.0125857558594
2011-03-24,1192.8944492472162
2011-03-25,1205.213734154343
2011-03-28,1204.9830778539347
2011-03-29,1197.3643215467805
2011-03-30,1198.0887107141587
2011-03-31,1205.818542532199
2011-04-01,1220.278267488632
2011-04-04,1231.5866492903463
2011-04-05,1235.6237520805491
2011-04-06,1272.9855103690252
2011-04-07,1268.9402334917236
2011-04-08,1277.4944243700909
2011-04-11,1275.4207600262373
2011-04-12,1261.7792130012297
2011-04-13,1280.8654098313573
2011-04-14,1270.4336344002352
2011-04-15,1272.4622951075323
2011-04-18,1223.7299694919643
2011-04-19,1246.893360961766
2011-04-20,1280.5958883081864
2011-04-21,1286.9675292981801
2011-04-22,1285.9409657680646
2011-04-25,1284.606119321979
2011-04-26,1300.6707643614393
2011-04-27,1301.8847368325132
2011-04-28,1324.031801364959
2011-04-29,1320.3588846370926
2011-05-02,1331.6725540150246
2011-05-03,1316.6112523786992
2011-05-04,1306.8046730581536
2011-05-05,1275.147291056718
2011-05-06,1273.3946506139018
2011-05-09,1241.9292780776548
2011-05-10,1264.0237441834615
2011-05-11,1257.8718698913856
2011-05-12,1234.5404803613503
2011-05-13,1233.1720802341556
2011-05-16,1237.4905335599258
2011-05-17,1216.6490865253634
2011-05-18,1228.857523362697
2011-05-19,1232.5437323264962
2011-05-20,1222.2724144633767
2011-05-23,1196.5909063217848
2011-05-24,1211.6204413164585
2011-05-25,1208.7292539938987
2011-05-26,1211.3493710695307
2011-05-27,1234.3122397817158
2011-05-30,1234.0383030781113
2011-05-31,1260.9753455183497
2011-06-01,1262.7024931666044
2011-06-02,1260.0619729878226
2011-06-03,1268.6932890876612
2011-06-06,1266.48360859023
2011-06-07,1284.5673769715481
2011-06-08,1272.6280086722581
2011-06-09,1262.6005347068642
2011-06-10,1244.668271077227
2011-06-13,1251.527622999084
2011-06-14,1266.9024586280486
2011-06-15,1244.04265867917
2011-06-16,1214.2871882781833
2011-06-17,1234.8542976519873
2011-06-20,1222.2002834694933
2011-06-21,1232.245903295964
2011-06-22,1227.9329795126737
2011-06-23,1191.7722815693066
2011-06-24,1195.4274462167668
2011-06-27,1196.3509289453316
2011-06-28,1201.038903712879
2011-06-29,1220.9687400988435
2011-06-30,1231.0198057703328
2011-07-01,1241.978312424517
2011-07-04,1242.521072188354
2011-07-05,1238.5538132345425
2011-07-06,1214.5681449034396
2011-07-07,1245.4118128278367
2011-07-08,1221.4922472047056
2011-07-11,1173.5547801682474
2011-07-12,1157.4768686117604
2011-07-13,1187.4589017501373
2011-07-14,1175.2471476714811
2011-07-15,1172.9688765811597
2011-07-18,1135.2974893226833
2011-07-19,1151.0707303776899
2011-07-20,1163.7558923925535
2011-07-21,1195.8990896623734
2011-07-22,1198.3393510411336
2011-07-25,1188.058046033052
2011-07-26,1195.5683563199314
2011-07-27,1173.3891806303182
2011-07-28,1174.3428786864806
2011-07-29,1182.7740450517665
2011-08-01,1162.619020379437
2011-08-02,1145.1488467959505
2011-08-03,1116.6868708081938
2011-08-04,1076.4583243934267
2011-08-05,1056.300203330683
2011-08-08,1012.7397719427694
2011-08-09,978.7079514206418
2011-08-10,931.6605672432316
2011-08-11,961.5822207044754
2011-08-12,975.8540721732136
2011-08-15,1003.1113936263303
2011-08-16,1009.7850970694606
2011-08-17,1021.5046875605367
2011-08-18,957.7013555087401
2011-08-19,960.4671950725618
2011-08-22,974.7878517355531
2011-08-23,979.959826077312
2011-08-24,983.3255248320665
2011-08-25,981.0322854560769
2011-08-26,981.3115038630625
2011-08-29,1016.159468251352
2011-08-30,1018.5486128267844
2011-08-31,1039.8986606432775
2011-09-01,1012.9980333241762
2011-09-02,985.5213467188266
2011-09-05,941.0677422085475
2011-09-06,939.135863321032
2011-09-07,967.6564486616493
2011-09-08,961.9199625608798
2011-09-09,896.798603451398
2011-09-12,858.0648436748452
2011-09-13,865.3890387164546
2011-09-14,863.01791923452
2011-09-15,899.1056257295427
2011-09-16,901.4526270740772
2011-09-19,860.9777322681342
2011-09-20,874.7705618995934
2011-09-21,869.1556796752335
2011-09-22,797.5203632179192
2011-09-23,800.5857494551316
2011-09-26,804.6084704937085
2011-09-27,845.7585325325722
2011-09-28,835.7150971687778
2011-09-29,844.677554310356
2011-09-30,828.3685155066377
2011-10-03,807.6376542314401
2011-10-04,789.9274703904237
2011-10-05,812.0560593288769
2011-10-06,828.2317781852582
2011-10-07,838.48840087498
2011-10-10,878.4044375238855
2011-10-11,874.2836352789669
2011-10-12,912.0001935166948
2011-10-13,893.7510318059203
2011-10-14,913.9713277527388
2011-10-17,898.8170306913981
2011-10-18,887.3346181812094
2011-10-19,900.1292789611736
2011-10-20,864.4933034904958
2011-10-21,903.7981917729687
2011-10-24,925.6244432104628
2011-10-25,922.1660163310377
2011-10-26,906.9712579349415
2011-10-27,964.0849594848645
2011-10-28,959.5397410306884
2011-10-31,925.7996314510558
2011-11-01,888.5336527155067
2011-11-02,899.477524622587
2011-11-03,909.8804478119993
2011-11-04,903.0904817139142
2011-11-07,900.4040686761841
2011-11-08,911.3570519117902
2011-11-09,867.7262652320034
2011-11-10,858.9336972255783
2011-11-11,877.9812979451673
2011-11-14,871.9283202426822
2011-11-15,856.9057206094863
2011-11-16,864.213862709446
2011-11-17,859.9846086361873
2011-11-18,847.8097768002256
2011-11-21,821.7312579868352
2011-11-22,822.7015921076772
2011-11-23,799.764406753329
2011-11-24,800.7956555000684
2011-11-25,787.1964985555735
2011-11-28,809.6878849442239
2011-11-29,800.3105765142991
2011-11-30,846.982605824788
2011-12-01,840.5920205703734
2011-12-02,843.3371310570247
2011-12-05,862.9594713730231
2011-12-06,837.4673799150077
2011-12-07,838.1660981124759
2011-12-08,818.3923343825152
2011-12-09,823.8200554603312
2011-12-12,797.6017294770431
2011-12-13,791.5351539873762
2011-12-14,776.6796744972077
2011-12-15,784.9156237973423
2011-12-16,778.5399699342721
2011-12-19,778.7215740108176
2011-12-20,797.9705596819804
2011-12-21,800.9544154192236
2011-12-22,797.304699940046
2011-12-23,797.5345460108234
2011-12-26,797.5615993833104
2011-12-27,805.8277346635077
2011-12-28,792.1928800463724
2011-12-29,794.0990352316478
2011-12-30,788.1145576255741
2012-01-02,799.6445824190396
2012-01-03,804.9896546074074
2012-01-04,783.9939364541658
2012-01-05,765.933788022801
2012-01-06,761.8978356219369
2012-01-09,762.3665349576825
2012-01-10,775.3895671329104
2012-01-11,763.993939884184
2012-01-12,785.956114813675
2012-01-13,776.8433183881999
2012-01-16,782.1979398917899
2012-01-17,796.0523266659951
2012-01-18,814.6212893404058
2012-01-19,830.4892248823589
2012-01-20,839.4319640809651
2012-01-23,856.1933155357026
2012-01-24,849.1007719116043
2012-01-25,845.2434346372244
2012-01-26,885.0059261315696
2012-01-27,884.8669110146111
2012-01-30,879.8748207082434
2012-01-31,889.2582664176522
2012-02-01,913.6631492754503
2012-02-02,915.608812974251
2012-02-03,918.2931856080306
2012-02-06,920.38700029794
2012-02-07,926.697829525631
2012-02-08,931.9147482594323
2012-02-09,925.2360375759368
2012-02-10,900.000562763811
