Date,EM FAR EAST IMI
1994-05-31,1068.9130873690006
1994-06-30,1038.5945010245123
1994-07-29,1084.276180290525
1994-08-31,1212.3756794504263
1994-09-30,1228.9503324402185
1994-10-31,1240.0904628545657
1994-11-30,1130.3782691386607
1994-12-30,1099.4166866536352
1995-01-31,976.4989596181746
1995-02-28,1058.771559172104
1995-03-31,1044.5235585804405
1995-04-28,1027.9134945128908
1995-05-31,1145.1104894064274
1995-06-30,1149.389363618919
1995-07-31,1175.41095087105
1995-08-31,1119.2684030488292
1995-09-29,1101.3182126163374
1995-10-31,1061.5312549064604
1995-11-30,1024.170941980332
1995-12-29,1081.6122900979422
1996-01-31,1166.678778872979
1996-02-29,1161.4579112099864
1996-03-29,1186.9120760602837
1996-04-30,1262.868812905726
1996-05-31,1234.0495712366298
1996-06-28,1208.716510772351
1996-07-31,1107.9208641831456
1996-08-30,1152.5525526023334
1996-09-30,1167.4018029519555
1996-10-31,1124.138000365267
1996-11-29,1160.5867977433263
1996-12-31,1141.8899807044777
1997-01-01,1142.0888766851199
1997-01-02,1136.9819767253937
1997-01-03,1140.1236236930886
1997-01-06,1143.5754479031293
1997-01-07,1149.569236169589
1997-01-08,1162.2693084438688
1997-01-09,1165.7847920687145
1997-01-10,1170.3199059240546
1997-01-13,1170.9093204135077
1997-01-14,1166.3454573501986
1997-01-15,1174.8152749121232
1997-01-16,1181.273467703022
1997-01-17,1185.3842656469083
1997-01-20,1196.9074620688205
1997-01-21,1191.2917303933618
1997-01-22,1194.488591208022
1997-01-23,1194.9136046729848
1997-01-24,1196.325313691765
1997-01-27,1191.9240756355725
1997-01-28,1189.6075023713245
1997-01-29,1183.0995768761582
1997-01-30,1188.8954684447058
1997-01-31,1188.8507536974203
1997-02-03,1185.6543866834709
1997-02-04,1185.3265304393449
1997-02-05,1187.9441276836985
1997-02-06,1189.6735363150294
1997-02-07,1189.3476979465427
1997-02-10,1190.7247585425578
1997-02-11,1191.5968864056915
1997-02-12,1196.8990007296138
1997-02-13,1203.53864527666
1997-02-14,1202.6672327011024
1997-02-17,1206.8393538109804
1997-02-18,1201.1212879532516
1997-02-19,1215.4880357067295
1997-02-20,1223.7738952523223
1997-02-21,1226.656805544614
1997-02-24,1229.3760136760968
1997-02-25,1234.8929711662124
1997-02-26,1229.2276296991195
1997-02-27,1224.4913444674366
1997-02-28,1229.9874312008424
1997-03-03,1222.9019216417169
1997-03-04,1215.668537606473
1997-03-05,1216.6751743594662
1997-03-06,1213.96769614034
1997-03-07,1218.7740807515847
1997-03-10,1215.729896653423
1997-03-11,1224.2754703165656
1997-03-12,1222.8519508157324
1997-03-13,1218.9802187643825
1997-03-14,1208.4309033613285
1997-03-17,1211.1464939040106
1997-03-18,1211.0116979238635
1997-03-19,1209.9077882920474
1997-03-20,1207.2785835211002
1997-03-21,1188.8668928329325
1997-03-24,1178.2881951997624
1997-03-25,1182.0952511320718
1997-03-26,1194.469294821376
1997-03-27,1194.4680919795803
1997-03-28,1193.508443629606
1997-03-31,1185.8440668073538
1997-04-01,1178.8628239250334
1997-04-02,1176.7676387972087
1997-04-03,1163.7727314240824
1997-04-04,1157.8060206143293
1997-04-07,1156.1930011356094
1997-04-08,1162.4119182877066
1997-04-09,1167.995492140158
1997-04-10,1157.6777816310469
1997-04-11,1155.3664143149024
1997-04-14,1138.576396133256
1997-04-15,1125.3683404704566
1997-04-16,1128.5928685462204
1997-04-17,1129.6313891287887
1997-04-18,1124.951825578248
1997-04-21,1137.467214613385
1997-04-22,1129.284000662197
1997-04-23,1135.0041936918321
1997-04-24,1128.6208719173906
1997-04-25,1126.6098042306571
1997-04-28,1119.673534367966
1997-04-29,1102.8611328464488
1997-04-30,1107.510567054023
1997-05-01,1107.575029741374
1997-05-02,1100.9340020376396
1997-05-05,1106.898376135115
1997-05-06,1105.1180833000392
1997-05-07,1106.4510076938705
1997-05-08,1101.8134522033802
1997-05-09,1097.6174091444852
1997-05-12,1077.7949526289262
1997-05-13,1075.0144234315806
1997-05-14,1070.5469409085533
1997-05-15,1053.3167570648063
1997-05-16,1058.0933983937907
1997-05-19,1063.2687537459246
1997-05-20,1066.9085475455
1997-05-21,1071.359793365808
1997-05-22,1076.5771379736022
1997-05-23,1084.1466041104738
1997-05-26,1085.3689770313722
1997-05-27,1084.075862963482
1997-05-28,1087.9511272783568
1997-05-29,1092.728296612321
1997-05-30,1098.9654219355546
1997-06-02,1110.615059265387
1997-06-03,1112.9591923802552
1997-06-04,1108.5722798926504
1997-06-05,1105.868363065885
1997-06-06,1109.1519480490556
1997-06-09,1110.8512391449508
1997-06-10,1108.2529078849827
1997-06-11,1102.8492272965952
1997-06-12,1101.7867886055838
1997-06-13,1098.5819855878467
1997-06-16,1108.6185760375397
1997-06-17,1109.0487193008225
1997-06-18,1110.7076780955845
1997-06-19,1107.3887940771406
1997-06-20,1114.7406422849986
1997-06-23,1113.5417916777592
1997-06-24,1107.9433309417639
1997-06-25,1105.1251410346624
1997-06-26,1103.6495875790422
1997-06-27,1109.2192167601609
1997-06-30,1114.1372392395153
1997-07-01,1117.2185774626364
1997-07-02,1119.9348239819542
1997-07-03,1122.2100942235716
1997-07-04,1129.205576805717
1997-07-07,1124.1284661243812
1997-07-08,1119.8828797416595
1997-07-09,1111.9851220237056
1997-07-10,1102.4386313914101
1997-07-11,1092.8399113074584
1997-07-14,1084.6089828438307
1997-07-15,1080.5991188615426
1997-07-16,1071.342942853055
1997-07-17,1074.150844202924
1997-07-18,1072.5365564559495
1997-07-21,1075.247411912032
1997-07-22,1064.1484533685893
1997-07-23,1059.986841020396
1997-07-24,1069.1287639917755
1997-07-25,1073.3521874698088
1997-07-28,1081.0479346096909
1997-07-29,1083.137869715552
1997-07-30,1076.133627444074
1997-07-31,1071.8405297287613
1997-08-01,1065.4558308522455
1997-08-04,1063.4301337274414
1997-08-05,1048.1371380365026
1997-08-06,1047.641654975624
1997-08-07,1032.0692262914436
1997-08-08,1028.6431725470165
1997-08-11,1005.6572544002559
1997-08-12,995.1420182452777
1997-08-13,989.6676427580765
1997-08-14,980.8353486605539
1997-08-15,971.643053822684
1997-08-18,946.7541205557154
1997-08-19,947.4003128120307
1997-08-20,970.8091523158686
1997-08-21,978.3773642155734
1997-08-22,965.2316687521544
1997-08-25,950.1846402052519
1997-08-26,939.6254049555207
1997-08-27,922.7358761083153
1997-08-28,866.2237022911739
1997-08-29,849.4137934230513
1997-09-01,828.1424071304727
1997-09-02,820.2198482166763
1997-09-03,815.0290192272871
1997-09-04,802.9738239205956
1997-09-05,857.6611123164505
1997-09-08,886.1595983648054
1997-09-09,892.0763996005318
1997-09-10,877.0237718124268
1997-09-11,862.7558913031501
1997-09-12,864.2905949157762
1997-09-15,853.1598757404408
1997-09-16,840.9605136958205
1997-09-17,831.7395971604262
1997-09-18,824.440882413843
1997-09-19,827.4179181280091
1997-09-22,808.5779244935319
1997-09-23,814.0059358964153
1997-09-24,814.5433084463779
1997-09-25,807.4247189789438
1997-09-26,801.6116457542435
1997-09-29,793.8620959980108
1997-09-30,794.3163943388793
1997-10-01,768.7801053619838
1997-10-02,764.248533745047
1997-10-03,754.3406955245185
1997-10-06,745.2918564447376
1997-10-07,746.7923741879719
1997-10-08,763.0744518939869
1997-10-09,776.1556848439878
1997-10-10,789.3608722462945
1997-10-13,781.2323292319502
1997-10-14,780.0444611035227
1997-10-15,761.2653684831117
1997-10-16,743.4534832894884
1997-10-17,730.8345445385584
1997-10-20,683.809090900903
1997-10-21,688.967936473117
1997-10-22,681.9652085863887
1997-10-23,679.1319477355869
1997-10-24,661.6800106572479
1997-10-27,651.3056146601264
1997-10-28,599.3953393190889
1997-10-29,609.4702286237916
1997-10-30,610.799558277534
1997-10-31,614.7390364154097
1997-11-03,656.7075484973236
1997-11-04,672.3718661654216
1997-11-05,677.2094305146297
1997-11-06,676.8938471929121
1997-11-07,658.5810210084991
1997-11-10,648.4115667227658
1997-11-11,641.7139814698661
1997-11-12,637.7583441190111
1997-11-13,626.2789876105214
1997-11-14,621.2175010417444
1997-11-17,615.8161059973285
1997-11-18,593.4891064027395
1997-11-19,573.1689801518928
1997-11-20,541.4650591228
1997-11-21,562.2168923082999
1997-11-24,553.7440367409666
1997-11-25,534.9223099793235
1997-11-26,529.1207341145823
1997-11-27,535.6577109076143
1997-11-28,530.5751133229767
1997-12-01,509.0803108761011
1997-12-02,510.74094589658006
1997-12-03,514.9256717140773
1997-12-04,531.4693678710573
1997-12-05,542.1917665285988
1997-12-08,561.524537441433
1997-12-09,540.0398045988297
1997-12-10,542.1490116674067
1997-12-11,508.99110988650625
1997-12-12,491.9118735760282
1997-12-15,474.55421798860516
1997-12-16,474.00746124724253
1997-12-17,486.927958538059
1997-12-18,497.73235549743674
1997-12-19,487.1576793137338
1997-12-22,478.2124197280694
1997-12-23,463.86402373937494
1997-12-24,462.8429006974341
1997-12-25,462.83196139035715
1997-12-26,475.20873517376566
1997-12-29,476.0294856490133
1997-12-30,476.83256096882354
1997-12-31,478.54376338805514
1998-01-01,478.52237964103387
1998-01-02,468.69715536568924
1998-01-05,443.6158460072932
1998-01-06,421.3999556327393
1998-01-07,407.3987474577082
