Date,ZHONG HUA IMI WITH PARTIAL A SHARES
2008-11-27,1049.9919519371047
2008-11-28,1074.4288839401022
2008-12-30,1156.3986642071334
2008-12-31,1171.6111797307597
2009-01-29,1093.6927591210035
2009-01-30,1112.5701676012004
2009-02-26,1083.3372037351353
2009-02-27,1075.6450555360288
2009-03-30,1179.5754849829116
2009-03-31,1191.4196707146045
2009-04-29,1307.9711319341013
2009-04-30,1349.8101474993682
2009-05-28,1569.5490838322792
2009-05-29,1600.164976797456
2009-06-29,1664.5154388926676
2009-06-30,1641.9582386822867
2009-07-30,1812.7013115976436
2009-07-31,1843.0051653868454
2009-08-28,1743.1729864582237
2009-08-31,1706.1224762610375
2009-09-29,1806.7155384976732
2009-09-30,1802.8771454972712
2009-10-29,1863.3802983482158
2009-10-30,1904.5868425863298
2009-11-27,1884.1126899175592
2009-11-30,1945.1390763896304
2009-12-30,1938.9072561588432
2009-12-31,1971.1231315592956
2010-01-28,1834.977915016537
2010-01-29,1819.3430203906491
2010-02-25,1854.5490559312555
2010-02-26,1872.9049802982388
2010-03-30,1993.33875857084
2010-03-31,1980.2235235148955
2010-04-29,1933.1753263301669
2010-04-30,1961.4687652159757
2010-05-28,1831.9679889778427
2010-05-31,1835.2027840753105
2010-06-29,1863.8092583615357
2010-06-30,1860.7439055357047
2010-07-29,1958.113204442821
2010-07-30,1957.9469147244665
2010-08-30,1939.1663387278863
2010-08-31,1929.7871200416
2010-09-29,2132.9526569668637
2010-09-30,2136.5927825626645
2010-10-28,2219.3952174074375
2010-10-29,2216.2935939838267
2010-11-29,2211.089040188699
2010-11-30,2202.2376803760794
2010-12-30,2190.591127836527
2010-12-31,2200.1711128384404
2011-01-28,2210.6455945857815
2011-01-31,2198.58142884722
2011-02-25,2116.453120059585
2011-02-28,2146.5735837535053
2011-03-30,2215.4505651805634
2011-03-31,2226.8500938009693
2011-04-28,2277.590089722798
2011-04-29,2272.2087495209134
2011-05-30,2229.5869794603263
2011-05-31,2271.1243065709405
2011-06-29,2153.969458510499
2011-06-30,2184.79577604534
2011-07-28,2198.795518836641
2011-07-29,2183.010308573702
2011-08-30,1955.8903175388232
2011-08-31,1993.9801161264033
2011-09-29,1699.8166166614894
2011-09-30,1654.548502103604
2011-10-28,1910.166076471539
2011-10-31,1888.3518028725853
2011-11-29,1764.0950540479666
2011-11-30,1738.6504176093508
2011-12-29,1760.2658868276735
2011-12-30,1765.89636815464
2012-01-30,1917.0795360562222
2012-01-31,1938.0045435248956
2012-02-28,2078.8890319251045
2012-02-29,2088.8435029799116
2012-03-29,1958.549550073641
2012-03-30,1959.2527594897672
2012-04-27,1980.843975833913
2012-04-30,2008.6002596801304
2012-05-30,1818.772257018555
2012-05-31,1809.8937188536156
2012-06-28,1811.0669087254678
2012-06-29,1848.5935742430397
2012-07-30,1856.4735994977668
2012-07-31,1875.8966867350641
2012-08-30,1850.9034207670595
2012-08-31,1846.7644947809245
2012-09-27,1955.8085296326735
2012-09-28,1971.42327292002
2012-10-30,2032.9877226317947
2012-10-31,2054.070627744538
2012-11-29,2090.6980303562373
2012-11-30,2101.18644583646
2012-12-28,2183.0381436772914
2012-12-31,2188.6997997664234
2013-01-30,2310.3717053552405
2013-01-31,2299.114353635008
2013-02-27,2199.5982573534443
2013-02-28,2245.053248852559
2013-03-28,2168.3721523715367
2013-03-29,2168.177244497213
2013-04-29,2184.584538687384
2013-04-30,2202.0970199675266
2013-05-30,2205.4613670580684
2013-05-31,2197.923597579528
2013-06-27,2007.2750172294245
2013-06-28,2044.4536501856128
2013-07-30,2125.313494580416
2013-07-31,2120.8730993387308
2013-08-29,2145.9175963096086
2013-08-30,2154.1039874476633
2013-09-27,2293.675810306469
2013-09-30,2267.5213606665898
2013-10-30,2327.270555669018
2013-10-31,2321.7553279803974
2013-11-28,2392.631266332951
2013-11-29,2405.3251983010578
2013-12-30,2346.8154689580338
2013-12-31,2359.310282945115
2014-01-01,2359.310282945115
2014-01-02,2361.596839406917
2014-01-03,2318.0966648807635
2014-01-06,2297.5055809820833
2014-01-07,2295.8262185590293
2014-01-08,2318.39846612254
2014-01-09,2296.8538787527327
2014-01-10,2298.6816673085605
2014-01-13,2302.024124617914
2014-01-14,2294.423411383596
2014-01-15,2304.8340118612055
2014-01-16,2308.509308991633
2014-01-17,2320.5999027646517
2014-01-20,2297.6244990395476
2014-01-21,2309.2818597673972
2014-01-22,2318.511516978057
2014-01-23,2288.9256027223373
2014-01-24,2257.617904245491
2014-01-27,2209.6125702805643
2014-01-28,2211.9135693826174
2014-01-29,2233.486740894861
2014-01-30,2223.8466245719264
2014-01-31,2223.902029416955
2014-02-03,2224.0267007543757
2014-02-04,2164.713392752461
2014-02-05,2152.5003965108094
2014-02-06,2171.291779845961
2014-02-07,2197.8682018116615
2014-02-10,2200.57377352291
2014-02-11,2235.873303084137
2014-02-12,2263.823147478777
2014-02-13,2249.8572972282254
2014-02-14,2261.2983685951544
2014-02-17,2280.810830115779
2014-02-18,2279.8107677074177
2014-02-19,2283.436009189817
2014-02-20,2261.431014117136
2014-02-21,2269.173697769532
2014-02-24,2245.149031576307
2014-02-25,2238.623785540581
2014-02-26,2256.084008437096
2014-02-27,2288.7616011293385
2014-02-28,2291.0523714240067
2014-03-03,2268.9013088796355
2014-03-04,2279.8781264587465
2014-03-05,2272.057763968936
2014-03-06,2286.7355060157283
2014-03-07,2283.0690852477846
2014-03-10,2243.938520050647
2014-03-11,2248.7125088650246
2014-03-12,2216.139951205779
2014-03-13,2204.5609842448257
2014-03-14,2176.9046496054193
2014-03-17,2175.3125702085904
2014-03-18,2190.39570365093
2014-03-19,2192.574627239851
2014-03-20,2156.2855054710535
2014-03-21,2183.409910071564
