Date,EM LATIN AMERICA IMI
1996-05-31,197.2386962355019
1996-06-28,199.8960318387609
1996-07-31,192.91553024601126
1996-08-30,197.6534589238515
1996-09-30,200.45577298665935
1996-10-31,197.61105352442874
1996-11-29,199.45039048576066
1996-12-31,204.639354337723
1997-01-01,204.6249743579109
1997-01-02,203.72665920572805
1997-01-03,205.292714350205
1997-01-06,208.16365674682606
1997-01-07,211.24127555154135
1997-01-08,214.0139036370439
1997-01-09,214.3748023767095
1997-01-10,215.20478548801205
1997-01-13,214.84318288716096
1997-01-14,219.16012476401988
1997-01-15,221.31167893866748
1997-01-16,220.70032703101216
1997-01-17,222.94189127587643
1997-01-20,223.59683066692457
1997-01-21,224.10909762621299
1997-01-22,222.79371469395494
1997-01-23,224.12433873349391
1997-01-24,221.35324067808844
1997-01-27,220.32853540825687
1997-01-28,221.4021268205356
1997-01-29,219.55899643500695
1997-01-30,221.25661743486285
1997-01-31,223.80586496448208
1997-02-03,226.33954235178766
1997-02-04,226.98717999333206
1997-02-05,228.06354385163039
1997-02-06,228.00980406697568
1997-02-07,230.77672261395074
1997-02-10,230.97706571741497
1997-02-11,231.68990497994676
1997-02-12,237.65674702302144
1997-02-13,237.84351951504254
1997-02-14,238.208876338172
1997-02-17,239.08305722660722
1997-02-18,240.145762320441
1997-02-19,239.98385586593136
1997-02-20,238.71106229721647
1997-02-21,239.19236112369697
1997-02-24,241.28869117011462
1997-02-25,244.36339146922506
1997-02-26,241.62962613620772
1997-02-27,236.97645381803636
1997-02-28,237.0527779947375
1997-03-03,235.89178991531114
1997-03-04,235.9099597053519
1997-03-05,236.03877005200113
1997-03-06,237.01916703419556
1997-03-07,238.8232511335753
1997-03-10,242.1014987391445
1997-03-11,241.9786690605592
1997-03-12,238.9834066256536
1997-03-13,237.5213419082994
1997-03-14,239.1707909643585
1997-03-17,236.67993906040152
1997-03-18,235.48763175219133
1997-03-19,234.98906327364935
1997-03-20,236.01194386399249
1997-03-21,236.0363505191983
1997-03-24,236.79941901382702
1997-03-25,237.62747486583402
1997-03-26,237.24646643943177
1997-03-27,237.32142033672395
1997-03-28,237.27960587321002
1997-03-31,233.22292939310327
1997-04-01,232.96522321538535
1997-04-02,233.43911355687106
1997-04-03,234.40292769996623
1997-04-04,237.7678422670204
1997-04-07,240.79259886368453
1997-04-08,239.94484869655244
1997-04-09,240.82918396757674
1997-04-10,240.40041853455722
1997-04-11,237.4888332034309
1997-04-14,236.0754018765786
1997-04-15,237.2310592074979
1997-04-16,238.52725653736698
1997-04-17,236.49594533097454
1997-04-18,236.36439844881517
1997-04-21,235.7426112170496
1997-04-22,237.59504966249006
1997-04-23,239.47376727666813
1997-04-24,239.72736153707353
1997-04-25,239.6780923676714
1997-04-28,238.95170478849937
1997-04-29,240.5937851732828
1997-04-30,241.6788300477039
1997-05-01,241.73846278038596
1997-05-02,243.52858656913315
1997-05-05,242.74266300362197
1997-05-06,243.9095510177397
1997-05-07,242.31943017644795
1997-05-08,244.63109470499202
1997-05-09,245.1805854939674
1997-05-12,246.6239706570045
1997-05-13,246.38687306444788
1997-05-14,243.38488886855026
1997-05-15,244.62469009084845
1997-05-16,245.182843384293
1997-05-19,246.04901803411263
1997-05-20,247.83508670126633
1997-05-21,249.31240340065105
1997-05-22,249.82557371133956
1997-05-23,250.1210255081782
1997-05-26,251.43871349785687
1997-05-27,252.48451204381536
1997-05-28,252.86499795507459
1997-05-29,253.32085260692233
1997-05-30,255.5252244845712
1997-06-02,257.8394138354433
1997-06-03,257.0145363811292
1997-06-04,256.7863880147865
1997-06-05,257.35867406350314
1997-06-06,260.07722435552336
1997-06-09,260.3515313437703
1997-06-10,261.72561567520665
1997-06-11,263.7426261517874
1997-06-12,269.77877154482104
1997-06-13,270.75944513797634
1997-06-16,271.61101067654874
1997-06-17,272.76528674262215
1997-06-18,272.8322246250988
1997-06-19,273.2040296509717
1997-06-20,273.8306065103415
1997-06-23,274.281373463279
1997-06-24,277.9154888808393
1997-06-25,280.5322795463299
1997-06-26,279.04880783187883
1997-06-27,277.75606889934545
1997-06-30,276.62205403600166
1997-07-01,280.93118046732985
1997-07-02,284.4541440917576
1997-07-03,285.5943867592745
1997-07-04,288.54276919986563
1997-07-07,290.84302324750274
1997-07-08,294.6012104021995
1997-07-09,294.74177480712
1997-07-10,296.1905519310702
1997-07-11,293.18318729367985
1997-07-14,288.3744447147043
1997-07-15,272.9334619537876
1997-07-16,282.9100057553528
1997-07-17,277.16603223802116
1997-07-18,270.26023950903993
1997-07-21,268.41302761920855
1997-07-22,278.0692836035322
1997-07-23,282.0259783552411
1997-07-24,284.3621081102269
1997-07-25,285.9941169915025
1997-07-28,288.794548778226
1997-07-29,291.1673087381163
1997-07-30,292.8132944107511
