Date,EM LATIN AMERICA ex BRAZIL IMI
1996-05-31,1000.0
1996-06-28,997.9151972293196
1996-07-31,947.2007460422732
1996-08-30,969.9106322205375
1996-09-30,986.4554121469188
1996-10-31,940.4912921996919
1996-11-29,951.3995573437794
1996-12-31,957.5478075481352
1997-01-01,957.5512277350205
1997-01-02,954.3585565682152
1997-01-03,964.9852452022922
1997-01-06,980.8926154618008
1997-01-07,989.882865340481
1997-01-08,1002.8665266037682
1997-01-09,1004.1526303616288
1997-01-10,1009.2284004636624
1997-01-13,1011.376945321142
1997-01-14,1029.4725372864698
1997-01-15,1043.6282106801907
1997-01-16,1037.1927580572753
1997-01-17,1045.9867659661948
1997-01-20,1049.000452488037
1997-01-21,1044.0087570605838
1997-01-22,1037.0498541817037
1997-01-23,1039.085047024783
1997-01-24,1026.2694243188023
1997-01-27,1019.380399541857
1997-01-28,1023.5458481290178
1997-01-29,1018.5685869139764
1997-01-30,1031.3871964933571
1997-01-31,1035.1351317596702
1997-02-03,1038.765687144301
1997-02-04,1044.0313197243827
1997-02-05,1044.4564810144389
1997-02-06,1042.3768356670005
1997-02-07,1048.8237490940458
1997-02-10,1050.7839840126264
1997-02-11,1057.2179632222776
1997-02-12,1070.8373818033708
1997-02-13,1073.2434014795108
1997-02-14,1078.1518917201472
1997-02-17,1080.1059575928505
1997-02-18,1080.2407557096178
1997-02-19,1088.8316126594807
1997-02-20,1086.102881857425
1997-02-21,1095.5245331910764
1997-02-24,1103.2272122224954
1997-02-25,1114.0344496285932
1997-02-26,1102.8949788770128
1997-02-27,1080.5180458304837
1997-02-28,1077.8179696557859
1997-03-03,1065.1067976042332
1997-03-04,1062.2991336722214
1997-03-05,1061.4952165698087
1997-03-06,1065.5550259672905
1997-03-07,1075.6385054937928
1997-03-10,1084.9580113608672
1997-03-11,1079.2964622327654
1997-03-12,1071.9490352809114
1997-03-13,1063.1807987928141
1997-03-14,1066.2754626592607
1997-03-17,1059.5559223228213
1997-03-18,1062.455345683944
1997-03-19,1067.380289596022
1997-03-20,1064.4082646839688
1997-03-21,1066.7841690409184
1997-03-24,1072.6764997722828
1997-03-25,1075.1166146172573
1997-03-26,1076.5044516231483
1997-03-27,1077.172943197272
1997-03-28,1077.076615382731
1997-03-31,1060.8976502910807
1997-04-01,1056.0411763482055
1997-04-02,1058.5803580547083
1997-04-03,1060.4040986057335
1997-04-04,1062.8051989999806
1997-04-07,1072.9806002423923
1997-04-08,1071.7561361036499
1997-04-09,1074.327974680195
1997-04-10,1074.3646938746656
1997-04-11,1063.416475553485
1997-04-14,1062.9315632813466
1997-04-15,1068.3777865210157
1997-04-16,1078.011011372831
1997-04-17,1073.709159848648
1997-04-18,1073.6110355084486
1997-04-21,1068.0272145999966
1997-04-22,1079.9697316534896
1997-04-23,1085.8056624829974
1997-04-24,1080.2638136991823
1997-04-25,1079.2014459867814
1997-04-28,1070.7417948065101
1997-04-29,1077.9292992869193
1997-04-30,1079.314365468126
1997-05-01,1079.9708315714913
1997-05-02,1087.4949038005427
1997-05-05,1089.7863865561296
1997-05-06,1091.170255931525
1997-05-07,1085.643202173382
1997-05-08,1094.6916306685312
1997-05-09,1100.2351828144801
1997-05-12,1107.9225841816892
1997-05-13,1106.7013163229146
1997-05-14,1104.2349710937856
1997-05-15,1106.3489952401872
1997-05-16,1108.3745184290517
1997-05-19,1112.9599307606343
1997-05-20,1122.061914099014
1997-05-21,1128.5558239498057
1997-05-22,1134.5795010658453
1997-05-23,1136.4401083072376
1997-05-26,1134.5604212668138
1997-05-27,1136.0519591017398
1997-05-28,1131.9041759175439
1997-05-29,1135.8696979707627
1997-05-30,1147.3157644741261
1997-06-02,1162.9553080518901
1997-06-03,1166.539994803503
1997-06-04,1168.906575275509
1997-06-05,1161.1498201483216
1997-06-06,1165.1812000796747
1997-06-09,1164.034064160888
1997-06-10,1166.0440772641794
1997-06-11,1176.189969525964
1997-06-12,1190.0351981364008
1997-06-13,1194.383708628349
1997-06-16,1192.0966634399972
1997-06-17,1193.2262794363965
1997-06-18,1195.583827626279
1997-06-19,1202.6290519040688
1997-06-20,1209.9789208267114
1997-06-23,1206.6143175417692
1997-06-24,1206.3016129454222
1997-06-25,1204.7803262066295
1997-06-26,1209.2574677699881
1997-06-27,1213.0209541521406
1997-06-30,1214.0087181070407
1997-07-01,1225.8164239614566
1997-07-02,1232.1183987808195
1997-07-03,1240.3701823579893
1997-07-04,1247.3638970846728
1997-07-07,1261.9093067023452
1997-07-08,1279.5578167883032
1997-07-09,1282.0174847689254
1997-07-10,1288.1134232032384
1997-07-11,1285.2235830360858
1997-07-14,1276.3179295776142
1997-07-15,1248.0355778353435
1997-07-16,1268.2720834897145
1997-07-17,1266.9742921193683
1997-07-18,1247.8918427190958
1997-07-21,1227.419095961093
1997-07-22,1244.2677200113335
1997-07-23,1263.9176316493574
1997-07-24,1275.2787770604805
1997-07-25,1281.6373863293534
1997-07-28,1276.5732940409148
1997-07-29,1289.9202154079119
1997-07-30,1307.0866259378
1997-07-31,1316.7672406432375
