Date,JORDAN + EGYPT + MOROCCO IMI
2007-05-31,1000.0
2007-06-01,997.5231685458941
2007-06-04,1003.4174810646214
2007-06-05,1003.636523723184
2007-06-06,999.9681153140245
2007-06-07,987.7285875087576
2007-06-08,987.8075164785093
2007-06-11,987.8745889693533
2007-06-12,986.039057965824
2007-06-13,980.2338462599962
2007-06-14,987.540326144328
2007-06-15,987.4234165066101
2007-06-18,1008.3720455156367
2007-06-19,999.8556913573766
2007-06-20,1010.0625917770353
2007-06-21,1004.0997931141936
2007-06-22,1004.154365694229
2007-06-25,995.2775772288928
2007-06-26,998.8973998879302
2007-06-27,992.3790502950168
2007-06-28,997.452950827118
2007-06-29,998.9818220496052
2007-07-02,1010.0894546805366
2007-07-03,1020.7989614584527
2007-07-04,1023.7303259116173
2007-07-05,1025.9482693389466
2007-07-06,1028.8788058849366
2007-07-09,1044.9717882182615
2007-07-10,1053.56504692459
2007-07-11,1043.5830515110554
2007-07-12,1037.1771490729811
2007-07-13,1038.786574201916
2007-07-16,1050.783195860735
2007-07-17,1049.6338398663277
2007-07-18,1045.230210708053
2007-07-19,1047.3316260455854
2007-07-20,1046.5004717831687
2007-07-23,1048.3330736958444
2007-07-24,1047.5718116456544
2007-07-25,1045.1304673543893
2007-07-26,1049.2426174807129
2007-07-27,1049.6171706222492
2007-07-30,1026.894582778554
2007-07-31,1037.9033945684373
2007-08-01,1028.4477943226577
2007-08-02,1034.1480704162855
2007-08-03,1036.7528611344655
2007-08-06,1031.918077986184
2007-08-07,1039.5588997206369
2007-08-08,1039.9561941349648
2007-08-09,1045.3293019069215
2007-08-10,1044.9295439838907
2007-08-13,1022.6027769428498
2007-08-14,1041.3707213963442
2007-08-15,1035.6317341135293
2007-08-16,1006.9383667552411
2007-08-17,1009.2622205689883
2007-08-20,992.1969884144225
2007-08-21,982.3950507693627
2007-08-22,985.4889910344574
2007-08-23,988.7090524564985
2007-08-24,991.4070713369736
2007-08-27,1007.174104018386
2007-08-28,1013.1861454412938
2007-08-29,1008.9562004968548
2007-08-30,1015.9099709243263
2007-08-31,1017.3366743200821
2007-09-03,1036.755813725841
2007-09-04,1051.9358288224148
2007-09-05,1060.4313209987633
2007-09-06,1060.3747018324816
2007-09-07,1060.9431129118932
2007-09-10,1055.8491058101736
2007-09-11,1062.944710465833
2007-09-12,1070.8669425108412
2007-09-13,1070.6129123318267
2007-09-14,1072.6775712069707
2007-09-17,1092.609619101638
2007-09-18,1092.053337345165
2007-09-19,1099.7984155945774
2007-09-20,1100.0099302214485
2007-09-21,1098.3024455810576
2007-09-24,1091.13920682908
2007-09-25,1090.5727809842983
2007-09-26,1099.0485545663025
2007-09-27,1111.0426627762613
2007-09-28,1113.8051185188535
2007-10-01,1124.8663463235848
2007-10-02,1131.5438682881777
2007-10-03,1127.6790319117647
2007-10-04,1134.6206411956491
2007-10-05,1134.4227516760445
2007-10-08,1146.4162606204234
2007-10-09,1150.9362834824278
2007-10-10,1151.2461874548494
2007-10-11,1156.9495521344875
2007-10-12,1154.8180741016783
2007-10-15,1156.8491100154656
2007-10-16,1164.5362104519315
2007-10-17,1163.1179625845928
2007-10-18,1164.3658840578303
2007-10-19,1164.5760268391066
2007-10-22,1159.509759646485
2007-10-23,1169.808410249792
2007-10-24,1177.3044962341653
2007-10-25,1184.2681678242027
2007-10-26,1186.1900078446745
2007-10-29,1201.2557694144984
2007-10-30,1211.938850994758
2007-10-31,1203.075397926386
2007-11-01,1218.0237459949528
2007-11-02,1225.0746979366095
2007-11-05,1216.9413742421448
2007-11-06,1210.094127793187
2007-11-07,1208.63843190747
2007-11-08,1197.2510899246615
2007-11-09,1195.577337531628
2007-11-12,1209.0266556556887
2007-11-13,1199.5263541867553
2007-11-14,1207.3101159481128
2007-11-15,1209.4831289424098
2007-11-16,1209.1149650222183
2007-11-19,1236.8989114791957
2007-11-20,1236.9883591281653
2007-11-21,1248.02673245773
2007-11-22,1235.9765991376169
2007-11-23,1232.8364460270775
2007-11-26,1232.8075236409052
2007-11-27,1229.8237954408546
2007-11-28,1227.591839036694
2007-11-29,1235.3107556239609
2007-11-30,1230.5728705543047
2007-12-03,1243.606013603349
2007-12-04,1256.442646496937
2007-12-05,1264.5808582595248
2007-12-06,1269.1788282179036
2007-12-07,1267.317477436352
2007-12-10,1260.3821478421544
2007-12-11,1242.419512347945
2007-12-12,1249.1990290239908
2007-12-13,1261.0752950362514
2007-12-14,1258.1918719305304
2007-12-17,1273.6685023718005
2007-12-18,1276.7045946899157
2007-12-19,1277.9189631030004
2007-12-20,1275.3115772256651
2007-12-21,1276.200673823655
2007-12-24,1292.4896153069399
2007-12-25,1288.236920810297
2007-12-26,1279.7784971961519
2007-12-27,1295.3118601626581
2007-12-28,1300.5185464604244
2007-12-31,1308.8347469906594
2008-01-01,1308.8347469906594
2008-01-02,1332.0590304681468
2008-01-03,1338.2860102947423
2008-01-04,1343.5915252785644
2008-01-07,1370.0394592661828
2008-01-08,1380.2371746551892
2008-01-09,1386.168463607648
2008-01-10,1387.6939984418798
2008-01-11,1388.9103323074714
2008-01-14,1388.9002609292966
2008-01-15,1395.8705159832891
2008-01-16,1380.2593711814052
2008-01-17,1373.4967584458827
2008-01-18,1370.5975838056697
2008-01-21,1287.8064026880677
2008-01-22,1251.870763463243
2008-01-23,1294.4430959989288
2008-01-24,1299.4565508636194
2008-01-25,1297.6080277892497
2008-01-28,1300.454149021237
2008-01-29,1307.892418484744
2008-01-30,1321.752355776209
2008-01-31,1332.8630240876628
2008-02-01,1333.2117674561275
2008-02-04,1351.6122315026555
2008-02-05,1346.9399324734852
2008-02-06,1326.8577579591313
2008-02-07,1322.7195646130162
2008-02-08,1322.6668061048483
2008-02-11,1299.6127518973128
2008-02-12,1302.7221179354456
2008-02-13,1318.1795789993428
2008-02-14,1339.572238198042
2008-02-15,1346.7654858302978
2008-02-18,1363.0542732640895
2008-02-19,1373.9955088474721
2008-02-20,1375.989726433919
2008-02-21,1402.0090578658805
2008-02-22,1402.762293187456
2008-02-25,1432.379004353256
2008-02-26,1448.9334885384692
2008-02-27,1446.384641424701
2008-02-28,1460.536476342762
2008-02-29,1458.021957254747
2008-03-03,1442.2008512099055
2008-03-04,1453.2522176419147
2008-03-05,1464.7860444565079
2008-03-06,1468.5679891472803
2008-03-07,1469.7125176491752
2008-03-10,1462.9939127900932
2008-03-11,1473.2428932233154
2008-03-12,1506.07392984092
2008-03-13,1495.0317278595403
2008-03-14,1492.1258615163883
2008-03-17,1454.8093309312
2008-03-18,1450.5583584717695
2008-03-19,1448.9593718052713
2008-03-20,1443.4800587861769
2008-03-21,1443.4800587861769
2008-03-24,1441.7041277950668
2008-03-25,1458.1104964151375
2008-03-26,1467.9860810845462
2008-03-27,1473.3510128571277
2008-03-28,1472.598714892304
2008-03-31,1499.250616186488
2008-04-01,1497.399759664399
2008-04-02,1498.8905590995562
2008-04-03,1495.6228236711486
2008-04-04,1501.7736607699949
2008-04-07,1526.9376896382696
2008-04-08,1537.114178536132
2008-04-09,1533.2232400129649
2008-04-10,1529.963422425533
2008-04-11,1529.3248859810062
2008-04-14,1511.267558499617
2008-04-15,1514.567556173348
2008-04-16,1518.9387008556844
2008-04-17,1541.8441296061555
2008-04-18,1537.1095073375773
2008-04-21,1574.903363488143
2008-04-22,1571.5309478623562
2008-04-23,1556.7316037974874
2008-04-24,1555.7180752843178
2008-04-25,1551.7658427031026
2008-04-28,1553.470319968674
2008-04-29,1563.7769175178726
2008-04-30,1562.126752784538
2008-05-01,1561.2535524032003
2008-05-02,1560.572505156288
2008-05-05,1571.9857597427758
2008-05-06,1566.0948193068023
2008-05-07,1550.853618713752
2008-05-08,1541.4979611624155
2008-05-09,1543.0188095297349
2008-05-12,1501.7080028467265
2008-05-13,1481.9437159395661
2008-05-14,1470.6975712502822
2008-05-15,1420.3466799573737
2008-05-16,1425.9552358310818
2008-05-19,1456.3974014879861
2008-05-20,1477.5524493653345
2008-05-21,1474.6515025576318
2008-05-22,1478.5541656058406
2008-05-23,1477.957025564421
2008-05-26,1488.186549166939
2008-05-27,1496.628227585126
2008-05-28,1495.3716064193181
2008-05-29,1505.2264791562156
2008-05-30,1505.3023768889368
2008-06-02,1492.3634050005962
2008-06-03,1486.8335326493957
2008-06-04,1510.0202163320216
2008-06-05,1508.8899186524507
2008-06-06,1514.298686656042
2008-06-09,1490.9746822671468
2008-06-10,1474.60793024478
2008-06-11,1478.334586810262
2008-06-12,1482.5531775615466
2008-06-13,1481.4393863236935
2008-06-16,1496.2309217789327
2008-06-17,1487.810609922704
2008-06-18,1479.9014040488266
2008-06-19,1469.3257752983868
2008-06-20,1470.4149457118078
2008-06-23,1453.4393005063712
2008-06-24,1458.4297282497184
2008-06-25,1442.6664488745441
2008-06-26,1437.3066239612897
2008-06-27,1435.9338961980727
2008-06-30,1421.2056763787423
2008-07-01,1423.9783530045336
2008-07-02,1441.3464296495197
2008-07-03,1429.5639103658116
2008-07-04,1430.778165684434
2008-07-07,1381.1394968979557
2008-07-08,1379.021759068116
2008-07-09,1392.3393732504362
2008-07-10,1404.974075800726
2008-07-11,1407.665113458744
2008-07-14,1422.7964751732422
2008-07-15,1428.8203374004581
2008-07-16,1395.6275115517587
2008-07-17,1389.1810607234697
2008-07-18,1389.7274956496992
2008-07-21,1389.0207328199576
2008-07-22,1384.5964552709538
2008-07-23,1380.5076739623717
2008-07-24,1385.3401886095871
2008-07-25,1385.0700461577594
2008-07-28,1396.7650595992257
2008-07-29,1363.2715746855422
2008-07-30,1356.5587157782263
2008-07-31,1359.0987234576494
2008-08-01,1361.2197126357592
2008-08-04,1328.8821138478122
2008-08-05,1314.9984633827828
2008-08-06,1320.3215063626624
2008-08-07,1319.8764563263546
2008-08-08,1315.0410496558932
2008-08-11,1284.891032910915
2008-08-12,1262.112899804513
2008-08-13,1227.1617806601644
2008-08-14,1260.3964859212356
2008-08-15,1254.4402418194402
2008-08-18,1242.1126807085734
2008-08-19,1218.7237715316082
2008-08-20,1197.9994195474553
2008-08-21,1214.1346822872738
