Date,BRIC IMI
1994-05-31,226.16798678717905
1994-06-30,232.9405507579412
1994-07-29,258.2063541408889
1994-08-31,318.16895838345965
1994-09-30,326.550045166243
1994-10-31,313.2681261452861
1994-11-30,309.46399112390986
1994-12-30,291.4022486317501
1995-01-31,271.1921319014056
1995-02-28,241.39146787717664
1995-03-31,216.36977079649648
1995-04-28,232.6086421149924
1995-05-31,237.13911540752372
1995-06-30,228.08093774083798
1995-07-31,234.62854044232003
1995-08-31,236.71014756654793
1995-09-29,238.79638062456033
1995-10-31,221.64423028931407
1995-11-30,206.74783359295816
1995-12-29,208.3592379053446
1996-01-31,224.64437874062057
1996-02-29,232.41801485405233
1996-03-29,232.14773782123484
1996-04-30,243.12863932272361
1996-05-31,249.2569222153061
1996-06-28,257.6522503219469
1996-07-31,247.06049819435827
1996-08-30,249.98637626995304
1996-09-30,242.38013159840895
1996-10-31,245.10695155675208
1996-11-29,240.16048691644517
1996-12-31,253.50083301916814
1997-01-01,253.47243143184298
1997-01-02,255.56215936973044
1997-01-03,256.8481763213527
1997-01-06,258.8562134706012
1997-01-07,262.76499621256505
1997-01-08,265.7878445222674
1997-01-09,267.8137469676434
1997-01-10,269.894277294307
1997-01-13,269.25315277841935
1997-01-14,273.89847908206616
1997-01-15,278.07642535308406
1997-01-16,274.9570269786529
1997-01-17,276.3439827451443
1997-01-20,276.24239964960617
1997-01-21,277.4878077951298
1997-01-22,277.1117356497478
1997-01-23,279.2209564473621
1997-01-24,276.5459579755183
1997-01-27,278.05106225696613
1997-01-28,279.6196516225596
1997-01-29,276.06484256490364
1997-01-30,276.09138008327665
1997-01-31,278.1086768755516
1997-02-03,281.248042637991
1997-02-04,282.07314284171736
1997-02-05,283.7543125060824
1997-02-06,284.751122272645
1997-02-07,288.6917110730522
1997-02-10,289.16762840056833
1997-02-11,290.03320699229863
1997-02-12,298.3642551918035
1997-02-13,298.1225996783901
1997-02-14,298.10932425036344
1997-02-17,300.4215074032707
1997-02-18,301.4154740711278
1997-02-19,299.48197705578855
1997-02-20,296.9831582690397
1997-02-21,294.95848553723994
1997-02-24,296.05949919311826
1997-02-25,299.5113035938648
1997-02-26,296.9431944284778
1997-02-27,294.0878376927719
1997-02-28,299.26347393591044
1997-03-03,305.2046552862758
1997-03-04,306.63946426520664
1997-03-05,307.0743041883713
1997-03-06,306.99024770762264
1997-03-07,308.2027668707911
1997-03-10,311.40241502203844
1997-03-11,311.52796720474123
1997-03-12,308.12658734091013
1997-03-13,306.9562673647038
1997-03-14,308.89712016917395
1997-03-17,306.49004992847193
1997-03-18,303.5585785834495
1997-03-19,299.8095627558088
1997-03-20,302.8435057842607
1997-03-21,302.23075144954277
1997-03-24,302.47287945083275
1997-03-25,303.93311766172013
1997-03-26,302.0355065271015
1997-03-27,301.972811214314
1997-03-28,300.7898370179493
1997-03-31,290.6532545819118
1997-04-01,292.28183037555203
1997-04-02,295.11251862853544
1997-04-03,296.94298440658997
1997-04-04,302.44866875700626
1997-04-07,305.34339151947455
1997-04-08,304.0502086323369
1997-04-09,307.499023472323
1997-04-10,305.5595076357098
1997-04-11,302.9147622408896
1997-04-14,299.6743099099249
1997-04-15,301.44784060237197
1997-04-16,301.9685462390789
1997-04-17,300.1017377350634
1997-04-18,299.9521722545976
1997-04-21,301.90062962996257
1997-04-22,303.51458921571566
1997-04-23,306.4402770803627
1997-04-24,308.5582804025189
1997-04-25,308.9568457414818
1997-04-28,309.2380738464525
1997-04-29,309.8957657642338
1997-04-30,312.4905010304546
1997-05-01,312.49226788300564
1997-05-02,313.78999102623953
1997-05-05,311.2966569474819
1997-05-06,313.4602322311401
1997-05-07,311.3723226415382
1997-05-08,313.79989904907796
1997-05-09,314.06752466811275
1997-05-12,314.96746170965645
1997-05-13,314.3789402333061
1997-05-14,309.9079803155295
1997-05-15,311.72306827575346
1997-05-16,312.3651451253925
1997-05-19,313.447093174791
1997-05-20,314.593655604967
1997-05-21,315.53248088141345
1997-05-22,315.07438434849456
1997-05-23,314.9090828317733
1997-05-26,317.5522470709297
1997-05-27,318.82552774401745
1997-05-28,320.3955823191947
1997-05-29,321.1565616342422
1997-05-30,323.4390036859963
1997-06-02,325.4249590692861
1997-06-03,323.4784863174159
1997-06-04,323.2753293339759
1997-06-05,326.30018890035427
1997-06-06,329.8856629098302
1997-06-09,330.84366291800205
1997-06-10,333.6254735256372
1997-06-11,336.48707851759417
1997-06-12,345.90259275395863
1997-06-13,347.75006761996553
1997-06-16,350.1096057742995
1997-06-17,353.013837929771
1997-06-18,352.6939846387353
1997-06-19,352.14275934993833
1997-06-20,352.0409782923515
1997-06-23,354.91327016128645
1997-06-24,362.94422354434033
1997-06-25,367.8394192238291
1997-06-26,364.43640148267315
1997-06-27,361.48870148114304
1997-06-30,361.30325985447007
1997-07-01,367.20911167612564
1997-07-02,373.04877365306345
1997-07-03,371.9491950274386
1997-07-04,375.9509140104241
1997-07-07,378.229447743318
1997-07-08,382.0248270925933
1997-07-09,384.00534273705324
1997-07-10,385.1646088039101
1997-07-11,379.54315790829673
1997-07-14,370.88130316692093
