Date,EM GCC COUNTRIES DOMESTIC IMI
2014-05-30,1000.0
2014-06-02,990.8607856802674
2014-06-03,970.1123699125308
2014-06-04,960.5982376717141
2014-06-05,970.7710144815709
2014-06-06,970.7575916913449
2014-06-09,930.9662136564124
2014-06-10,922.7542417851556
2014-06-11,918.0323201467321
2014-06-12,935.5443360411593
2014-06-13,935.5377669170199
2014-06-16,886.3319425719488
2014-06-17,884.4036274636768
2014-06-18,894.0304144478945
2014-06-19,896.912126208637
2014-06-20,896.9121262086369
2014-06-23,868.8657623364592
2014-06-24,839.683674001125
2014-06-25,851.6654011783951
2014-06-26,837.2140694159744
2014-06-27,837.2089526226251
2014-06-30,797.1449515792697
2014-07-01,832.3031297525337
2014-07-02,870.979131736878
2014-07-03,871.2561282038502
2014-07-04,871.2623896175812
2014-07-07,882.5667547394438
2014-07-08,885.5138760631972
2014-07-09,890.2402762047985
2014-07-10,904.7907988915628
2014-07-11,904.7907988915628
2014-07-14,911.6223222878305
2014-07-15,925.6317460767286
2014-07-16,935.9364262160722
2014-07-17,942.5256966894964
2014-07-18,942.5256966894964
2014-07-21,921.0001555422976
2014-07-22,923.7662345845995
2014-07-23,916.6442099383363
2014-07-24,905.3193672533995
2014-07-25,905.3193672533995
2014-07-28,909.8481128010677
2014-07-29,909.8675846324898
2014-07-30,909.8675846324898
2014-07-31,920.363969997498
2014-08-01,920.363969997498
2014-08-04,926.2011451922889
2014-08-05,929.28846815871
2014-08-06,914.9410375644667
2014-08-07,916.5818637725922
2014-08-08,916.5818637725921
2014-08-11,928.128932371229
2014-08-12,934.3963666355767
2014-08-13,946.1075793500851
2014-08-14,948.838071726594
2014-08-15,948.8185882730728
2014-08-18,952.7502151964072
2014-08-19,958.1078755610916
2014-08-20,957.8324708911977
2014-08-21,963.4276716006931
2014-08-22,963.39287546917
2014-08-25,969.3446931966906
2014-08-26,973.0609413764553
2014-08-27,973.392171022193
2014-08-28,951.0200179875958
2014-08-29,951.0404407683084
2014-09-01,981.7902951850066
2014-09-02,981.3959192532366
2014-09-03,992.4364436549575
2014-09-04,993.5977016182085
2014-09-05,993.5977016182084
2014-09-08,992.8966966936316
2014-09-09,993.356797618353
2014-09-10,977.2935040922631
2014-09-11,986.0908786458862
2014-09-12,986.0908786458862
2014-09-15,992.854927632431
2014-09-16,988.8084838951365
2014-09-17,990.8202670920992
2014-09-18,1011.4065435710756
2014-09-19,1011.4065435710756
2014-09-22,998.6169827069225
2014-09-23,997.7566745378214
2014-09-24,989.8433564715756
2014-09-25,986.8167938525495
2014-09-26,986.8230824689833
2014-09-29,980.0891198158942
2014-09-30,977.2693995941594
2014-10-01,980.6446473400703
2014-10-02,974.4093168810061
2014-10-03,974.4024869247868
2014-10-06,974.3902102063461
2014-10-07,978.3369445690466
2014-10-08,968.8364468171228
2014-10-09,973.7544590509787
2014-10-10,973.7612886321087
2014-10-13,937.7063149411174
2014-10-14,926.8008451451589
2014-10-15,914.3785115496954
2014-10-16,882.5235081850458
2014-10-17,882.5170992921871
2014-10-20,889.0796027799324
2014-10-21,899.9386427871652
2014-10-22,917.597708966444
2014-10-23,925.6602721676181
2014-10-24,925.6870915537789
2014-10-27,930.8525465298702
2014-10-28,931.7698928383394
2014-10-29,939.6065885935127
2014-10-30,917.5643937023942
2014-10-31,917.5388546636167
2014-11-03,937.6732989974197
2014-11-04,936.445207705385
2014-11-05,910.8008128212018
2014-11-06,912.1196250680994
2014-11-07,912.1196250680994
2014-11-10,940.8214140974733
2014-11-11,941.8260384936685
2014-11-12,940.0643743479322
2014-11-13,948.5271819466869
2014-11-14,948.5135355776162
2014-11-17,938.7446218052918
2014-11-18,947.9121186849056
2014-11-19,948.6134399749195
2014-11-20,949.4429029401081
2014-11-21,949.4429029401081
2014-11-24,950.7468698517711
2014-11-25,931.6568244333888
2014-11-26,925.2529695888784
2014-11-27,923.4489273313199
2014-11-28,923.4244603274224
2014-12-01,890.9348904029144
2014-12-02,887.357058656229
2014-12-03,881.1090772210142
2014-12-04,880.312644385596
2014-12-05,880.2869866550997
2014-12-08,866.75067158829
2014-12-09,843.8474012587371
2014-12-10,842.7771926942606
2014-12-11,791.9414381123505
2014-12-12,791.9414381123505
2014-12-15,758.197993492276
2014-12-16,715.1737265140692
2014-12-17,720.6976107689844
2014-12-18,758.1862505999727
2014-12-19,758.1862505999727
2014-12-22,838.9067558226091
2014-12-23,819.8294860659277
2014-12-24,836.2089384568266
2014-12-25,844.0311102289259
2014-12-26,844.0311102289256
2014-12-29,852.6675842138311
2014-12-30,824.005348421234
2014-12-31,828.016142396358
2015-01-01,828.016142396358
2015-01-02,827.9927687562139
2015-01-05,798.859875991703
2015-01-06,778.7114732429969
2015-01-07,797.5589357140489
2015-01-08,819.4929723678074
2015-01-09,819.4929723678074
2015-01-12,809.6070157140734
2015-01-13,820.7890579747918
2015-01-14,818.426629531425
2015-01-15,818.0313762080737
2015-01-16,818.0615316691199
2015-01-19,823.4054964298158
2015-01-20,818.9718395303809
2015-01-21,817.8941706859548
2015-01-22,812.1716978922495
2015-01-23,812.136049616326
2015-01-26,803.543586005002
2015-01-27,807.8747811243292
2015-01-28,808.3549396424662
2015-01-29,796.6719610536466
2015-01-30,796.6175453110254
2015-02-02,820.6528026497309
2015-02-03,838.4440870200142
2015-02-04,838.4701579750998
2015-02-05,841.1627098693904
2015-02-06,841.1627098693906
2015-02-09,846.5791233870884
2015-02-10,844.9132777340401
2015-02-11,843.2337449494223
2015-02-12,842.3399822357617
2015-02-13,842.3399822357617
2015-02-16,840.2630439561252
2015-02-17,841.6759524410647
2015-02-18,843.3176113150192
2015-02-19,842.4273677052562
2015-02-20,842.4273677052562
2015-02-23,841.4782079878526
2015-02-24,843.1090415769778
2015-02-25,846.0858544888195
2015-02-26,844.8291561921196
2015-02-27,844.8105508487417
2015-03-02,843.8039174089339
2015-03-03,836.7015079991329
2015-03-04,828.1853988748605
2015-03-05,826.9359264874782
2015-03-06,826.9359264874782
2015-03-09,829.4855523938006
2015-03-10,831.8902329675946
2015-03-11,821.4621279349907
2015-03-12,820.5404002203971
2015-03-13,820.5404002203971
2015-03-16,789.9523751308925
2015-03-17,785.3339849756776
2015-03-18,764.9162022799127
2015-03-19,777.4716558721977
2015-03-20,777.4716558721976
2015-03-23,783.8647238676389
2015-03-24,791.3607725842069
2015-03-25,777.3389010036267
2015-03-26,773.8837252005098
2015-03-27,773.8505150024127
2015-03-30,787.5484315237462
2015-03-31,797.2038127901039
2015-04-01,792.7942021747107
2015-04-02,811.7863104231759
2015-04-03,811.7863104231758
2015-04-06,818.754579013842
2015-04-07,828.6785909275629
2015-04-08,830.9292705731154
2015-04-09,830.9035429913233
2015-04-10,830.9035429913233
2015-04-13,827.428725020396
2015-04-14,828.1334730179778
2015-04-15,842.7204668038912
2015-04-16,863.6542138793852
2015-04-17,863.6531794540158
2015-04-20,861.4312256091748
2015-04-21,868.7552009293976
2015-04-22,870.2950219494169
2015-04-23,864.8581500476937
2015-04-24,864.8769444983759
2015-04-27,877.2727889036615
2015-04-28,879.5787367554801
2015-04-29,883.8464261023163
2015-04-30,880.2457763996797
2015-05-01,880.2225978919164
2015-05-04,863.1446470711144
2015-05-05,865.4067204705557
2015-05-06,871.0004359180314
