Date,EM ASIA IMI
1994-05-31,923.5923688405353
1994-06-30,908.2416708363073
1994-07-29,944.1445506401508
1994-08-31,1047.403690254901
1994-09-30,1049.5240403806497
1994-10-31,1053.0946954071355
1994-11-30,971.4335775576974
1994-12-30,940.8631808887856
1995-01-31,839.9650931864599
1995-02-28,891.0396861884367
1995-03-31,875.57983137228
1995-04-28,857.2876211537499
1995-05-31,945.3681482588556
1995-06-30,943.8791124474624
1995-07-31,967.0841525508835
1995-08-31,921.368991530591
1995-09-29,903.9408369800052
1995-10-31,870.8601495291498
1995-11-30,827.5994855658427
1995-12-29,872.9513460541017
1996-01-31,926.0915028757778
1996-02-29,941.9243574135431
1996-03-29,958.9788433055007
1996-04-30,1026.2818481168215
1996-05-31,1002.2107221403085
1996-06-28,988.4498317031197
1996-07-31,903.3296143728788
1996-08-30,932.2495887863864
1996-09-30,931.2780348636568
1996-10-31,897.569099342724
1996-11-29,915.2793804558155
1996-12-31,905.8549234295801
1997-01-01,905.9972645695441
1997-01-02,906.1423544481959
1997-01-03,909.0913110528236
1997-01-06,911.3516870428311
1997-01-07,915.5557067526208
1997-01-08,925.4228374349301
1997-01-09,930.0033429368605
1997-01-10,935.2498089094835
1997-01-13,936.634010017572
1997-01-14,933.8839760469602
1997-01-15,944.0330598638662
1997-01-16,944.7596190365458
1997-01-17,946.4498447965882
1997-01-20,953.6130521244255
1997-01-21,948.6560170162552
1997-01-22,951.9573092561473
1997-01-23,952.3600594062289
1997-01-24,953.1789036240806
1997-01-27,953.0484324652591
1997-01-28,951.9149225385263
1997-01-29,946.1097579111855
1997-01-30,949.827405903428
1997-01-31,947.3191465407327
1997-02-03,944.3017466845815
1997-02-04,945.4243874310223
1997-02-05,946.950232066741
1997-02-06,948.9770405989486
1997-02-07,948.8297545174195
1997-02-10,950.5138914310304
1997-02-11,952.2818009115671
1997-02-12,955.7035613847386
1997-02-13,960.0644570764798
1997-02-14,959.8939997053885
1997-02-17,964.7894280266461
1997-02-18,959.675902831776
1997-02-19,970.2102824975934
1997-02-20,975.3922415776782
1997-02-21,976.2920420251967
1997-02-24,975.9226345552383
1997-02-25,980.1137505981947
1997-02-26,976.1136178102792
1997-02-27,973.7726463046087
1997-02-28,983.0590449414806
1997-03-03,984.5646772781789
1997-03-04,980.3245410757784
1997-03-05,981.294017872306
