Date,EMERGING MARKETS IMI WTH PARTIAL A SHRES
2008-11-27,1049.9592112057858
2008-11-28,1052.0471285505855
2008-12-30,1136.650477475034
2008-12-31,1139.3729379917797
2009-01-29,1071.551978088212
2009-01-30,1066.7624458335922
2009-02-26,1021.6564583802326
2009-02-27,1009.2987201612142
2009-03-30,1136.5843010941774
2009-03-31,1154.1440444343725
2009-04-29,1315.6691631129856
2009-04-30,1352.8527485545621
2009-05-28,1569.5665363308342
2009-05-29,1592.4972503684978
2009-06-29,1581.2463051820139
2009-06-30,1574.3293260052455
2009-07-30,1732.2879260388333
2009-07-31,1754.6575301375362
2009-08-28,1772.751630503541
2009-08-31,1749.0052441569414
2009-09-29,1902.7130583695005
2009-09-30,1905.4647273676912
2009-10-29,1922.7206224124168
2009-10-30,1909.7900175419998
2009-11-27,1966.324654321447
2009-11-30,1993.5766255420726
2009-12-30,2060.1206683221058
2009-12-31,2078.2198460249706
2010-01-28,1979.1559467624566
2010-01-29,1966.4924090744025
2010-02-25,1946.492562013537
2010-02-26,1973.640496862087
2010-03-30,2131.950136396739
2010-03-31,2134.505323312068
2010-04-29,2150.549344861219
2010-04-30,2162.8901352862686
2010-05-28,1949.2083562548544
2010-05-31,1968.0525484179834
2010-06-29,1970.69941502172
2010-06-30,1958.3263788199538
2010-07-29,2123.1416382050916
2010-07-30,2119.295885977642
2010-08-30,2090.5115919546242
2010-08-31,2084.3677861388433
2010-09-29,2306.131209394957
2010-09-30,2317.9229282570905
2010-10-28,2383.8885479336245
2010-10-29,2390.548463007735
2010-11-29,2336.1634954631
2010-11-30,2329.0737431129487
2010-12-30,2477.583941860432
2010-12-31,2490.4024944816065
2011-01-28,2436.253882770011
2011-01-31,2421.2339970686526
2011-02-25,2373.8783786117265
2011-02-28,2390.9762058869997
2011-03-30,2502.8195917956136
2011-03-31,2526.8247338123915
2011-04-28,2601.962772161453
2011-04-29,2608.9932429647765
2011-05-30,2495.9586341684944
2011-05-31,2539.084877602378
2011-06-29,2469.31642426942
2011-06-30,2498.856543886761
2011-07-28,2511.7657618526437
2011-07-29,2494.8714663644478
2011-08-30,2224.346873654846
2011-08-31,2265.8952912501995
2011-09-29,1960.509057593678
2011-09-30,1932.2131412416934
2011-10-28,2210.2047867990937
2011-10-31,2179.6482818527666
2011-11-29,1994.572768760372
2011-11-30,2030.7103194024953
2011-12-29,1999.8694557796655
2011-12-30,2005.390195663974
2012-01-30,2200.912415764135
2012-01-31,2230.452423556695
2012-02-28,2348.6085551022998
2012-02-29,2371.39093010326
2012-03-29,2272.391481984779
2012-03-30,2292.182419265885
2012-04-27,2248.7970215585665
2012-04-30,2263.673516568548
2012-05-30,2019.5335511101111
2012-05-31,2016.9565122847357
2012-06-28,2025.5849665058881
2012-06-29,2091.5199837036885
2012-07-30,2117.9548113039523
2012-07-31,2126.434716558932
2012-08-30,2118.822673470715
2012-08-31,2125.0557110824907
2012-09-27,2242.4907369908656
2012-09-28,2253.398303106006
2012-10-30,2231.8581991996857
2012-10-31,2237.685753968073
2012-11-29,2258.857585585575
2012-11-30,2266.1756514230055
2012-12-28,2378.137133340115
2012-12-31,2378.763851735823
2013-01-30,2414.2687413926697
2013-01-31,2415.8805509976605
2013-02-27,2373.7355115950622
2013-02-28,2392.340237763459
2013-03-28,2350.8489027815763
2013-03-29,2356.087532379163
2013-04-29,2350.4346716547125
2013-04-30,2377.0386057348383
2013-05-30,2340.620705178406
2013-05-31,2323.9853323133316
2013-06-27,2122.306279782899
2013-06-28,2167.4598775657505
2013-07-30,2203.4396896523444
2013-07-31,2189.1407740662157
2013-08-29,2129.5122620772745
2013-08-30,2148.914531951925
2013-09-27,2314.2511698134076
2013-09-30,2288.302253911817
2013-10-30,2413.608581735608
2013-10-31,2395.051062267504
2013-11-28,2346.141973044977
2013-11-29,2360.565122145027
2013-12-30,2325.85448393655
2013-12-31,2328.578857005374
2014-01-01,2328.603562978581
2014-01-02,2303.526352768219
2014-01-03,2280.291012606237
2014-01-06,2264.0235513432012
2014-01-07,2262.990264732308
2014-01-08,2267.894647892949
2014-01-09,2245.8039920464935
2014-01-10,2261.1174484113676
2014-01-13,2277.55185132079
2014-01-14,2272.606337295817
2014-01-15,2278.7574259727407
2014-01-16,2272.035106287937
2014-01-17,2266.8507588421194
2014-01-20,2263.459329951641
2014-01-21,2263.3988833642356
2014-01-22,2275.499483149775
2014-01-23,2248.6379206301303
2014-01-24,2217.2282708401767
2014-01-27,2175.4949971358005
2014-01-28,2182.4042887580663
2014-01-29,2188.657081515684
2014-01-30,2187.5424515981395
2014-01-31,2188.095490582525
2014-02-03,2167.4324505499467
2014-02-04,2148.0801274819796
2014-02-05,2145.445240524812
2014-02-06,2174.9205453910345
2014-02-07,2192.5376331348243
2014-02-10,2190.6004274739716
2014-02-11,2211.290688072069
2014-02-12,2230.891680632943
2014-02-13,2214.666657827952
2014-02-14,2239.709771288649
2014-02-17,2255.8286946998287
2014-02-18,2243.8711546603768
2014-02-19,2245.471300433855
2014-02-20,2226.4323418325894
2014-02-21,2245.6233165601225
2014-02-24,2243.6114360597853
2014-02-25,2236.88858876827
2014-02-26,2239.217359354331
2014-02-27,2254.2785510899685
2014-02-28,2262.220785223078
2014-03-03,2229.044037842145
2014-03-04,2241.8723446389713
2014-03-05,2250.1674853421537
2014-03-06,2276.3447230572697
2014-03-07,2268.1090623588175
2014-03-10,2242.0514630741263
2014-03-11,2245.4996439350275
2014-03-12,2220.0102877295612
2014-03-13,2218.237447610793
2014-03-14,2204.7288269830387
2014-03-17,2217.1279226080997
2014-03-18,2237.8859459130445
2014-03-19,2234.2549777059126
2014-03-20,2210.9459075308455
2014-03-21,2220.6546440475886
2014-03-24,2239.6851581613205
2014-03-25,2248.8102980158246
2014-03-26,2270.698249229818
2014-03-27,2284.38345556464
2014-03-28,2305.3906999796086
2014-03-31,2327.740879923178
2014-04-01,2343.0530540112027
2014-04-02,2353.9978487279946
2014-04-03,2344.6211314123584
2014-04-04,2349.547987962628
2014-04-07,2352.714853682247
2014-04-08,2368.8961622035326
2014-04-09,2377.6212269683297
2014-04-10,2392.964717117106
2014-04-11,2378.252475059695
2014-04-14,2369.1194385894887
2014-04-15,2344.3242697731525
2014-04-16,2351.2189884863824
2014-04-17,2366.389902301143
2014-04-18,2372.203937273789
2014-04-21,2369.710581291429
2014-04-22,2366.14653966244
2014-04-23,2355.41571498582
2014-04-24,2356.2468584893704
2014-04-25,2330.3278202699476
2014-04-28,2329.107454819443
2014-04-29,2345.5931681945112
2014-04-30,2335.6437226342728
2014-05-01,2337.295035646309
2014-05-02,2354.8589888352403
2014-05-05,2350.4400647728535
2014-05-06,2356.896872019013
2014-05-07,2357.362559387033
2014-05-08,2366.054227637833
2014-05-09,2361.4028234796156
2014-05-12,2380.843273496166
2014-05-13,2395.8682315318674
2014-05-14,2417.0449657029035
2014-05-15,2409.94049177125
2014-05-16,2415.5316567228483
2014-05-19,2423.8146023485583
2014-05-20,2411.8123493176513
2014-05-21,2416.084796043088
2014-05-22,2439.07164915084
2014-05-23,2444.3669140549905
2014-05-26,2442.4798615037985
2014-05-27,2424.105685346419
2014-05-28,2436.745887152154
2014-05-29,2438.0175617227674
2014-05-30,2415.399001217572
2014-06-02,2418.5475132997494
2014-06-03,2431.8158725200747
2014-06-04,2422.13648040942
2014-06-05,2432.113585062385
2014-06-06,2454.349745931424
2014-06-09,2464.159500183071
2014-06-10,2482.618150323481
2014-06-11,2480.071837181533
2014-06-12,2479.768265126949
2014-06-13,2467.387315339098
2014-06-16,2462.11941672196
2014-06-17,2455.8508830045444
2014-06-18,2457.4345488354934
2014-06-19,2471.0580918475057
2014-06-20,2458.056859285031
2014-06-23,2453.649679797267
2014-06-24,2467.1732988982353
2014-06-25,2454.0013990839343
2014-06-26,2466.256906348739
2014-06-27,2465.7515954010737
2014-06-30,2477.5638989836566
2014-07-01,2479.8678882617037
2014-07-02,2502.278388110478
2014-07-03,2507.813133769592
2014-07-04,2510.239517195232
2014-07-07,2514.17314891396
2014-07-08,2514.5589140948678
2014-07-09,2506.224975852491
2014-07-10,2510.097280225783
2014-07-11,2500.5965383316034
2014-07-14,2514.571185817639
2014-07-15,2521.2182021136923
2014-07-16,2523.322040522556
2014-07-17,2514.955478851463
2014-07-18,2516.2881477949645
2014-07-21,2517.1286492789286
2014-07-22,2542.040948483714
2014-07-23,2549.8312078013237
2014-07-24,2556.954189010645
2014-07-25,2552.901221129029
2014-07-28,2553.9849889095494
2014-07-29,2554.8880314927837
2014-07-30,2551.0908449182334
2014-07-31,2523.263927792837
2014-08-01,2510.391922439343
2014-08-04,2531.4615896617406
2014-08-05,2518.54050233764
2014-08-06,2503.144029420266
2014-08-07,2490.3795933081165
2014-08-08,2478.052710411578
2014-08-11,2514.2269683816435
2014-08-12,2521.2708538497322
2014-08-13,2537.12939943341
2014-08-14,2541.32460806477
2014-08-15,2546.1334615375595
2014-08-18,2551.522289617392
2014-08-19,2569.3225468542582
2014-08-20,2569.6980352448895
2014-08-21,2562.8092025469964
2014-08-22,2567.1619838304687
2014-08-25,2572.7252491776
2014-08-26,2578.417783319741
2014-08-27,2592.5733111255627
2014-08-28,2578.2700134878596
2014-08-29,2580.5325909938847
2014-09-01,2587.2498998503393
2014-09-02,2579.238132637494
2014-09-03,2610.483032176375
2014-09-04,2610.1524612502917
2014-09-05,2603.7020688008274
