Date,EM EASTERN EUROPE ex RUSSIA IMI
2007-05-31,1000.0
2007-06-01,1014.1891930931939
2007-06-04,1012.5273493054917
2007-06-05,1014.6378513864325
2007-06-06,991.7646212745942
2007-06-07,988.8209603712273
2007-06-08,969.4354875599748
2007-06-11,978.6693980527749
2007-06-12,971.7407807897372
2007-06-13,981.2236092698172
2007-06-14,992.7299686159803
2007-06-15,1010.7919316168972
2007-06-18,1009.7554423781647
2007-06-19,1012.7400584910715
2007-06-20,1012.2733871322077
2007-06-21,1008.2337664875896
2007-06-22,1031.2004516693357
2007-06-25,1041.0558621653897
2007-06-26,1060.4328967116649
2007-06-27,1041.3069438438959
2007-06-28,1061.0297703103158
2007-06-29,1062.5263204633868
2007-07-02,1071.8179345985936
2007-07-03,1085.632613073864
2007-07-04,1092.7768181661866
2007-07-05,1083.947070621158
2007-07-06,1098.2648629448297
2007-07-09,1098.0195222173875
2007-07-10,1085.5251137091852
2007-07-11,1087.8938057827224
2007-07-12,1099.5611948787307
2007-07-13,1105.1655176921472
2007-07-16,1103.1850690328286
2007-07-17,1098.775386412754
2007-07-18,1100.477646568348
2007-07-19,1113.8039836522937
2007-07-20,1102.417260922459
2007-07-23,1118.976917345348
2007-07-24,1101.4691789499514
2007-07-25,1082.8225501091981
2007-07-26,1058.613780565889
2007-07-27,1042.8399437770868
2007-07-30,1042.8066857208332
2007-07-31,1058.3141038166655
2007-08-01,1035.005344579993
2007-08-02,1041.822520463881
2007-08-03,1035.992256025693
2007-08-06,1023.4907474180395
2007-08-07,1033.7466865615984
2007-08-08,1048.7484765223683
2007-08-09,1020.1494608576521
2007-08-10,989.1860818679795
2007-08-13,1008.2049707696718
2007-08-14,984.5806598925723
2007-08-15,967.8386700847371
2007-08-16,905.2346591413934
2007-08-17,924.6007367224573
2007-08-20,923.4053781334496
2007-08-21,915.3496070518837
2007-08-22,956.2263775274033
2007-08-23,971.4204625613391
2007-08-24,987.7511920156187
2007-08-27,990.0838400478465
2007-08-28,978.8738265567571
2007-08-29,985.3726857088817
2007-08-30,983.6194986742665
2007-08-31,1001.4590035678651
2007-09-03,1001.7240684459847
2007-09-04,1005.211167884466
2007-09-05,998.3676648976094
2007-09-06,997.0085365505223
2007-09-07,989.356349858285
2007-09-10,978.5217184005227
2007-09-11,998.8253430912096
2007-09-12,1014.5791901448519
2007-09-13,1027.2027104383803
2007-09-14,1019.6925378581163
2007-09-17,1015.2760934557107
2007-09-18,1023.5680646086887
2007-09-19,1061.9194468281141
2007-09-20,1073.836842637753
2007-09-21,1073.87738782772
2007-09-24,1066.00293291752
2007-09-25,1065.2707419178084
2007-09-26,1071.493656047951
2007-09-27,1076.0674668647061
2007-09-28,1077.9831515705034
2007-10-01,1085.91404637625
2007-10-02,1084.4677626988557
2007-10-03,1078.6644307072036
2007-10-04,1078.4946489996423
2007-10-05,1089.2549668595775
2007-10-08,1088.6018535296712
2007-10-09,1103.4943526443647
2007-10-10,1107.3807258062716
2007-10-11,1137.4676787944484
2007-10-12,1128.1230018712577
2007-10-15,1140.161389631708
2007-10-16,1116.6017222573041
2007-10-17,1126.8097480444321
2007-10-18,1122.9468188078597
2007-10-19,1125.5085358675433
2007-10-22,1114.2904080254968
2007-10-23,1139.8768853668641
2007-10-24,1134.14439552512
2007-10-25,1152.5354066076331
2007-10-26,1166.2183423279423
2007-10-29,1176.3314286017342
2007-10-30,1169.9552468355616
2007-10-31,1170.1416142439984
2007-11-01,1165.7625649305594
2007-11-02,1158.7863178086764
2007-11-05,1152.7023058958143
2007-11-06,1163.925337783325
2007-11-07,1152.7897279289723
2007-11-08,1145.4515685352665
2007-11-09,1132.783376777482
2007-11-12,1101.6841076421022
2007-11-13,1113.7620923520951
2007-11-14,1114.9613255770266
2007-11-15,1093.2712887156715
2007-11-16,1087.8134294139322
2007-11-19,1085.7010390363946
2007-11-20,1099.6042829087635
2007-11-21,1078.2494434074908
2007-11-22,1089.4866295022418
2007-11-23,1093.3375536141612
2007-11-26,1085.1029686805018
2007-11-27,1061.8360682942214
2007-11-28,1085.472220281502
2007-11-29,1096.8753563370997
2007-11-30,1102.180047289991
2007-12-03,1093.4920438687757
2007-12-04,1103.4117204662655
2007-12-05,1128.6311947673373
2007-12-06,1136.4038937965247
2007-12-07,1154.0325145095617
2007-12-10,1169.9052843735758
2007-12-11,1160.2015925411758
2007-12-12,1163.1005338630296
2007-12-13,1134.5747595308933
2007-12-14,1105.4216589480466
2007-12-17,1072.2552307542
2007-12-18,1076.4943568421832
2007-12-19,1067.893807559977
2007-12-20,1068.5949947349143
2007-12-21,1073.7516425980732
2007-12-24,1077.7018640568324
2007-12-25,1077.7018640568324
2007-12-26,1083.146531352417
2007-12-27,1109.2753173132776
2007-12-28,1105.7237488432736
2007-12-31,1102.0815879999275
2008-01-01,1102.0815879999275
2008-01-02,1102.1034913544875
2008-01-03,1106.2403891347806
2008-01-04,1091.3068852311528
2008-01-07,1074.3423199390254
2008-01-08,1090.3185687428427
2008-01-09,1062.084797251819
2008-01-10,1046.6029036883454
2008-01-11,1039.2279590916908
2008-01-14,1037.6204521870377
