Date,HK-LISTED SOUTHBOUND + CHINA A IMI
2009-11-30,1000.0
2009-12-01,1016.8569178680393
2009-12-02,1028.0676828991407
2009-12-03,1034.9170397660669
2009-12-04,1034.4425360818414
2009-12-07,1036.2502221843156
2009-12-08,1027.2294144922164
2009-12-09,1010.1124190754438
2009-12-10,1012.0972722275803
2009-12-11,1016.5535820420682
2009-12-14,1023.8017123034394
2009-12-15,1015.3144248947281
2009-12-16,1006.5558009133949
2009-12-17,987.00586465727
2009-12-18,967.0685021229341
2009-12-21,964.702356733164
2009-12-22,956.1390682012836
2009-12-23,967.2190134439188
2009-12-24,985.6895880117027
2009-12-25,985.4383481838463
2009-12-28,993.1522959890823
2009-12-29,996.010989420025
2009-12-30,1001.0506004152054
2009-12-31,1011.8805177891128
2010-01-01,1011.8805177891128
2010-01-04,1009.6966627033436
2010-01-05,1025.484735624591
2010-01-06,1026.8387298668003
2010-01-07,1014.0312195163405
2010-01-08,1017.6636610518666
2010-01-11,1022.6855354997283
2010-01-12,1029.8619295588248
2010-01-13,1004.6729146700493
2010-01-14,1014.440877712172
2010-01-15,1016.5359948590211
2010-01-18,1015.5007465160654
2010-01-19,1020.0155281819387
2010-01-20,996.1647000434237
2010-01-21,986.6732355838584
2010-01-22,973.4913171192115
2010-01-25,963.6361223017428
2010-01-26,936.6703748876861
2010-01-27,927.6698793042399
2010-01-28,938.2876968869043
2010-01-29,934.4354115389687
2010-02-01,931.3771045317035
2010-02-02,932.3786569753217
2010-02-03,953.0389954134763
2010-02-04,944.4690632838427
2010-02-05,917.4797173622637
2010-02-08,913.5709847628418
2010-02-09,918.9311695040219
2010-02-10,929.6050617192767
2010-02-11,938.3573118859026
2010-02-12,943.3927148615738
2010-02-15,943.3231026060027
2010-02-16,943.3990442257069
2010-02-17,949.5820002003414
2010-02-18,947.3204584224565
2010-02-19,935.5661747979902
2010-02-22,945.9001783033226
2010-02-23,950.6354772034588
2010-02-24,955.505949684443
2010-02-25,961.1815045416613
2010-02-26,965.1987971359648
2010-03-01,980.4197641971674
2010-03-02,974.3493959112676
2010-03-03,979.6238673510339
2010-03-04,960.0284497110681
2010-03-05,966.7298606272958
2010-03-08,980.9840089175813
2010-03-09,982.931932110287
2010-03-10,978.6174807799407
2010-03-11,977.6813971819627
2010-03-12,970.1794260770946
2010-03-15,960.5524422676223
2010-03-16,962.5726671993609
2010-03-17,982.7253819891134
2010-03-18,982.3615739338471
2010-03-19,987.5441665975558
2010-03-22,980.0295804156319
2010-03-23,976.4559255546721
2010-03-24,977.7599036713735
2010-03-25,967.3021467885666
2010-03-26,980.7835985537291
2010-03-29,993.6854864872467
2010-03-30,998.2207193395111
2010-03-31,992.8235401748967
2010-04-01,1007.1930341371774
2010-04-02,1009.2433462996729
2010-04-05,1009.3213054779967
2010-04-06,1009.4228117589399
2010-04-07,1017.8037473166314
2010-04-08,1011.6532370958391
2010-04-09,1024.88279765939
2010-04-12,1021.5001352717084
2010-04-13,1020.9499587297157
2010-04-14,1024.5732906372496
2010-04-15,1023.4026591864431
2010-04-16,1012.7944901348295
2010-04-19,977.0405050016273
2010-04-20,984.895903276896
2010-04-21,994.6801379820978
2010-04-22,990.7320691037611
2010-04-23,983.8747738073502
2010-04-26,990.7524886447459
2010-04-27,973.0526680179969
2010-04-28,963.3054397387541
2010-04-29,951.1315777249821
2010-04-30,955.997382930272
2010-05-03,948.7438508892797
2010-05-04,942.3169358343755
2010-05-05,936.4907036322588
2010-05-06,911.2760035563412
2010-05-07,896.4519982472442
2010-05-10,909.5542056274625
2010-05-11,893.7770821091208
2010-05-12,893.058585932557
2010-05-13,909.0411113778047
2010-05-14,901.6744493700935
2010-05-17,864.9612404707643
2010-05-18,877.2735251673939
2010-05-19,866.6792989127207
2010-05-20,856.8511562825266
2010-05-21,863.4086748461768
2010-05-24,883.7172312404415
2010-05-25,858.8467370702305
2010-05-26,866.6578637539043
2010-05-27,882.5310151242427
2010-05-28,891.5546982953068
2010-05-31,880.4877840129268
2010-06-01,866.6169204247798
2010-06-02,869.4159153559091
2010-06-03,874.979070718765
2010-06-04,878.0826498628105
2010-06-07,861.5324216728569
2010-06-08,865.8035702239731
2010-06-09,879.2348673414646
2010-06-10,877.1805388390605
2010-06-11,883.806600523579
2010-06-14,889.7360390299061
2010-06-15,890.3068187260978
2010-06-16,890.3346024355903
2010-06-17,890.5492547005741
2010-06-18,883.3206724306937
2010-06-21,912.7436914019014
2010-06-22,910.3301904251326
2010-06-23,907.3309307387033
2010-06-24,905.0072186880161
2010-06-25,898.9859580439921
2010-06-28,893.7765553699894
2010-06-29,862.7081113774416
2010-06-30,856.889448974539
2010-07-01,851.0494834214408
2010-07-02,844.9534203330462
2010-07-05,839.8008906015455
2010-07-06,855.246094019564
2010-07-07,854.984598663104
2010-07-08,859.4913946856324
2010-07-09,878.9675962685087
2010-07-12,885.7055495392219
2010-07-13,878.2543699971558
2010-07-14,884.9424878076419
2010-07-15,870.4257710003429
2010-07-16,871.6817687022909
2010-07-19,876.7031911313484
2010-07-20,891.7391472461211
2010-07-21,898.9385519380074
2010-07-22,906.5847054595433
2010-07-23,913.7858192955234
2010-07-26,917.6755037617235
2010-07-27,919.8076195061861
2010-07-28,933.0147719591665
2010-07-29,935.8496978600193
2010-07-30,934.146635588202
2010-08-02,951.0682058137415
2010-08-03,945.399730303766
2010-08-04,949.4633487298133
2010-08-05,947.8397006498956
2010-08-06,957.1849961463972
2010-08-09,963.8325237819294
2010-08-10,942.04866920372
2010-08-11,941.2181111066961
2010-08-12,930.4302745171582
2010-08-13,937.3113811582232
2010-08-16,946.8382123048804
2010-08-17,952.1954038601772
2010-08-18,951.0473491636725
2010-08-19,954.4749688679716
2010-08-20,942.7692879358999
2010-08-23,940.7088963880785
2010-08-24,939.8307774834956
2010-08-25,928.8425796766691
2010-08-26,930.307435770441
2010-08-27,930.5906775531327
2010-08-30,944.0873966995381
2010-08-31,940.7599622541843
2010-09-01,940.7353733784704
2010-09-02,954.8949106952061
2010-09-03,959.4138885156111
2010-09-06,974.5713141086179
2010-09-07,976.9810883155425
2010-09-08,971.7696575462232
2010-09-09,967.6845508851507
2010-09-10,973.047190090035
2010-09-13,988.6891884938066
2010-09-14,992.2349178446657
2010-09-15,985.2559640883119
2010-09-16,975.7914796074136
2010-09-17,983.5331009243148
2010-09-20,981.5016462087658
2010-09-21,983.49833072491
2010-09-22,984.8801569128783
2010-09-23,984.8108126928099
2010-09-24,985.978741610594
2010-09-27,1001.9844681882156
2010-09-28,993.7701897488115
2010-09-29,997.2915446546399
2010-09-30,1005.0736224925438
2010-10-01,1005.4109531114583
2010-10-04,1012.4229206985977
2010-10-05,1012.6761024217395
2010-10-06,1018.0799135041754
2010-10-07,1017.9519497156034
2010-10-08,1034.2321513783886
2010-10-11,1048.2354876109112
2010-10-12,1050.6974173274614
2010-10-13,1064.783164955421
2010-10-14,1069.096337191084
2010-10-15,1077.8550077110456
2010-10-18,1066.2578997876717
2010-10-19,1084.5046465279393
2010-10-20,1080.590429328332
2010-10-21,1083.438939112227
2010-10-22,1083.3772629976609
2010-10-25,1101.1670441074064
2010-10-26,1099.482153815128
2010-10-27,1080.0623840629958
2010-10-28,1079.872276134289
2010-10-29,1080.5887137034094
2010-11-01,1105.3838018332817
2010-11-02,1105.5739104545926
2010-11-03,1108.8961326776373
2010-11-04,1128.634932127412
2010-11-05,1144.1980372076275
2010-11-08,1152.3242005038044
2010-11-09,1149.7905927406755
2010-11-10,1144.2550202119432
2010-11-11,1147.8985760038295
2010-11-12,1099.982510985227
2010-11-15,1102.1317660088862
2010-11-16,1074.4712179833243
2010-11-17,1046.9394361900545
2010-11-18,1066.236234748043
2010-11-19,1074.9320234072545
2010-11-22,1075.9134669345744
2010-11-23,1052.026330456499
2010-11-24,1065.673076133875
2010-11-25,1074.1656624079196
2010-11-26,1064.7818081714188
2010-11-29,1070.5017727426484
2010-11-30,1056.8095970255931
2010-12-01,1062.4061062795781
2010-12-02,1070.560318467193
2010-12-03,1068.599109831391
2010-12-06,1065.3696643588921
2010-12-07,1075.0403512296782
2010-12-08,1063.6904609646492
2010-12-09,1056.1535048104186
2010-12-10,1060.909366376946
2010-12-13,1077.8301136265754
2010-12-14,1085.3242222249053
2010-12-15,1073.502687864897
2010-12-16,1062.9888491226584
2010-12-17,1065.5839208815144
2010-12-20,1053.4846514107508
2010-12-21,1070.8063720851462
2010-12-22,1068.0983995161228
2010-12-23,1059.1831228639091
2010-12-24,1052.5264044126473
2010-12-27,1040.2826533798861
2010-12-28,1025.905441152815
2010-12-29,1038.3518814777956
2010-12-30,1042.8835839588194
2010-12-31,1055.7494013318149
2011-01-03,1065.092551159074
2011-01-04,1078.7972294946194
2011-01-05,1079.7017915682247
2011-01-06,1077.7958980095473
2011-01-07,1075.5396284611852
2011-01-10,1059.1118588686288
2011-01-11,1065.0369990191136
2011-01-12,1076.8019644063625
2011-01-13,1078.7933911796754
2011-01-14,1071.1509688536985
2011-01-17,1047.3171766759835
2011-01-18,1050.0507308628933
2011-01-19,1066.873796810622
2011-01-20,1040.0016280548598
2011-01-21,1041.5076899126295
2011-01-24,1031.1995366856493
2011-01-25,1027.383083017351
2011-01-26,1035.350722490043
2011-01-27,1042.3660397364238
2011-01-28,1041.6013144182068
2011-01-31,1042.5993320316288
2011-02-01,1044.863091161205
2011-02-02,1054.646063027849
2011-02-03,1054.7305608310976
2011-02-04,1054.6534096720757
2011-02-07,1048.2447205857113
2011-02-08,1046.9806023897388
2011-02-09,1034.9073324963888
2011-02-10,1035.6523137280299
2011-02-11,1040.4873860019181
2011-02-14,1061.4075283895945
2011-02-15,1057.5844114770318
2011-02-16,1068.8225922270376
2011-02-17,1073.6730000001508
2011-02-18,1075.8206734166083
2011-02-21,1081.5758720233505
2011-02-22,1053.2683419307498
2011-02-23,1053.879309539888
2011-02-24,1047.3889788827064
2011-02-25,1058.2623627226803
2011-02-28,1073.2771311128784
2011-03-01,1077.941830679603
2011-03-02,1069.7697075797996
2011-03-03,1067.4259411044861
2011-03-04,1081.5364017550737
2011-03-07,1088.070654779502
2011-03-08,1096.2124998624415
2011-03-09,1099.159913078611
2011-03-10,1087.0614679537691
2011-03-11,1075.259557070432
2011-03-14,1081.2369270132942
2011-03-15,1058.2497179460588
2011-03-16,1067.9619493871144
2011-03-17,1047.13206525118
2011-03-18,1053.2368473562176
2011-03-21,1061.2001786373596
2011-03-22,1068.1780513449867
2011-03-23,1074.0620095288955
2011-03-24,1075.4300737755343
