Date,KUKJE (ACWI ex KOREA) VALUE WEIGHTED
1999-09-22,1106.574152696097
1999-09-23,1098.4776593349122
1999-09-24,1087.8696774165421
1999-09-27,1090.4525016799116
1999-09-28,1091.7346717549601
1999-09-29,1087.3257507963606
1999-09-30,1097.7212491042906
1999-10-01,1099.0133830000507
1999-10-04,1109.3607618299159
1999-10-05,1108.055775607434
1999-10-06,1116.8556501562102
1999-10-07,1120.0505449880784
1999-10-08,1122.4699789643387
1999-10-11,1123.0501355649046
1999-10-12,1116.2368032170075
1999-10-13,1100.228834063703
1999-10-14,1101.1260301882169
1999-10-15,1082.7520718128103
1999-10-18,1076.0630382227462
1999-10-19,1084.7763662387129
1999-10-20,1095.3039074111878
1999-10-21,1091.932919368689
1999-10-22,1105.0588730680495
1999-10-25,1102.7926737475752
1999-10-26,1101.1942216102211
1999-10-27,1101.8520584300968
1999-10-28,1121.3130992205538
1999-10-29,1140.840805990876
1999-11-01,1136.7483750751235
1999-11-02,1137.306243101745
1999-11-03,1139.0717254855167
1999-11-04,1147.0398817034331
1999-11-05,1145.0608477299509
1999-11-08,1143.7983486666735
1999-11-09,1143.6354248125597
1999-11-10,1151.3347901599361
1999-11-11,1153.4125015215118
1999-11-12,1156.1024548729474
1999-11-15,1158.554597460172
1999-11-16,1167.1297931159622
1999-11-17,1170.3118643991113
1999-11-18,1175.8733262458506
1999-11-19,1175.6571268882549
1999-11-22,1174.675138305199
1999-11-23,1172.451983149733
1999-11-24,1167.6441367767873
1999-11-25,1172.1025843064667
1999-11-26,1175.5057648050658
1999-11-29,1170.211334979559
1999-11-30,1157.3532598114207
1999-12-01,1163.2782144921207
1999-12-02,1166.8922823738274
1999-12-03,1180.1749519284938
1999-12-06,1179.9060596258523
1999-12-07,1175.5570138085934
1999-12-08,1168.6034865326133
1999-12-09,1169.452999105775
1999-12-10,1173.6153190705586
1999-12-13,1169.6238864069353
1999-12-14,1164.4204272356612
1999-12-15,1165.275239940851
1999-12-16,1172.469950196955
1999-12-17,1173.9245720875451
1999-12-20,1174.5883843614752
1999-12-21,1176.1944776001835
1999-12-22,1184.1022045515133
1999-12-23,1199.5291414704536
1999-12-24,1201.0167878078275
1999-12-27,1197.4341864530527
1999-12-28,1201.8748259368444
1999-12-29,1205.130679731992
1999-12-30,1211.1749867872581
1999-12-31,1212.2520444571037
2000-01-03,1210.6314692225349
2000-01-04,1184.4956031446113
2000-01-05,1176.9054958354398
2000-01-06,1173.8996736989561
2000-01-07,1193.909319808725
2000-01-10,1200.48274523787
2000-01-11,1197.3574139792274
2000-01-12,1193.5256986008337
2000-01-13,1201.7662355463765
2000-01-14,1208.5848877652072
2000-01-17,1214.027066041688
2000-01-18,1200.440288745428
2000-01-19,1192.1440760232545
2000-01-20,1185.579113915164
2000-01-21,1180.387841491575
2000-01-24,1167.834811395488
2000-01-25,1156.8613283845234
2000-01-26,1162.4942875693353
2000-01-27,1166.2328042776228
2000-01-28,1147.7168658444261
2000-01-31,1146.6249983788036
2000-02-01,1149.465407914834
2000-02-02,1152.7446359571431
2000-02-03,1166.450939458863
2000-02-04,1164.7873082528918
2000-02-07,1158.9593325861981
2000-02-08,1165.8261818388262
2000-02-09,1158.2866875964646
2000-02-10,1152.701485975461
2000-02-11,1143.0438600011523
2000-02-14,1136.3027493180307
2000-02-15,1132.7812081790019
2000-02-16,1134.406243495073
2000-02-17,1137.7280362711138
2000-02-18,1120.5628075774168
2000-02-21,1112.2967926424894
2000-02-22,1117.243954220296
2000-02-23,1119.5092521728056
2000-02-24,1111.4424370460756
2000-02-25,1107.346622859818
2000-02-28,1106.6804829470836
2000-02-29,1111.717158338925
2000-03-01,1128.0421310013253
2000-03-02,1133.595723794229
2000-03-03,1139.0427726629991
2000-03-06,1132.4471133405311
2000-03-07,1121.5266600941093
2000-03-08,1118.537128948357
2000-03-09,1130.2943910971983
2000-03-10,1128.987079909945
2000-03-13,1118.1515880062443
2000-03-14,1112.3480556983934
2000-03-15,1122.2847568144962
2000-03-16,1161.185662568534
2000-03-17,1159.4057642639355
2000-03-20,1158.8694176512179
2000-03-21,1170.4931261311824
2000-03-22,1166.2352054268501
2000-03-23,1177.8780858699317
2000-03-24,1187.5442772179174
2000-03-27,1190.7003965634306
2000-03-28,1191.5686381475011
2000-03-29,1193.1372815449363
2000-03-30,1182.1741845221848
2000-03-31,1193.626437081359
2000-04-03,1200.584807392252
2000-04-04,1198.1607274422915
2000-04-05,1193.1297879195897
2000-04-06,1195.9111209238574
2000-04-07,1196.2410469452107
2000-04-10,1200.262401168478
2000-04-11,1198.0319012516404
2000-04-12,1199.9672103755363
2000-04-13,1190.3137552442597
2000-04-14,1155.4189889921413
2000-04-17,1143.3239033896214
2000-04-18,1159.361296567124
2000-04-19,1155.879756830089
2000-04-20,1162.2082902646948
2000-04-21,1158.9747987384762
2000-04-24,1167.1939711759996
2000-04-25,1181.7744835667254
2000-04-26,1176.9258142889198
2000-04-27,1163.259311912524
2000-04-28,1160.4681461782873
2000-05-01,1166.7348481905797
2000-05-02,1170.7537080112293
2000-05-03,1150.067999854147
2000-05-04,1150.2324618798414
2000-05-05,1155.363573913783
2000-05-08,1154.8175101755019
2000-05-09,1149.719041219849
2000-05-10,1142.7333716096637
2000-05-11,1148.3529753428566
2000-05-12,1161.0204694638746
2000-05-15,1171.2406752128963
2000-05-16,1177.045826999608
2000-05-17,1159.0233983737228
2000-05-18,1159.699969125851
2000-05-19,1146.96044255541
2000-05-22,1139.2876966603537
2000-05-23,1139.3437623321186
2000-05-24,1141.2366476498457
2000-05-25,1137.4809643478782
2000-05-26,1139.341618113753
2000-05-29,1144.159474753239
2000-05-30,1160.3156216850034
2000-05-31,1155.77148648112
2000-06-01,1169.4350925084711
2000-06-02,1189.8930954413686
2000-06-05,1192.137685676478
2000-06-06,1195.4480594561044
2000-06-07,1196.3139462395993
2000-06-08,1189.3092731003971
2000-06-09,1185.862285172868
2000-06-12,1187.0056383745332
2000-06-13,1191.421145930994
2000-06-14,1192.600275032079
2000-06-15,1182.6566867367571
2000-06-16,1176.2302365784449
2000-06-19,1182.8166371287439
2000-06-20,1179.9705762608187
2000-06-21,1176.3989713954272
2000-06-22,1169.369253700446
2000-06-23,1165.6155268303116
2000-06-26,1165.989697346246
2000-06-27,1171.6993236558085
2000-06-28,1176.495880157561
2000-06-29,1174.6685818436451
2000-06-30,1176.124128858378
2000-07-03,1188.9066148953448
2000-07-04,1189.62331159754
2000-07-05,1185.9867204165619
2000-07-06,1186.1724912746324
2000-07-07,1194.9921246008494
2000-07-10,1200.5922864762972
2000-07-11,1202.7112581203096
2000-07-12,1202.4755717653852
2000-07-13,1193.9938821645605
2000-07-14,1198.2877618468344
2000-07-17,1194.4489277363746
2000-07-18,1185.0258025635615
2000-07-19,1180.0928851027757
2000-07-20,1185.8650263441245
2000-07-21,1179.4387039009268
2000-07-24,1175.172839904772
2000-07-25,1178.2145552509912
2000-07-26,1170.0056838350495
2000-07-27,1166.0399183251468
2000-07-28,1152.1200678713942
2000-07-31,1154.9556035037524
2000-08-01,1162.3429370918695
2000-08-02,1163.9268653719032
2000-08-03,1162.0520811376643
2000-08-04,1169.8657951863495
2000-08-07,1180.4001804040004
2000-08-08,1178.4766740069315
2000-08-09,1179.7253629968084
2000-08-10,1180.4909366480751
2000-08-11,1187.259564673996
2000-08-14,1193.3003853165933
2000-08-15,1194.7906466286638
2000-08-16,1195.0293276755947
2000-08-17,1194.7592319247492
2000-08-18,1191.764487847116
2000-08-21,1189.7079847988578
2000-08-22,1192.8816138974416
2000-08-23,1192.8264224344075
2000-08-24,1194.477730604802
2000-08-25,1196.7807213248943
2000-08-28,1198.4056395324935
2000-08-29,1193.1376204397097
2000-08-30,1186.540867625939
2000-08-31,1186.9201457979054
2000-09-01,1197.4696437348032
2000-09-04,1200.351849053553
2000-09-05,1193.0394780672036
2000-09-06,1187.4030274145339
2000-09-07,1184.9355699509001
2000-09-08,1180.5127127379712
2000-09-11,1177.3404852064373
2000-09-12,1170.2013874533084
2000-09-13,1169.681044102507
2000-09-14,1166.5162544602842
2000-09-15,1159.6467509091715
2000-09-18,1144.5375590911308
2000-09-19,1145.0718457848516
2000-09-20,1138.4930302347339
2000-09-21,1134.7405831142705
2000-09-22,1142.9668639545223
2000-09-25,1144.659382211268
2000-09-26,1142.15505534091
2000-09-27,1141.509430871219
2000-09-28,1153.086796101463
2000-09-29,1153.894480361135
2000-10-02,1158.8148193747822
2000-10-03,1160.065947866523
2000-10-04,1159.387533413914
2000-10-05,1160.540455163999
2000-10-06,1150.9513013090768
2000-10-09,1141.5526238849548
2000-10-10,1137.2954996144445
2000-10-11,1123.616553222718
2000-10-12,1106.5347537192483
2000-10-13,1112.9154944041902
2000-10-16,1111.7238924932012
2000-10-17,1099.896996233348
2000-10-18,1091.8399505372406
2000-10-19,1104.450197329051
2000-10-20,1109.3733669058831
2000-10-23,1110.7174348676122
2000-10-24,1121.549830625905
2000-10-25,1110.2823415867738
2000-10-26,1108.3575991743357
2000-10-27,1123.2594320384808
2000-10-30,1138.2919927946664
2000-10-31,1150.7904074567634
2000-11-01,1158.892786586423
2000-11-02,1162.5070991109342
2000-11-03,1164.2764212339791
2000-11-06,1170.7098219503807
2000-11-07,1168.8428706950542
2000-11-08,1163.9544730965367
2000-11-09,1157.871971185497
2000-11-10,1147.554244828425
2000-11-13,1135.5492508596292
2000-11-14,1145.463538169928
2000-11-15,1146.8329170302036
2000-11-16,1138.011155766179
2000-11-17,1133.6726974895041
2000-11-20,1119.9577297129044
2000-11-21,1119.242088596191
2000-11-22,1104.291000732384
2000-11-23,1104.8497143753707
2000-11-24,1110.8069632818983
2000-11-27,1122.3194454611878
2000-11-28,1121.2793045955696
2000-11-29,1123.307119099973
2000-11-30,1116.1543910615717
2000-12-01,1125.729040998456
2000-12-04,1131.8127303998606
2000-12-05,1150.6272494754196
2000-12-06,1144.101034151012
2000-12-07,1138.8483206240908
2000-12-08,1149.145276570412
2000-12-11,1160.0374820133707
2000-12-12,1160.2461273300278
2000-12-13,1156.0244889185692
2000-12-14,1147.0469538025584
2000-12-15,1131.4119506157501
2000-12-18,1140.36842127115
2000-12-19,1136.5983637109437
2000-12-20,1118.8795854030386
2000-12-21,1120.069984824229
2000-12-22,1132.1784526056822
2000-12-25,1136.9665295483837
2000-12-26,1141.3937766626084
2000-12-27,1152.454492412414
2000-12-28,1154.9494440010294
2000-12-29,1158.331414140339
2001-01-01,1158.4065430984033
2001-01-02,1152.2343168339546
2001-01-03,1170.2543335603793
2001-01-04,1177.6725057416575
2001-01-05,1168.6409580918735
2001-01-08,1166.5397123796351
2001-01-09,1160.5140926747968
2001-01-10,1160.9310708759374
2001-01-11,1165.5352169929272
2001-01-12,1164.5155995208204
2001-01-15,1163.2151162290695
2001-01-16,1166.972945406742
2001-01-17,1171.6842233244513
2001-01-18,1181.3602182519587
2001-01-19,1176.3508771683205
2001-01-22,1180.2446161645762
2001-01-23,1186.965409557679
2001-01-24,1184.4244157546045
2001-01-25,1186.463144903807
2001-01-26,1185.2931122267244
2001-01-29,1190.612785079388
2001-01-30,1200.3504739190626
2001-01-31,1202.8760832019805
2001-02-01,1209.0556313051425
2001-02-02,1196.0196646032005
2001-02-05,1198.3152985225736
2001-02-06,1195.5000838842698
2001-02-07,1187.8653016904307
2001-02-08,1180.2111377878648
2001-02-09,1172.3445798442006
2001-02-12,1183.2584694919394
2001-02-13,1178.5118249419388
2001-02-14,1171.5398353479168
2001-02-15,1173.3825465805994
2001-02-16,1164.160367535951
2001-02-19,1162.9888930684767
2001-02-20,1151.1163112601969
2001-02-21,1136.1279600771666
2001-02-22,1134.0606306648428
2001-02-23,1128.7057768629531
2001-02-26,1144.255994774897
2001-02-27,1147.2128190890307
2001-02-28,1138.3170475675747
2001-03-01,1136.1589997555209
2001-03-02,1134.2895179385498
2001-03-05,1139.3087929118403
2001-03-06,1150.7264621729685
2001-03-07,1156.5531775232275
2001-03-08,1162.4703738137025
2001-03-09,1149.5439217998987
2001-03-12,1115.5059902783535
2001-03-13,1105.9038348683775
2001-03-14,1079.853346640544
2001-03-15,1088.8023346966002
2001-03-16,1067.1900956654483
2001-03-19,1074.138405832389
2001-03-20,1068.9660100669985
2001-03-21,1059.945573011824
2001-03-22,1029.4080131256821
2001-03-23,1050.5998720410262
2001-03-26,1077.23099956639
2001-03-27,1094.9795057165127
2001-03-28,1081.6065733990001
2001-03-29,1073.2565579285463
2001-03-30,1076.7580476554917
2001-04-02,1066.9194744151964
2001-04-03,1047.5025558030218
2001-04-04,1055.4230141118433
2001-04-05,1079.1363642861882
2001-04-06,1071.0945512545047
2001-04-09,1075.6251241881273
2001-04-10,1090.4764515143115
2001-04-11,1089.7915617568694
2001-04-12,1100.7154542509907
2001-04-13,1100.1203671643837
2001-04-16,1095.7249799783176
2001-04-17,1097.656591751415
2001-04-18,1125.9004005072607
2001-04-19,1138.5254875737842
2001-04-20,1133.7562076394954
2001-04-23,1124.9323689405658
2001-04-24,1122.047167016539
2001-04-25,1129.1884768305083
2001-04-26,1139.3331256347503
2001-04-27,1147.3923597642513
2001-04-30,1145.7962287946136
2001-05-01,1158.9466538951006
2001-05-02,1159.7130889614316
2001-05-03,1149.9422028372967
2001-05-04,1158.054413822442
2001-05-07,1158.2169369810613
2001-05-08,1149.305700625418
2001-05-09,1145.387826525172
2001-05-10,1151.7457358705321
2001-05-11,1144.5999859595097
2001-05-14,1137.1166311548923
2001-05-15,1143.534722133353
2001-05-16,1158.0196842967714
2001-05-17,1165.3978414356955
2001-05-18,1166.057116017505
2001-05-21,1173.8286417982583
2001-05-22,1171.8576521533705
2001-05-23,1163.8812421089492
2001-05-24,1163.0793406092332
2001-05-25,1155.0390797825658
2001-05-28,1155.031288809209
2001-05-29,1150.6303780171286
2001-05-30,1138.4197108175827
2001-05-31,1139.884431912936
2001-06-01,1140.2105945994267
2001-06-04,1144.5312382378543
2001-06-05,1151.959513800924
2001-06-06,1144.3684752877193
2001-06-07,1147.4690981683389
2001-06-08,1142.8463384074932
2001-06-11,1132.0567833135342
2001-06-12,1125.101896519908
2001-06-13,1124.2533855421982
2001-06-14,1113.8142333531878
2001-06-15,1106.9953714022406
2001-06-18,1099.2195902788176
2001-06-19,1099.43261921985
2001-06-20,1098.7299848691664
2001-06-21,1108.6676583110282
2001-06-22,1108.5163762024536
2001-06-25,1107.0020528691962
2001-06-26,1101.1526172515087
2001-06-27,1097.947766294067
2001-06-28,1101.567693684256
2001-06-29,1108.335169030729
2001-07-02,1118.1492428354109
2001-07-03,1113.8386048833097
2001-07-04,1109.759941870177
2001-07-05,1097.4931120282574
2001-07-06,1078.539589490048
2001-07-09,1082.7017128554205
2001-07-10,1079.8134541321892
2001-07-11,1076.3837710183648
2001-07-12,1090.1293406201657
2001-07-13,1093.5531217955063
2001-07-16,1088.034834503546
2001-07-17,1087.4647983210878
2001-07-18,1086.4973009650412
2001-07-19,1092.2223486758492
2001-07-20,1089.7624748648686
2001-07-23,1077.8125414322976
2001-07-24,1067.7071203761127
2001-07-25,1073.77796073018
2001-07-26,1080.0418988102374
2001-07-27,1085.2021650002694
2001-07-30,1086.3899344338163
2001-07-31,1095.8902806757299
2001-08-01,1101.297762937881
2001-08-02,1109.4353374239959
2001-08-03,1104.12815452953
2001-08-06,1096.458696265439
2001-08-07,1098.6989131397397
2001-08-08,1086.836849605875
2001-08-09,1081.0785719866258
2001-08-10,1085.6917903817052
2001-08-13,1086.210600560386
2001-08-14,1093.2528684358936
2001-08-15,1095.0962224891978
2001-08-16,1092.596232953639
2001-08-17,1078.7289088878774
2001-08-20,1076.8269711285898
2001-08-21,1076.363422677838
2001-08-22,1084.3748527252512
2001-08-23,1079.4834361995781
2001-08-24,1091.6472277536102
2001-08-27,1089.9828962260754
2001-08-28,1079.4759717433722
2001-08-29,1072.2236888423224
2001-08-30,1055.8186057460161
2001-08-31,1057.5016322569516
2001-09-03,1049.1796024472944
2001-09-04,1052.0689663179471
2001-09-05,1043.2873569810138
2001-09-06,1025.331688256761
2001-09-07,1011.1883656070455
2001-09-10,1003.5029011250433
2001-09-11,986.0754079615964
2001-09-12,976.6800100895724
2001-09-13,981.3728607094368
2001-09-14,972.2304946483328
2001-09-17,944.9491443195213
2001-09-18,942.5094960405768
2001-09-19,934.1383256824629
2001-09-20,903.6931598564893
2001-09-21,878.7665355524574
2001-09-24,908.4844305469632
2001-09-25,919.67573460878
2001-09-26,918.5200288639098
2001-09-27,925.7070255806966
2001-09-28,946.5180700322617
2001-10-01,943.1982861456722
2001-10-02,953.0075628741027
2001-10-03,960.7421336210003
2001-10-04,970.4200300960204
2001-10-05,970.1635082938346
2001-10-08,965.0298720976867
2001-10-09,959.6933583770887
2001-10-10,972.860755770406
2001-10-11,985.0418547151542
2001-10-12,983.4107268109897
2001-10-15,975.8536792455394
2001-10-16,982.6211584510762
2001-10-17,982.1455573386365
2001-10-18,968.3759480459944
2001-10-19,962.412894444972
2001-10-22,971.0012026743293
2001-10-23,977.9357412999329
2001-10-24,979.5568979290423
2001-10-25,981.8782969378245
2001-10-26,988.4136348592601
2001-10-29,973.895650157742
2001-10-30,958.4172442658237
2001-10-31,958.3942964264435
2001-11-01,971.5897657330675
2001-11-02,973.0963028886333
2001-11-05,985.4934738223492
2001-11-06,993.3723758916194
2001-11-07,992.6074476577701
2001-11-08,999.7530144432703
2001-11-09,996.9528912448651
2001-11-12,988.2370730749891
2001-11-13,1000.5860335399623
2001-11-14,1004.2547001105997
2001-11-15,1009.063550354228
2001-11-16,1012.3486784682126
2001-11-19,1022.3596426961645
2001-11-20,1016.4083351590945
2001-11-21,1010.8061944698184
2001-11-22,1013.6951113570755
2001-11-23,1018.413017789112
2001-11-26,1025.1046863696913
2001-11-27,1018.7285992279329
2001-11-28,1004.7966422557814
2001-11-29,1008.8480654034714
2001-11-30,1014.616989024717
2001-12-03,1005.0545159738455
2001-12-04,1019.9583893892703
2001-12-05,1043.8664562461624
2001-12-06,1048.9364269653374
2001-12-07,1040.200622120343
2001-12-10,1022.9458208056442
2001-12-11,1019.0335934164249
2001-12-12,1021.7207785457434
2001-12-13,1004.9854413894931
2001-12-14,1003.380419870514
2001-12-17,1013.3919405479118
2001-12-18,1015.9085861716459
2001-12-19,1015.1618167118017
2001-12-20,1011.7287805519419
2001-12-21,1012.9534849709482
2001-12-24,1011.4951533935247
2001-12-25,1011.4708647147216
2001-12-26,1013.0188966728385
2001-12-27,1026.9589459402694
2001-12-28,1032.427485861433
2001-12-31,1031.2090956497964
2002-01-01,1031.2336806392464
2002-01-02,1034.7632505711201
2002-01-03,1045.8958045334477
2002-01-04,1054.3181863110442
2002-01-07,1049.0471201574803
2002-01-08,1040.1128771599338
2002-01-09,1036.1209965260248
2002-01-10,1031.6578075342525
2002-01-11,1026.6148133477002
2002-01-14,1017.3403596683745
2002-01-15,1019.8747729285554
2002-01-16,1005.8264613519295
2002-01-17,1012.7354434740819
2002-01-18,1010.5934412994126
2002-01-21,1009.551615168245
2002-01-22,1002.3082694233103
2002-01-23,1007.7481827260289
2002-01-24,1012.2504814192943
2002-01-25,1008.5032554033388
2002-01-28,1013.0029752635699
2002-01-29,992.7979142088356
2002-01-30,990.583914661747
2002-01-31,1002.9814168651476
2002-02-01,998.0914946838515
2002-02-04,983.5670678565514
2002-02-05,973.1379968484798
2002-02-06,965.7119624110925
2002-02-07,970.55800261764
2002-02-08,979.7201227829777
2002-02-11,991.410680682938
2002-02-12,991.3725423546045
2002-02-13,998.353923603161
2002-02-14,1001.6817307311221
2002-02-15,994.9044453395145
2002-02-18,992.4793675154507
2002-02-19,974.5405307092353
2002-02-20,976.3735002001782
2002-02-21,977.4686133209751
2002-02-22,980.455587691661
2002-02-25,991.5452405935804
2002-02-26,993.3838354278986
2002-02-27,1001.0844133136904
2002-02-28,1001.5474840800204
2002-03-01,1019.0107143670059
2002-03-04,1047.659577327443
2002-03-05,1043.0563149547656
2002-03-06,1055.1073533655003
2002-03-07,1064.557461572002
2002-03-08,1067.3013480544757
2002-03-11,1071.7288580505278
2002-03-12,1062.0482979890132
2002-03-13,1054.5403621884243
2002-03-14,1059.0586552264228
2002-03-15,1069.984892248845
2002-03-18,1068.0610933232267
2002-03-19,1074.3355291372347
2002-03-20,1063.8651257412316
2002-03-21,1061.5977027863194
2002-03-22,1056.8178527636182
2002-03-25,1044.853645392929
2002-03-26,1047.8621647392288
2002-03-27,1052.2611748673405
2002-03-28,1059.1094065308782
2002-03-29,1056.0213555066123
2002-04-01,1056.169609676441
2002-04-02,1054.275933526998
2002-04-03,1051.2614660572901
2002-04-04,1050.7749389865403
2002-04-05,1049.5954960097044
2002-04-08,1044.08800013447
2002-04-09,1040.7427256452077
2002-04-10,1051.6133509618494
2002-04-11,1035.6427917460007
2002-04-12,1036.561367360989
2002-04-15,1037.5294964819748
2002-04-16,1058.1760628670177
2002-04-17,1064.0479385075168
2002-04-18,1063.2583752262349
2002-04-19,1064.225740314257
2002-04-22,1056.3987536922173
2002-04-23,1053.648194155198
2002-04-24,1050.1224355958839
2002-04-25,1047.949277483718
2002-04-26,1040.3133861094655
2002-04-29,1034.1849961261164
2002-04-30,1041.0071493123248
2002-05-01,1048.1279165218036
2002-05-02,1047.1745051202945
2002-05-03,1046.7211533278503
2002-05-06,1036.8241773550433
2002-05-07,1029.158638936394
2002-05-08,1050.2617007416493
2002-05-09,1044.0010567497568
2002-05-10,1035.8710893110215
2002-05-13,1044.2011578605895
2002-05-14,1052.7098708127444
2002-05-15,1058.0647634362942
2002-05-16,1062.6244791611405
2002-05-17,1071.1836616222226
2002-05-20,1064.843759929472
2002-05-21,1060.4110310156036
2002-05-22,1063.8890984257457
2002-05-23,1067.3213840818812
2002-05-24,1065.190657450711
2002-05-27,1064.047932307655
2002-05-28,1059.9985350034328
