Date,AC ASIA ex JAPAN VALUE WEIGHTED
2004-08-02,338.421256345325
2004-08-03,339.945561357113
2004-08-04,339.025086508688
2004-08-05,345.175639300869
2004-08-06,342.283024802012
2004-08-09,343.965841035627
2004-08-10,344.095001426583
2004-08-11,342.688152280162
2004-08-12,344.665245252361
2004-08-13,344.603165972921
2004-08-16,342.982154565988
2004-08-17,342.785894878318
2004-08-18,344.507883828899
2004-08-19,350.51869357036
2004-08-20,349.624922344363
2004-08-23,350.511932530482
2004-08-24,352.496207891465
2004-08-25,355.763037894191
2004-08-26,358.786278626763
2004-08-27,358.828008894754
2004-08-30,359.243632182633
2004-08-31,359.411707191675
2004-09-01,364.791486914741
2004-09-02,366.94683390093
2004-09-03,364.884002327763
2004-09-06,366.84984815286
2004-09-07,368.225610236612
2004-09-08,367.833493513766
2004-09-09,368.124963169696
2004-09-10,371.570120142156
2004-09-13,376.510313873361
2004-09-14,377.100225737055
2004-09-15,376.778563675513
2004-09-16,379.620941984859
2004-09-17,378.982678966247
2004-09-20,380.756218976528
2004-09-21,381.925072266679
2004-09-22,377.797036356601
2004-09-23,375.744577573422
2004-09-24,373.862159381676
2004-09-27,372.768815093376
2004-09-28,371.319161847472
2004-09-29,371.528620264322
2004-09-30,374.861411241855
2004-10-01,379.259529353983
2004-10-04,389.680077781447
2004-10-05,389.516111889389
2004-10-06,387.88130404056
2004-10-07,388.435956607474
2004-10-08,387.795014375167
2004-10-11,387.570479253969
2004-10-12,381.096564053558
2004-10-13,379.521654211033
2004-10-14,375.694881452868
2004-10-15,375.664585538858
2004-10-18,375.723330064746
2004-10-19,379.267611695997
2004-10-20,373.31916714687
2004-10-21,372.106193442872
2004-10-22,373.78301668232
2004-10-25,369.192395403699
2004-10-26,370.293152646786
2004-10-27,370.849093455517
2004-10-28,378.178350222128
2004-10-29,379.115728971343
2004-11-01,379.20690525145
2004-11-02,384.867633064154
2004-11-03,389.844027367875
2004-11-04,388.432939133299
2004-11-05,392.621037638074
2004-11-08,391.063682005753
2004-11-09,391.26820887718
2004-11-10,394.03347671032
2004-11-11,393.472860926624
2004-11-12,399.171629866275
2004-11-15,402.970711258051
2004-11-16,400.765255909604
2004-11-17,407.087506839385
2004-11-18,407.121264818787
2004-11-19,405.477073246245
2004-11-22,401.131110012158
2004-11-23,406.21905272787
2004-11-24,410.100108337259
2004-11-25,410.334953671254
2004-11-26,408.719875269019
2004-11-29,412.648036860557
2004-11-30,415.368261079756
2004-12-01,414.976231863324
2004-12-02,420.637413173895
2004-12-03,418.380453786381
2004-12-06,418.174082798945
2004-12-07,415.282012324544
2004-12-08,411.267879322426
2004-12-09,409.089027234394
2004-12-10,402.339620640538
2004-12-13,403.184947471724
2004-12-14,407.18380319403
2004-12-15,413.217782459712
2004-12-16,414.963518161179
2004-12-17,414.771135391608
2004-12-20,417.524203990257
2004-12-21,417.935336651448
2004-12-22,418.133103970323
2004-12-23,418.859893474088
2004-12-24,420.09976711231
2004-12-27,419.466744636631
2004-12-28,421.584441905191
2004-12-29,423.69073362141
2004-12-30,425.235440581016
2004-12-31,428.441093842168
2005-01-03,428.606061282215
2005-01-04,425.42266267508
2005-01-05,419.445680952143
2005-01-06,415.335737044599
2005-01-07,414.965899277823
2005-01-10,414.503656774517
2005-01-11,418.013925358213
2005-01-12,417.069491517439
2005-01-13,420.154328964407
2005-01-14,422.213823882872
2005-01-17,429.073996757535
2005-01-18,428.043439429729
2005-01-19,428.933525686379
2005-01-20,426.742261335586
2005-01-21,425.845575153546
2005-01-24,425.074784349932
2005-01-25,425.510213982718
2005-01-26,429.543359781567
2005-01-27,429.625289060797
2005-01-28,431.326218425589
2005-01-31,435.084292665845
2005-02-01,432.306218550662
2005-02-02,433.338635908432
2005-02-03,436.076493912127
2005-02-04,437.519420375929
2005-02-07,441.623035322904
2005-02-08,441.577860186713
2005-02-09,441.574270731344
2005-02-10,439.825274012655
2005-02-11,441.191931550445
2005-02-14,448.254305058272
2005-02-15,449.135077161567
2005-02-16,448.868672820714
2005-02-17,447.384892660522
2005-02-18,451.173323374697
2005-02-21,452.119900518668
2005-02-22,453.598433845274
2005-02-23,451.267296887605
2005-02-24,454.817155045998
2005-02-25,457.931371681117
2005-02-28,462.98014322256
2005-03-01,463.686533662953
2005-03-02,459.235922063232
2005-03-03,460.725075174977
2005-03-04,458.472960923546
2005-03-07,459.804564887016
2005-03-08,459.584256387909
2005-03-09,463.051173997435
2005-03-10,460.413709865475
2005-03-11,464.425249916481
2005-03-14,462.300180610469
2005-03-15,454.296025958287
2005-03-16,456.336273311292
2005-03-17,453.135160050409
2005-03-18,452.417393709283
2005-03-21,451.689018099261
2005-03-22,449.076706025022
2005-03-23,444.442844177831
2005-03-24,441.111340422629
2005-03-25,443.334620312579
2005-03-28,443.799736599769
2005-03-29,435.974211552493
2005-03-30,434.616743084937
2005-03-31,440.042586393137
2005-04-01,445.87955301938
2005-04-04,444.957179162033
2005-04-05,444.721648508525
2005-04-06,445.984909995922
2005-04-07,446.739330461928
2005-04-08,448.122141538063
2005-04-11,446.48163611146
2005-04-12,446.016678241636
2005-04-13,448.613031217142
2005-04-14,441.135919425884
2005-04-15,435.43211865462
2005-04-18,425.545142831165
2005-04-19,429.302510008564
2005-04-20,431.097585638883
2005-04-21,432.315873714566
2005-04-22,434.926128332292
2005-04-25,436.864733548113
2005-04-26,438.377906651321
2005-04-27,434.888763780368
2005-04-28,433.688298963127
2005-04-29,432.672219092801
2005-05-02,433.112610786873
2005-05-03,433.199035023534
2005-05-04,438.191100572647
2005-05-05,441.667492846933
2005-05-06,444.749014132231
2005-05-09,443.759423825365
2005-05-10,443.079291312334
2005-05-11,439.563260279964
2005-05-12,439.536347934041
2005-05-13,439.049130986055
2005-05-16,437.995038039086
2005-05-17,436.937781048398
2005-05-18,437.628086168931
2005-05-19,443.108276413326
2005-05-20,443.21842393773
2005-05-23,441.56974463332
2005-05-24,443.217014456427
2005-05-25,439.148033588635
2005-05-26,439.069865209516
2005-05-27,444.001295577885
2005-05-30,446.717345392553
2005-05-31,445.007754345244
2005-06-01,443.613934799938
2005-06-02,444.923947062322
2005-06-03,448.85370213371
2005-06-06,450.708230191524
2005-06-07,449.795204459701
2005-06-08,451.962462749334
2005-06-09,452.471492077886
2005-06-10,454.609460653357
2005-06-13,454.481470943693
2005-06-14,453.491377049598
2005-06-15,457.494682051403
2005-06-16,457.315257345022
2005-06-17,459.142115460659
2005-06-20,458.314444681722
2005-06-21,456.766686946754
2005-06-22,462.318265599505
2005-06-23,464.459618781174
2005-06-24,461.412911649253
2005-06-27,458.181026606171
2005-06-28,457.573154118639
2005-06-29,455.573310772615
2005-06-30,455.367517104077
2005-07-01,457.417297360835
2005-07-04,455.917419948006
2005-07-05,452.406061015166
2005-07-06,454.139237563967
2005-07-07,452.263617881486
2005-07-08,451.008135797269
2005-07-11,459.851723183874
2005-07-12,464.141073412134
2005-07-13,466.763288126563
2005-07-14,471.542649590546
2005-07-15,469.372106273945
2005-07-18,471.470051359774
2005-07-19,473.54375888868
2005-07-20,475.167221190701
2005-07-21,478.215974712502
2005-07-22,483.463665486848
2005-07-25,485.410333234813
2005-07-26,483.063473434669
2005-07-27,482.693094959735
2005-07-28,486.286821885877
2005-07-29,487.840864695649
2005-08-01,490.211005524909
2005-08-02,494.76212018127
2005-08-03,497.830338257047
2005-08-04,497.878098215423
2005-08-05,493.656834994754
2005-08-08,491.711133727954
2005-08-09,492.891037425217
2005-08-10,495.139970180179
2005-08-11,498.013723372963
2005-08-12,499.20104982651
2005-08-15,496.065008327287
2005-08-16,493.210495715493
2005-08-17,491.752347468209
2005-08-18,484.508431776396
2005-08-19,481.152045264663
2005-08-22,487.019601110259
2005-08-23,484.326712431521
2005-08-24,477.960758436615
2005-08-25,478.149243294382
2005-08-26,477.88866450694
2005-08-29,469.695811679099
2005-08-30,471.403198640513
2005-08-31,471.919567412823
2005-09-01,479.64833512322
2005-09-02,484.474949512885
2005-09-05,484.863380174136
2005-09-06,485.813629946231
2005-09-07,489.447319962281
2005-09-08,489.898555928289
2005-09-09,491.24780195929
2005-09-12,494.259699778549
2005-09-13,493.522805795603
2005-09-14,494.845153840391
2005-09-15,493.885690950272
2005-09-16,491.972619036802
2005-09-19,492.104066327425
2005-09-20,498.191933259117
2005-09-21,497.701505405311
2005-09-22,494.897720499581
2005-09-23,489.324593580551
2005-09-26,494.606824876331
2005-09-27,494.06231916602
2005-09-28,496.754553004549
2005-09-29,501.138206053926
2005-09-30,502.090991433059
2005-10-03,501.412796188104
2005-10-04,505.719532021225
2005-10-05,502.315200281262
2005-10-06,493.170163317284
2005-10-07,493.210367500585
2005-10-10,497.309277386865
2005-10-11,498.458266718685
2005-10-12,489.902496324619
2005-10-13,483.718151388563
2005-10-14,481.741305900111
2005-10-17,477.824863776766
2005-10-18,478.438281698351
2005-10-19,466.634193174091
2005-10-20,468.538579840277
2005-10-21,471.262484210755
2005-10-24,468.844452314197
2005-10-25,469.161179560592
2005-10-26,470.733459476318
2005-10-27,467.432377746121
2005-10-28,461.910596655413
2005-10-31,469.486041976863
2005-11-01,476.674404640624
2005-11-02,482.876877956507
2005-11-03,483.745512454617
2005-11-04,483.682151157559
2005-11-07,479.983942310762
2005-11-08,481.223576116063
2005-11-09,485.559950884326
2005-11-10,486.808024185993
2005-11-11,493.895208408747
2005-11-14,493.682113722003
2005-11-15,492.235350050807
2005-11-16,494.132180587004
2005-11-17,495.591607935278
2005-11-18,499.183544039293
2005-11-21,498.187235340336
2005-11-22,491.894895346177
2005-11-23,502.13066734073
2005-11-24,503.5593734062
2005-11-25,502.733895194293
2005-11-28,504.993434501479
2005-11-29,502.037667609874
2005-11-30,505.028677453165
2005-12-01,506.425484703234
2005-12-02,509.19334337523
2005-12-05,511.146322237293
2005-12-06,511.988333583639
2005-12-07,516.050277258936
2005-12-08,513.355881587261
2005-12-09,513.766430104734
2005-12-12,516.834596938507
2005-12-13,518.305586588085
2005-12-14,519.393078580107
2005-12-15,520.616702101893
2005-12-16,519.238072307885
2005-12-19,525.027908300633
2005-12-20,525.028736926244
2005-12-21,527.879646434214
2005-12-22,527.313619817863
2005-12-23,531.491803168214
2005-12-26,532.269456586328
2005-12-27,534.858910359025
2005-12-28,532.396210201592
2005-12-29,535.682738644135
2005-12-30,534.924771654303
2006-01-02,533.887836565921
2006-01-03,540.649727078547
2006-01-04,550.470143703021
2006-01-05,555.354610885019
2006-01-06,558.762431285791
2006-01-09,565.640034419516
2006-01-10,562.084625133248
2006-01-11,561.964466179181
2006-01-12,566.376530733296
2006-01-13,564.734382718968
2006-01-16,566.033562073512
2006-01-17,558.803023682701
2006-01-18,549.654234723385
2006-01-19,556.841240169999
2006-01-20,553.455963077577
2006-01-23,549.127426162573
2006-01-24,555.414981007698
2006-01-25,562.442364962065
2006-01-26,563.016510796577
2006-01-27,570.611299767344
2006-01-30,570.265297091623
2006-01-31,574.797609038887
2006-02-01,574.388096701031
2006-02-02,570.831423963026
2006-02-03,564.493327840704
2006-02-06,572.85008665614
2006-02-07,571.120409473057
2006-02-08,561.787224621071
2006-02-09,563.603464712811
2006-02-10,566.41090106749
2006-02-13,561.375589930417
2006-02-14,565.048388307658
2006-02-15,560.964381253125
2006-02-16,563.351465993639
2006-02-17,566.655805500998
2006-02-20,571.68750724829
2006-02-21,569.990393817808
2006-02-22,566.634167870903
2006-02-23,571.647038244357
2006-02-24,573.733631706655
2006-02-27,576.986718568973
2006-02-28,574.894187536963
2006-03-01,576.466692536696
2006-03-02,578.458210746486
2006-03-03,571.46973217722
2006-03-06,573.287545149401
2006-03-07,563.360197014033
2006-03-08,557.51727101937
2006-03-09,558.217156541703
2006-03-10,559.888324684718
2006-03-13,564.92319878135
2006-03-14,563.183753047987
2006-03-15,568.292202749252
2006-03-16,570.019712574668
2006-03-17,573.147959984062
2006-03-20,576.172047434225
2006-03-21,573.111876976662
2006-03-22,564.672051121791
2006-03-23,566.343970740312
2006-03-24,568.10400037478
2006-03-27,573.126612540183
2006-03-28,574.116255922524
2006-03-29,573.750391212336
2006-03-30,577.544287251108
2006-03-31,582.091636179022
2006-04-03,588.948592650765
2006-04-04,593.797931986577
2006-04-05,597.037939552708
2006-04-06,604.168162527613
2006-04-07,604.988698856534
2006-04-10,603.316877978857
2006-04-11,600.489111422632
2006-04-12,596.156927799922
2006-04-13,601.097651161125
2006-04-14,607.159248551255
2006-04-17,609.959841817999
2006-04-18,614.326448224479
2006-04-19,622.446622663531
2006-04-20,624.748613249753
2006-04-21,627.057950666077
2006-04-24,624.220817302253
2006-04-25,619.097563633744
2006-04-26,626.356095070438
2006-04-27,626.804227770746
2006-04-28,622.398210590341
2006-05-01,623.381489744532
2006-05-02,632.411809230114
2006-05-03,637.850660013916
2006-05-04,638.953243632469
2006-05-05,640.36262013295
2006-05-08,652.679115217182
2006-05-09,648.343702092207
2006-05-10,648.243504328267
2006-05-11,647.052352512086
2006-05-12,640.855862183976
2006-05-15,619.639538109047
2006-05-16,610.458181410273
2006-05-17,621.850640271904
2006-05-18,602.708675844306
2006-05-19,602.075660463505
2006-05-22,582.765500262248
2006-05-23,585.595286696225
2006-05-24,583.209153497265
2006-05-25,574.628505574014
2006-05-26,583.413127070796
2006-05-29,585.305819982109
2006-05-30,580.403529423614
2006-05-31,577.825774228817
2006-06-01,571.902434900281
2006-06-02,579.822958481164
2006-06-05,576.238296454481
2006-06-06,574.597832977311
2006-06-07,561.197495730519
2006-06-08,540.139047607968
2006-06-09,546.07634327198
2006-06-12,543.810001253614
2006-06-13,528.482622596794
2006-06-14,531.316163683668
2006-06-15,535.156678386809
2006-06-16,553.808694000311
2006-06-19,549.277304160431
2006-06-20,539.714157320827
2006-06-21,541.019801596416
2006-06-22,549.792061547991
2006-06-23,546.936191921913
2006-06-26,548.526372797656
2006-06-27,552.151340982753
2006-06-28,550.131193197831
2006-06-29,556.756783599763
2006-06-30,573.767330569763
2006-07-03,575.777455910049
2006-07-04,577.169573742102
2006-07-05,571.576235904991
2006-07-06,569.679331600008
2006-07-07,571.83610365025
2006-07-10,576.503272136476
2006-07-11,573.250882804673
2006-07-12,573.282594677545
2006-07-13,566.504694121844
2006-07-14,554.24023050051
2006-07-17,546.6697537102
2006-07-18,544.064927963578
2006-07-19,543.492139636577
2006-07-20,559.889147209755
2006-07-21,559.300292857999
2006-07-24,556.459947484931
2006-07-25,562.221747847149
2006-07-26,562.997591306106
2006-07-27,570.868199286275
2006-07-28,570.606761681701
2006-07-31,571.43600231489
2006-08-01,568.937279789984
2006-08-02,571.410470950383
2006-08-03,572.316906848166
2006-08-04,572.940960398772
2006-08-07,572.317043160592
2006-08-08,577.85613807064
2006-08-09,583.32030844826
2006-08-10,581.114897126214
2006-08-11,578.784632627026
2006-08-14,579.651403624097
2006-08-15,579.580699771904
2006-08-16,586.44751078855
2006-08-17,590.042787076725
2006-08-18,591.431638971734
2006-08-21,584.623613579697
2006-08-22,588.934920859107
2006-08-23,585.615090521201
2006-08-24,580.636382503357
2006-08-25,581.460076383419
2006-08-28,578.592208634832
2006-08-29,584.637312783885
2006-08-30,586.821932127369
2006-08-31,588.988780057443
2006-09-01,592.6668501394
2006-09-04,599.783064317789
2006-09-05,599.671063366027
2006-09-06,597.601386465215
2006-09-07,594.210972842542
2006-09-08,594.654270499235
2006-09-11,587.652735299768
2006-09-12,586.877147945943
2006-09-13,591.516276865031
2006-09-14,595.016923898451
2006-09-15,597.736701645663
2006-09-18,606.064614607337
2006-09-19,606.616920190078
2006-09-20,605.792757033534
2006-09-21,609.758616008888
2006-09-22,604.81736025319
2006-09-25,605.866290480604
2006-09-26,603.075132683956
2006-09-27,609.676953873457
2006-09-28,610.478051161338
2006-09-29,609.048711166976
2006-10-02,611.120531724134
2006-10-03,611.36491083937
2006-10-04,605.533375137311
2006-10-05,611.400394877861
2006-10-06,611.631433183372
2006-10-09,602.884501312182
2006-10-10,606.613331211413
2006-10-11,606.714200402509
2006-10-12,609.460022905045
2006-10-13,616.866948193828
2006-10-16,620.221606783361
2006-10-17,617.49115372698
2006-10-18,616.700451276111
2006-10-19,615.665201126016
2006-10-20,619.207995489792
2006-10-23,617.546555304084
2006-10-24,620.194850579667
2006-10-25,622.165274740803
2006-10-26,626.223790021561
2006-10-27,626.543422120142
2006-10-30,623.305875942522
2006-10-31,625.604883946687
2006-11-01,629.835614551286
2006-11-02,634.430358938626
2006-11-03,636.927410577773
2006-11-06,635.621192617348
2006-11-07,641.939983633697
2006-11-08,640.601834454577
2006-11-09,646.333672287367
2006-11-10,647.158567014501
2006-11-13,646.777835957854
2006-11-14,651.402499354539
2006-11-15,653.721182002264
2006-11-16,657.179866544437
2006-11-17,657.579055890779
2006-11-20,654.328194194205
2006-11-21,657.498368856948
2006-11-22,666.148879930525
2006-11-23,667.567493841545
2006-11-24,668.075514383368
2006-11-27,671.837067370626
2006-11-28,660.606503579089
2006-11-29,667.49516623834
2006-11-30,674.375089267568
2006-12-01,675.710956378565
2006-12-04,676.019107926143
2006-12-05,681.155322828347
2006-12-06,684.321904650916
2006-12-07,682.306583860865
2006-12-08,674.072836310935
2006-12-11,673.367731749319
2006-12-12,668.769619549598
2006-12-13,668.4489716394
2006-12-14,678.425691502049
2006-12-15,682.63490419156
2006-12-18,685.99433621014
2006-12-19,673.444308458931
2006-12-20,684.318767905055
2006-12-21,682.456216473724
2006-12-22,683.808266750531
2006-12-25,683.686882479344
2006-12-26,684.641052693132
2006-12-27,689.644296947212
2006-12-28,694.16005826867
2006-12-29,697.345837501977
2007-01-01,697.345837501977
2007-01-02,706.856949929588
2007-01-03,703.841925826032
2007-01-04,694.789868958558
2007-01-05,690.677754782115
2007-01-08,683.353873920504
2007-01-09,682.793208799299
2007-01-10,671.531715465996
2007-01-11,671.724359126141
2007-01-12,683.007716017425
2007-01-15,691.672666261494
2007-01-16,693.781113541158
2007-01-17,692.195508470644
2007-01-18,696.180673194012
2007-01-19,693.031161232876
2007-01-22,698.183301031479
2007-01-23,696.723955364236
2007-01-24,704.298400872415
2007-01-25,700.686010911906
2007-01-26,692.793003393685
2007-01-29,691.016877597622
2007-01-30,693.712449413558
2007-01-31,689.586510260066
2007-02-01,697.744061062226
2007-02-02,708.334892948344
2007-02-05,710.602479449145
2007-02-06,716.031798578562
2007-02-07,716.900812328823
2007-02-08,716.713234214672
2007-02-09,718.69966902583
2007-02-12,711.895349597573
2007-02-13,705.154613388109
2007-02-14,713.206776609874
2007-02-15,722.357298650717
2007-02-16,723.793838706438
2007-02-19,723.06010722009
2007-02-20,723.755621605886
2007-02-21,725.751938208441
2007-02-22,728.133048746071
2007-02-23,727.686497618977
2007-02-26,725.726853219065
2007-02-27,715.710377204228
2007-02-28,697.175365673418
2007-03-01,690.571889677158
2007-03-02,689.432402760931
2007-03-05,662.245975753551
2007-03-06,675.748922502623
2007-03-07,677.992626159125
2007-03-08,689.51095917714
2007-03-09,691.579666639742
2007-03-12,700.317657832621
2007-03-13,699.432232768423
2007-03-14,682.361572352691
2007-03-15,691.209545490119
2007-03-16,690.707795923964
2007-03-19,696.484266470726
2007-03-20,698.746955351659
2007-03-21,704.74366607451
2007-03-22,713.531204113889
2007-03-23,711.647369623105
2007-03-26,712.684615710871
2007-03-27,712.782573718281
2007-03-28,706.388228803065
2007-03-29,711.828394614443
2007-03-30,713.896057324686
2007-04-02,714.740665075339
2007-04-03,721.784426688073
2007-04-04,732.484976501129
2007-04-05,733.345246312562
2007-04-06,733.101233470125
2007-04-09,738.281185560852
2007-04-10,740.529898420028
2007-04-11,745.538152496718
2007-04-12,743.815504494873
2007-04-13,741.907224379261
2007-04-16,748.798582680479
2007-04-17,747.893277974866
2007-04-18,748.307050618759
2007-04-19,733.951720271052
2007-04-20,743.773440724321
2007-04-23,748.175166018799
2007-04-24,751.094615068519
2007-04-25,747.75509720685
2007-04-26,752.691231224381
2007-04-27,747.148740959771
2007-04-30,742.850920594179
2007-05-01,742.581550860771
2007-05-02,747.683468337095
2007-05-03,756.160034423036
2007-05-04,764.077481050957
2007-05-07,770.015790213216
2007-05-08,767.212778844244
2007-05-09,769.487187741377
2007-05-10,772.462939509149
2007-05-11,767.022773083167
2007-05-14,778.554514434569
2007-05-15,773.135282956229
2007-05-16,777.77424004985
2007-05-17,781.728570677346
2007-05-18,777.942514084774
2007-05-21,784.589957263498
2007-05-22,789.383604669603
2007-05-23,789.403035923852
2007-05-24,786.989060574025
2007-05-25,781.289713861823
2007-05-28,784.933836244438
2007-05-29,785.125951507765
2007-05-30,778.498378623848
2007-05-31,789.046014956705
2007-06-01,798.324533754971
2007-06-04,806.147573421642
2007-06-05,807.837933188876
2007-06-06,806.231103073158
2007-06-07,805.567324460618
2007-06-08,794.238814383187
2007-06-11,797.517734888262
2007-06-12,800.702625935395
2007-06-13,796.119258614655
2007-06-14,810.056347610285
2007-06-15,815.672359764795
2007-06-18,827.359700403514
2007-06-19,827.238459752097
2007-06-20,832.261964668345
2007-06-21,837.889351857441
2007-06-22,834.012613774649
2007-06-25,829.868415040813
2007-06-26,825.616847175047
2007-06-27,821.474481884775
2007-06-28,827.630509254989
2007-06-29,826.59727602637
2007-07-02,833.357990841035
2007-07-03,847.673370840244
2007-07-04,853.693584362886
2007-07-05,856.82511513813
2007-07-06,865.127228125257
2007-07-09,878.935819047738
2007-07-10,883.018558620707
2007-07-11,875.926292736562
2007-07-12,883.187388697781
2007-07-13,901.300256214708
2007-07-16,894.482031767383
2007-07-17,896.390961419905
2007-07-18,887.180526694957
2007-07-19,891.706071045061
2007-07-20,906.672544546907
2007-07-23,911.448249053394
2007-07-24,918.012534043851
2007-07-25,917.924585958125
2007-07-26,904.951861351278
2007-07-27,870.865340379637
2007-07-30,874.603906074446
2007-07-31,889.082390842461
2007-08-01,851.867466085385
2007-08-02,853.598944175943
2007-08-03,860.873223444487
2007-08-06,841.357655581714
2007-08-07,839.110515540495
2007-08-08,861.667971570808
2007-08-09,863.298285033567
2007-08-10,832.851432214653
2007-08-13,841.08366312191
2007-08-14,837.161715196375
2007-08-15,819.442574626125
2007-08-16,775.20230716321
2007-08-17,760.407722376501
2007-08-20,803.852016678417
2007-08-21,802.189778941557
2007-08-22,816.014762807423
2007-08-23,834.69938487129
2007-08-24,831.818417500907
2007-08-27,846.218268857399
2007-08-28,845.069079368789
2007-08-29,836.352866820147
2007-08-30,847.389427421223
2007-08-31,867.340338754876
2007-09-03,867.593056626448
2007-09-04,864.989851035715
2007-09-05,867.181807697493
2007-09-06,873.99594999923
2007-09-07,873.547977240393
2007-09-10,862.473698587491
2007-09-11,866.689062272505
2007-09-12,868.323567092366
2007-09-13,873.860917416978
2007-09-14,883.550536709549
2007-09-17,875.644247950464
2007-09-18,871.454260941614
2007-09-19,901.256251208604
2007-09-20,908.726929383304
2007-09-21,912.876365814519
2007-09-24,925.04779886562
2007-09-25,922.833737515926
2007-09-26,927.848951945491
2007-09-27,948.18350601673
2007-09-28,954.651324517765
2007-10-01,961.94417059183
2007-10-02,986.805870202695
2007-10-03,979.789012306184
2007-10-04,967.076866410054
2007-10-05,976.22304300472
2007-10-08,979.188351626895
2007-10-09,985.010543834925
2007-10-10,996.11647408441
2007-10-11,1011.7865810638
2007-10-12,998.128416207883
2007-10-15,1011.40142083454
2007-10-16,1000.22835673816
2007-10-17,997.727096441094
2007-10-18,1000.86093276677
2007-10-19,993.623484922124
2007-10-22,963.674377545862
2007-10-23,985.42166254442
2007-10-24,982.132215263964
2007-10-25,1000.09766441232
2007-10-26,1019.65022245092
2007-10-29,1047.95468526409
2007-10-30,1042.28848939023
2007-10-31,1041.75682485069
2007-11-01,1037.0659461527
2007-11-02,1011.539951128
2007-11-05,990.875138332594
2007-11-06,1003.61385236342
2007-11-07,1008.1646634864
2007-11-08,978.59405920398
2007-11-09,982.389947882747
2007-11-12,949.677910040036
2007-11-13,951.320164993934
2007-11-14,983.240167463461
2007-11-15,974.122204822988
2007-11-16,952.234492822434
2007-11-19,942.768444900904
2007-11-20,941.025930439187
2007-11-21,907.081470561698
2007-11-22,901.339193309099
2007-11-23,905.112121872598
2007-11-26,935.04748189639
2007-11-27,924.181972668149
2007-11-28,920.283254267433
2007-11-29,946.236298652129
2007-11-30,955.467829760281
2007-12-03,953.335286529933
2007-12-04,962.372802036118
2007-12-05,974.26606900427
2007-12-06,980.696934476567
2007-12-07,978.189772220546
2007-12-10,968.848152030561
2007-12-11,981.88683102247
2007-12-12,966.803294220262
2007-12-13,947.581584732348
2007-12-14,935.207516309971
2007-12-17,901.351124277362
2007-12-18,900.985703208218
2007-12-19,910.462332502966
2007-12-20,903.926775440836
2007-12-21,921.578513083498
2007-12-24,942.037860174215
2007-12-25,943.501889956466
2007-12-26,943.787174332139
2007-12-27,947.689961621145
2007-12-28,943.917164175691
2007-12-31,952.444939747947
2008-01-01,952.444042423646
2008-01-02,938.572040526101
2008-01-03,927.542130940067
2008-01-04,936.520363796643
2008-01-07,915.21206132555
2008-01-08,916.247311517145
2008-01-09,929.3417168389
2008-01-10,921.227393697463
2008-01-11,916.345003546574
2008-01-14,913.16291092851
2008-01-15,910.564611467379
2008-01-16,878.037698212276
2008-01-17,883.135467067658
2008-01-18,884.210351841114
2008-01-21,852.224885595688
2008-01-22,802.999290254446
2008-01-23,823.953367038352
2008-01-24,825.894860864464
2008-01-25,858.758915090981
2008-01-28,830.230030668023
2008-01-29,842.366963727361
2008-01-30,830.548768697199
2008-01-31,838.462076767787
2008-02-01,851.059387069401
2008-02-04,870.638705177355
2008-02-05,870.839070066677
2008-02-06,854.824060883229
2008-02-07,853.008692628438
2008-02-08,853.033518232004
2008-02-11,831.081158296745
2008-02-12,830.266837607625
2008-02-13,831.400324282585
2008-02-14,862.633324506312
2008-02-15,867.189655163731
2008-02-18,867.111557772699
2008-02-19,880.583944059139
2008-02-20,862.033911077515
2008-02-21,874.420448701622
2008-02-22,868.757165103136
2008-02-25,877.884849497967
2008-02-26,885.074175010324
2008-02-27,900.74791802551
2008-02-28,904.621336556533
2008-02-29,895.127809292626
2008-03-03,867.076413583987
2008-03-04,867.280703168235
2008-03-05,863.909979811737
2008-03-06,877.982360359661
2008-03-07,859.954975448797
2008-03-10,842.078536183781
2008-03-11,847.892376406743
2008-03-12,856.633379061383
2008-03-13,826.838383032607
2008-03-14,819.344483699004
2008-03-17,792.593820148218
2008-03-18,800.741080711812
2008-03-19,815.257291870053
2008-03-20,811.67189182643
2008-03-21,820.897988478592
2008-03-24,839.125526684442
2008-03-25,864.555017486404
2008-03-26,863.448028413494
2008-03-27,854.847546994308
2008-03-28,861.405558068407
2008-03-31,855.20359848733
2008-04-01,858.869772936645
2008-04-02,884.694855404657
2008-04-03,889.287213642317
2008-04-04,887.088034591563
2008-04-07,894.201776037576
2008-04-08,883.532327073783
2008-04-09,877.763197281517
2008-04-10,891.516236734454
2008-04-11,904.241296597187
2008-04-14,887.265101110217
2008-04-15,887.898391750197
2008-04-16,894.482933987615
2008-04-17,899.909242213897
2008-04-18,894.663323759569
2008-04-21,907.450917066253
2008-04-22,906.905119377917
2008-04-23,912.993401080476
2008-04-24,913.310543859912
2008-04-25,916.681100364116
2008-04-28,925.001470259673
2008-04-29,921.665340389347
2008-04-30,921.763505006047
2008-05-01,921.682486570064
2008-05-02,931.163117040981
2008-05-05,927.431042552503
2008-05-06,928.216122906935
2008-05-07,920.630008758443
2008-05-08,901.50096768372
2008-05-09,895.178078965803
2008-05-12,893.755561112827
2008-05-13,909.406391988466
2008-05-14,908.713689649575
2008-05-15,922.449611467389
2008-05-16,930.113871255255
2008-05-19,931.853988959982
2008-05-20,915.242160235365
2008-05-21,916.286510589063
2008-05-22,907.091275177487
2008-05-23,892.337855311942
2008-05-26,876.003094016073
2008-05-27,885.984187995741
