Date,AC FAR EAST VALUE WEIGHTED
1998-01-30,693.8166345111667
1998-02-02,712.7940514063986
1998-02-03,730.3851565950528
1998-02-04,730.2472772994868
1998-02-05,740.9880805069987
1998-02-06,747.6907774948503
1998-02-09,757.8873861222896
1998-02-10,770.7439003786102
1998-02-11,770.4032398353535
1998-02-12,759.3106689381118
1998-02-13,734.1921800257294
1998-02-16,717.8196742943402
1998-02-17,718.8148755926672
1998-02-18,722.7491266061896
1998-02-19,729.2122745830959
1998-02-20,726.8205048620692
1998-02-23,722.613300981672
1998-02-24,715.4098937183509
1998-02-25,714.0026797462868
1998-02-26,726.0726120806311
1998-02-27,748.7566721694628
1998-03-02,767.9162938278212
1998-03-03,760.572289686939
1998-03-04,750.8575132671486
1998-03-05,728.1087909797055
1998-03-06,732.0261558702689
1998-03-09,726.1360272030639
1998-03-10,730.494488433671
1998-03-11,720.2021280087523
1998-03-12,713.9798544998015
1998-03-13,734.7348946202758
1998-03-16,725.1807251138887
1998-03-17,726.6712148038815
1998-03-18,716.6594159408035
1998-03-19,721.1987578393138
1998-03-20,725.3289192082743
1998-03-23,727.7944128950762
1998-03-24,719.5074808880167
1998-03-25,726.718066251706
1998-03-26,738.0149096302889
1998-03-27,732.4142803996783
1998-03-30,710.6920216671828
1998-03-31,709.5215704095707
1998-04-01,694.709260044329
1998-04-02,672.2159134507781
1998-04-03,661.5788247398388
1998-04-06,669.5674917481468
1998-04-07,680.6811050585765
1998-04-08,698.2998455475656
1998-04-09,717.5602339658005
1998-04-10,715.5492160584752
1998-04-13,715.326298235526
1998-04-14,711.141012916922
1998-04-15,709.221804983725
1998-04-16,685.2354174219419
1998-04-17,682.5655933882053
1998-04-20,680.4499727798425
1998-04-21,685.4406229011939
1998-04-22,684.9080490358785
1998-04-23,687.4656691374319
1998-04-24,691.5221131428146
1998-04-27,672.2567315657782
1998-04-28,668.0081111175901
1998-04-29,668.1678263094283
1998-04-30,676.6450467240677
1998-05-01,672.157108184774
1998-05-04,667.8071558498632
1998-05-05,668.9976248482246
1998-05-06,650.5705733039572
1998-05-07,643.3375313226204
1998-05-08,644.4093261741517
1998-05-11,650.5240298374027
1998-05-12,642.6189812211694
1998-05-13,635.441507951243
1998-05-14,637.5653102082551
1998-05-15,637.3746747366532
1998-05-18,627.9071337062998
1998-05-19,631.6857608099998
1998-05-20,637.9376785539332
1998-05-21,647.7194759888202
1998-05-22,643.8176024951716
1998-05-25,634.7287902438375
1998-05-26,630.3816704154317
1998-05-27,620.1996917079608
1998-05-28,616.1467792676932
1998-05-29,612.4638856732662
1998-06-01,592.6679028941658
1998-06-02,600.2409929146093
1998-06-03,603.4390247468652
1998-06-04,599.5680405614263
1998-06-05,593.2545841230769
1998-06-08,586.7488045913535
1998-06-09,587.8660388776119
1998-06-10,572.1629654916813
1998-06-11,560.336319204115
1998-06-12,552.6056030175721
1998-06-15,533.6163333436727
1998-06-16,535.8254956205421
1998-06-17,564.6239767393389
1998-06-18,594.1307832536206
1998-06-19,600.2771919904214
1998-06-22,580.7053109322446
1998-06-23,572.1720268516456
1998-06-24,569.7571721521115
1998-06-25,571.0635143000032
1998-06-26,566.2275927724764
1998-06-29,571.5211982875074
1998-06-30,593.4492021002243
1998-07-01,612.6412665396543
1998-07-02,608.9102342873477
1998-07-03,610.0755142952107
1998-07-06,601.6526790649281
1998-07-07,607.8725066327597
1998-07-08,607.0173306001693
1998-07-09,597.8306500086294
1998-07-10,586.0844138756063
1998-07-13,588.9384537890784
1998-07-14,598.2581932176548
1998-07-15,603.9691815652831
1998-07-16,611.8012274471615
1998-07-17,612.9320456972246
1998-07-20,616.5312160530005
1998-07-21,611.9935479900306
1998-07-22,598.3323413991455
1998-07-23,590.62901464728
1998-07-24,596.3561834511676
1998-07-27,579.2878364551137
1998-07-28,581.7461885473732
1998-07-29,577.2263870151273
1998-07-30,581.5939803976477
1998-07-31,582.6704268123705
1998-08-03,565.9989835454662
1998-08-04,564.7843583573198
1998-08-05,564.9635442182783
1998-08-06,555.2278462482305
1998-08-07,547.9252146760015
1998-08-10,537.9527900048455
1998-08-11,525.1131315782889
1998-08-12,525.4752877699
1998-08-13,523.6680313776201
1998-08-14,523.542840767703
1998-08-17,516.2369307069577
1998-08-18,522.8028452409034
1998-08-19,538.6007088362823
1998-08-20,545.4998466372175
1998-08-21,532.2185988182576
1998-08-24,527.4596445528811
1998-08-25,528.5745880360943
1998-08-26,524.4914473630432
1998-08-27,517.2947701582877
1998-08-28,501.7764404707795
1998-08-31,507.5802805902532
1998-09-01,519.1186292779282
1998-09-02,523.9174416425248
1998-09-03,531.5170833098634
1998-09-04,529.5006690745865
1998-09-07,568.2466708546146
1998-09-08,561.8302334234771
1998-09-09,540.6158363740004
1998-09-10,546.6041945334161
1998-09-11,534.8797306085978
1998-09-14,535.2902801526271
1998-09-15,537.3535592953098
1998-09-16,535.2613893183984
1998-09-17,532.3279281367436
1998-09-18,528.3635926315761
1998-09-21,512.9756959941709
1998-09-22,511.06993143872774
1998-09-23,508.82163623703406
1998-09-24,529.0024700654907
1998-09-25,519.7948374438105
1998-09-28,525.141033244275
1998-09-29,530.9424168780122
1998-09-30,510.508358976616
1998-10-01,501.15476406235166
1998-10-02,502.96979481184775
1998-10-05,494.87072051562643
1998-10-06,503.707165235869
1998-10-07,552.7613710903632
1998-10-08,555.6585050773571
1998-10-09,566.7478019717377
1998-10-12,589.9712577561555
1998-10-13,573.4824977738411
1998-10-14,566.270665123353
1998-10-15,575.7964761693307
1998-10-16,607.204487628308
1998-10-19,617.420930660322
1998-10-20,620.2008887205335
1998-10-21,634.7111840160081
1998-10-22,633.2122292790797
1998-10-23,628.8334325942286
1998-10-26,618.9905319537163
1998-10-27,617.0630610975213
1998-10-28,613.4877619923313
1998-10-29,624.7446582541421
1998-10-30,630.687342710268
1998-11-02,656.4153820946742
1998-11-03,656.9649697886555
1998-11-04,675.2289884836251
1998-11-05,669.6913029427059
1998-11-06,655.7054311708567
1998-11-09,639.9119244669688
1998-11-10,626.3027845590188
1998-11-11,645.4047687143736
1998-11-12,627.1114482882462
1998-11-13,638.7060535865247
1998-11-16,659.2523113224848
1998-11-17,656.6444615416825
1998-11-18,659.953054491988
1998-11-19,671.6877703905911
1998-11-20,682.115649752982
1998-11-23,685.166912631126
1998-11-24,704.0978206593097
1998-11-25,696.4857886368378
1998-11-26,696.8774090171977
1998-11-27,691.2549300873841
1998-11-30,678.8085251442945
1998-12-01,676.9852656898571
1998-12-02,686.8909187263298
1998-12-03,687.3648468003065
1998-12-04,687.5004204345418
1998-12-07,696.3902299398534
1998-12-08,699.4003342606142
1998-12-09,714.2966367636067
1998-12-10,722.4594545744037
1998-12-11,706.5556628101521
1998-12-14,703.6478794625232
1998-12-15,698.1306027278588
1998-12-16,698.1153908124537
1998-12-17,694.6575491865059
1998-12-18,702.1267714017796
1998-12-21,707.3252430454107
1998-12-22,692.3148393020842
1998-12-23,694.8452086129588
1998-12-24,692.3904131583874
1998-12-25,697.1275466202666
1998-12-28,696.7855354616015
1998-12-29,704.0561412959175
1998-12-30,704.7926688409568
1998-12-31,712.4329606330564
1999-01-01,712.4329606330564
1999-01-04,706.4636957011119
1999-01-05,707.0326373927106
1999-01-06,716.4086349661301
1999-01-07,738.463866039438
1999-01-08,728.87129491186
1999-01-11,738.2339879189428
1999-01-12,724.2044507261112
1999-01-13,711.4791849774756
1999-01-14,711.2616481928883
1999-01-15,712.8851362745172
1999-01-18,717.3560393489346
1999-01-19,716.1250274859666
1999-01-20,724.8242723237653
1999-01-21,723.7599339711868
1999-01-22,705.8767713591826
1999-01-25,701.4949524024348
1999-01-26,707.0966857566577
1999-01-27,711.7057559296198
1999-01-28,702.4628252034636
1999-01-29,710.8383326268171
1999-02-01,713.0768580434
1999-02-02,719.2660664993832
1999-02-03,709.3196212289433
1999-02-04,704.66602515019
1999-02-05,695.994184763077
1999-02-08,694.2373246900911
1999-02-09,684.1699025916457
1999-02-10,681.3351354447925
1999-02-11,684.1925072507322
1999-02-12,695.0617418885065
1999-02-15,693.1018703332664
1999-02-16,685.2341193409935
1999-02-17,680.1891619911795
1999-02-18,672.2504255633959
1999-02-19,664.0181606011643
1999-02-22,670.6152993765307
1999-02-23,671.6486393900476
1999-02-24,670.8349534089133
1999-02-25,680.1469873747725
1999-02-26,689.1861658509835
1999-03-01,684.1038955355378
1999-03-02,673.70303195492
1999-03-03,672.7787413329024
1999-03-04,665.5585528105222
1999-03-05,690.8377050729733
1999-03-08,698.8988973379098
1999-03-09,710.2415801959525
1999-03-10,731.8870588956024
1999-03-11,735.3124691491676
1999-03-12,743.0018506679726
1999-03-15,759.4732808037481
1999-03-16,774.6434325370674
1999-03-17,781.280284256712
1999-03-18,764.2406362366661
1999-03-19,791.477999539925
1999-03-22,789.4000522367054
1999-03-23,787.0462405112648
1999-03-24,769.9437642164163
1999-03-25,779.4237914287258
1999-03-26,779.8120564173222
1999-03-29,777.3489075683502
1999-03-30,779.3572078065354
1999-03-31,790.0757685651072
1999-04-01,805.9310450561218
1999-04-02,805.6816093726362
1999-04-05,801.299016305156
1999-04-06,818.7761011016725
1999-04-07,824.3582457495161
1999-04-08,836.9963900180018
1999-04-09,838.1657339622856
1999-04-12,828.6058645033261
1999-04-13,837.7490375750048
1999-04-14,850.9184967824295
1999-04-15,853.3243336370865
1999-04-16,871.2617388393039
1999-04-19,883.2345646204805
1999-04-20,877.0334600445367
1999-04-21,858.4922199242355
1999-04-22,863.0526741819292
1999-04-23,875.5456536457878
1999-04-26,889.3051777358238
1999-04-27,896.6508930818507
1999-04-28,896.908218152278
1999-04-29,889.4860069699716
1999-04-30,885.3952290659785
1999-05-03,882.1889448072325
1999-05-04,886.3811923703803
1999-05-05,888.0717486207105
1999-05-06,919.9152405147697
1999-05-07,909.6602949433524
1999-05-10,911.9749394270452
1999-05-11,894.431663837442
1999-05-12,895.1137729105619
1999-05-13,881.3499656032852
1999-05-14,873.342304475294
1999-05-17,848.3006753015869
1999-05-18,854.5724518677787
1999-05-19,834.850948763684
1999-05-20,832.1724492706825
1999-05-21,836.8160189167788
1999-05-24,839.3989347875026
1999-05-25,839.2380751940552
1999-05-26,845.8268157945613
1999-05-27,846.6132815604177
1999-05-28,847.173476476765
1999-05-31,843.5810701039064
1999-06-01,863.6553595759917
1999-06-02,869.8234954679175
1999-06-03,860.3170588556586
1999-06-04,861.4556731935576
1999-06-07,879.7660221450597
1999-06-08,895.5505087665542
1999-06-09,898.4977950501085
1999-06-10,918.4160673121645
1999-06-11,932.0690035256538
1999-06-14,916.6084366471623
1999-06-15,915.9212919852608
1999-06-16,920.6502666900699
1999-06-17,935.6950753883295
1999-06-18,929.1289217289983
1999-06-21,940.450481753871
1999-06-22,949.7401950944172
1999-06-23,939.8828333481042
1999-06-24,938.7342283199943
1999-06-25,937.2793564841477
1999-06-28,946.4580574687013
1999-06-29,953.2816084542808
1999-06-30,943.8245676275582
1999-07-01,961.4748332727893
1999-07-02,971.5141271459806
1999-07-05,978.9071664092041
1999-07-06,976.0724628743799
1999-07-07,974.9097678535321
1999-07-08,969.2327000126086
1999-07-09,973.1957608956448
1999-07-12,977.073772093392
1999-07-13,976.8227628586567
1999-07-14,978.6528403922182
1999-07-15,989.8055803196493
1999-07-16,983.7784862067499
1999-07-19,996.9079512788503
1999-07-20,995.8614760976311
1999-07-21,987.9112305293669
1999-07-22,972.3961793696354
1999-07-23,954.0741611037349
1999-07-26,947.40964080927
1999-07-27,953.5961097286987
1999-07-28,969.4720518497737
1999-07-29,989.808798003174
1999-07-30,997.2502542139014
1999-08-02,990.9940530431695
1999-08-03,996.3078133306508
1999-08-04,989.2394415925628
1999-08-05,972.5732573675207
1999-08-06,959.1527047472099
1999-08-09,952.916029578032
1999-08-10,955.6791343158262
1999-08-11,942.0701002704762
1999-08-12,954.0136804505346
1999-08-13,949.007436974002
1999-08-16,972.6917290319075
1999-08-17,972.891914839736
1999-08-18,985.5348066166795
1999-08-19,992.1923017121743
1999-08-20,1010.51435741003
1999-08-23,1024.0882429712951
1999-08-24,1018.6405722413015
1999-08-25,1017.2180927598931
1999-08-26,1004.6763713870944
1999-08-27,999.9074467253457
1999-08-30,1013.238273018475
1999-08-31,993.7264968626704
1999-09-01,1016.3341131254504
1999-09-02,1017.2720434100996
1999-09-03,1007.8587240190448
1999-09-06,1022.421633809182
1999-09-07,1009.5356110313128
1999-09-08,1004.1344101144047
1999-09-09,1029.5749869708886
1999-09-10,1031.5648787219257
1999-09-13,1057.7626403531265
1999-09-14,1056.7814186606124
1999-09-15,1058.1401691688984
1999-09-16,1035.5543032030384
1999-09-17,1027.029660873545
1999-09-20,1035.035548521071
1999-09-21,1060.7912124495717
1999-09-22,1033.2137317323118
1999-09-23,1031.1314201244597
1999-09-24,1007.6157356396959
1999-09-27,987.1197031216823
1999-09-28,1004.8799669238765
1999-09-29,993.7972839561428
1999-09-30,1012.0017936794096
1999-10-01,1024.58242373512
1999-10-04,1015.2009803321839
1999-10-05,1006.5058770197475
1999-10-06,1012.6764468888739
1999-10-07,1020.5236079149256
1999-10-08,1023.055019163825
1999-10-11,1026.3310918472696
1999-10-12,1034.854017138566
1999-10-13,1015.6303610302207
1999-10-14,1026.2073819531563
1999-10-15,1021.0694912869551
1999-10-18,997.2048266273473
1999-10-19,994.8849300972928
1999-10-20,1011.7017271722304
1999-10-21,1008.4926253753416
1999-10-22,1015.7503753285096
1999-10-25,1025.66964394076
1999-10-26,1029.331867169304
1999-10-27,1023.166296549451
1999-10-28,1021.1687648656508
1999-10-29,1051.1084388506617
1999-11-01,1055.001327251573
1999-11-02,1061.042571606516
1999-11-03,1053.471315604143
1999-11-04,1073.4037327999042
1999-11-05,1059.828641470219
1999-11-08,1053.7615522128283
1999-11-09,1059.4925855750419
1999-11-10,1071.9711889492924
1999-11-11,1062.7495734722029
1999-11-12,1064.7655143947786
1999-11-15,1058.904295054874
1999-11-16,1056.748389141768
1999-11-17,1068.8311294258526
1999-11-18,1081.4508853658651
1999-11-19,1092.098920805466
1999-11-22,1105.0581990743133
1999-11-23,1108.6799426995005
1999-11-24,1099.273793605665
1999-11-25,1087.0816097081108
1999-11-26,1108.8430068172454
1999-11-29,1113.2684745520173
1999-11-30,1096.0630306645533
1999-12-01,1101.1248656069815
1999-12-02,1107.2674529926317
1999-12-03,1105.9796883724741
1999-12-06,1102.4132386176268
1999-12-07,1108.049299146437
1999-12-08,1093.9912104663833
1999-12-09,1095.4767781580642
1999-12-10,1107.7977809619902
1999-12-13,1095.8852127820737
1999-12-14,1088.5451332592
1999-12-15,1085.121141644742
1999-12-16,1082.890292371274
1999-12-17,1088.9041903543337
1999-12-20,1092.5308534265096
1999-12-21,1090.0871178689442
1999-12-22,1104.7744908167722
1999-12-23,1102.6523162313126
1999-12-24,1100.3022430331148
1999-12-27,1095.1894367794391
1999-12-28,1108.256336948625
1999-12-29,1107.7895680961587
1999-12-30,1112.1496994240383
1999-12-31,1112.2458130228104
2000-01-03,1123.0584516998556
2000-01-04,1115.235162871182
2000-01-05,1084.4924170920876
2000-01-06,1048.8030218418057
2000-01-07,1056.766858847261
2000-01-10,1061.6852063019955
2000-01-11,1080.5013837440745
2000-01-12,1072.592680867304
2000-01-13,1078.8540422076278
2000-01-14,1088.6554344803621
2000-01-17,1113.5077680406152
2000-01-18,1100.3339723128518
2000-01-19,1076.8189073558526
2000-01-20,1084.312034905827
2000-01-21,1086.0671885945826
2000-01-24,1084.8103337672717
2000-01-25,1068.0846283872643
2000-01-26,1077.652360819254
2000-01-27,1090.3685199774566
2000-01-28,1093.4452457061557
2000-01-31,1087.7333684509897
2000-02-01,1072.383446751993
2000-02-02,1078.4428216042038
2000-02-03,1084.8511056490759
2000-02-04,1094.9532210189825
2000-02-07,1090.693415818955
2000-02-08,1070.6881588227216
2000-02-09,1076.69838375937
2000-02-10,1069.8830838097545
2000-02-11,1067.948572978695
2000-02-14,1052.1935761884743
2000-02-15,1027.8488386492172
2000-02-16,1027.9751447349317
2000-02-17,1035.4659577747414
2000-02-18,1026.0107702039445
2000-02-21,998.9507412358329
2000-02-22,990.6141015108544
2000-02-23,1003.1638862563104
2000-02-24,1008.9678157050356
2000-02-25,1020.3614957452811
2000-02-28,1021.9189388360722
2000-02-29,1016.5651350390162
2000-03-01,1039.9392059163301
2000-03-02,1039.1861128089165
2000-03-03,1033.8628090611553
2000-03-06,1032.0388561096568
2000-03-07,1047.9035317271039
2000-03-08,1040.9668697038287
2000-03-09,1043.8785360905476
2000-03-10,1053.047802658485
2000-03-13,1035.6230623827832
2000-03-14,1035.1135931900892
2000-03-15,1022.3208280666366
2000-03-16,1037.611990412211
2000-03-17,1051.0471250199132
2000-03-20,1045.1526659288522
2000-03-21,1040.047703346208
2000-03-22,1035.0314224923927
2000-03-23,1038.7171126173762
2000-03-24,1048.6538375307325
2000-03-27,1071.2153915410352
2000-03-28,1092.1394232464504
2000-03-29,1117.8882734221033
2000-03-30,1101.3675935042286
2000-03-31,1125.940936112273
2000-04-03,1124.5113915239256
2000-04-04,1116.693017308391
2000-04-05,1119.9553295500234
2000-04-06,1106.7820355114068
2000-04-07,1105.934910553247
2000-04-10,1109.0739706211689
2000-04-11,1101.0879453903106
2000-04-12,1121.854513347061
2000-04-13,1110.3338951476044
2000-04-14,1115.1126518922144
2000-04-17,1060.202930896782
2000-04-18,1084.8028722510787
2000-04-19,1087.1699740715933
2000-04-20,1083.0825363588754
2000-04-21,1068.9058849813466
2000-04-24,1092.5318387840825
2000-04-25,1091.288238810599
2000-04-26,1076.4758463845321
2000-04-27,1067.5574383989726
2000-04-28,1056.5826543948265
2000-05-01,1070.3994741250867
2000-05-02,1075.134785176807
2000-05-03,1072.4985881815546
2000-05-04,1079.4958602117747
2000-05-05,1075.8494857430294
2000-05-08,1073.8934936591397
2000-05-09,1060.1494671251353
2000-05-10,1058.5084462096136
2000-05-11,1042.1669886379161
2000-05-12,1058.6332190066923
2000-05-15,1052.3356516055114
2000-05-16,1053.8313479111803
2000-05-17,1048.02203232117
2000-05-18,1044.4441167696016
2000-05-19,1055.2784294975747
2000-05-22,1028.7601052299597
2000-05-23,1034.651086402818
2000-05-24,1027.8924574956684
2000-05-25,1029.0603252243354
2000-05-26,1021.7900559630634
2000-05-29,1024.4436618990587
2000-05-30,1030.3432000875084
2000-05-31,1019.8669917138387
2000-06-01,1024.7338598010717
2000-06-02,1038.8591428474326
2000-06-05,1069.502175876953
2000-06-06,1080.2482981370522
2000-06-07,1082.2041147069613
2000-06-08,1075.118196341171
2000-06-09,1080.0475323003889
2000-06-12,1085.8332039935633
2000-06-13,1074.7482007632257
2000-06-14,1065.4885785253264
2000-06-15,1046.760559013656
2000-06-16,1052.1731214280182
2000-06-19,1063.3145061128016
2000-06-20,1077.1470847487058
2000-06-21,1088.9124139831183
