Date,AC ASIA PACIFIC ex JAPAN VALUE WEIGHTED
2010-11-30,1000.0
2010-12-01,1013.660895812337
2010-12-02,1031.170968584884
2010-12-03,1038.9387265876921
2010-12-06,1040.8657455260484
2010-12-07,1047.836083894482
2010-12-08,1033.2659506870182
2010-12-09,1042.6330172430232
2010-12-10,1042.2024254401322
2010-12-13,1049.4597867960301
2010-12-14,1056.6003498585371
2010-12-15,1046.2693622643599
2010-12-16,1040.832360589307
2010-12-17,1044.2962521030342
2010-12-20,1041.6601558979219
2010-12-21,1053.0847125626547
2010-12-22,1055.7173163078473
2010-12-23,1057.860899894593
2010-12-24,1055.6807548209906
2010-12-27,1056.5059213422298
2010-12-28,1058.597010728137
2010-12-29,1065.972753624029
2010-12-30,1072.4744911195103
2010-12-31,1075.3964463568257
2011-01-03,1084.9077568864695
2011-01-04,1086.213680039965
2011-01-05,1077.1491694676322
2011-01-06,1077.4480676165483
2011-01-07,1072.0298860054336
2011-01-10,1063.6242211382203
2011-01-11,1067.733462490114
2011-01-12,1078.6852448012162
2011-01-13,1086.3206885424747
2011-01-14,1084.6926712459524
2011-01-17,1078.7206815239037
2011-01-18,1083.7113654156403
2011-01-19,1096.2665171368021
2011-01-20,1076.7044943935923
2011-01-21,1068.5364743311188
2011-01-24,1072.2591333569142
2011-01-25,1074.0645932695904
2011-01-26,1081.5887042937175
2011-01-27,1082.0918348551288
2011-01-28,1077.4585008030385
2011-01-31,1068.69077235016
2011-02-01,1074.0428665515706
2011-02-02,1081.1337349850885
2011-02-03,1084.2943199111362
2011-02-04,1086.7771848171653
2011-02-07,1086.3592045193463
2011-02-08,1085.781557661707
2011-02-09,1072.9016885334236
2011-02-10,1053.2938734098725
2011-02-11,1041.5247841615292
2011-02-14,1059.4311356559317
2011-02-15,1056.4114007497787
2011-02-16,1057.275063356856
2011-02-17,1061.3058270909808
2011-02-18,1071.3181049946988
2011-02-21,1065.8677891981515
2011-02-22,1044.5500507978884
2011-02-23,1039.7478801770333
2011-02-24,1029.0354259709295
2011-02-25,1042.2850539690764
2011-02-28,1044.0660474965064
2011-03-01,1054.1644774018484
2011-03-02,1045.104656563323
2011-03-03,1054.1950320952399
2011-03-04,1068.5588181926546
2011-03-07,1059.3816016696635
2011-03-08,1066.0481267124846
2011-03-09,1066.4876831372142
2011-03-10,1050.0502192349556
2011-03-11,1037.3154556145876
2011-03-14,1041.907078594092
2011-03-15,1010.4734064715271
2011-03-16,1018.5993437298548
2011-03-17,1010.23237111565
2011-03-18,1021.9607641500654
2011-03-21,1035.7527386078987
2011-03-22,1043.5967324716253
2011-03-23,1045.0428818737635
2011-03-24,1056.797228516463
2011-03-25,1070.4207461002707
2011-03-28,1066.8265825050564
2011-03-29,1071.0550818235354
2011-03-30,1086.8705466362778
2011-03-31,1095.6151539554526
2011-04-01,1105.1031425649737
2011-04-04,1112.0985879520704
2011-04-05,1113.081383289863
2011-04-06,1122.1569921800583
2011-04-07,1122.7235480723139
2011-04-08,1128.5933205814167
2011-04-11,1126.4348350355729
2011-04-12,1107.1531181336022
2011-04-13,1119.5897656234924
2011-04-14,1118.632051041234
2011-04-15,1114.0189005453483
2011-04-18,1108.1139760335475
2011-04-19,1099.6336230530792
2011-04-20,1126.8662388810205
2011-04-21,1141.4709440556396
2011-04-22,1141.4856891149516
2011-04-25,1139.4247769228257
2011-04-26,1137.1188950166793
2011-04-27,1140.458276196825
2011-04-28,1145.2497094388198
2011-04-29,1141.680501702955
2011-05-02,1148.4042055748828
2011-05-03,1135.2781260271267
2011-05-04,1119.9044998359743
2011-05-05,1114.823968440269
2011-05-06,1112.086441387993
2011-05-09,1116.4447439974986
2011-05-10,1117.3478025749623
2011-05-11,1126.1975375893096
2011-05-12,1103.017704941471
2011-05-13,1106.2075919868764
2011-05-16,1091.8326233934056
2011-05-17,1091.0684796076396
2011-05-18,1100.0986883661528
2011-05-19,1101.7985271184623
2011-05-20,1102.9376738059125
2011-05-23,1072.8185240880857
2011-05-24,1077.0216104520582
2011-05-25,1066.7037766366975
2011-05-26,1084.7552495816565
2011-05-27,1097.1621945368229
2011-05-30,1097.4046381338387
2011-05-31,1113.5794404944527
2011-06-01,1117.5586570576656
2011-06-02,1098.7122636783079
2011-06-03,1096.799699400399
2011-06-06,1095.7027204518733
2011-06-07,1093.7876550979463
2011-06-08,1083.6604424465663
2011-06-09,1079.5348323946391
2011-06-10,1070.3463840030688
2011-06-13,1067.8930964127942
2011-06-14,1079.6387805336967
2011-06-15,1076.2486819544592
2011-06-16,1051.861283571115
2011-06-17,1048.61676041759
