Date,AC PACIFIC ex JAPAN VALUE WEIGHTED
1997-09-17,1039.2666398924778
1997-09-18,1038.1692628617313
1997-09-19,1040.120723558352
1997-09-22,1025.0001742813888
1997-09-23,1026.4125213273044
1997-09-24,1028.6013527227367
1997-09-25,1039.4079794916972
1997-09-26,1035.5900937550985
1997-09-29,1031.1542863827997
1997-09-30,1035.8395845753287
1997-10-01,1029.0092858354744
1997-10-02,1026.824873085499
1997-10-03,1017.4989549183833
1997-10-06,1006.1816310562147
1997-10-07,1001.271317755275
1997-10-08,1005.9450986674589
1997-10-09,1000.9314529350471
1997-10-10,1006.0222354371001
1997-10-13,997.2789855521172
1997-10-14,991.6655426680991
1997-10-15,971.5542518363321
1997-10-16,964.3527946327231
1997-10-17,959.6969120818294
1997-10-20,923.7545978920023
1997-10-21,910.5441506903526
1997-10-22,892.0505259179386
1997-10-23,858.1483559249441
1997-10-24,850.4287476325967
1997-10-27,819.5596103879813
1997-10-28,745.6395885398977
1997-10-29,800.7217444121948
1997-10-30,789.1209027895086
1997-10-31,799.1790502807936
1997-11-03,845.1150318222744
1997-11-04,852.239503723958
1997-11-05,849.869061123358
1997-11-06,843.7142803177649
1997-11-07,816.0817622338296
1997-11-10,810.599767228957
1997-11-11,807.2109565678679
1997-11-12,793.7202239022058
1997-11-13,790.7684304916958
1997-11-14,792.0209383743625
1997-11-17,795.6345431329711
1997-11-18,781.3376576295661
1997-11-19,764.3960291958903
1997-11-20,741.592385866283
1997-11-21,776.1345184820813
1997-11-24,766.1972584619027
1997-11-25,743.9209881095069
1997-11-26,750.5264734696281
1997-11-27,751.2211382694795
1997-11-28,744.3623857969899
1997-12-01,738.0908749287935
1997-12-02,744.320992416828
1997-12-03,747.7584071353241
1997-12-04,765.3905061042617
1997-12-05,773.9933597946902
1997-12-08,788.1985608711107
1997-12-09,761.7182298676685
1997-12-10,748.902632857135
1997-12-11,704.8089081777543
1997-12-12,690.2730605285876
1997-12-15,682.2490485899699
1997-12-16,682.9731084023267
1997-12-17,700.4604402946306
1997-12-18,712.2786893095057
1997-12-19,689.8735699277104
1997-12-22,673.6038749868293
1997-12-23,666.7226953153261
1997-12-24,663.5165245782724
1997-12-25,663.5165245782724
1997-12-26,679.969535495388
1997-12-29,688.0223676867106
1997-12-30,689.1675984909309
1997-12-31,691.4398596861719
1998-01-01,691.4398596861719
1998-01-02,682.9381015809722
1998-01-05,664.77801169276
1998-01-06,648.8004430935591
1998-01-07,627.5845389095904
1998-01-08,604.3878052204884
1998-01-09,587.3056362371498
1998-01-12,560.1408463503054
1998-01-13,585.2302127691881
1998-01-14,621.0188787796724
1998-01-15,609.1772937987566
1998-01-16,622.0980384201744
1998-01-19,664.301366155848
1998-01-20,659.5945832923861
1998-01-21,645.3052426118712
1998-01-22,619.3714576619935
1998-01-23,616.3394387124652
1998-01-26,630.3006066306795
1998-01-27,639.9492997435135
1998-01-28,645.3405288315878
1998-01-29,647.2014402617672
1998-01-30,674.7393505421913
1998-02-02,726.4720720991248
1998-02-03,743.0479138387445
1998-02-04,728.1670697603904
1998-02-05,738.9043124683863
1998-02-06,750.898424886398
1998-02-09,766.1518741889678
1998-02-10,782.372122943063
1998-02-11,783.7677637430336
1998-02-12,758.3458080254442
1998-02-13,731.4960938217785
1998-02-16,702.5353057689035
1998-02-17,718.2885534432799
1998-02-18,739.027716213544
1998-02-19,754.8204454268349
1998-02-20,753.7146407567072
1998-02-23,753.9029059237472
1998-02-24,757.1437976815796
1998-02-25,756.1912727150052
1998-02-26,773.5389084390544
1998-02-27,793.4838940423904
1998-03-02,803.6059170846979
1998-03-03,793.2310087360617
1998-03-04,781.7786960459596
1998-03-05,744.6098954837711
1998-03-06,742.5353655074305
1998-03-09,738.2300604533535
1998-03-10,751.0840590397362
1998-03-11,755.8902553304963
1998-03-12,756.6257953311884
1998-03-13,773.3865230386234
1998-03-16,771.8614673349938
1998-03-17,774.0081332866398
1998-03-18,774.0086553846938
1998-03-19,789.7470609524072
1998-03-20,796.3572010060869
1998-03-23,805.9902836136067
1998-03-24,802.218311035748
1998-03-25,808.3489901255324
1998-03-26,802.2451924785831
1998-03-27,804.8930959482481
1998-03-30,783.3451514996478
1998-03-31,780.8202043988393
1998-04-01,766.8265269062686
1998-04-02,751.066940253935
1998-04-03,740.2546659835151
1998-04-06,744.6725448057449
1998-04-07,749.3759672905564
1998-04-08,756.3659837019998
1998-04-09,766.6040662638525
1998-04-10,765.9148249359633
1998-04-13,768.591889463032
1998-04-14,759.2153248828419
1998-04-15,756.5439248269294
1998-04-16,745.0438950558661
1998-04-17,741.5728308069325
1998-04-20,741.0787791893945
1998-04-21,739.1015545469777
1998-04-22,736.7769534237965
1998-04-23,734.9743807523162
1998-04-24,731.8365287630374
1998-04-27,714.9281522513295
1998-04-28,714.8293504864819
1998-04-29,711.32033100128
1998-04-30,712.0390433458108
1998-05-01,718.858619710782
1998-05-04,707.2450296054951
1998-05-05,696.2904772971681
1998-05-06,674.940107582824
1998-05-07,669.3792350726737
1998-05-08,670.5063079516866
1998-05-11,669.4757273433904
1998-05-12,658.3664823051803
1998-05-13,637.1368343849047
1998-05-14,641.3923912754873
1998-05-15,641.8130241691287
1998-05-18,627.8149439525864
1998-05-19,627.7129390008087
1998-05-20,637.267364673145
1998-05-21,650.0747444128078
1998-05-22,644.5751961592388
1998-05-25,635.6129532572127
1998-05-26,626.5796630840368
1998-05-27,605.9972762353374
1998-05-28,603.3912024596508
1998-05-29,603.2375533052718
1998-06-01,581.5357927844268
1998-06-02,577.9070087615298
1998-06-03,586.3149246135237
1998-06-04,574.4550285658778
1998-06-05,568.7559222096007
1998-06-08,561.3878848978347
1998-06-09,552.6973484185188
1998-06-10,527.4744286092943
1998-06-11,523.607190052921
1998-06-12,519.2877193593011
1998-06-15,498.1731570399324
1998-06-16,496.934572568058
1998-06-17,527.8845920090314
1998-06-18,556.1681039235268
1998-06-19,558.3059564814969
1998-06-22,538.172090652154
1998-06-23,536.3773311951767
1998-06-24,536.1208198474341
1998-06-25,540.7070224243627
1998-06-26,537.8999076981373
1998-06-29,532.747872678413
1998-06-30,541.2835836646328
1998-07-01,551.1340394652477
1998-07-02,563.1671706994812
1998-07-03,558.3844987784937
1998-07-06,555.5155368522616
1998-07-07,555.7354516658604
1998-07-08,559.0789980678459
1998-07-09,553.8145197894605
1998-07-10,540.9202737217978
1998-07-13,532.551776322937
1998-07-14,540.9788571761891
1998-07-15,552.7429311477449
1998-07-16,566.0453810253948
1998-07-17,570.1323138844472
1998-07-20,572.8231429369796
1998-07-21,569.1806493650681
1998-07-22,557.4215773320024
1998-07-23,546.626935283433
1998-07-24,550.8857271111117
1998-07-27,538.2519622070738
1998-07-28,534.2210152802097
1998-07-29,528.3604989231045
1998-07-30,533.7045503145814
1998-07-31,532.5237451734671
1998-08-03,515.0813839166434
1998-08-04,518.8140349398283
1998-08-05,511.29751261807485
1998-08-06,495.9879428935276
1998-08-07,488.01118563701954
1998-08-10,481.85032824812623
1998-08-11,467.721910009472
1998-08-12,467.36915018512843
1998-08-13,458.3056233175585
1998-08-14,473.3267950173714
1998-08-17,466.8215363222149
1998-08-18,467.7090946722756
1998-08-19,489.5623595534534
1998-08-20,496.1340578422564
1998-08-21,485.0867647972902
1998-08-24,479.6287379728614
1998-08-25,485.09649857237133
1998-08-26,483.87349407956896
1998-08-27,476.02219068554973
1998-08-28,466.1286073897877
1998-08-31,448.3624481794718
1998-09-01,442.65213933815085
1998-09-02,456.5223623968508
1998-09-03,457.42393317764044
1998-09-04,468.4596766776163
1998-09-07,509.8697207564346
1998-09-08,499.39266572742633
1998-09-09,494.9715088342989
1998-09-10,495.21419982100343
1998-09-11,479.2631341475888
1998-09-14,482.6321152119011
1998-09-15,487.9991065384013
1998-09-16,494.9563678632229
1998-09-17,487.304271318046
1998-09-18,478.06783929504275
1998-09-21,465.46607547824283
1998-09-22,468.32710409039447
1998-09-23,470.65448782447527
1998-09-24,492.9712642402567
1998-09-25,487.66592911100565
1998-09-28,494.91182926265213
1998-09-29,498.6643798309219
1998-09-30,483.24203421443
1998-10-01,479.35221157806944
1998-10-02,475.0034185294709
1998-10-05,469.5874971299915
1998-10-06,469.18306276164316
1998-10-07,487.8109236071307
1998-10-08,498.62101952489166
1998-10-09,522.524000234732
1998-10-12,548.4864996041009
1998-10-13,544.2607484038838
1998-10-14,537.3467997121858
1998-10-15,551.6039291586053
1998-10-16,588.2968559683652
1998-10-19,587.071692362203
1998-10-20,596.4772891433527
1998-10-21,600.7564375708762
1998-10-22,596.5339009959927
1998-10-23,597.1791711283399
1998-10-26,595.931303141203
1998-10-27,598.9010462956481
1998-10-28,605.0062372540432
1998-10-29,614.6432416234263
1998-10-30,627.799685057348
1998-11-02,642.5878880321909
1998-11-03,647.6255163608567
1998-11-04,656.8521897437203
1998-11-05,651.8795533451357
1998-11-06,650.2079588631552
1998-11-09,641.8020480339902
1998-11-10,624.0190332757966
1998-11-11,646.5907537000497
1998-11-12,634.9932956573808
1998-11-13,639.6321727807148
1998-11-16,657.9591808112312
1998-11-17,657.3756344390828
1998-11-18,664.2228559307127
1998-11-19,680.7327998555218
1998-11-20,687.3925275758185
1998-11-23,701.6418412673135
1998-11-24,716.9861068437498
1998-11-25,714.652034681907
1998-11-26,710.8254754646607
1998-11-27,708.9475860987394
1998-11-30,698.9536392870109
1998-12-01,679.4275659931359
1998-12-02,687.6556890221317
1998-12-03,685.6836167484825
1998-12-04,690.9825292692234
1998-12-07,725.360229955063
1998-12-08,722.1076295466651
1998-12-09,726.6426395740721
1998-12-10,745.9427679875829
1998-12-11,726.1111197208568
1998-12-14,720.0328909825537
1998-12-15,733.4645607327778
1998-12-16,723.0929617176432
1998-12-17,720.6019577571288
1998-12-18,724.3057313121071
1998-12-21,744.7479965645806
1998-12-22,739.9116638098253
1998-12-23,734.736968474007
1998-12-24,739.2016427071254
1998-12-25,739.6800806540854
1998-12-28,736.7460693608388
1998-12-29,737.7646895191218
1998-12-30,740.4075134809499
1998-12-31,739.8787865095312
1999-01-01,739.8787865095312
1999-01-04,753.7421676809281
1999-01-05,763.4867918988481
1999-01-06,790.3479071885367
1999-01-07,821.832485360585
1999-01-08,811.8426842195876
1999-01-11,815.9462290886328
1999-01-12,808.2762288324018
1999-01-13,788.5621735724033
1999-01-14,765.9195588969243
1999-01-15,776.2260935983259
1999-01-18,788.0142524293645
1999-01-19,787.2851905409682
1999-01-20,790.2343724883491
1999-01-21,765.5488466542812
1999-01-22,736.5545018431436
1999-01-25,717.0660329579782
1999-01-26,718.7608302240419
1999-01-27,739.612864730906
1999-01-28,731.648717795057
1999-01-29,734.7083531656823
1999-02-01,741.6031920614882
1999-02-02,735.0550683386645
1999-02-03,727.4564784598024
1999-02-04,724.9814196333292
1999-02-05,718.9267589632201
1999-02-08,713.2273618629113
1999-02-09,701.3398244169986
1999-02-10,693.7179183817841
1999-02-11,700.9547484085283
1999-02-12,720.2788917630388
1999-02-15,719.3141047863651
1999-02-16,716.2535977580816
1999-02-17,716.021204570456
1999-02-18,706.5679003702866
1999-02-19,697.888069346168
1999-02-22,696.6310163408075
1999-02-23,698.0487108586262
1999-02-24,700.2715266913627
1999-02-25,696.3957439411433
1999-02-26,706.0352585473631
1999-03-01,712.566104652456
1999-03-02,713.3322839167317
1999-03-03,712.917079776534
1999-03-04,708.7430519344972
1999-03-05,717.4018469676755
1999-03-08,735.7887233618952
1999-03-09,740.551159062571
1999-03-10,746.7095371891895
1999-03-11,750.8963162383625
1999-03-12,760.3771253724262
1999-03-15,766.1916819245849
1999-03-16,770.5259050902287
1999-03-17,768.9159749507158
1999-03-18,757.0421608131523
1999-03-19,779.3621927583931
1999-03-22,784.9863891595495
1999-03-23,788.2681679812094
1999-03-24,779.9355757681141
1999-03-25,782.269157090166
1999-03-26,781.6172893723011
1999-03-29,772.9400102471586
1999-03-30,786.7875307023326
1999-03-31,787.2154554395041
1999-04-01,804.2246270614329
1999-04-02,811.5596290564836
1999-04-05,812.0492004407008
1999-04-06,825.8759919316614
1999-04-07,840.0300414600383
1999-04-08,849.391886645642
1999-04-09,863.3064314788926
1999-04-12,860.300754911095
1999-04-13,869.4001708997201
1999-04-14,871.7245605177294
1999-04-15,892.3732293198881
1999-04-16,919.050966417775
1999-04-19,956.9505054845243
1999-04-20,946.0511350382445
1999-04-21,938.0234028781803
1999-04-22,951.1132378326487
1999-04-23,960.3412668759553
1999-04-26,982.9252447027395
1999-04-27,1007.6048624321483
1999-04-28,998.4684171957832
1999-04-29,980.3853549221045
1999-04-30,989.4183275649929
1999-05-03,989.0307958745084
1999-05-04,1010.9243158540944
1999-05-05,1013.6918854059506
1999-05-06,1039.9988826034914
1999-05-07,1023.2356258595156
1999-05-10,1024.456996961964
1999-05-11,1007.2599333765406
1999-05-12,1006.955682075839
1999-05-13,993.7637070691371
1999-05-14,987.7731238201446
1999-05-17,963.4714603101792
1999-05-18,977.1072029549989
1999-05-19,967.789612396081
1999-05-20,952.5200170278154
1999-05-21,952.8506599604003
1999-05-24,952.1263111421943
1999-05-25,947.291387921526
1999-05-26,954.6908776688106
1999-05-27,957.2603030275761
1999-05-28,952.9060744445745
1999-05-31,950.2956598545072
1999-06-01,962.2535559451386
1999-06-02,971.9799580219549
1999-06-03,979.572177503249
1999-06-04,987.6895767513791
1999-06-07,1017.1926663256734
1999-06-08,1030.2931037922021
1999-06-09,1021.4724685369725
1999-06-10,1040.5380215194882
1999-06-11,1043.5770309963461
1999-06-14,1035.4634622938222
1999-06-15,1023.4461274717667
1999-06-16,1037.933091458741
1999-06-17,1052.6162364254558
1999-06-18,1054.3065954133262
1999-06-21,1084.3610142895636
1999-06-22,1097.6366649210051
1999-06-23,1098.7203907589364
1999-06-24,1092.0215922881296
1999-06-25,1092.7623875084723
1999-06-28,1103.0425853379704
1999-06-29,1103.3645266004035
1999-06-30,1089.8159541965708
1999-07-01,1106.3234300154572
1999-07-02,1130.7803930740718
1999-07-05,1147.7176617494608
1999-07-06,1149.893610849622
1999-07-07,1143.9940878019238
1999-07-08,1141.1716175085285
1999-07-09,1144.8100273322045
1999-07-12,1134.0073482036223
1999-07-13,1120.4730788579782
1999-07-14,1095.4053575893984
1999-07-15,1108.2383361353593
1999-07-16,1105.4077261610291
1999-07-19,1101.7462877642422
1999-07-20,1104.4313509344743
1999-07-21,1086.357044880069
1999-07-22,1079.5869416580804
1999-07-23,1045.5523027665665
1999-07-26,1023.874972095271
1999-07-27,1042.725665290685
1999-07-28,1059.5258732439925
1999-07-29,1078.2508394726349
1999-07-30,1069.4505268479145
1999-08-02,1066.123721337921
1999-08-03,1078.2715306418834
1999-08-04,1075.9098948397811
1999-08-05,1052.2274050872854
1999-08-06,1044.25876890792
1999-08-09,1038.6326706504149
1999-08-10,1032.011889216597
1999-08-11,1010.2916518246858
1999-08-12,1021.6548416153687
1999-08-13,1012.3661018306817
1999-08-16,1029.4068969555385
1999-08-17,1010.2499007577885
1999-08-18,1022.5829830051574
1999-08-19,1032.1009805713472
1999-08-20,1042.972153974868
1999-08-23,1060.016423307151
1999-08-24,1061.76206306891
1999-08-25,1071.9788597461516
1999-08-26,1073.7941026213034
1999-08-27,1067.8180254490514
1999-08-30,1064.2843135766839
1999-08-31,1055.639624276899
1999-09-01,1051.8809030988218
1999-09-02,1045.5432934676833
1999-09-03,1038.328864614052
1999-09-06,1056.1520208961747
1999-09-07,1057.6916790388134
1999-09-08,1050.526919788516
1999-09-09,1071.1982247439244
1999-09-10,1077.0500248196067
1999-09-13,1086.7988759560637
1999-09-14,1079.6192159790896
1999-09-15,1056.0297988025673
1999-09-16,1037.120445121408
1999-09-17,1042.9645832768365
1999-09-20,1041.778547882165
1999-09-21,1046.1970092260062
1999-09-22,1033.1140679126243
1999-09-23,1032.0684954826515
1999-09-24,1023.5116130064799
1999-09-27,1005.1865962482433
1999-09-28,1003.4368409248436
1999-09-29,991.540102517098
1999-09-30,978.8248364234113
1999-10-01,989.2181513642228
1999-10-04,985.3562496192002
1999-10-05,985.216697108585
1999-10-06,998.8770868069679
1999-10-07,1008.9248964672861
1999-10-08,999.5022698482393
1999-10-11,996.7109980558962
1999-10-12,1002.5044822155711
1999-10-13,991.3654867706543
1999-10-14,993.4181577160357
1999-10-15,980.953526508417
1999-10-18,959.4268382141477
1999-10-19,951.0220987983481
1999-10-20,972.0113397304682
1999-10-21,971.2219272342984
1999-10-22,981.2401737333537
1999-10-25,978.9749383504123
1999-10-26,971.7432120383111
1999-10-27,963.1112917079515
1999-10-28,978.3170694833997
1999-10-29,992.5282795303817
1999-11-01,1010.6604875635818
1999-11-02,1015.3100170616045
1999-11-03,1016.0754737049012
1999-11-04,1030.1942328747589
1999-11-05,1028.1037521471706
1999-11-08,1022.6614246579458
1999-11-09,1030.4437602577245
1999-11-10,1036.2668766926881
1999-11-11,1047.997820344555
1999-11-12,1058.1710726711378
1999-11-15,1062.3549643573804
1999-11-16,1069.2862617930475
1999-11-17,1059.3012530173048
1999-11-18,1062.5638830328646
1999-11-19,1081.8252521998113
1999-11-22,1082.1378446152412
1999-11-23,1077.9911208105484
1999-11-24,1070.5169142441828
1999-11-25,1062.9877562251522
1999-11-26,1061.2028442246226
1999-11-29,1073.9540580903688
1999-11-30,1078.38272560235
1999-12-01,1084.1461607081535
1999-12-02,1092.6978783291715
1999-12-03,1100.3862008788285
1999-12-06,1114.9152752030245
1999-12-07,1107.5236776947345
1999-12-08,1111.913790670458
1999-12-09,1117.7374482782118
1999-12-10,1124.935892959605
1999-12-13,1125.3121681218583
1999-12-14,1118.2849260268813
1999-12-15,1100.234098201334
1999-12-16,1097.9060415256529
1999-12-17,1104.7101358539708
1999-12-20,1109.3687546019778
1999-12-21,1100.0669933665326
1999-12-22,1104.4336072404583
1999-12-23,1102.7437746258727
1999-12-24,1116.1210087793002
1999-12-27,1113.7672832522958
1999-12-28,1118.951014589023
1999-12-29,1118.1652919544902
1999-12-30,1126.7967919601747
1999-12-31,1127.132924818199
2000-01-03,1139.8057350438578
2000-01-04,1155.0420153201405
2000-01-05,1107.2914815565168
2000-01-06,1078.0232817742453
2000-01-07,1096.4336153689526
2000-01-10,1117.4121236458643
2000-01-11,1114.2207115977403
2000-01-12,1108.6697370635454
2000-01-13,1110.133473170213
2000-01-14,1114.9197552072608
2000-01-17,1121.1315196744026
2000-01-18,1118.3790457186294
2000-01-19,1087.2471036536558
2000-01-20,1097.7901117965137
2000-01-21,1084.5343013299948
2000-01-24,1081.7294882926542
2000-01-25,1067.7710584199403
2000-01-26,1073.030886889402
2000-01-27,1089.7162474112001
2000-01-28,1089.9590391319748
2000-01-31,1077.3160399929639
2000-02-01,1072.6240914288544
2000-02-02,1082.0412550721958
2000-02-03,1086.0113430152728
2000-02-04,1083.2214340489425
2000-02-07,1085.9792021249089
2000-02-08,1074.9414597930854
2000-02-09,1081.179531856613
2000-02-10,1077.1612543113
2000-02-11,1077.9920741056658
2000-02-14,1053.220214507285
2000-02-15,1041.756132303815
2000-02-16,1049.16606256302
2000-02-17,1055.8797068440783
2000-02-18,1037.770724838916
2000-02-21,1018.9509962919539
2000-02-22,1002.2018466802516
2000-02-23,1015.2011930562735
2000-02-24,1011.441928833798
2000-02-25,1012.8985406109481
2000-02-28,990.6970308981918
2000-02-29,996.3835195451649
2000-03-01,995.2195989214218
2000-03-02,1007.6036145767725
2000-03-03,1006.9662986223565
2000-03-06,1012.6890118339093
2000-03-07,1020.3124369676851
2000-03-08,1023.0341117464104
2000-03-09,1018.4514268906545
2000-03-10,1026.1930547535358
2000-03-13,1003.0127769530735
2000-03-14,999.2907524789623
2000-03-15,987.4651949345564
2000-03-16,986.9769916879344
2000-03-17,1007.8740054850281
2000-03-20,1003.9111144568266
2000-03-21,1012.4978520975652
2000-03-22,1021.8778756424412
2000-03-23,1024.1428290306799
2000-03-24,1031.7333961996633
2000-03-27,1043.3044531601756
2000-03-28,1046.234292404612
2000-03-29,1045.5266292860347
2000-03-30,1036.4326029899144
2000-03-31,1023.5340907889455
2000-04-03,1020.2177083218485
2000-04-04,1020.1792284891611
2000-04-05,1020.4521290602687
2000-04-06,1014.8857904524049
2000-04-07,1020.6468205893711
2000-04-10,1029.9292284550042
2000-04-11,1019.9140390197514
2000-04-12,1021.1045192544398
2000-04-13,1012.113491066617
2000-04-14,1009.3398997073615
2000-04-17,938.1669880869172
2000-04-18,967.0658728651678
2000-04-19,975.7056803160584
2000-04-20,975.1799133433323
2000-04-21,977.6185782898315
2000-04-24,969.2358958934421
2000-04-25,969.639097745265
2000-04-26,961.2393387036901
2000-04-27,957.025231734328
2000-04-28,966.9683664944628
2000-05-01,962.4647500085478
2000-05-02,968.0579729315191
2000-05-03,965.0846265227701
2000-05-04,956.5238805057716
2000-05-05,966.2358857143762
2000-05-08,956.8926001393993
2000-05-09,947.9731728554564
2000-05-10,936.1511897816524
2000-05-11,925.0610909608494
2000-05-12,935.794043501561
2000-05-15,924.9803225568935
2000-05-16,938.7111443689238
2000-05-17,926.8574053375248
2000-05-18,912.3038872904946
2000-05-19,915.1747742058463
2000-05-22,891.0362889263246
2000-05-23,889.3384082479098
2000-05-24,881.8671872843357
2000-05-25,883.9374640080937
2000-05-26,864.3828500323924
2000-05-29,869.9758047004469
2000-05-30,878.4877457733567
2000-05-31,890.8708132275066
2000-06-01,897.7910157444171
2000-06-02,920.0449483724658
2000-06-05,948.9906877397195
2000-06-06,953.3884949848976
2000-06-07,963.3784154648642
2000-06-08,955.3989391917132
