Date,AC FAR EAST ex JAPAN VALUE WEIGHTED
1995-11-30,1000.0
1995-12-29,1034.3012008603034
1996-01-31,1137.3685395987695
1996-02-29,1122.96697459537
1996-03-29,1126.7066940841244
1996-04-30,1166.5292810573542
1996-05-31,1163.410279766245
1996-06-28,1131.91418304336
1996-07-31,1061.3768379097905
1996-08-30,1094.3538087860343
1996-09-30,1124.7460321155816
1996-10-31,1109.237275143078
1996-11-29,1180.285913531971
1996-12-31,1144.9347282150263
1997-01-01,1144.9347282150263
1997-01-02,1135.5386377144569
1997-01-03,1140.9714694784475
1997-01-06,1143.5077053763155
1997-01-07,1146.4851457723134
1997-01-08,1158.9946114619547
1997-01-09,1157.809258202822
1997-01-10,1156.721181450165
1997-01-13,1157.751079495005
1997-01-14,1160.3802436085377
1997-01-15,1181.1220482464153
1997-01-16,1183.671262638365
1997-01-17,1184.7187077165624
1997-01-20,1193.9712542456234
1997-01-21,1181.0298288926028
1997-01-22,1181.201345278825
1997-01-23,1179.2759627751427
1997-01-24,1170.4894159909716
1997-01-27,1159.8123357463226
1997-01-28,1161.6232426627423
1997-01-29,1155.250905489544
1997-01-30,1159.5617528424475
1997-01-31,1159.0406818765584
1997-02-03,1160.8928133678976
1997-02-04,1166.6201129221283
1997-02-05,1167.3629156712018
1997-02-06,1169.5249120839449
1997-02-07,1169.3862642419472
1997-02-10,1167.6847809145324
1997-02-11,1163.6701186320981
1997-02-12,1168.7482844215979
1997-02-13,1165.6774566736033
1997-02-14,1160.952574171413
1997-02-17,1156.63263675916
1997-02-18,1151.8919285727866
1997-02-19,1160.7155656679452
1997-02-20,1172.9350658412097
1997-02-21,1166.0464258737718
1997-02-24,1157.8077834275655
1997-02-25,1164.985922291368
1997-02-26,1161.3531938392052
1997-02-27,1158.2879806244916
1997-02-28,1158.3250786387832
1997-03-03,1158.974006658528
1997-03-04,1153.0056501592853
1997-03-05,1147.628952649429
1997-03-06,1145.4971254679965
1997-03-07,1145.8293627640664
1997-03-10,1138.4571900108374
1997-03-11,1139.2720021340415
1997-03-12,1136.4698437072996
1997-03-13,1127.289578786987
1997-03-14,1111.9453672165112
1997-03-17,1121.951670182699
1997-03-18,1116.4131788577831
1997-03-19,1111.2508951573298
1997-03-20,1101.636627352815
1997-03-21,1091.1141025416046
1997-03-24,1097.507713678109
1997-03-25,1106.9171820040344
1997-03-26,1112.8123645647177
1997-03-27,1102.7776872763548
1997-03-28,1100.6873577086844
1997-03-31,1101.380950148693
1997-04-01,1088.3538078218835
1997-04-02,1095.220198108009
1997-04-03,1090.6715913199155
1997-04-04,1097.7030637093096
1997-04-07,1103.181291180213
1997-04-08,1108.9635983998571
1997-04-09,1110.260817528611
1997-04-10,1102.6763957538783
1997-04-11,1106.2081402367367
1997-04-14,1095.8630664714772
1997-04-15,1091.885410788703
1997-04-16,1100.2836219813603
1997-04-17,1094.7727754003395
1997-04-18,1092.9208052450554
1997-04-21,1101.487518778794
1997-04-22,1095.5092082245212
1997-04-23,1101.5255233896066
1997-04-24,1096.2091797970709
1997-04-25,1094.1128762918486
1997-04-28,1091.981785069215
1997-04-29,1082.6572297747
1997-04-30,1093.6351385397202
1997-05-01,1098.2931986560184
1997-05-02,1099.0516069955675
1997-05-05,1110.954925709374
1997-05-06,1115.4100575759371
1997-05-07,1116.3050886858864
1997-05-08,1112.3384705396572
1997-05-09,1116.803919862778
1997-05-12,1112.81012526557
1997-05-13,1114.843991769942
1997-05-14,1117.5169835666925
1997-05-15,1109.835968967804
1997-05-16,1109.0495211700706
1997-05-19,1117.5676929507426
1997-05-20,1128.2196796355363
1997-05-21,1133.1170003046418
1997-05-22,1128.1179619745676
1997-05-23,1133.8470618537174
1997-05-26,1136.9678462118436
1997-05-27,1136.4818914594484
1997-05-28,1144.368648026115
1997-05-29,1144.3906398786603
1997-05-30,1155.66086770875
1997-06-02,1174.7273115679864
1997-06-03,1172.2466746052721
1997-06-04,1171.1816705167996
1997-06-05,1171.6337238600208
1997-06-06,1163.8160455429888
1997-06-09,1164.9705827382343
1997-06-10,1153.735387518576
1997-06-11,1151.120207910226
1997-06-12,1138.2566899501735
1997-06-13,1138.6686832278579
1997-06-16,1150.9777861625525
1997-06-17,1147.834635358801
1997-06-18,1139.0506077964114
1997-06-19,1145.5647188346825
1997-06-20,1164.7807495311922
1997-06-23,1166.8376895104916
1997-06-24,1159.0044187353958
1997-06-25,1160.587645560062
1997-06-26,1166.4703621347373
1997-06-27,1166.4156823015323
1997-06-30,1169.8340171748669
1997-07-01,1176.6029646108339
1997-07-02,1196.4082072990052
1997-07-03,1194.269066488184
1997-07-04,1187.4949668530721
1997-07-07,1176.505885749249
1997-07-08,1168.775287648131
1997-07-09,1163.3560844291026
1997-07-10,1163.7015233016436
1997-07-11,1165.0091959457673
1997-07-14,1160.4827057154566
1997-07-15,1159.4836010230783
1997-07-16,1150.9913751316167
1997-07-17,1155.5248901505672
1997-07-18,1155.150914163645
1997-07-21,1157.461404758942
1997-07-22,1148.5461452957834
1997-07-23,1150.2909542360567
1997-07-24,1155.2267482052416
1997-07-25,1155.6781596708981
1997-07-28,1164.237288945695
1997-07-29,1170.9995650453905
1997-07-30,1169.6332107259225
1997-07-31,1176.4763280177447
1997-08-01,1172.4973885230074
1997-08-04,1172.9919072907549
1997-08-05,1165.3219075880866
1997-08-06,1168.7939991577255
1997-08-07,1162.0932576242965
1997-08-08,1158.298469631987
1997-08-11,1145.2275044834132
1997-08-12,1135.1751301562335
1997-08-13,1135.911042986928
1997-08-14,1125.111315738023
1997-08-15,1106.837247967823
1997-08-18,1089.9183144985732
1997-08-19,1071.093480981735
1997-08-20,1098.0603763026497
1997-08-21,1094.781760216899
1997-08-22,1077.486393669738
1997-08-25,1071.9120602265366
1997-08-26,1064.4016841353491
1997-08-27,1056.1791993499185
1997-08-28,1006.4131632316445
1997-08-29,977.0667242349919
1997-09-01,940.3587528925771
1997-09-02,945.0545898556059
1997-09-03,963.1171571628017
1997-09-04,946.9299175949074
1997-09-05,991.1364126542398
1997-09-08,1014.2376869772093
1997-09-09,1027.0533313653377
1997-09-10,1012.8076738571121
1997-09-11,993.6586708378323
1997-09-12,996.6778256429275
1997-09-15,997.3073158232459
1997-09-16,985.2453788386337
1997-09-17,979.7371134453892
1997-09-18,976.0842657864307
1997-09-19,971.5042676721182
1997-09-22,948.2615702826691
1997-09-23,948.0684493843411
1997-09-24,952.0146999825946
1997-09-25,962.3837657357329
1997-09-26,959.0922035559969
1997-09-29,956.3123398199729
1997-09-30,961.9457996428556
1997-10-01,949.4848481530929
1997-10-02,945.7136434872115
1997-10-03,936.7403467949637
1997-10-06,922.9152832046316
1997-10-07,917.6796368564912
1997-10-08,920.5639115407638
1997-10-09,915.979323133024
1997-10-10,924.769173340926
1997-10-13,916.3707015986801
1997-10-14,910.4120403560661
1997-10-15,887.1982588630764
1997-10-16,876.8880971576275
1997-10-17,874.2495404618114
1997-10-20,829.8154316084724
1997-10-21,812.7026356457836
1997-10-22,793.2511372582147
1997-10-23,759.315252738454
1997-10-24,757.2818147164226
1997-10-27,730.2485374109825
1997-10-28,656.4950211370061
1997-10-29,707.0768580229061
1997-10-30,695.1681824071087
1997-10-31,702.8830486354159
1997-11-03,752.6335538231757
1997-11-04,758.2787306650341
1997-11-05,756.0262667765968
1997-11-06,745.4943821576852
1997-11-07,721.3770151207356
1997-11-10,711.1962590248976
1997-11-11,706.0219402468701
1997-11-12,692.8447329736158
1997-11-13,688.9706713092123
1997-11-14,694.9342757524627
1997-11-17,696.5289814296877
1997-11-18,680.3748186040915
1997-11-19,666.3726785615462
1997-11-20,638.4391811084396
1997-11-21,671.3781436815083
1997-11-24,661.6862305313172
1997-11-25,639.9938260104452
1997-11-26,646.8605332012454
1997-11-27,649.0000599810495
1997-11-28,637.3282796028416
1997-12-01,627.9574279949652
1997-12-02,633.5373654207485
1997-12-03,635.0860036388615
1997-12-04,656.4882386342387
1997-12-05,666.454865062942
1997-12-08,679.6345869308191
1997-12-09,650.5421651707354
1997-12-10,637.9112800798126
1997-12-11,592.3056046120711
1997-12-12,579.1341800617059
1997-12-15,571.4676019416368
1997-12-16,573.0899679470303
1997-12-17,586.3488561712154
1997-12-18,599.4160801672339
