Date,AC EUROPE VALUE WEIGHTED
1997-08-15,1497.5566489881635
1997-08-18,1480.7222309241213
1997-08-19,1498.7240788122729
1997-08-20,1501.1575860506478
1997-08-21,1506.1854375131663
1997-08-22,1493.4214589952367
1997-08-25,1491.6071415918618
1997-08-26,1488.2341576674962
1997-08-27,1487.3608512580995
1997-08-28,1476.1562440878572
1997-08-29,1463.6969445726504
1997-09-01,1472.5318722891097
1997-09-02,1486.70246294501
1997-09-03,1496.6211253056945
1997-09-04,1496.7944185543793
1997-09-05,1508.6082140750298
1997-09-08,1505.44460134949
1997-09-09,1502.7159768192835
1997-09-10,1490.7185090218632
1997-09-11,1478.3411473103965
1997-09-12,1489.909530565274
1997-09-15,1506.8779129704862
1997-09-16,1519.483856488526
1997-09-17,1535.8276539793064
1997-09-18,1548.6800811926175
1997-09-19,1546.6550924479354
1997-09-22,1555.627025634858
1997-09-23,1552.3225207890503
1997-09-24,1573.853775850375
1997-09-25,1578.3937296739957
1997-09-26,1591.0311638973612
1997-09-29,1598.0025388222764
1997-09-30,1605.03620060529
1997-10-01,1614.3547022466923
1997-10-02,1623.04637179086
1997-10-03,1638.1690163096655
1997-10-06,1631.868515220232
1997-10-07,1639.025536116666
1997-10-08,1632.362648611757
1997-10-09,1612.523842194625
1997-10-10,1601.0702803685876
1997-10-13,1628.1757216485717
1997-10-14,1627.3288878549524
1997-10-15,1624.5844648780596
1997-10-16,1625.1042553269938
1997-10-17,1597.2038506491397
1997-10-20,1595.4250369338079
1997-10-21,1605.9507425430959
1997-10-22,1596.190324310485
1997-10-23,1552.2422050205444
1997-10-24,1553.5462708024968
1997-10-27,1524.5096550471192
1997-10-28,1485.9316570136996
1997-10-29,1534.7818724638448
1997-10-30,1516.8749218377232
1997-10-31,1528.5913990471063
1997-11-03,1550.0318171454192
1997-11-04,1552.0376403324624
1997-11-05,1558.298922807646
1997-11-06,1552.2955121986408
1997-11-07,1528.5366782703968
1997-11-10,1530.8455894813167
1997-11-11,1533.2753043355926
1997-11-12,1509.8199033174953
1997-11-13,1509.7945595915596
1997-11-14,1510.146048495669
1997-11-17,1539.5884445753572
1997-11-18,1547.751298817184
1997-11-19,1538.7072602168248
1997-11-20,1564.177702768947
1997-11-21,1571.493009651057
1997-11-24,1552.2534863553346
1997-11-25,1540.3518197548246
1997-11-26,1540.8569745022207
1997-11-27,1544.1122470790206
1997-11-28,1544.581803447369
1997-12-01,1564.0253556010289
1997-12-02,1573.4172023269603
1997-12-03,1578.9001613880143
1997-12-04,1597.993369589641
1997-12-05,1593.2807096102367
1997-12-08,1601.3124272033842
1997-12-09,1594.659315047178
1997-12-10,1585.6830502163916
1997-12-11,1559.3438527968922
1997-12-12,1563.7315394455172
1997-12-15,1568.0987095528624
1997-12-16,1584.136911707988
1997-12-17,1601.6129053448378
1997-12-18,1597.3872737545655
1997-12-19,1563.9871357142324
1997-12-22,1563.3814716929403
1997-12-23,1573.2334736039109
1997-12-24,1573.2143649190675
1997-12-25,1573.2143649190675
1997-12-26,1574.3529669211391
1997-12-29,1600.2939861950367
1997-12-30,1604.8389004776673
1997-12-31,1601.1390495362052
1998-01-01,1601.1390495362052
1998-01-02,1613.458975562574
1998-01-05,1632.4524434134769
1998-01-06,1621.7118213595481
1998-01-07,1613.2077011632887
1998-01-08,1599.979686877747
1998-01-09,1573.6790924588815
1998-01-12,1534.009365758104
1998-01-13,1558.7932498026148
1998-01-14,1565.6675010923211
1998-01-15,1565.1401187778672
1998-01-16,1588.6777492838257
1998-01-19,1593.7782253440648
1998-01-20,1595.47886282909
1998-01-21,1598.2832782508974
1998-01-22,1608.4289164692082
1998-01-23,1613.846177166855
1998-01-26,1615.02075005811
1998-01-27,1627.6373828391365
1998-01-28,1634.074815247734
1998-01-29,1630.0038254779367
1998-01-30,1640.064048615459
1998-02-02,1668.507306036099
1998-02-03,1673.4199394638115
1998-02-04,1676.6377204291166
1998-02-05,1701.078817965612
1998-02-06,1703.6830095046716
1998-02-09,1687.7520803391767
1998-02-10,1688.515171733519
1998-02-11,1694.0259088459816
1998-02-12,1686.186734613962
1998-02-13,1677.786761404186
1998-02-16,1693.0982857434753
1998-02-17,1712.4895677373495
1998-02-18,1723.20302981391
1998-02-19,1711.719661836935
1998-02-20,1719.3639347691112
1998-02-23,1740.5724327964574
1998-02-24,1735.7627862635857
1998-02-25,1753.951814893657
1998-02-26,1763.3875673367152
1998-02-27,1769.6659307268578
1998-03-02,1798.5487205199997
1998-03-03,1798.308559602135
1998-03-04,1777.0302560690043
1998-03-05,1757.4141415192928
1998-03-06,1787.0596549205188
1998-03-09,1804.7023691723211
1998-03-10,1813.593068738365
1998-03-11,1820.214852205407
1998-03-12,1828.3111557575926
1998-03-13,1852.1993265781448
1998-03-16,1855.8233139304684
1998-03-17,1875.8118069041918
1998-03-18,1866.4824145745372
1998-03-19,1882.4104559477958
1998-03-20,1890.0537662689703
1998-03-23,1905.6765181396443
1998-03-24,1921.602621580023
1998-03-25,1942.1100949458948
1998-03-26,1928.146709966508
1998-03-27,1936.892291428255
1998-03-30,1916.7913186949806
1998-03-31,1919.7414018986647
1998-04-01,1937.7549621681608
1998-04-02,1948.1966547252591
1998-04-03,1955.1756438733262
1998-04-06,1980.9093151434438
1998-04-07,1974.688463434409
1998-04-08,1963.5349668130125
1998-04-09,1977.48569659471
1998-04-10,1980.2134145981008
1998-04-13,1975.7419303857773
1998-04-14,2003.288554418211
1998-04-15,2011.9892827620924
1998-04-16,1987.4487138829254
1998-04-17,1976.0037184053322
1998-04-20,1997.1666143345033
1998-04-21,2005.1345581023893
1998-04-22,1995.9825907982372
1998-04-23,1966.169330207746
1998-04-24,1950.4721176010905
1998-04-27,1899.8894089889795
1998-04-28,1924.584663647958
1998-04-29,1925.911187220178
1998-04-30,1959.1660035767727
1998-05-01,1984.1938958221463
1998-05-04,2016.7084496174264
1998-05-05,2003.7113198335858
1998-05-06,2012.8307067913745
1998-05-07,1987.008972351367
1998-05-08,1992.186960794906
1998-05-11,2014.7015896060598
1998-05-12,1997.0209368879518
1998-05-13,1995.2771245560557
1998-05-14,1983.951264300091
1998-05-15,1978.6982970114564
1998-05-18,1938.1267697550595
1998-05-19,1966.3908251510152
1998-05-20,1995.7035158096066
1998-05-21,2010.4018506639377
1998-05-22,2017.7272262447345
1998-05-25,2021.4139737908347
1998-05-26,2026.4358068005433
1998-05-27,1972.8802764747752
1998-05-28,1970.5526094329625
1998-05-29,1971.3800316181475
1998-06-01,1962.4649914580307
1998-06-02,1976.5550604996954
1998-06-03,1999.8597883306745
1998-06-04,1998.7082271222532
1998-06-05,2015.5637753341912
1998-06-08,2032.1659380428343
1998-06-09,2019.297787101136
1998-06-10,1995.3763215575923
1998-06-11,1962.3603930141771
1998-06-12,1930.1658101579037
1998-06-15,1891.0544984926519
1998-06-16,1918.7666308296227
1998-06-17,1966.576309604949
1998-06-18,1960.0680999957804
1998-06-19,1950.5905425866267
1998-06-22,1931.6058046483981
1998-06-23,1944.1401270431206
1998-06-24,1952.9687941195157
1998-06-25,1981.393801611799
1998-06-26,1966.503235812447
1998-06-29,1973.7778347455085
1998-06-30,1969.9922625258544
1998-07-01,1985.8946322281688
1998-07-02,1991.098281032386
1998-07-03,2003.9382725705625
1998-07-06,2012.3116396479656
1998-07-07,2012.1658715074796
1998-07-08,2014.8627689516072
1998-07-09,1997.9512870370183
1998-07-10,1997.1352594195632
1998-07-13,2026.1458658934032
1998-07-14,2058.5324117940236
1998-07-15,2069.5287718459576
1998-07-16,2069.9805022954233
1998-07-17,2097.1349998292217
1998-07-20,2113.801631085378
1998-07-21,2091.0452598835645
1998-07-22,2052.4481985307134
1998-07-23,2036.91426442078
1998-07-24,2036.3684046079043
1998-07-27,2002.4821953045428
1998-07-28,2005.5705700984731
1998-07-29,1998.7183618348975
1998-07-30,2015.9107716515641
1998-07-31,1994.0146068144106
1998-08-03,1961.757897764793
1998-08-04,1957.4658823319014
1998-08-05,1929.1178391986011
1998-08-06,1905.5046609952046
1998-08-07,1927.4347960618588
1998-08-10,1886.678608062304
1998-08-11,1828.9651747790613
1998-08-12,1852.3080041943213
1998-08-13,1827.484370603796
1998-08-14,1839.7520478032689
1998-08-17,1837.1882411669508
1998-08-18,1883.3054130673117
1998-08-19,1890.0765241638237
1998-08-20,1872.0121615793612
1998-08-21,1799.9544375864277
1998-08-24,1812.5799055801199
1998-08-25,1841.9137974440223
1998-08-26,1788.7818260470676
1998-08-27,1721.7185561366148
1998-08-28,1720.818682582689
1998-08-31,1717.931548802666
1998-09-01,1707.2205535672779
1998-09-02,1741.7899331693186
1998-09-03,1719.8902504209866
1998-09-04,1721.9051250771815
1998-09-07,1761.28668199294
1998-09-08,1783.604882321447
1998-09-09,1764.1436113318725
1998-09-10,1717.1827837577525
1998-09-11,1711.4298064805175
1998-09-14,1749.0821397863367
1998-09-15,1744.9917985444818
1998-09-16,1755.6554571050408
1998-09-17,1703.7872447887844
1998-09-18,1674.3653271755607
1998-09-21,1628.216488381576
1998-09-22,1661.8240794119743
1998-09-23,1697.6769389175918
1998-09-24,1691.6303059868876
1998-09-25,1674.0601035303114
1998-09-28,1689.4208854833405
1998-09-29,1686.484076943445
1998-09-30,1651.7613979582186
1998-10-01,1598.1153712472317
1998-10-02,1564.7329857610355
1998-10-05,1542.1833418700471
1998-10-06,1600.540113319885
1998-10-07,1606.1066993938648
1998-10-08,1563.8757446604245
1998-10-09,1583.2426325326387
1998-10-12,1640.484205604403
1998-10-13,1656.1635472941512
1998-10-14,1681.196836281139
1998-10-15,1706.3613039098962
1998-10-16,1733.1774211548425
1998-10-19,1720.0050740887036
1998-10-20,1761.1774664602306
1998-10-21,1735.824873843437
1998-10-22,1734.2986544509345
1998-10-23,1733.9496009788934
1998-10-26,1740.3190655286637
1998-10-27,1761.9105395282168
1998-10-28,1735.3672639657282
1998-10-29,1747.5968273529436
1998-10-30,1769.0509781846256
1998-11-02,1809.7038668059122
1998-11-03,1795.4527879953434
1998-11-04,1828.572619086853
1998-11-05,1805.843445138969
1998-11-06,1806.3064009092082
1998-11-09,1774.8709647786875
1998-11-10,1760.8539903334142
1998-11-11,1776.8733066928062
1998-11-12,1755.432001137283
1998-11-13,1762.961786728271
1998-11-16,1806.6871758747136
1998-11-17,1794.6464370120977
1998-11-18,1793.1029009283313
1998-11-19,1817.3504300939758
1998-11-20,1844.9647592264423
1998-11-23,1874.3306097620682
1998-11-24,1861.6556904708184
1998-11-25,1853.723737319522
1998-11-26,1883.9346273376739
1998-11-27,1889.166791125818
1998-11-30,1859.6497333771458
1998-12-01,1804.792466714547
1998-12-02,1795.4272765873518
1998-12-03,1813.236446695918
1998-12-04,1818.0143305170366
1998-12-07,1812.5644450513116
1998-12-08,1819.2621737740083
1998-12-09,1831.4657257248787
1998-12-10,1832.7100985343689
1998-12-11,1813.2285216058785
1998-12-14,1808.635679834374
1998-12-15,1811.3428950856073
1998-12-16,1827.4729292502388
1998-12-17,1843.5298352128436
1998-12-18,1844.3366212032258
1998-12-21,1879.786900462876
1998-12-22,1878.0489268253655
1998-12-23,1909.3081738122473
1998-12-24,1901.6947336771855
1998-12-25,1901.9774999445397
1998-12-28,1915.516204968972
1998-12-29,1927.5265586753683
1998-12-30,1916.0197750578152
1998-12-31,1916.8249898130089
1999-01-01,1916.8261410643292
1999-01-04,1978.0200529926558
1999-01-05,1998.0797530940745
1999-01-06,2036.7212159453643
1999-01-07,2005.639122077767
1999-01-08,1996.7085834346778
1999-01-11,1968.060580194737
1999-01-12,1943.4033991761717
1999-01-13,1889.5770978756213
1999-01-14,1891.1610553816186
1999-01-15,1900.0456291488335
1999-01-18,1940.3902430775015
1999-01-19,1934.9997639176318
1999-01-20,1946.627690236808
1999-01-21,1928.8156041380687
1999-01-22,1881.0196029750525
1999-01-25,1882.5807421590416
1999-01-26,1884.6006253594555
1999-01-27,1884.070299989363
1999-01-28,1893.4714487805609
1999-01-29,1895.8584886971348
1999-02-01,1917.6833242741482
1999-02-02,1920.1386626979336
1999-02-03,1901.5731312498726
1999-02-04,1897.0825726354904
1999-02-05,1893.3541260465508
1999-02-08,1879.5089453148444
1999-02-09,1851.7315672566813
1999-02-10,1843.3680058632272
1999-02-11,1865.2627061193928
1999-02-12,1877.8906780405691
1999-02-15,1879.8328233660052
1999-02-16,1883.9891642167759
1999-02-17,1875.8222498192176
1999-02-18,1875.6674762871037
1999-02-19,1863.7175576446423
1999-02-22,1873.0915449614488
1999-02-23,1882.7155066428154
1999-02-24,1894.5380812309684
1999-02-25,1884.5984329624875
1999-02-26,1872.2960286326986
1999-03-01,1846.61614879905
1999-03-02,1855.422532356948
1999-03-03,1843.9449679364955
1999-03-04,1846.0897080054383
1999-03-05,1886.3607460760504
1999-03-08,1881.417101576489
1999-03-09,1888.043317932277
1999-03-10,1901.9719374661934
1999-03-11,1915.6979366105309
1999-03-12,1937.8688941374087
1999-03-15,1928.9919274619012
1999-03-16,1932.7310988398604
1999-03-17,1937.3376621314228
1999-03-18,1929.5675527504131
1999-03-19,1943.0020044410182
1999-03-22,1929.588798512522
1999-03-23,1897.0438255971665
1999-03-24,1885.2560697465713
1999-03-25,1906.3403595162367
1999-03-26,1881.2554265123038
1999-03-29,1903.553610436202
1999-03-30,1904.1490009992328
1999-03-31,1921.6722394915237
1999-04-01,1919.3502576255248
1999-04-02,1917.172153909463
1999-04-05,1908.5222663315863
1999-04-06,1933.9900874442162
1999-04-07,1954.1388043040658
1999-04-08,1965.3746980012468
1999-04-09,1968.0941655417569
1999-04-12,1973.6312630054267
1999-04-13,1985.7779779117473
1999-04-14,1989.7284405778405
1999-04-15,1976.713900983512
1999-04-16,1978.5660455502043
1999-04-19,1996.4456706456006
1999-04-20,1961.8791382184327
1999-04-21,1957.6856878106987
1999-04-22,1973.2905489608804
1999-04-23,1981.0002141590192
1999-04-26,1987.9261419424388
1999-04-27,2027.158872943769
1999-04-28,2021.3071396421499
1999-04-29,2008.012671803659
1999-04-30,2019.1171737860263
1999-05-03,2027.445025897983
1999-05-04,2038.2430370810237
1999-05-05,2022.9439328407161
1999-05-06,2036.8504784837708
1999-05-07,2028.6670030745652
1999-05-10,2028.8579032283567
1999-05-11,2020.610136292997
1999-05-12,1997.4560582102301
1999-05-13,2005.3430314255295
1999-05-14,1983.9392364820178
1999-05-17,1947.824173837923
1999-05-18,1962.8620640240053
1999-05-19,1982.3793897870312
1999-05-20,1992.617202804946
1999-05-21,1979.0379515623622
1999-05-24,1975.5575751992465
1999-05-25,1959.7228442434218
1999-05-26,1941.318676645517
1999-05-27,1921.012695816631
1999-05-28,1925.4830215444126
1999-05-31,1930.0153644612592
1999-06-01,1936.6737675231902
1999-06-02,1934.1302190396136
1999-06-03,1948.103354379207
1999-06-04,1953.7723729035479
1999-06-07,1968.0754148384956
1999-06-08,1986.4400765848397
1999-06-09,1991.9612207537325
1999-06-10,1983.9592443860117
1999-06-11,2006.6380457914386
1999-06-14,1989.3103505267816
1999-06-15,1989.4128720170738
1999-06-16,1991.49370130456
1999-06-17,1997.0758744037673
1999-06-18,2016.1618497483914
1999-06-21,2026.1724258561203
1999-06-22,2013.4924647920332
1999-06-23,1993.5744730780211
1999-06-24,1984.1652404895467
1999-06-25,1995.0609172366233
1999-06-28,1982.484141772715
1999-06-29,1976.4394115534635
1999-06-30,1971.4857313060238
1999-07-01,1997.934056463226
1999-07-02,2001.3946255892304
1999-07-05,2034.477274869869
1999-07-06,2036.326584289847
1999-07-07,2021.095064698983
1999-07-08,2012.4014068144543
1999-07-09,2019.63735891205
1999-07-12,2013.9624767130317
1999-07-13,1990.646769146772
1999-07-14,2005.9238776363063
1999-07-15,2032.380050808553
1999-07-16,2020.5846059661794
1999-07-19,2007.1999613898836
1999-07-20,2011.607872161346
1999-07-21,2003.6252798131911
1999-07-22,1991.7285305793484
1999-07-23,1965.9879614083954
1999-07-26,1976.4910824924657
1999-07-27,1985.276359803968
1999-07-28,1987.2943009367723
1999-07-29,1967.7285501711197
1999-07-30,1998.6702450474445
1999-08-02,1993.8141515603952
1999-08-03,1989.668738766234
1999-08-04,2004.7058981400032
1999-08-05,1973.565457286766
1999-08-06,1972.9882608536018
1999-08-09,1975.8997696962074
1999-08-10,1953.7800392635656
1999-08-11,1955.9361979905018
1999-08-12,1989.460330272304
1999-08-13,2005.5743682919656
1999-08-16,2011.230082587673
1999-08-17,2001.1988769818684
1999-08-18,2006.7183833671638
1999-08-19,2004.1757180891614
1999-08-20,2026.6144224085244
1999-08-23,2042.8810934763449
1999-08-24,2032.8527155154375
1999-08-25,2040.3499313415296
1999-08-26,2035.034072016261
1999-08-27,2040.9034518723831
1999-08-30,2035.4859557844202
1999-08-31,2019.7260494027562
1999-09-01,2037.663552721705
1999-09-02,2028.078975074388
1999-09-03,2052.086790357174
1999-09-06,2062.853851084342
1999-09-07,2057.243245668776
1999-09-08,2056.0801319268567
1999-09-09,2065.609710037133
1999-09-10,2052.5738046826477
1999-09-13,2023.0805742641228
1999-09-14,2014.403303531201
1999-09-15,1999.8528507187154
1999-09-16,1989.6924478900853
1999-09-17,1990.414472788856
1999-09-20,1998.2155748393727
1999-09-21,1982.0595043488445
1999-09-22,1975.394877270897
1999-09-23,1975.7516985020486
1999-09-24,1957.328905481586
1999-09-27,1981.9522615088586
1999-09-28,1968.7252871127089
1999-09-29,1973.2045276832825
1999-09-30,1983.6801496898358
1999-10-01,1983.8488894070863
1999-10-04,2008.3100944238643
1999-10-05,2015.5388942564828
1999-10-06,2024.2996121568945
1999-10-07,2042.2978203001096
1999-10-08,2024.480912394935
1999-10-11,2026.319689264582
1999-10-12,2018.9696682276256
1999-10-13,2006.2228809023827
1999-10-14,1998.2963185047392
1999-10-15,1979.6913128369868
1999-10-18,1956.445128723177
1999-10-19,1987.9422988496992
1999-10-20,1987.7948042100402
1999-10-21,1981.2139787425326
1999-10-22,1996.2491734018286
1999-10-25,1983.2500562093976
1999-10-26,1988.1795885511187
1999-10-27,1970.5358521906035
1999-10-28,1998.5625260568534
1999-10-29,2028.1777410695342
1999-11-01,2026.8178858328154
1999-11-02,2028.980201348907
1999-11-03,2035.0132731951107
1999-11-04,2044.903768800217
1999-11-05,2036.38351073964
1999-11-08,2027.9339234676966
1999-11-09,2042.7255210018213
1999-11-10,2059.1710215662606
1999-11-11,2075.6419774542487
1999-11-12,2059.2188109950657
1999-11-15,2073.157674190946
1999-11-16,2087.8289274863682
1999-11-17,2100.9371793752025
1999-11-18,2099.283915552499
1999-11-19,2092.0334881111794
1999-11-22,2077.5456176539997
1999-11-23,2084.5462536185287
1999-11-24,2062.613400981695
1999-11-25,2093.7893447869046
1999-11-26,2082.4301914422163
1999-11-29,2072.03939276213
1999-11-30,2047.6932646294179
1999-12-01,2064.925350792175
1999-12-02,2062.991079268983
1999-12-03,2088.097104283963
1999-12-06,2115.804338755614
1999-12-07,2115.726832375298
1999-12-08,2107.5359310869862
1999-12-09,2102.010767544535
1999-12-10,2103.133856002005
1999-12-13,2106.3168333431017
1999-12-14,2102.8068786818903
1999-12-15,2093.4231713342097
1999-12-16,2133.602165180161
1999-12-17,2129.05966861416
1999-12-20,2130.6591825952123
1999-12-21,2127.767394833819
1999-12-22,2144.24369783366
1999-12-23,2189.049238963293
1999-12-24,2199.7623908965816
1999-12-27,2199.3066178976983
1999-12-28,2194.040915861415
1999-12-29,2198.7401460394203
1999-12-30,2217.8958504738616
1999-12-31,2219.821687349167
2000-01-03,2231.8490543819075
2000-01-04,2194.3837254245927
2000-01-05,2168.726976062518
2000-01-06,2170.732743462375
2000-01-07,2196.208696714007
2000-01-10,2212.5453669651833
2000-01-11,2200.9240930146507
2000-01-12,2188.7262868363396
2000-01-13,2194.290908133601
2000-01-14,2197.0527140801923
2000-01-17,2189.8284902198075
2000-01-18,2156.62707597767
2000-01-19,2144.552891783895
2000-01-20,2133.7265983606626
2000-01-21,2121.6059900395776
2000-01-24,2109.8654779830645
2000-01-25,2078.283821326397
2000-01-26,2082.983032330306
2000-01-27,2083.90885102948
2000-01-28,2054.7287407938306
2000-01-31,2011.3907866272857
2000-02-01,2022.4792833106278
2000-02-02,2035.4856020305815
2000-02-03,2083.6378296437756
2000-02-04,2067.411860386733
2000-02-07,2047.8770402003097
2000-02-08,2097.482411853875
2000-02-09,2098.1328187241797
2000-02-10,2086.7156435406173
2000-02-11,2078.3327400804137
2000-02-14,2056.013839416694
2000-02-15,2038.9515577952475
2000-02-16,2069.8456418514575
2000-02-17,2093.3103079431085
2000-02-18,2079.802221735839
2000-02-21,2065.652343817906
2000-02-22,2094.301045697354
2000-02-23,2109.913188313559
2000-02-24,2088.2433465552626
2000-02-25,2080.5867483504417
2000-02-28,2040.9732945300923
2000-02-29,2056.800997527118
2000-03-01,2091.212799692296
2000-03-02,2115.6507167334858
2000-03-03,2117.1395453944674
2000-03-06,2123.8195072288077
2000-03-07,2099.6936356907636
2000-03-08,2084.202206914497
2000-03-09,2107.8817233851637
2000-03-10,2103.708744314287
2000-03-13,2070.4802317222784
2000-03-14,2070.8526954970303
2000-03-15,2058.09805921702
2000-03-16,2124.7400205458835
2000-03-17,2116.274559473798
2000-03-20,2126.331515247758
2000-03-21,2138.916520683151
2000-03-22,2125.2733243539014
2000-03-23,2134.6746995379826
2000-03-24,2177.0818871811393
2000-03-27,2171.761306773866
2000-03-28,2170.6471635522325
2000-03-29,2140.920168834713
2000-03-30,2114.2307361959124
2000-03-31,2129.845838189062
2000-04-03,2110.5142350314154
2000-04-04,2134.4364817836818
2000-04-05,2113.3939734862342
2000-04-06,2119.422773709339
2000-04-07,2132.532130781779
2000-04-10,2136.429444464687
2000-04-11,2122.196017100704
2000-04-12,2118.1133325276733
2000-04-13,2120.2601061714777
2000-04-14,2080.847528522749
2000-04-17,2041.4063110824645
2000-04-18,2044.8475627594923
2000-04-19,2041.4034706613113
2000-04-20,2053.816768965549
2000-04-21,2054.5728396936124
2000-04-24,2054.14085402621
2000-04-25,2060.1597701744645
2000-04-26,2067.0782139878706
2000-04-27,2021.5118763536311
2000-04-28,2046.8968670204704
2000-05-01,2040.4735494254016
2000-05-02,2070.4305031381264
2000-05-03,2019.3614716975549
2000-05-04,2016.80519811853
