Date,BRAZIL GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.09769288927768
2001-01-03,105.87408667500532
2001-01-04,106.27021213323387
2001-01-05,104.12269246664292
2001-01-08,103.04416155332284
2001-01-09,106.69459598645241
2001-01-10,105.93461704709826
2001-01-11,104.2615629215032
2001-01-12,104.05826699486258
2001-01-15,105.60293410112799
2001-01-16,106.069199572533
2001-01-17,109.14327664740051
2001-01-18,109.74605002383917
2001-01-19,111.64889309814572
2001-01-22,110.43243984671356
2001-01-23,111.57652014075954
2001-01-24,112.38517511913794
2001-01-25,111.94507551961436
2001-01-26,110.8809236530957
2001-01-29,112.11216224072389
2001-01-30,111.25805101417828
2001-01-31,110.73142168167489
2001-02-01,107.49719625903194
2001-02-02,106.60410951240316
2001-02-05,105.04950016788786
2001-02-06,107.35861287592672
2001-02-07,105.92673899229625
2001-02-08,109.38683463113054
2001-02-09,107.98100015625998
2001-02-12,106.79492812551058
2001-02-13,109.35448869709043
2001-02-14,110.22474168347006
2001-02-15,111.69499822154054
2001-02-16,106.24137248273477
2001-02-19,104.40283697847185
2001-02-20,105.92302304367296
2001-02-21,102.97380472120358
2001-02-22,103.12864477137003
2001-02-23,103.41708993847925
2001-02-26,104.07811217303771
2001-02-27,102.85563942139348
2001-02-28,101.69034381372829
2001-03-01,101.91948650412962
2001-03-02,103.04685467235642
2001-03-05,104.0130604945356
2001-03-06,103.65156963869269
2001-03-07,103.76688972366071
2001-03-08,103.6288170631849
2001-03-09,102.84017703106461
2001-03-12,98.46222044478068
2001-03-13,100.16964197714059
2001-03-14,98.71656436616185
2001-03-15,96.2069646773315
2001-03-16,96.50353323150557
2001-03-19,93.00340926182677
2001-03-20,95.62249287268317
2001-03-21,96.71024202127452
2001-03-22,92.10681850261281
2001-03-23,90.84680316894024
2001-03-26,92.60080895054159
2001-03-27,94.7737686884428
2001-03-28,94.66495430233518
2001-03-29,92.83093392933218
2001-03-30,92.07848681563492
2001-04-02,89.95851165532667
2001-04-03,87.97277693553758
2001-04-04,87.8782359996933
2001-04-05,91.64396409740985
2001-04-06,94.54993595561817
2001-04-09,94.25160604088238
2001-04-10,98.43906628431861
2001-04-11,97.87906585750238
2001-04-12,96.37515304518948
2001-04-13,96.37515304518948
2001-04-16,94.58280898921457
2001-04-17,94.53800130570724
2001-04-18,99.0500962849683
2001-04-19,94.7284792274889
2001-04-20,87.88088378525272
2001-04-23,89.00841171214796
2001-04-24,91.20648698007155
2001-04-25,91.15301812329884
2001-04-26,94.36414241991173
2001-04-27,98.49116444524452
2001-04-30,101.28288844001906
2001-05-01,99.90214555693773
2001-05-02,98.96367419319635
2001-05-03,98.76992465372987
2001-05-04,99.6705039858463
2001-05-07,99.45119170574421
