Date,TAIWAN GROWTH
2000-12-29,100.0
2001-01-01,98.38649088503558
2001-01-02,102.67560920535117
2001-01-03,99.8117225266466
2001-01-04,105.64477955726605
2001-01-05,109.88516581517804
2001-01-08,108.29411216370897
2001-01-09,115.00269696108775
2001-01-10,115.48482084180029
2001-01-11,112.54239691425506
2001-01-12,113.31291258000225
2001-01-15,114.92131071662243
2001-01-16,121.83335065570384
2001-01-17,125.67192770891118
2001-01-18,124.68350610325177
2001-01-19,126.07407765974095
2001-01-22,126.1177891213372
2001-01-23,125.55556127090482
2001-01-24,127.78681359234689
2001-01-25,128.26021352090183
2001-01-26,128.009800391841
2001-01-29,122.81398471619914
2001-01-30,127.05267731270575
2001-01-31,131.49113822213258
2001-02-01,126.6185833178798
2001-02-02,128.50343315279076
2001-02-05,123.5677668955896
2001-02-06,124.07863769888834
2001-02-07,118.75798004538908
2001-02-08,121.41071240073165
2001-02-09,121.85571357870872
2001-02-12,122.15931529148337
2001-02-13,129.4778435733799
2001-02-14,125.3548030725728
2001-02-15,134.37205205765588
2001-02-16,131.7680383034828
2001-02-19,128.6789378886363
2001-02-20,130.669821341071
2001-02-21,131.16963030765373
2001-02-22,125.66014944811572
2001-02-23,123.01111861063269
2001-02-26,121.88574980553423
2001-02-27,120.39892746974411
2001-02-28,120.27454841244068
2001-03-01,113.53818326389558
2001-03-02,112.46832901958514
2001-03-05,115.6517243243975
2001-03-06,117.41404036445081
2001-03-07,122.52319054238752
2001-03-08,119.52497954982897
2001-03-09,117.81639058186961
2001-03-12,115.48068988973263
2001-03-13,118.44037902208157
2001-03-14,120.96912536364783
2001-03-15,124.0350460724383
2001-03-16,124.2575751798753
2001-03-19,120.70190734472283
2001-03-20,119.65463186284659
2001-03-21,119.317448683118
2001-03-22,123.66305941890977
2001-03-23,125.08050155094656
2001-03-26,125.45825803910472
2001-03-27,125.09074348311454
2001-03-28,124.35924352019869
2001-03-29,124.5160216478886
2001-03-30,123.8199839157622
2001-04-02,119.64947099845125
2001-04-03,115.6086505333238
2001-04-04,111.22033562065704
2001-04-05,112.34535306875682
2001-04-06,114.4479995291394
2001-04-09,111.31021066359634
2001-04-10,111.07951793856542
2001-04-11,115.11130090429742
2001-04-12,116.69891518565933
2001-04-13,115.00208686104904
2001-04-16,114.96539523923317
2001-04-17,115.13301080722496
2001-04-18,118.83657581521655
2001-04-19,122.59561532466293
2001-04-20,120.26871978961731
2001-04-23,120.31064837322559
2001-04-24,119.35157736615406
2001-04-25,116.64694932887699
2001-04-26,117.12806092544061
2001-04-27,115.85008602182762
2001-04-30,119.23195231905372
2001-05-01,118.6879258554541
2001-05-02,121.13867435709427
2001-05-03,122.16182855883089
2001-05-04,117.87622426288983
2001-05-07,119.82780622937763
2001-05-08,120.74316757022397
2001-05-09,121.61408653286544
