Date,TURKEY GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.8330619308373
2001-01-03,96.49585453647651
2001-01-04,109.81578857649531
2001-01-05,106.53993970672734
2001-01-08,111.00757238919034
2001-01-09,113.92604101188186
2001-01-10,120.64254231263848
2001-01-11,116.23745648343825
2001-01-12,114.91303186433584
2001-01-15,110.67789918545418
2001-01-16,108.83441653413493
2001-01-17,112.2374704431519
2001-01-18,113.36002356192303
2001-01-19,117.1382316602037
2001-01-22,114.7121963574292
2001-01-23,111.984067065985
2001-01-24,114.07290835845315
2001-01-25,116.47995844991708
2001-01-26,113.54119571461209
2001-01-29,112.38980798283833
2001-01-30,110.00679651607835
2001-01-31,114.43936096195742
2001-02-01,112.79374796137189
2001-02-02,112.57311590015158
2001-02-05,107.47577389272475
2001-02-06,110.08868190916532
2001-02-07,103.9431814080112
2001-02-08,104.67399270449249
2001-02-09,103.6603630794339
2001-02-12,97.64474726135897
2001-02-13,101.60535038623267
2001-02-14,106.86038766646449
2001-02-15,107.72688122016811
2001-02-16,108.23179346928167
2001-02-19,92.36858582466633
2001-02-20,98.22026155127563
2001-02-21,80.4587504351211
2001-02-22,64.2712635536871
2001-02-23,56.716219482713
2001-02-26,70.25200205561033
2001-02-27,70.1309043813289
2001-02-28,72.46434146349573
2001-03-01,81.79763598848793
2001-03-02,80.77878651826097
2001-03-05,81.34397716666648
2001-03-06,81.22157651314828
2001-03-07,81.49310340540619
2001-03-08,81.09084106431287
2001-03-09,83.12821923239406
2001-03-12,71.71704932939409
2001-03-13,65.57584371319636
2001-03-14,61.158459369520564
2001-03-15,61.711697750793306
2001-03-16,64.93192108821849
2001-03-19,62.598558067414324
2001-03-20,67.2341093519416
2001-03-21,65.99350191787775
2001-03-22,65.19201476954636
2001-03-23,64.3128332914319
2001-03-26,64.34087150246879
2001-03-27,61.132451214811944
2001-03-28,57.954932925884464
2001-03-29,50.72167803794514
2001-03-30,57.38853724327036
2001-04-02,53.29371603202973
2001-04-03,49.16276568544156
2001-04-04,48.58619093293726
2001-04-05,52.63248400437075
2001-04-06,50.69183757925876
2001-04-09,49.93348439665154
2001-04-10,49.773889238448334
2001-04-11,51.53052643252079
2001-04-12,53.38527505344966
2001-04-13,53.541267274087645
2001-04-16,60.643335407195366
2001-04-17,55.901921154398806
2001-04-18,55.90825448738865
2001-04-19,58.41199684130988
2001-04-20,57.74910496046449
2001-04-23,58.0703361270635
2001-04-24,60.544710345870115
2001-04-25,63.06190394031619
2001-04-26,68.55237582685491
2001-04-27,86.03177267637959
2001-04-30,83.28842769937386
2001-05-01,82.00909290413838
2001-05-02,79.60833930050883
2001-05-03,82.98354064079277
2001-05-04,84.46016532141203
2001-05-07,82.13663322668428
